,marathon_male,marathon_female,tuple,petroleum_male,petroleum_female,corp_male,corp_female,average_male,average_female,female-male
0,-1.2364054,-1.4778498,"('unsociable', 'sociable')",0.8267582,0.60050607,-0.022324711,-0.18543634,-0.1439906,-0.35426,-0.2102694
1,0.1874617,0.068102054,"('unfriendly', 'friendly')",1.0178931,0.7039302,0.7775036,0.52797216,0.6609528,0.4333348,-0.227618
2,0.50713277,0.46201217,"('unlikable', 'likable')",1.687581,1.6660973,0.8151289,0.87193704,1.0032808,1.0000155,-0.0032653
3,-0.14549242,-0.080591425,"('repellent', 'pleasant')",-0.18849325,-0.19201809,0.86478066,0.9545086,0.1769317,0.2272997,0.050368
4,0.23517089,0.18945202,"('disliked', 'liked')",-0.11018052,-0.1250455,-5.9965215,-5.9170218,-1.957177,-1.9508718,0.0063052
5,-0.13868822,-0.12033879,"('distant', 'outgoing')",-0.8094526,-0.7622323,-1.0583822,-1.0813342,-0.668841,-0.6546351,0.0142059
6,-0.17788133,-0.16704507,"('distant', 'open')",-1.0480399,-1.05993,-1.3199167,-1.3708682,-0.8486126,-0.8659477,-0.0173351
7,0.35568276,0.30242005,"('insensitive', 'sensitive')",1.0274608,0.9689101,0.50361645,0.5102623,0.62892,0.5938641,-0.0350559
8,0.34619656,0.31358153,"('unaffectionate', 'affectionate')",-0.25104982,-0.3368239,-0.47646728,-0.6070324,-0.1271068,-0.2100916,-0.0829848
9,1.5934386,1.5316452,"('unaffectionate', 'caring')",0.31344423,0.20981957,0.4609579,0.3699487,0.7892803,0.7038045,-0.0854758
10,-0.030026667,-0.20660686,"('unsympathetic', 'sympathetic')",-0.18756223,-0.43647516,-0.25403187,-0.37031224,-0.1572069,-0.3377981,-0.1805912
11,-0.28959906,-0.31099188,"('unhelpful', 'helpful')",0.98044676,0.9163612,2.0236318,1.9762115,0.9048265,0.860527,-0.0442995
12,0.87957877,0.8107314,"('unsupportive', 'supportive')",0.9185043,0.8682411,-1.6851349,-1.6861775,0.0376494,-0.0024017,-0.0400511
13,-0.12348728,-0.28460854,"('impolite', 'polite')",0.6652252,0.5395312,-0.24141744,-0.28571463,0.1001068,-0.010264,-0.1103708
14,-0.51370823,-0.565883,"('antisocial', 'social')",1.5842179,1.5940537,0.34027746,0.38689065,0.4702624,0.4716872,0.0014248
15,0.3975485,0.35822856,"('boring', 'funny')",0.24439329,0.1908333,-0.13793433,-0.16127887,0.1680025,0.129261,-0.0387415
16,-1.192559,-1.2301229,"('unpopular', 'popular')",-0.3837375,-0.4233718,0.3393581,0.32466382,-0.4123128,-0.4429437,-0.0306309
17,-0.5564039,-0.5163418,"('nasty', 'nice')",-1.3141767,-1.2911614,-0.48017895,-0.39687335,-0.7835865,-0.7347922,0.0487943
18,0.9042489,0.80045664,"('disagreeable', 'welcoming')",-0.05536931,-0.12962267,-0.7865249,-0.8503525,0.0207849,-0.0598395,-0.0806244
19,-0.78291744,-0.7553611,"('inhospitable', 'hospitable')",-1.7101364,-1.7238376,-1.2291527,-1.200508,-1.2407355,-1.2265689,0.0141666
20,-0.8774467,-0.76758844,"('rough', 'thoughtful')",-0.70954806,-0.66993594,0.30640236,0.37146184,-0.4268641,-0.3553542,0.0715099
21,0.10125966,-0.11352049,"('immoral', 'moral')",1.6721889,1.4211532,0.09897183,0.11498914,0.6241401,0.4742073,-0.1499328
22,-0.52460563,-0.60329854,"('untrustworthy', 'trustworthy')",0.5522395,0.42720947,-1.0164369,-0.9615601,-0.329601,-0.3792164,-0.0496154
23,0.2756558,0.16191152,"('insincere', 'sincere')",0.9021545,0.7195383,5.4723086,5.2369847,2.2167063,2.0394781,-0.1772282
24,1.2909465,1.2591857,"('dishonest', 'honest')",1.3335689,1.1797259,0.65800536,0.6038865,1.0941736,1.014266,-0.0799076
25,0.4102592,0.3985684,"('egoistic', 'altruistic')",0.69882417,0.6511618,0.741464,0.72631794,0.6168491,0.5920161,-0.024833
26,1.1911952,1.0945069,"('hardhearted', 'benevolent')",0.9652305,0.90695536,1.2482587,1.106214,1.1348948,1.0358921,-0.0990027
27,0.32591808,0.44687724,"('hardhearted', 'softhearted')",-0.6096512,-0.5358254,0.33912605,0.31410152,0.0184643,0.0750511,0.0565868
28,0.3392046,0.20344347,"('disloyal', 'loyal')",0.5388998,0.30970418,0.5768855,0.38774896,0.4849966,0.3002989,-0.1846977
29,-0.2914692,-0.3106568,"('unfair', 'fair')",-0.04097622,-0.050359193,-0.35560077,-0.40434813,-0.2293487,-0.2551214,-0.0257727
30,0.26060537,0.17956945,"('intolerant', 'tolerant')",0.62374645,0.56539637,1.047531,0.9766843,0.643961,0.5738834,-0.0700776
