,allegheny_male,allegheny_female,tuple,technologies_male,technologies_female,average_male,average_female,female-male
0,-0.66766745,-0.6814553,"('unsociable', 'sociable')",-0.3815176,-0.53059405,-0.5245925,-0.6060247,-0.0814322
1,0.7579961,0.80576795,"('unfriendly', 'friendly')",0.94659585,0.8460421,0.852296,0.825905,-0.026391
2,0.68374926,0.7341693,"('unlikable', 'likable')",0.21788613,0.22228137,0.4508177,0.4782254,0.0274077
3,-0.6883397,-0.6055081,"('repellent', 'pleasant')",0.19372383,0.23288286,-0.2473079,-0.1863126,0.0609953
4,-0.6688414,-0.62967724,"('disliked', 'liked')",-4.989805,-5.006702,-2.8293233,-2.8181896,0.0111337
5,0.2585084,0.38248077,"('distant', 'outgoing')",-0.5600327,-0.4837765,-0.1507622,-0.0506479,0.1001143
6,0.23610853,0.37912038,"('distant', 'open')",-0.5823392,-0.5263341,-0.1731153,-0.0736069,0.0995084
7,0.94117045,0.9653486,"('insensitive', 'sensitive')",0.40356222,0.5174601,0.6723663,0.7414044,0.0690381
8,1.0336559,1.0601592,"('unaffectionate', 'affectionate')",0.18787357,0.104682,0.6107647,0.5824206,-0.0283441
9,1.7962385,1.8708105,"('unaffectionate', 'caring')",1.0262243,0.9631214,1.4112314,1.416966,0.0057346
10,0.53135806,0.59366345,"('unsympathetic', 'sympathetic')",-0.49566236,-0.45229095,0.0178479,0.0706863,0.0528384
11,0.4423378,0.46693432,"('unhelpful', 'helpful')",2.1747122,2.2617884,1.308525,1.3643613,0.0558363
12,1.761425,1.9587024,"('unsupportive', 'supportive')",-0.8342669,-0.7018478,0.4635791,0.6284273,0.1648482
13,0.39062816,0.3261871,"('impolite', 'polite')",-0.43758613,-0.44586214,-0.023479,-0.0598375,-0.0363585
14,0.1426329,0.1228948,"('antisocial', 'social')",0.13572517,0.19269283,0.139179,0.1577938,0.0186148
15,0.030430045,0.00039860606,"('boring', 'funny')",-0.14673264,-0.17805693,-0.0581513,-0.0888292,-0.0306779
16,-1.7430034,-1.7935424,"('unpopular', 'popular')",0.12427897,0.06543931,-0.8093622,-0.8640515,-0.0546893
17,-0.50078535,-0.42372376,"('nasty', 'nice')",-0.56246346,-0.50841063,-0.5316244,-0.4660672,0.0655572
18,0.40443367,0.48994088,"('disagreeable', 'welcoming')",-0.37385052,-0.32017422,0.0152916,0.0848833,0.0695917
19,-0.100429565,-0.040174477,"('inhospitable', 'hospitable')",-0.6086131,-0.56840914,-0.3545213,-0.3042918,0.0502295
20,0.015009437,0.011771638,"('rough', 'thoughtful')",0.86835915,0.9184255,0.4416843,0.4650986,0.0234143
21,1.0867152,1.0964986,"('immoral', 'moral')",0.05207738,0.068270534,0.5693963,0.5823846,0.0129883
22,-0.15368685,-0.06269015,"('untrustworthy', 'trustworthy')",-1.1376625,-1.0921096,-0.6456747,-0.5773998,0.0682749
23,0.6766363,0.6729877,"('insincere', 'sincere')",4.163053,4.091522,2.4198446,2.3822551,-0.0375895
24,1.544181,1.5336363,"('dishonest', 'honest')",-0.4753018,-0.50413996,0.5344396,0.5147482,-0.0196914
25,0.6246767,0.6186074,"('egoistic', 'altruistic')",0.7433849,0.73943806,0.6840308,0.6790227,-0.0050081
26,1.1071738,1.0259829,"('hardhearted', 'benevolent')",0.94875413,0.9797984,1.027964,1.0028906,-0.0250734
27,0.6376891,0.7370171,"('hardhearted', 'softhearted')",0.32448623,0.39028785,0.4810877,0.5636525,0.0825648
28,0.4957162,0.38826147,"('disloyal', 'loyal')",0.5181629,0.3823183,0.5069395,0.3852899,-0.1216496
29,-1.5289052,-1.4805652,"('unfair', 'fair')",-0.97510666,-1.0298078,-1.2520059,-1.2551866,-0.0031807
30,0.7068839,0.7498707,"('intolerant', 'tolerant')",1.6036886,1.5743073,1.1552863,1.162089,0.0068027
31,-0.7086094,-0.52664274,"('evil', 'good')",-1.1345912,-1.0764091,-0.9216003,-0.801526,0.1200743
32,0.7584255,0.6606741,"('unkind', 'kind')",0.3678863,0.26159537,0.5631559,0.4611347,-0.1020212
33,1.060454,0.9670623,"('wrong', 'right')",0.12742226,0.029266018,0.5939381,0.4981641,-0.095774
34,0.4622873,0.54299337,"('mean', 'honorable')",3.6831644,3.7449226,2.0727258,2.1439581,0.0712323
35,-0.46574178,-0.55162036,"('corrupt', 'incorrupt')",-0.5780972,-0.6065711,-0.5219195,-0.5790957,-0.0571762
36,-0.25920403,-0.29960492,"('hostile', 'amicable')",-0.42197376,-0.5762645,-0.3405889,-0.4379347,-0.0973458
37,0.5786962,0.58544064,"('fake', 'genuine')",0.0018485263,-0.060902745,0.2902724,0.262269,-0.0280034
38,0.09600595,0.16392641,"('untruthful', 'truthful')",0.015089179,0.060253233,0.0555476,0.1120898,0.0565422
39,2.2070274,2.1947422,"('exploitative', 'cooperative')",0.16935818,0.2412417,1.1881928,1.2179919,0.0297991
40,1.2170392,1.345692,"('stingy', 'generous')",-1.653746,-1.6106449,-0.2183534,-0.1324764,0.085877
41,0.544882,0.686042,"('unforgiving', 'forgiving')",-0.4688863,-0.46705246,0.0379979,0.1094948,0.0714969
42,0.14191669,0.29839122,"('unreliable', 'reliable')",-3.4565089,-3.3460913,-1.6572961,-1.52385,0.1334461
43,0.19348456,0.3323642,"('irresponsible', 'responsible')",-0.07577376,-0.041358285,0.0588554,0.145503,0.0866476
44,-0.82405967,-0.8252736,"('prejudiced', 'unprejudiced')",-1.2494023,-1.1729813,-1.036731,-0.9991274,0.0376036
45,-1.004615,-0.8416512,"('incompetent', 'competent')",-0.5725893,-0.55264854,-0.7886021,-0.6971499,0.0914522
46,0.22135255,0.24335533,"('uncompetitive', 'competitive')",-0.37426782,-0.3518742,-0.0764576,-0.0542594,0.0221982
47,-0.055159107,-0.06270164,"('stupid', 'smart')",4.1341724,4.1122847,2.0395067,2.0247915,-0.0147152
48,-0.20811084,-0.20761156,"('unintelligent', 'intelligent')",1.2134978,1.2737333,0.5026935,0.5330608,0.0303673
49,-0.45922762,-0.44392127,"('unable', 'able')",0.16535401,0.25779247,-0.1469368,-0.0930644,0.0538724
50,0.17903821,0.12885633,"('clumsy', 'skillful')",-0.22868982,-0.25506282,-0.0248258,-0.0631032,-0.0382774
51,0.5926025,0.46105546,"('uneducated', 'educated')",-0.014317565,-0.15121475,0.2891425,0.1549204,-0.1342221
52,-0.31600764,-0.41137266,"('irrational', 'rational')",0.29559615,0.04460159,-0.0102057,-0.1833855,-0.1731798
53,1.3281999,1.2566239,"('uncreative', 'creative')",0.6040307,0.5925806,0.9661153,0.9246023,-0.041513
54,0.6291735,0.5470472,"('incapable', 'capable')",0.6283163,0.5810993,0.6287449,0.5640732,-0.0646717
55,-0.50831944,-0.46386662,"('incompetent', 'clever')",0.1942472,0.24547559,-0.1570361,-0.1091955,0.0478406
56,0.75537235,0.80264074,"('impractical', 'practical')",0.061412346,0.041458644,0.4083923,0.4220497,0.0136574
57,0.12092971,0.15803832,"('unimaginative', 'imaginative')",-1.5968533,-1.5442375,-0.7379618,-0.6930996,0.0448622
58,0.045931324,0.04873132,"('undiscriminating', 'discriminating')",-0.09758389,-0.120520025,-0.0258263,-0.0358944,-0.0100681
59,0.53302807,0.5249121,"('foolish', 'wise')",0.24703589,0.22265035,0.390032,0.3737812,-0.0162508
60,0.23419005,0.24799524,"('inefficient', 'efficient')",0.61509067,0.70847964,0.4246404,0.4782375,0.0535971
61,0.8251942,0.65969026,"('illogical', 'logical')",0.34561983,0.24033488,0.585407,0.4500126,-0.1353944
