,goodness_male,goodness_female,tuple,average_male,average_female,female-male
0,0.25018623,0.09651716,"('unsociable', 'sociable')",0.2501862,0.0965172,-0.153669
1,1.3920715,1.4200084,"('unfriendly', 'friendly')",1.3920715,1.4200084,0.0279369
2,0.40186748,0.46925202,"('unlikable', 'likable')",0.4018675,0.469252,0.0673845
3,1.1235026,1.1430467,"('repellent', 'pleasant')",1.1235026,1.1430467,0.0195441
4,-7.202544,-7.080539,"('disliked', 'liked')",-7.2025442,-7.0805392,0.122005
5,-4.803296e-05,0.30832726,"('distant', 'outgoing')",-4.8e-05,0.3083273,0.3083753
6,0.27023834,0.60594344,"('distant', 'open')",0.2702383,0.6059434,0.3357051
7,0.99645925,1.1526469,"('insensitive', 'sensitive')",0.9964592,1.1526469,0.1561877
8,1.0128348,1.0304211,"('unaffectionate', 'affectionate')",1.0128348,1.0304211,0.0175863
9,1.6775097,1.8245873,"('unaffectionate', 'caring')",1.6775097,1.8245873,0.1470776
10,1.5380385,1.5522176,"('unsympathetic', 'sympathetic')",1.5380385,1.5522176,0.0141791
11,2.2314007,2.328726,"('unhelpful', 'helpful')",2.2314007,2.3287261,0.0973254
12,-1.328619,-1.2127615,"('unsupportive', 'supportive')",-1.328619,-1.2127615,0.1158575
13,0.6018565,0.39025784,"('impolite', 'polite')",0.6018565,0.3902578,-0.2115987
14,-0.28303435,-0.53482294,"('antisocial', 'social')",-0.2830344,-0.5348229,-0.2517885
15,0.47027645,0.47944582,"('boring', 'funny')",0.4702764,0.4794458,0.0091694
16,-0.35058013,-0.27159065,"('unpopular', 'popular')",-0.3505801,-0.2715907,0.0789894
17,0.048943095,0.15118706,"('nasty', 'nice')",0.0489431,0.1511871,0.102244
18,-0.6124837,-0.6868302,"('disagreeable', 'welcoming')",-0.6124837,-0.6868302,-0.0743465
19,-0.35661802,-0.055463,"('inhospitable', 'hospitable')",-0.356618,-0.055463,0.301155
20,0.5969711,0.51306784,"('rough', 'thoughtful')",0.5969711,0.5130678,-0.0839033
21,0.30669773,0.35711443,"('immoral', 'moral')",0.3066977,0.3571144,0.0504167
22,-0.30934063,-0.37133184,"('untrustworthy', 'trustworthy')",-0.3093406,-0.3713318,-0.0619912
23,6.657196,6.657324,"('insincere', 'sincere')",6.657196,6.6573238,0.0001278
24,2.0175512,2.139716,"('dishonest', 'honest')",2.0175512,2.1397159,0.1221647
25,0.12056671,-0.017823145,"('egoistic', 'altruistic')",0.1205667,-0.0178231,-0.1383898
26,-0.024708308,-0.15506232,"('hardhearted', 'benevolent')",-0.0247083,-0.1550623,-0.130354
27,1.7640706,1.729869,"('hardhearted', 'softhearted')",1.7640706,1.729869,-0.0342016
28,1.1737224,1.2343813,"('disloyal', 'loyal')",1.1737224,1.2343813,0.0606589
29,-0.5519796,-0.55539924,"('unfair', 'fair')",-0.5519796,-0.5553992,-0.0034196
30,0.87645864,0.83214486,"('intolerant', 'tolerant')",0.8764586,0.8321449,-0.0443137
31,-1.7958646,-1.6715956,"('evil', 'good')",-1.7958646,-1.6715956,0.124269
32,1.570658,1.500286,"('unkind', 'kind')",1.570658,1.500286,-0.070372
33,-0.4841418,-0.3602414,"('wrong', 'right')",-0.4841418,-0.3602414,0.1239004
34,4.8572993,5.014822,"('mean', 'honorable')",4.8572993,5.014822,0.1575227
35,-1.2549866,-1.1445441,"('corrupt', 'incorrupt')",-1.2549866,-1.1445441,0.1104425
36,-1.0972656,-1.0536807,"('hostile', 'amicable')",-1.0972656,-1.0536807,0.0435849
37,1.0196368,1.0785351,"('fake', 'genuine')",1.0196368,1.0785351,0.0588983
38,0.017651357,0.120688654,"('untruthful', 'truthful')",0.0176514,0.1206887,0.1030373
39,0.0736224,0.047273133,"('exploitative', 'cooperative')",0.0736224,0.0472731,-0.0263493
40,-1.5369831,-1.5526209,"('stingy', 'generous')",-1.5369831,-1.5526209,-0.0156378
41,0.05251828,0.025507841,"('unforgiving', 'forgiving')",0.0525183,0.0255078,-0.0270105
42,-1.8839777,-1.8435177,"('unreliable', 'reliable')",-1.8839777,-1.8435177,0.04046
43,1.2719226,1.2952212,"('irresponsible', 'responsible')",1.2719226,1.2952212,0.0232986
44,-1.2226111,-1.3809061,"('prejudiced', 'unprejudiced')",-1.2226111,-1.3809061,-0.158295
45,0.5117907,0.61092794,"('incompetent', 'competent')",0.5117907,0.6109279,0.0991372
46,-0.14676487,-0.19344363,"('uncompetitive', 'competitive')",-0.1467649,-0.1934436,-0.0466787
47,5.3401957,5.4468055,"('stupid', 'smart')",5.3401957,5.4468055,0.1066098
48,0.5973064,0.567957,"('unintelligent', 'intelligent')",0.5973064,0.567957,-0.0293494
49,0.39038035,0.58458066,"('unable', 'able')",0.3903804,0.5845807,0.1942003
50,-0.077680275,0.013680195,"('clumsy', 'skillful')",-0.0776803,0.0136802,0.0913605
51,0.74353576,0.78675497,"('uneducated', 'educated')",0.7435358,0.786755,0.0432192
52,-0.3140883,-0.12231214,"('irrational', 'rational')",-0.3140883,-0.1223121,0.1917762
53,-0.0105559565,0.06266152,"('uncreative', 'creative')",-0.010556,0.0626615,0.0732175
54,1.2293184,1.4948888,"('incapable', 'capable')",1.2293184,1.4948888,0.2655704
55,0.8144075,0.7760712,"('incompetent', 'clever')",0.8144075,0.7760712,-0.0383363
56,0.9671045,1.0183141,"('impractical', 'practical')",0.9671045,1.0183141,0.0512096
57,-2.323755,-2.220993,"('unimaginative', 'imaginative')",-2.323755,-2.220993,0.102762
58,-0.27465567,-0.30185252,"('undiscriminating', 'discriminating')",-0.2746557,-0.3018525,-0.0271968
59,-0.059809245,0.17678457,"('foolish', 'wise')",-0.0598092,0.1767846,0.2365938
60,1.2022474,1.0257636,"('inefficient', 'efficient')",1.2022474,1.0257636,-0.1764838
61,0.25557163,0.15549088,"('illogical', 'logical')",0.2555716,0.1554909,-0.1000807
62,1.5106075,1.612288,"('incompetent', 'brilliant')",1.5106075,1.612288,0.1016805
63,0.7567372,0.84358406,"('unperceptive', 'insightful')",0.7567372,0.8435841,0.0868469
64,-5.499693,-5.3934717,"('shy', 'confident')",-5.4996929,-5.3934717,0.1062212
65,0.78161067,0.60322285,"('insecure', 'secure')",0.7816107,0.6032228,-0.1783879
66,-0.07603095,0.0056953765,"('inactive', 'active')",-0.0760309,0.0056954,0.0817263
67,-0.43819308,-0.40264758,"('doubtful', 'determined')",-0.4381931,-0.4026476,0.0355455
68,-0.34144717,-0.2191788,"('dependent', 'independent')",-0.3414472,-0.2191788,0.1222684
69,-1.9339874,-1.7678488,"('lazy', 'industrious')",-1.9339874,-1.7678488,0.1661386
70,1.7499005,1.7988605,"('lethargic', 'energetic')",1.7499005,1.7988605,0.04896
71,0.4462822,0.59602123,"('diffident', 'self-confident')",0.4462822,0.5960212,0.149739
72,0.9359899,0.9439233,"('unambitious', 'ambitious')",0.9359899,0.9439233,0.0079334
73,-3.046036,-2.9852412,"('helpless', 'self-reliant')",-3.046036,-2.9852412,0.0607948
74,0.18087819,0.17746507,"('undedicated', 'dedicated')",0.1808782,0.1774651,-0.0034131
75,-0.8587544,-0.6732078,"('meek', 'impulsive')",-0.8587544,-0.6732078,0.1855466
76,0.6977376,0.58668125,"('anxious', 'daring')",0.6977376,0.5866812,-0.1110564
77,-1.0295745,-0.9580491,"('unmotivated', 'motivated')",-1.0295745,-0.9580491,0.0715254
78,-0.5716126,-0.58703786,"('nonresilient', 'resilient')",-0.5716126,-0.5870379,-0.0154253
79,-0.3567622,-0.08397491,"('wavering', 'unwavering')",-0.3567622,-0.0839749,0.2727873
80,-0.077913195,-0.09605329,"('dominated', 'dominating')",-0.0779132,-0.0960533,-0.0181401
81,0.4835439,0.41751418,"('submissive', 'aggressive')",0.4835439,0.4175142,-0.0660297
82,6.7573786,6.9593425,"('poor', 'rich')",6.7573786,6.9593425,0.2019639
83,-0.55151385,-0.5183297,"('powerless', 'powerful')",-0.5515139,-0.5183297,0.0331842
