,bedroom_male,bedroom_female,tuple,average_male,average_female,female-male
0,-0.18448874,-0.32181358,"('unsociable', 'sociable')",-0.1844887,-0.3218136,-0.1373249
1,1.3899826,1.5033958,"('unfriendly', 'friendly')",1.3899826,1.5033958,0.1134132
2,0.53603756,0.6780566,"('unlikable', 'likable')",0.5360376,0.6780566,0.142019
3,0.6692554,0.6795544,"('repellent', 'pleasant')",0.6692554,0.6795544,0.010299
4,-7.3648243,-7.1726546,"('disliked', 'liked')",-7.3648243,-7.1726546,0.1921697
5,0.01385662,0.24894023,"('distant', 'outgoing')",0.0138566,0.2489402,0.2350836
6,0.2909726,0.5398053,"('distant', 'open')",0.2909726,0.5398053,0.2488327
7,0.647265,0.8809648,"('insensitive', 'sensitive')",0.647265,0.8809648,0.2336998
8,1.1420631,1.1947969,"('unaffectionate', 'affectionate')",1.1420631,1.1947969,0.0527338
9,1.7407968,2.0175803,"('unaffectionate', 'caring')",1.7407968,2.0175803,0.2767835
10,0.79511726,0.7944201,"('unsympathetic', 'sympathetic')",0.7951173,0.7944201,-0.0006972
11,1.9094958,2.1076453,"('unhelpful', 'helpful')",1.9094958,2.1076453,0.1981495
12,-1.4120992,-1.3124528,"('unsupportive', 'supportive')",-1.4120992,-1.3124528,0.0996464
13,0.06624408,-0.18758672,"('impolite', 'polite')",0.0662441,-0.1875867,-0.2538308
14,-0.21346754,-0.1440166,"('antisocial', 'social')",-0.2134675,-0.1440166,0.0694509
15,0.37309045,0.4244449,"('boring', 'funny')",0.3730904,0.4244449,0.0513545
16,-0.5455867,-0.40783006,"('unpopular', 'popular')",-0.5455867,-0.4078301,0.1377566
17,-0.2291516,-0.2839198,"('nasty', 'nice')",-0.2291516,-0.2839198,-0.0547682
18,-0.7187298,-0.81585944,"('disagreeable', 'welcoming')",-0.7187298,-0.8158594,-0.0971296
19,-0.2518814,0.119154215,"('inhospitable', 'hospitable')",-0.2518814,0.1191542,0.3710356
20,0.6180178,0.37922636,"('rough', 'thoughtful')",0.6180178,0.3792264,-0.2387914
21,-0.33416694,-0.25621966,"('immoral', 'moral')",-0.3341669,-0.2562197,0.0779472
22,-0.7498436,-0.8232237,"('untrustworthy', 'trustworthy')",-0.7498436,-0.8232237,-0.0733801
23,6.2534466,6.3726797,"('insincere', 'sincere')",6.2534466,6.3726797,0.1192331
24,1.8247923,1.9341455,"('dishonest', 'honest')",1.8247923,1.9341455,0.1093532
25,0.52481246,0.4811113,"('egoistic', 'altruistic')",0.5248125,0.4811113,-0.0437012
26,0.092301205,0.036100212,"('hardhearted', 'benevolent')",0.0923012,0.0361002,-0.056201
27,1.5494604,1.3346723,"('hardhearted', 'softhearted')",1.5494604,1.3346723,-0.2147881
28,1.2329668,1.3745037,"('disloyal', 'loyal')",1.2329668,1.3745037,0.1415369
29,-0.15664712,-0.2798496,"('unfair', 'fair')",-0.1566471,-0.2798496,-0.1232025
