,cruise_male,cruise_female,tuple,average_male,average_female,female-male
0,-0.054198172,-0.06130452,"('unsociable', 'sociable')",-0.0541982,-0.0613045,-0.0071063
1,2.4002852,2.458854,"('unfriendly', 'friendly')",2.4002852,2.458854,0.0585688
2,0.66631734,0.7729268,"('unlikable', 'likable')",0.6663173,0.7729268,0.1066095
3,0.29830927,0.37757096,"('repellent', 'pleasant')",0.2983093,0.377571,0.0792617
4,-6.7229934,-6.801865,"('disliked', 'liked')",-6.7229934,-6.8018651,-0.0788717
5,0.34956366,0.36612195,"('distant', 'outgoing')",0.3495637,0.3661219,0.0165582
6,0.7297011,0.7578266,"('distant', 'open')",0.7297011,0.7578266,0.0281255
7,0.91896373,1.0652254,"('insensitive', 'sensitive')",0.9189637,1.0652254,0.1462617
8,2.0412695,1.9905157,"('unaffectionate', 'affectionate')",2.0412695,1.9905157,-0.0507538
9,2.2611797,2.4012172,"('unaffectionate', 'caring')",2.2611797,2.4012172,0.1400375
10,0.49076885,0.5212082,"('unsympathetic', 'sympathetic')",0.4907688,0.5212082,0.0304394
11,1.463296,1.539,"('unhelpful', 'helpful')",1.4632961,1.539,0.0757039
12,-1.141798,-1.0502961,"('unsupportive', 'supportive')",-1.141798,-1.0502961,0.0915019
13,-0.21313672,-0.25102258,"('impolite', 'polite')",-0.2131367,-0.2510226,-0.0378859
14,-0.24866758,-0.31556898,"('antisocial', 'social')",-0.2486676,-0.315569,-0.0669014
15,0.7769837,0.694658,"('boring', 'funny')",0.7769837,0.694658,-0.0823257
16,-0.2556081,-0.10413018,"('unpopular', 'popular')",-0.2556081,-0.1041302,0.1514779
17,0.1707305,0.15504117,"('nasty', 'nice')",0.1707305,0.1550412,-0.0156893
18,0.20731716,0.15660417,"('disagreeable', 'welcoming')",0.2073172,0.1566042,-0.050713
19,0.075416505,0.16551419,"('inhospitable', 'hospitable')",0.0754165,0.1655142,0.0900977
20,0.39161792,0.3118432,"('rough', 'thoughtful')",0.3916179,0.3118432,-0.0797747
21,-0.5767592,-0.43203035,"('immoral', 'moral')",-0.5767592,-0.4320303,0.1447289
22,-0.99386674,-0.9519892,"('untrustworthy', 'trustworthy')",-0.9938667,-0.9519892,0.0418775
23,6.358288,6.5681973,"('insincere', 'sincere')",6.3582878,6.5681973,0.2099095
24,1.4738123,1.5234525,"('dishonest', 'honest')",1.4738123,1.5234525,0.0496402
25,1.3701209,1.3277773,"('egoistic', 'altruistic')",1.3701209,1.3277773,-0.0423436
26,1.4554203,1.3360136,"('hardhearted', 'benevolent')",1.4554203,1.3360136,-0.1194067
27,2.1689024,2.0256412,"('hardhearted', 'softhearted')",2.1689024,2.0256412,-0.1432612
28,1.1019893,1.0686212,"('disloyal', 'loyal')",1.1019893,1.0686212,-0.0333681
29,-0.44150293,-0.58389497,"('unfair', 'fair')",-0.4415029,-0.583895,-0.1423921
30,0.8141644,0.83011734,"('intolerant', 'tolerant')",0.8141644,0.8301173,0.0159529
31,-0.6258419,-0.70798177,"('evil', 'good')",-0.6258419,-0.7079818,-0.0821399
32,1.0493907,0.98132336,"('unkind', 'kind')",1.0493907,0.9813234,-0.0680673
33,0.3972662,0.4528725,"('wrong', 'right')",0.3972662,0.4528725,0.0556063
34,4.421828,4.721693,"('mean', 'honorable')",4.4218278,4.721693,0.2998652
35,-0.52752125,-0.6954763,"('corrupt', 'incorrupt')",-0.5275213,-0.6954763,-0.167955
36,-0.27248222,-0.3031391,"('hostile', 'amicable')",-0.2724822,-0.3031391,-0.0306569
37,1.1950445,1.1114111,"('fake', 'genuine')",1.1950445,1.1114111,-0.0836334
38,0.26722464,0.33996162,"('untruthful', 'truthful')",0.2672246,0.3399616,0.072737
39,0.058410354,0.026527505,"('exploitative', 'cooperative')",0.0584104,0.0265275,-0.0318829
40,-1.1679661,-1.2382005,"('stingy', 'generous')",-1.1679661,-1.2382005,-0.0702344
41,0.6389378,0.6012248,"('unforgiving', 'forgiving')",0.6389378,0.6012248,-0.037713
42,-2.8904967,-2.8659267,"('unreliable', 'reliable')",-2.8904967,-2.8659267,0.02457
43,0.9632175,0.99542785,"('irresponsible', 'responsible')",0.9632175,0.9954278,0.0322103
44,-1.5962069,-1.8091887,"('prejudiced', 'unprejudiced')",-1.5962069,-1.8091887,-0.2129818
45,-0.07838476,0.0019717626,"('incompetent', 'competent')",-0.0783848,0.0019718,0.0803566
46,-1.4597365,-1.3889513,"('uncompetitive', 'competitive')",-1.4597365,-1.3889513,0.0707852
47,4.8642893,5.02617,"('stupid', 'smart')",4.8642893,5.0261698,0.1618805
48,0.81445986,0.8554876,"('unintelligent', 'intelligent')",0.8144599,0.8554876,0.0410277
49,0.34430602,0.43699005,"('unable', 'able')",0.344306,0.4369901,0.0926841
50,-0.21182983,-0.19003747,"('clumsy', 'skillful')",-0.2118298,-0.1900375,0.0217923
51,0.3408792,0.36990136,"('uneducated', 'educated')",0.3408792,0.3699014,0.0290222
52,0.57952404,0.51511234,"('irrational', 'rational')",0.579524,0.5151123,-0.0644117
53,0.64287484,0.5745917,"('uncreative', 'creative')",0.6428748,0.5745917,-0.0682831
54,1.4956008,1.7095481,"('incapable', 'capable')",1.4956008,1.7095481,0.2139473
55,0.2491696,0.32984626,"('incompetent', 'clever')",0.2491696,0.3298463,0.0806767
56,-0.1766861,0.0037912242,"('impractical', 'practical')",-0.1766861,0.0037912,0.1804773
57,-2.721225,-2.8071358,"('unimaginative', 'imaginative')",-2.721225,-2.8071358,-0.0859108
58,0.13331258,0.21805617,"('undiscriminating', 'discriminating')",0.1333126,0.2180562,0.0847436
59,0.36877263,0.35875237,"('foolish', 'wise')",0.3687726,0.3587524,-0.0100202
60,-0.14912212,-0.12913716,"('inefficient', 'efficient')",-0.1491221,-0.1291372,0.0199849
61,0.4358513,0.33395526,"('illogical', 'logical')",0.4358513,0.3339553,-0.101896
62,0.60646874,0.7922826,"('incompetent', 'brilliant')",0.6064687,0.7922826,0.1858139
63,0.32190064,0.46727237,"('unperceptive', 'insightful')",0.3219006,0.4672724,0.1453718
64,-6.9417157,-6.9866223,"('shy', 'confident')",-6.9417157,-6.9866223,-0.0449066
65,-0.58297783,-0.4748675,"('insecure', 'secure')",-0.5829778,-0.4748675,0.1081103
66,-0.36034197,-0.4803285,"('inactive', 'active')",-0.360342,-0.4803285,-0.1199865
67,-0.31082645,-0.42617178,"('doubtful', 'determined')",-0.3108265,-0.4261718,-0.1153453
68,-0.74401426,-0.67876166,"('dependent', 'independent')",-0.7440143,-0.6787617,0.0652526
69,-1.3710208,-1.4726523,"('lazy', 'industrious')",-1.3710208,-1.4726523,-0.1016315
70,0.41069537,0.49989986,"('lethargic', 'energetic')",0.4106954,0.4998999,0.0892045
71,0.7915598,0.9259137,"('diffident', 'self-confident')",0.7915598,0.9259137,0.1343539
72,0.47116765,0.519788,"('unambitious', 'ambitious')",0.4711677,0.519788,0.0486203
73,-2.7130587,-2.5243695,"('helpless', 'self-reliant')",-2.7130587,-2.5243695,0.1886892
74,0.10067721,0.10254288,"('undedicated', 'dedicated')",0.1006772,0.1025429,0.0018657
75,-1.0066226,-0.97103244,"('meek', 'impulsive')",-1.0066226,-0.9710324,0.0355902
76,0.115710154,-0.023588398,"('anxious', 'daring')",0.1157102,-0.0235884,-0.1392986
77,-1.4872868,-1.2717935,"('unmotivated', 'motivated')",-1.4872868,-1.2717935,0.2154933
78,-0.68729365,-0.6421225,"('nonresilient', 'resilient')",-0.6872936,-0.6421225,0.0451711
79,0.13452074,0.123574056,"('wavering', 'unwavering')",0.1345207,0.1235741,-0.0109466
80,-0.30178595,-0.3689174,"('dominated', 'dominating')",-0.3017859,-0.3689174,-0.0671315
81,-0.8535876,-0.82123446,"('submissive', 'aggressive')",-0.8535876,-0.8212345,0.0323531
82,5.8988795,6.1975327,"('poor', 'rich')",5.8988795,6.1975327,0.2986532
83,-0.48912206,-0.44340417,"('powerless', 'powerful')",-0.4891221,-0.4434042,0.0457179
84,0.47396532,0.5098846,"('inferior', 'superior')",0.4739653,0.5098846,0.0359193
85,0.2556322,0.19570474,"('insignificant', 'prestigious')",0.2556322,0.1957047,-0.0599275
86,0.22372523,0.16184352,"('uninfluential', 'influential')",0.2237252,0.1618435,-0.0618817
87,0.21060178,0.44273847,"('unsuccessful', 'successful')",0.2106018,0.4427385,0.2321367
88,-0.024958339,-0.009949187,"('low', 'eminent')",-0.0249583,-0.0099492,0.0150091
