,heyday_male,heyday_female,tuple,average_male,average_female,female-male
0,0.555746,0.34102824,"('unsociable', 'sociable')",0.555746,0.3410282,-0.2147178
1,-0.5804473,-0.6485744,"('unfriendly', 'friendly')",-0.5804473,-0.6485744,-0.0681271
2,-0.05087289,-0.074277,"('unlikable', 'likable')",-0.0508729,-0.074277,-0.0234041
3,0.02120264,-0.010549606,"('repellent', 'pleasant')",0.0212026,-0.0105496,-0.0317522
4,-3.596089,-3.5723073,"('disliked', 'liked')",-3.5960889,-3.5723073,0.0237816
5,-1.9913646,-1.6299384,"('distant', 'outgoing')",-1.9913646,-1.6299384,0.3614262
6,-2.116173,-1.7350175,"('distant', 'open')",-2.116173,-1.7350175,0.3811555
7,0.58959085,0.5883608,"('insensitive', 'sensitive')",0.5895908,0.5883608,-0.00123
8,-0.42679292,-0.51456386,"('unaffectionate', 'affectionate')",-0.4267929,-0.5145639,-0.087771
9,-0.07940977,0.022311404,"('unaffectionate', 'caring')",-0.0794098,0.0223114,0.1017212
10,0.70392865,0.6710925,"('unsympathetic', 'sympathetic')",0.7039286,0.6710925,-0.0328361
11,2.3279283,2.310349,"('unhelpful', 'helpful')",2.3279283,2.310349,-0.0175793
12,-0.8849348,-0.7901847,"('unsupportive', 'supportive')",-0.8849348,-0.7901847,0.0947501
13,0.85529816,0.64936316,"('impolite', 'polite')",0.8552982,0.6493632,-0.205935
14,0.46433252,0.2573302,"('antisocial', 'social')",0.4643325,0.2573302,-0.2070023
15,-0.24849948,-0.38081217,"('boring', 'funny')",-0.2484995,-0.3808122,-0.1323127
16,-0.109465465,-0.3241558,"('unpopular', 'popular')",-0.1094655,-0.3241558,-0.2146903
17,-0.7104641,-0.6954143,"('nasty', 'nice')",-0.7104641,-0.6954143,0.0150498
18,-0.77445817,-0.77337134,"('disagreeable', 'welcoming')",-0.7744582,-0.7733713,0.0010869
19,-1.0367612,-1.0070995,"('inhospitable', 'hospitable')",-1.0367612,-1.0070995,0.0296617
20,0.029807646,0.011831591,"('rough', 'thoughtful')",0.0298076,0.0118316,-0.017976
21,0.90235347,0.8666238,"('immoral', 'moral')",0.9023535,0.8666238,-0.0357297
22,0.7173602,0.5963191,"('untrustworthy', 'trustworthy')",0.7173602,0.5963191,-0.1210411
23,3.9539106,3.809438,"('insincere', 'sincere')",3.9539106,3.809438,-0.1444726
24,0.90204835,0.95167977,"('dishonest', 'honest')",0.9020483,0.9516798,0.0496315
25,-0.8089529,-0.8089758,"('egoistic', 'altruistic')",-0.8089529,-0.8089758,-2.29e-05
26,-0.034843914,-0.24755025,"('hardhearted', 'benevolent')",-0.0348439,-0.2475502,-0.2127063
27,-0.43550965,-0.3605025,"('hardhearted', 'softhearted')",-0.4355097,-0.3605025,0.0750072
28,0.32257605,0.18992303,"('disloyal', 'loyal')",0.322576,0.189923,-0.132653
29,-0.8534769,-0.79219675,"('unfair', 'fair')",-0.8534769,-0.7921968,0.0612801
30,0.24458595,0.29304922,"('intolerant', 'tolerant')",0.2445859,0.2930492,0.0484633
31,-2.9129722,-2.8217099,"('evil', 'good')",-2.9129722,-2.8217099,0.0912623
32,1.5102488,1.2667481,"('unkind', 'kind')",1.5102488,1.2667481,-0.2435007
33,-0.34732065,-0.23236175,"('wrong', 'right')",-0.3473206,-0.2323617,0.1149589
34,3.1326075,3.2295341,"('mean', 'honorable')",3.1326075,3.2295341,0.0969266
35,-1.704489,-1.6504467,"('corrupt', 'incorrupt')",-1.704489,-1.6504467,0.0540423
36,-2.5173833,-2.5751686,"('hostile', 'amicable')",-2.5173833,-2.5751686,-0.0577853
37,0.44159222,0.3771994,"('fake', 'genuine')",0.4415922,0.3771994,-0.0643928
38,0.39245188,0.44199422,"('untruthful', 'truthful')",0.3924519,0.4419942,0.0495423
39,0.092619166,0.16094917,"('exploitative', 'cooperative')",0.0926192,0.1609492,0.06833
40,-2.4108722,-2.4349153,"('stingy', 'generous')",-2.4108722,-2.4349153,-0.0240431
41,-0.064187005,-0.11223723,"('unforgiving', 'forgiving')",-0.064187,-0.1122372,-0.0480502
42,-1.5476058,-1.4466251,"('unreliable', 'reliable')",-1.5476058,-1.4466251,0.1009807
43,0.8003711,0.8826585,"('irresponsible', 'responsible')",0.8003711,0.8826585,0.0822874
44,-0.6283706,-0.52683973,"('prejudiced', 'unprejudiced')",-0.6283706,-0.5268397,0.1015309
45,0.056004997,0.10919232,"('incompetent', 'competent')",0.056005,0.1091923,0.0531873
46,0.887968,0.7052872,"('uncompetitive', 'competitive')",0.887968,0.7052872,-0.1826808
47,2.9624767,3.0690806,"('stupid', 'smart')",2.9624767,3.0690806,0.1066039
48,-0.23063707,-0.39908427,"('unintelligent', 'intelligent')",-0.2306371,-0.3990843,-0.1684472
49,-0.046701424,0.05289788,"('unable', 'able')",-0.0467014,0.0528979,0.0995993
50,-0.5021608,-0.6475628,"('clumsy', 'skillful')",-0.5021608,-0.6475628,-0.145402
51,1.281012,0.9251822,"('uneducated', 'educated')",1.2810121,0.9251822,-0.3558299
52,-1.7377429,-1.7572274,"('irrational', 'rational')",-1.7377429,-1.7572274,-0.0194845
53,-1.468081,-1.6148447,"('uncreative', 'creative')",-1.468081,-1.6148447,-0.1467637
54,-0.0036214255,0.020585768,"('incapable', 'capable')",-0.0036214,0.0205858,0.0242072
55,0.92221516,0.9000919,"('incompetent', 'clever')",0.9222152,0.9000919,-0.0221233
56,1.5577164,1.5449771,"('impractical', 'practical')",1.5577164,1.5449771,-0.0127393
57,-2.4116514,-2.4766283,"('unimaginative', 'imaginative')",-2.4116514,-2.4766283,-0.0649769
58,-0.6763725,-0.7171783,"('undiscriminating', 'discriminating')",-0.6763725,-0.7171783,-0.0408058
59,-0.55157876,-0.45173916,"('foolish', 'wise')",-0.5515788,-0.4517392,0.0998396
60,0.71984005,0.82698077,"('inefficient', 'efficient')",0.71984,0.8269808,0.1071408
61,-0.33911514,-0.36112547,"('illogical', 'logical')",-0.3391151,-0.3611255,-0.0220104
62,1.0789192,1.255734,"('incompetent', 'brilliant')",1.0789192,1.255734,0.1768148
63,1.0304593,0.9432243,"('unperceptive', 'insightful')",1.0304593,0.9432243,-0.087235
64,-2.9988205,-2.8744087,"('shy', 'confident')",-2.9988205,-2.8744087,0.1244118
65,0.4184116,0.2660957,"('insecure', 'secure')",0.4184116,0.2660957,-0.1523159
66,-0.8713154,-1.0144585,"('inactive', 'active')",-0.8713154,-1.0144585,-0.1431431
67,0.50362194,0.481091,"('doubtful', 'determined')",0.5036219,0.481091,-0.0225309
68,0.02924845,0.09100653,"('dependent', 'independent')",0.0292484,0.0910065,0.0617581
69,-2.0879555,-1.9075836,"('lazy', 'industrious')",-2.0879555,-1.9075836,0.1803719
70,1.0561799,0.98472214,"('lethargic', 'energetic')",1.0561799,0.9847221,-0.0714578
71,-0.8034743,-0.92222524,"('diffident', 'self-confident')",-0.8034743,-0.9222252,-0.1187509
72,0.11383147,0.07249939,"('unambitious', 'ambitious')",0.1138315,0.0724994,-0.0413321
73,-2.2846923,-2.0820615,"('helpless', 'self-reliant')",-2.2846923,-2.0820615,0.2026308
74,-0.11984324,-0.03133344,"('undedicated', 'dedicated')",-0.1198432,-0.0313334,0.0885098
75,-0.4525083,-0.35032064,"('meek', 'impulsive')",-0.4525083,-0.3503206,0.1021877
76,0.6943196,0.47875863,"('anxious', 'daring')",0.6943196,0.4787586,-0.215561
77,-0.56888545,-0.5846398,"('unmotivated', 'motivated')",-0.5688854,-0.5846398,-0.0157544
78,-0.15658094,-0.2969646,"('nonresilient', 'resilient')",-0.1565809,-0.2969646,-0.1403837
79,-1.5977231,-1.7101268,"('wavering', 'unwavering')",-1.5977231,-1.7101268,-0.1124037
80,1.799348,1.6713964,"('dominated', 'dominating')",1.799348,1.6713964,-0.1279516
81,1.7805904,1.7246774,"('submissive', 'aggressive')",1.7805904,1.7246774,-0.055913
82,3.561742,3.3436391,"('poor', 'rich')",3.5617421,3.3436391,-0.218103
83,-0.004615139,-0.14831398,"('powerless', 'powerful')",-0.0046151,-0.148314,-0.1436989
84,-0.38646686,-0.2615517,"('inferior', 'superior')",-0.3864669,-0.2615517,0.1249152
85,-1.4352065,-1.5213242,"('insignificant', 'prestigious')",-1.4352065,-1.5213242,-0.0861177
86,0.87490636,0.60299796,"('uninfluential', 'influential')",0.8749064,0.602998,-0.2719084
87,0.46227765,0.28293493,"('unsuccessful', 'successful')",0.4622777,0.2829349,-0.1793428
88,0.3161142,0.034899935,"('low', 'eminent')",0.3161142,0.0348999,-0.2812143
