,shaw_male,shaw_female,tuple,average_male,average_female,female-male
0,0.13071659,-0.051754177,"('unsociable', 'sociable')",0.1307166,-0.0517542,-0.1824708
1,1.0744659,1.1987739,"('unfriendly', 'friendly')",1.0744659,1.1987739,0.124308
2,0.06469496,0.2897836,"('unlikable', 'likable')",0.064695,0.2897836,0.2250886
3,0.34749898,0.4095033,"('repellent', 'pleasant')",0.347499,0.4095033,0.0620043
4,-7.331129,-7.4111238,"('disliked', 'liked')",-7.3311291,-7.4111238,-0.0799947
5,-0.7410977,-0.5061652,"('distant', 'outgoing')",-0.7410977,-0.5061652,0.2349325
6,-0.08031662,0.07887995,"('distant', 'open')",-0.0803166,0.07888,0.1591966
7,1.0264704,0.9977778,"('insensitive', 'sensitive')",1.0264704,0.9977778,-0.0286926
8,1.3051544,1.3759831,"('unaffectionate', 'affectionate')",1.3051544,1.3759831,0.0708287
9,1.9255877,2.012396,"('unaffectionate', 'caring')",1.9255877,2.0123961,0.0868084
10,1.2014743,1.0363597,"('unsympathetic', 'sympathetic')",1.2014743,1.0363597,-0.1651146
11,1.6636282,1.6616107,"('unhelpful', 'helpful')",1.6636282,1.6616107,-0.0020175
12,-1.1967152,-1.1945308,"('unsupportive', 'supportive')",-1.1967152,-1.1945308,0.0021844
13,-0.03260638,-0.08298884,"('impolite', 'polite')",-0.0326064,-0.0829888,-0.0503824
14,-0.06652601,0.00779531,"('antisocial', 'social')",-0.066526,0.0077953,0.0743213
15,0.2145293,0.32043684,"('boring', 'funny')",0.2145293,0.3204368,0.1059075
16,-0.75595695,-0.53706455,"('unpopular', 'popular')",-0.7559569,-0.5370646,0.2188923
17,0.09951485,0.13371003,"('nasty', 'nice')",0.0995148,0.13371,0.0341952
18,-1.0745368,-0.90710247,"('disagreeable', 'welcoming')",-1.0745368,-0.9071025,0.1674343
19,-0.39927405,-0.28271562,"('inhospitable', 'hospitable')",-0.3992741,-0.2827156,0.1165585
20,0.57902485,0.4859492,"('rough', 'thoughtful')",0.5790249,0.4859492,-0.0930757
21,-0.47354004,-0.47904238,"('immoral', 'moral')",-0.47354,-0.4790424,-0.0055024
22,-0.16715503,-0.30389217,"('untrustworthy', 'trustworthy')",-0.167155,-0.3038922,-0.1367372
23,6.1373754,6.355215,"('insincere', 'sincere')",6.1373754,6.3552151,0.2178397
24,1.6246773,1.5057051,"('dishonest', 'honest')",1.6246773,1.5057051,-0.1189722
25,0.3282817,0.3827686,"('egoistic', 'altruistic')",0.3282817,0.3827686,0.0544869
26,1.1836178,1.0069424,"('hardhearted', 'benevolent')",1.1836178,1.0069424,-0.1766754
27,1.5308348,1.4241822,"('hardhearted', 'softhearted')",1.5308348,1.4241822,-0.1066526
28,1.0251145,0.9275785,"('disloyal', 'loyal')",1.0251145,0.9275785,-0.097536
