,ice_male,ice_female,tuple,average_male,average_female,female-male
0,0.0030112565,-0.21099043,"('unsociable', 'sociable')",0.0030113,-0.2109904,-0.2140017
1,1.282446,1.249862,"('unfriendly', 'friendly')",1.282446,1.249862,-0.032584
2,0.5033995,0.65738857,"('unlikable', 'likable')",0.5033995,0.6573886,0.1539891
3,0.72388,0.83329695,"('repellent', 'pleasant')",0.72388,0.833297,0.109417
4,-7.894428,-7.8424788,"('disliked', 'liked')",-7.8944278,-7.8424788,0.051949
5,-0.24513052,-0.012868037,"('distant', 'outgoing')",-0.2451305,-0.012868,0.2322625
6,0.0138382055,0.26072216,"('distant', 'open')",0.0138382,0.2607222,0.246884
7,0.6853449,0.69860625,"('insensitive', 'sensitive')",0.6853449,0.6986063,0.0132614
8,1.4040282,1.4079307,"('unaffectionate', 'affectionate')",1.4040282,1.4079307,0.0039025
9,1.9150017,2.0432274,"('unaffectionate', 'caring')",1.9150017,2.0432274,0.1282257
10,1.260255,1.2643563,"('unsympathetic', 'sympathetic')",1.260255,1.2643563,0.0041013
11,2.3734431,2.3149078,"('unhelpful', 'helpful')",2.3734431,2.3149078,-0.0585353
12,-1.4142271,-1.5345199,"('unsupportive', 'supportive')",-1.4142271,-1.5345199,-0.1202928
13,0.4341143,0.24138422,"('impolite', 'polite')",0.4341143,0.2413842,-0.1927301
14,0.018754933,-0.2635401,"('antisocial', 'social')",0.0187549,-0.2635401,-0.282295
15,0.5798041,0.5226385,"('boring', 'funny')",0.5798041,0.5226385,-0.0571656
16,-0.26033163,-0.16851318,"('unpopular', 'popular')",-0.2603316,-0.1685132,0.0918184
17,-0.3197258,-0.2912659,"('nasty', 'nice')",-0.3197258,-0.2912659,0.0284599
18,-0.45008862,-0.66325766,"('disagreeable', 'welcoming')",-0.4500886,-0.6632577,-0.2131691
19,-0.55941796,-0.32978123,"('inhospitable', 'hospitable')",-0.559418,-0.3297812,0.2296368
20,0.51834625,0.29521215,"('rough', 'thoughtful')",0.5183463,0.2952121,-0.2231342
21,0.23591325,0.23132914,"('immoral', 'moral')",0.2359132,0.2313291,-0.0045841
22,-0.74139327,-0.77156174,"('untrustworthy', 'trustworthy')",-0.7413933,-0.7715617,-0.0301684
23,6.699466,6.655515,"('insincere', 'sincere')",6.6994662,6.6555152,-0.043951
24,1.8825641,1.8194749,"('dishonest', 'honest')",1.8825641,1.8194749,-0.0630892
25,0.1861316,0.12405301,"('egoistic', 'altruistic')",0.1861316,0.124053,-0.0620786
26,0.46024895,0.20703161,"('hardhearted', 'benevolent')",0.4602489,0.2070316,-0.2532173
27,1.511501,1.3923388,"('hardhearted', 'softhearted')",1.511501,1.3923388,-0.1191622
28,1.3508648,1.2455218,"('disloyal', 'loyal')",1.3508648,1.2455218,-0.105343
29,-0.765887,-0.8151581,"('unfair', 'fair')",-0.765887,-0.8151581,-0.0492711
30,1.0192207,0.9240658,"('intolerant', 'tolerant')",1.0192207,0.9240658,-0.0951549
31,-1.9098392,-1.7522049,"('evil', 'good')",-1.9098392,-1.7522049,0.1576343
32,1.383065,1.2281905,"('unkind', 'kind')",1.383065,1.2281905,-0.1548745
33,-0.374232,-0.36001807,"('wrong', 'right')",-0.374232,-0.3600181,0.0142139
34,5.166262,5.2765326,"('mean', 'honorable')",5.1662621,5.2765326,0.1102705
35,-1.2221557,-1.1915846,"('corrupt', 'incorrupt')",-1.2221557,-1.1915846,0.0305711
36,-0.6936809,-0.67716986,"('hostile', 'amicable')",-0.6936809,-0.6771699,0.016511
37,0.9964016,1.0192039,"('fake', 'genuine')",0.9964016,1.0192039,0.0228023
38,0.10865099,0.1271204,"('untruthful', 'truthful')",0.108651,0.1271204,0.0184694
39,0.08599144,-0.055717856,"('exploitative', 'cooperative')",0.0859914,-0.0557179,-0.1417093
40,-2.1459074,-2.3196094,"('stingy', 'generous')",-2.1459074,-2.3196094,-0.173702
