,lilly_male,lilly_female,tuple,eli_male,eli_female,&_male,&_female,co_male,co_female,average_male,average_female,female-male
0,-1.2816505,-1.447506,"('unsociable', 'sociable')",-0.28924596,-0.3722876,0.085930176,0.07999796,-0.49600926,-0.5771335,-0.4952439,-0.5792323,-0.0839884
1,1.6660123,1.731296,"('unfriendly', 'friendly')",1.4372355,1.5226039,0.802321,0.8050816,1.3913114,1.1009768,1.3242199,1.2899896,-0.0342303
2,0.6883772,0.6795197,"('unlikable', 'likable')",0.4883209,0.5097036,1.6164051,1.7016033,1.031888,1.1712762,0.9562478,1.0155257,0.0592779
3,-2.346761,-2.3102968,"('repellent', 'pleasant')",-1.7413862,-1.6403493,-1.3939388,-1.3166887,0.2736426,0.2875595,-1.3021109,-1.2449437,0.0571672
4,0.48989543,0.5704622,"('disliked', 'liked')",0.32182908,0.37764922,0.68476784,0.7163506,-5.54209,-5.1582403,-1.0113994,-0.8734446,0.1379548
5,3.1281784,3.4134421,"('distant', 'outgoing')",1.5322326,1.6803764,0.5613984,0.6478896,-0.056009028,-0.0066957176,1.2914501,1.4337531,0.142303
6,2.8750117,3.1800683,"('distant', 'open')",1.9152939,2.1127975,0.8747102,1.0005512,0.34650654,0.34525716,1.5028806,1.6596686,0.156788
7,-0.41306397,-0.40640652,"('insensitive', 'sensitive')",-0.5374385,-0.45079824,-0.8517756,-0.7579471,-0.31577516,-0.33092123,-0.5295133,-0.4865183,0.042995
8,1.2941498,1.3682692,"('unaffectionate', 'affectionate')",1.324338,1.3273107,1.107048,0.9984382,0.9263068,0.66642576,1.1629606,1.090111,-0.0728496
9,2.0308254,2.193284,"('unaffectionate', 'caring')",1.7701591,1.8251778,0.87454855,0.85806394,1.3026022,1.1214336,1.4945338,1.4994899,0.0049561
10,-1.6503559,-1.7034497,"('unsympathetic', 'sympathetic')",-1.0816877,-1.104943,-1.0875969,-1.085043,-0.43116042,-0.51612204,-1.0627003,-1.1023895,-0.0396892
11,-0.35273293,-0.4446428,"('unhelpful', 'helpful')",-0.119277254,-0.1736721,-0.89486253,-0.9180204,1.8328879,1.7257774,0.1165038,0.0473605,-0.0691433
