,donnelley_male,donnelley_female,tuple,rr_male,rr_female,&_male,&_female,sons_male,sons_female,co_male,co_female,average_male,average_female,female-male
0,0.10573742,-0.18039346,"('unsociable', 'sociable')",0.24752107,0.14107117,-0.24119891,-0.2589414,1.47147,1.0892024,0.319869,0.28033048,0.3806797,0.2142539,-0.1664258
1,-2.0388327,-2.1682165,"('unfriendly', 'friendly')",-0.4925062,-0.59592295,0.24174981,0.19377334,-0.8008996,-1.1439637,1.6446855,1.4898343,-0.2891607,-0.4448991,-0.1557384
2,0.13793439,0.2589498,"('unlikable', 'likable')",0.5451185,0.5463995,1.2962729,1.388236,0.75934875,0.8958548,1.0100019,1.1895487,0.7497353,0.8557978,0.1060625
3,-0.3510982,-0.41655418,"('repellent', 'pleasant')",-0.49068224,-0.4459834,-0.42539522,-0.4979794,0.46665013,0.08274844,0.32196176,0.35463226,-0.0957128,-0.1846273,-0.0889145
4,-0.086621135,-0.111681476,"('disliked', 'liked')",-0.0536141,-0.13329948,1.1441156,1.0121776,0.3980761,0.5177434,-6.7998104,-6.552553,-1.0795708,-1.0535227,0.0260481
5,-0.7821059,-0.7157772,"('distant', 'outgoing')",0.5575611,0.58136463,0.8856974,0.9540381,-0.7245393,-0.3506202,-0.23152795,-0.16910014,-0.0589829,0.059981,0.1189639
6,-1.4084269,-1.3349687,"('distant', 'open')",0.2207478,0.30298552,0.89023954,0.90765446,-1.0897999,-0.8041008,-0.013506204,-0.010295026,-0.2801491,-0.1877449,0.0924042
7,0.3520064,0.2717886,"('insensitive', 'sensitive')",1.0719615,1.1136678,-0.23945852,-0.23936975,0.069739476,-0.44605014,0.27786094,0.30108446,0.3064219,0.2002242,-0.1061977
8,-0.43969697,-0.4045391,"('unaffectionate', 'affectionate')",0.36129472,0.32080975,-0.06285453,-0.043934323,-0.25594708,-0.27268738,0.9300848,0.8149302,0.1065762,0.0829158,-0.0236604
9,-0.66503364,-0.677769,"('unaffectionate', 'caring')",0.81229734,0.76645815,-0.0639739,-0.07419121,-0.07155803,-0.30867884,1.3281898,1.2169294,0.2679843,0.1845497,-0.0834346
10,0.4492277,0.2003945,"('unsympathetic', 'sympathetic')",0.5369181,0.56250376,-0.9304989,-1.0052466,0.74940073,-0.12658392,0.4327933,0.3349344,0.2475682,-0.0067996,-0.2543678
11,0.054525435,-0.036611598,"('unhelpful', 'helpful')",0.27095303,0.20990093,-0.23955199,-0.22976121,0.41869706,0.16670254,2.096802,2.0819788,0.5202851,0.4384419,-0.0818432
12,0.35923302,0.28608117,"('unsupportive', 'supportive')",1.1450176,1.1754621,0.42275026,0.47447246,0.90876347,0.61369365,-1.930113,-1.8491629,0.1811303,0.1401093,-0.041021
13,0.44601738,0.28405726,"('impolite', 'polite')",0.19913805,0.13252604,-0.5849758,-0.47690454,1.1886219,1.0217047,0.24196924,0.27595964,0.2981541,0.2474686,-0.0506855
14,0.5860866,0.5521561,"('antisocial', 'social')",0.75050354,0.8178395,0.43773532,0.60515463,1.2958156,0.962618,0.11734767,0.13739417,0.6374977,0.6150325,-0.0224652
15,-0.24348335,-0.24063762,"('boring', 'funny')",0.873536,0.78954077,0.8640859,0.8540151,-0.31546015,0.0030000173,0.5747169,0.6218431,0.350679,0.4055523,0.0548733
16,-0.7625313,-0.7448751,"('unpopular', 'popular')",0.59843516,0.5578553,0.29710746,0.37784418,-0.11542864,0.0011415854,-0.03381484,0.044407055,-0.0032464,0.0472746,0.050521
17,0.07189819,0.058891192,"('nasty', 'nice')",-0.45800635,-0.39629814,-0.07168784,0.05953591,0.026971985,0.15542904,-0.05723874,0.013242729,-0.0976125,-0.0218398,0.0757727
18,-1.3825921,-1.3551629,"('disagreeable', 'welcoming')",-1.5994419,-1.5239948,-0.6069436,-0.2638031,-0.56534797,-0.49267912,-1.29337,-1.2969579,-1.0895391,-0.9865195,0.1030196
19,-0.5235234,-0.47135517,"('inhospitable', 'hospitable')",0.23472074,0.30176866,-0.29657245,-0.19248083,-1.0582635,-0.8666692,-0.54149663,-0.46930313,-0.4370271,-0.3396079,0.0974192
20,-0.35988542,-0.33910584,"('rough', 'thoughtful')",-1.2858725,-1.1721525,-0.031679653,0.109148905,-0.60340774,-0.8737032,0.34370345,0.41153902,-0.3874283,-0.3728547,0.0145736
21,0.08005268,-0.057241756,"('immoral', 'moral')",0.026560675,0.04446672,-0.23556645,-0.16649272,-0.18036963,-0.54659224,-0.91014194,-0.8648423,-0.2438929,-0.3181405,-0.0742476
22,0.6994632,0.531949,"('untrustworthy', 'trustworthy')",0.07534444,0.00015081745,0.07939306,0.06758399,-0.011479368,-0.35553896,-0.64040315,-0.6539344,0.0404636,-0.0819579,-0.1224215
23,-0.67992854,-0.8528279,"('insincere', 'sincere')",0.06788267,0.114468455,-1.0883393,-1.0691187,0.020171529,-0.4353197,5.575534,5.350056,0.779064,0.6214517,-0.1576123
24,-0.85540396,-0.8972523,"('dishonest', 'honest')",-0.13873753,-0.123900786,-0.75983584,-0.74169016,-0.09304775,-0.4365652,0.80257607,0.72025895,-0.2088898,-0.2958299,-0.0869401
25,-1.412979,-1.3394831,"('egoistic', 'altruistic')",-1.0448326,-1.0575889,-0.082132936,-0.10594232,-0.43285584,-0.4434334,0.92333114,0.9054747,-0.4098939,-0.4081946,0.0016993
26,-0.61718094,-0.5925368,"('hardhearted', 'benevolent')",1.5246505,1.5518447,2.0159316,2.025632,0.8297614,0.5129003,1.9431326,1.918492,1.139259,1.0832664,-0.0559926
27,-0.81748897,-0.77490675,"('hardhearted', 'softhearted')",0.2660486,0.37714893,-1.133245,-1.0076531,-0.60239923,-0.69791555,0.94729275,0.85340947,-0.2679584,-0.2499834,0.017975
28,-0.7769913,-0.9648394,"('disloyal', 'loyal')",-0.01681339,-0.15844545,-0.29492152,-0.43401095,0.027659047,-0.4848827,0.9209949,0.7289913,-0.0280145,-0.2626375,-0.234623
29,-0.637668,-0.6826232,"('unfair', 'fair')",0.2056438,0.2754511,0.3855521,0.36317217,-1.4817367,-1.3926895,-0.8883715,-0.9955534,-0.483316,-0.4864486,-0.0031326
30,0.06047906,-0.06373396,"('intolerant', 'tolerant')",1.1925553,1.1590797,0.08704403,0.10561725,0.9014783,0.6400269,0.6660981,0.75175285,0.581531,0.5185486,-0.0629824
31,-1.1348275,-1.064494,"('evil', 'good')",-0.17467363,-0.108564325,0.21268974,0.22804308,-0.8307468,-0.6307489,-0.6292303,-0.68836343,-0.5113577,-0.4528255,0.0585322
32,-0.59504783,-0.6910602,"('unkind', 'kind')",0.46739626,0.44378683,-0.040979445,-0.073115095,0.33783558,-0.114628196,0.9407715,0.7464621,0.2219952,0.0622891,-0.1597061
33,-0.12388463,-0.03690578,"('wrong', 'right')",-0.037331805,-0.034565344,0.35392332,0.44285867,0.6925905,0.8500971,-0.8847514,-0.8781398,0.0001092,0.068669,0.0685598
34,-0.89237714,-0.9033321,"('mean', 'honorable')",-0.77016443,-0.65212196,-0.44920552,-0.37308773,0.007937368,-0.07442424,5.266573,5.202083,0.6325526,0.6398234,0.0072708
35,0.19975837,0.2798938,"('corrupt', 'incorrupt')",-0.9022777,-0.9150982,0.6547445,0.53987,-0.855778,-0.57544696,-0.30003297,-0.46457687,-0.2407172,-0.2270716,0.0136456
36,-1.1050055,-1.1019663,"('hostile', 'amicable')",-1.2989144,-1.2958193,0.41855812,0.3007239,-1.1888127,-1.3379908,0.1048989,-0.06568508,-0.6138551,-0.7001475,-0.0862924
37,0.1097612,0.09580842,"('fake', 'genuine')",0.15219069,0.26486248,-0.3210539,-0.24365424,-0.0007361751,-0.033172704,-0.10241232,-0.10972967,-0.0324501,-0.0051771,0.027273
38,0.08255676,-0.04113985,"('untruthful', 'truthful')",-0.3580936,-0.4254499,-0.4544499,-0.57717353,0.57874393,0.31372395,0.234499,0.23058806,0.0166512,-0.0998903,-0.1165415
39,-0.74739873,-0.68125737,"('exploitative', 'cooperative')",-0.8505027,-0.76134306,-0.82335943,-0.64735425,-0.0648298,0.008728966,-0.038713142,0.0350021,-0.5049608,-0.4092448,0.095716
40,-0.15507975,-0.21304044,"('stingy', 'generous')",-0.11757322,-0.10009063,-0.71405095,-0.71943617,0.16290165,0.036917128,-2.2969978,-2.230312,-0.62416,-0.6451924,-0.0210324
41,-0.22173806,-0.29532367,"('unforgiving', 'forgiving')",-0.81472075,-0.81667763,-0.17838725,-0.12228675,-0.12732077,-0.3009643,0.55470604,0.512427,-0.1574922,-0.2045651,-0.0470729
42,0.6768756,0.7259011,"('unreliable', 'reliable')",0.66381216,0.8028713,1.0051636,1.0850234,0.31213245,0.2808002,-2.939125,-2.670292,-0.0562283,0.0448608,0.1010891
43,-0.29939133,-0.3497632,"('irresponsible', 'responsible')",0.33754352,0.4238041,-0.6939194,-0.60042834,-0.089709386,-0.39723977,0.56208086,0.60640246,-0.0366791,-0.063445,-0.0267659
44,-0.22263974,-0.168041,"('prejudiced', 'unprejudiced')",-1.4754505,-1.3857394,-0.884844,-0.7161503,-0.9406243,-0.67471987,-1.767876,-1.717144,-1.058287,-0.9323589,0.1259281
45,0.8821926,0.63292176,"('incompetent', 'competent')",0.9979958,1.0300424,0.54869926,0.48514903,1.3287896,0.5765573,0.20687854,0.18088152,0.7929112,0.5811104,-0.2118008
46,1.0322495,0.766454,"('uncompetitive', 'competitive')",0.40066862,0.3212775,0.12211965,0.0046681254,0.95237523,0.07790449,-0.40369973,-0.37926593,0.4207427,0.1582076,-0.2625351
47,-0.55228335,-0.45961452,"('stupid', 'smart')",-0.20163889,-0.16633736,0.36463547,0.44369587,0.736546,0.58053607,5.3422103,5.2336903,1.1378939,1.1263941,-0.0114998
48,-0.5571804,-0.6761599,"('unintelligent', 'intelligent')",-1.0054046,-1.0244895,-1.1965832,-1.2368377,-1.113125,-1.5218716,-0.39282125,-0.40199178,-0.8530229,-0.9722701,-0.1192472
49,-0.64652544,-0.67734724,"('unable', 'able')",-0.62919056,-0.53031737,-0.71967816,-0.5335811,-1.3729669,-1.2963897,-1.0970389,-0.95363015,-0.8930799,-0.7982531,0.0948268
50,0.7606484,0.8297399,"('clumsy', 'skillful')",-0.10160759,-0.06149147,1.2923883,1.377055,0.17463964,0.08846992,-0.31931478,-0.2710895,0.3613508,0.3925368,0.031186
51,0.239202,0.20174828,"('uneducated', 'educated')",-0.34082156,-0.3396759,0.9822002,0.8460835,0.85141623,0.8226235,0.2375477,0.0982512,0.3939089,0.3258061,-0.0681028
52,-1.7642592,-1.6713815,"('irrational', 'rational')",-1.1033194,-1.1510874,-0.29888964,-0.34259912,-1.0876646,-0.7398009,-0.4380372,-0.5330213,-0.938434,-0.887578,0.050856
53,-0.9098046,-1.0032834,"('uncreative', 'creative')",-0.4072156,-0.4592195,0.84793115,0.88283867,-0.94886416,-1.2504809,0.7000759,0.7043019,-0.1435755,-0.2251687,-0.0815932
54,-0.46440533,-0.5195373,"('incapable', 'capable')",-0.060329482,0.0030826405,-0.048099667,0.007951528,-0.6364021,-0.587051,0.49215183,0.43139789,-0.143417,-0.1328312,0.0105858
