,disney_male,disney_female,tuple,walt_male,walt_female,co_male,co_female,average_male,average_female,female-male
0,0.31423905,0.083144695,"('unsociable', 'sociable')",0.16376552,-0.05716248,-0.10305207,-0.34108528,0.1249842,-0.1050344,-0.2300186
1,0.78782624,0.8513926,"('unfriendly', 'friendly')",1.4221476,1.363519,1.8965355,1.7717373,1.3688364,1.3288829,-0.0399535
2,-0.5731224,-0.49563965,"('unlikable', 'likable')",-0.5199857,-0.44277823,0.47516355,0.57713497,-0.2059815,-0.1204276,0.0855539
3,-1.2823439,-1.2248797,"('repellent', 'pleasant')",-1.4471997,-1.5091403,0.6471162,0.5927708,-0.6941425,-0.7137497,-0.0196072
4,-0.7931039,-0.6977087,"('disliked', 'liked')",0.09027852,0.13528296,-7.277819,-7.2456183,-2.6602149,-2.6026813,0.0575336
5,0.37931108,0.6671203,"('distant', 'outgoing')",0.8123048,1.054616,-0.43856722,-0.22367579,0.2510162,0.4993535,0.2483373
6,-0.31234258,0.037781376,"('distant', 'open')",0.7477306,1.0099503,-0.24326257,-0.031278625,0.0640418,0.3388177,0.2747759
7,0.2525282,0.2338813,"('insensitive', 'sensitive')",-0.37495452,-0.4578204,0.1796346,0.028603885,0.0190694,-0.0651117,-0.0841811
8,1.0810101,1.2395179,"('unaffectionate', 'affectionate')",2.1378036,2.1800659,0.6559452,0.6158003,1.2915862,1.3451281,0.0535419
9,1.5942378,1.7330023,"('unaffectionate', 'caring')",1.8620169,1.8991137,0.9133503,0.8437778,1.456535,1.4919645,0.0354295
10,-0.25743437,-0.36128813,"('unsympathetic', 'sympathetic')",-0.9088789,-1.1875329,-0.5095549,-0.7309114,-0.5586228,-0.7599107,-0.2012879
11,0.93901485,0.8111279,"('unhelpful', 'helpful')",0.015627652,0.0012247786,1.943743,1.8379995,0.9661285,0.8834507,-0.0826778
12,0.8281461,0.9423518,"('unsupportive', 'supportive')",1.1492503,1.1409148,-2.1056652,-2.1310165,-0.0427563,-0.0159166,0.0268397
13,-0.28873843,-0.52132314,"('impolite', 'polite')",-0.59900004,-0.8116833,-0.4092142,-0.5255023,-0.4323176,-0.6195029,-0.1871853
14,-0.20994993,-0.49063003,"('antisocial', 'social')",-0.5089397,-0.7963506,-0.16469936,-0.41145968,-0.2945297,-0.5661468,-0.2716171
15,1.7692102,1.692267,"('boring', 'funny')",1.947617,1.9670236,0.917449,1.0068979,1.5447588,1.5553961,0.0106373
16,0.33323073,0.42958423,"('unpopular', 'popular')",0.9156372,1.0583935,0.023384161,0.026859164,0.4240841,0.5049456,0.0808615
17,0.23041846,0.30995673,"('nasty', 'nice')",0.07826371,0.2705918,-0.2817328,-0.20984182,0.0089831,0.1235689,0.1145858
18,0.045258723,0.1726488,"('disagreeable', 'welcoming')",0.8785917,0.82282287,-0.74696356,-0.85268056,0.0589623,0.047597,-0.0113653
19,-0.28521517,-0.11984066,"('inhospitable', 'hospitable')",0.29829484,0.4370169,-0.06672174,0.12009454,-0.0178807,0.1457569,0.1636376
20,-0.38371453,-0.4282797,"('rough', 'thoughtful')",-0.46248153,-0.58246183,0.3000257,0.24216262,-0.1820568,-0.256193,-0.0741362
21,-0.38182563,-0.5269474,"('immoral', 'moral')",-0.6804715,-0.9340675,-0.93798584,-1.083814,-0.666761,-0.8482763,-0.1815153
22,-0.99090654,-1.1062481,"('untrustworthy', 'trustworthy')",-1.2994854,-1.5477729,-0.9912955,-1.1335554,-1.0938958,-1.2625255,-0.1686297
23,1.2538829,1.1478753,"('insincere', 'sincere')",0.3306148,0.21091974,6.069759,5.8138733,2.5514189,2.3908895,-0.1605294
24,-0.07278083,-0.12705424,"('dishonest', 'honest')",-0.6292771,-0.73444897,0.47230193,0.29151827,-0.0765853,-0.189995,-0.1134097
25,0.18229452,0.24783306,"('egoistic', 'altruistic')",0.32123375,0.4164095,1.6430167,1.649656,0.715515,0.7712995,0.0557845
26,1.1193755,1.006316,"('hardhearted', 'benevolent')",2.359387,2.1967933,1.6149781,1.546224,1.6979135,1.5831111,-0.1148024
27,0.12568282,0.1851229,"('hardhearted', 'softhearted')",0.026851097,0.011289086,0.8911777,0.77347684,0.3479039,0.3232963,-0.0246076
28,0.36011112,0.23141095,"('disloyal', 'loyal')",-0.21410882,-0.33709174,0.9846874,0.68566364,0.3768965,0.1933276,-0.1835689
29,-0.005432522,0.10334218,"('unfair', 'fair')",-0.65509033,-0.61081934,-0.83544487,-0.94644755,-0.4986559,-0.4846416,0.0140143
30,0.46211952,0.31922442,"('intolerant', 'tolerant')",-0.4192586,-0.6590206,0.28327507,0.1617604,0.108712,-0.0593453,-0.1680573
31,-1.2600498,-0.8882243,"('evil', 'good')",-0.22003356,0.04621762,-0.75137943,-0.664318,-0.7438209,-0.5021083,0.2417126
32,1.3882302,1.3384936,"('unkind', 'kind')",1.025035,0.89819753,0.78242874,0.48667017,1.0652313,0.9077871,-0.1574442
33,0.27658764,0.28498435,"('wrong', 'right')",0.8374938,0.84621656,-0.6317568,-0.60465944,0.1607749,0.1755138,0.0147389
34,-0.48984435,-0.38420773,"('mean', 'honorable')",-0.10146914,-0.033266917,5.452054,5.5081053,1.6202469,1.6968768,0.0766299
35,-0.4238558,-0.39483926,"('corrupt', 'incorrupt')",-0.015499987,0.08043674,-0.6296928,-0.5451155,-0.3563495,-0.286506,0.0698435
36,-0.75491047,-0.5792733,"('hostile', 'amicable')",0.39160508,0.43483192,-0.10092114,-0.07927415,-0.1547422,-0.0745718,0.0801704
37,-0.7570379,-0.8515135,"('fake', 'genuine')",-1.5380807,-1.6686186,0.26370144,0.19507559,-0.677139,-0.7750189,-0.0978799
38,0.029202243,0.062483303,"('untruthful', 'truthful')",-0.27217212,-0.23798534,-0.12829494,-0.14841408,-0.1237549,-0.107972,0.0157829
39,0.3212297,0.3484902,"('exploitative', 'cooperative')",0.3155406,0.3295051,0.49331748,0.5080511,0.376696,0.3953488,0.0186528
40,-0.2132453,-0.11822979,"('stingy', 'generous')",-0.21597898,-0.28822395,-2.096001,-2.2164295,-0.8417417,-0.8742944,-0.0325527
41,-0.77577347,-0.7896346,"('unforgiving', 'forgiving')",-0.7128211,-0.8613658,0.18174118,-0.054976694,-0.4356178,-0.568659,-0.1330412
42,0.10040194,0.11791376,"('unreliable', 'reliable')",-0.2791031,-0.37948486,-3.5092192,-3.4682517,-1.2293068,-1.2432743,-0.0139675
43,0.26772112,0.3390364,"('irresponsible', 'responsible')",-0.7127132,-0.71738636,0.16792293,0.17737624,-0.0923564,-0.0669912,0.0253652
44,-0.8621189,-0.799823,"('prejudiced', 'unprejudiced')",-1.7806213,-1.647393,-1.3680441,-1.2799746,-1.336928,-1.2423968,0.0945312
45,-0.8970598,-0.9258976,"('incompetent', 'competent')",-1.3993756,-1.5593859,-0.6791531,-0.9035669,-0.9918628,-1.1296167,-0.1377539
46,-0.50558484,-0.6467509,"('uncompetitive', 'competitive')",-1.2810115,-1.4954973,-0.79273397,-1.0118413,-0.8597767,-1.0513632,-0.1915865
47,0.2640279,0.3029201,"('stupid', 'smart')",0.6635914,0.6574971,4.8718038,4.872512,1.9331411,1.9443097,0.0111686
48,0.59518844,0.5821644,"('unintelligent', 'intelligent')",0.2535358,0.15784425,-0.30958992,-0.4184589,0.1797114,0.1071832,-0.0725282
49,0.08135882,0.21038206,"('unable', 'able')",0.021729022,0.13662387,-0.9251982,-0.9234344,-0.2740368,-0.1921428,0.081894
50,0.47304678,0.44524226,"('clumsy', 'skillful')",-0.22495839,-0.27630866,-0.3012629,-0.37027538,-0.0177248,-0.0671139,-0.0493891
51,0.33490252,0.11265896,"('uneducated', 'educated')",0.4246686,0.24561533,0.8116854,0.5193918,0.5237522,0.2925554,-0.2311968
52,-0.58583474,-0.5738677,"('irrational', 'rational')",0.6635829,0.75206196,-0.011929897,0.014265427,0.0219394,0.0641532,0.0422138
53,1.3242481,1.3866017,"('uncreative', 'creative')",1.3264078,1.1826043,0.7461608,0.7168021,1.1322722,1.095336,-0.0369362
54,0.27225608,0.22391208,"('incapable', 'capable')",0.6581645,0.7315838,0.9663955,0.895044,0.632272,0.6168466,-0.0154254
55,0.47917348,0.3592927,"('incompetent', 'clever')",-0.26790768,-0.45770544,0.016373165,-0.18560722,0.0758797,-0.0946733,-0.170553
56,0.98448825,0.8823701,"('impractical', 'practical')",0.21102208,0.086067796,-0.7052206,-0.8032676,0.1634299,0.0550568,-0.1083731
