,custard_male,custard_female,tuple,average_male,average_female,female-male
0,-1.0171292,-1.1016194,"('unsociable', 'sociable')",-1.0171292,-1.1016194,-0.0844902
1,-0.4953507,-0.45227414,"('unfriendly', 'friendly')",-0.4953507,-0.4522741,0.0430766
2,-0.0023870505,0.031174386,"('unlikable', 'likable')",-0.0023871,0.0311744,0.0335615
3,-1.6242342,-1.5354009,"('repellent', 'pleasant')",-1.6242342,-1.5354009,0.0888333
4,-1.3580815,-1.3214713,"('disliked', 'liked')",-1.3580815,-1.3214713,0.0366102
5,0.21637757,0.33873975,"('distant', 'outgoing')",0.2163776,0.3387398,0.1223622
6,0.13963625,0.24203736,"('distant', 'open')",0.1396362,0.2420374,0.1024012
7,-1.1954998,-1.1590955,"('insensitive', 'sensitive')",-1.1954998,-1.1590955,0.0364043
8,-0.27429718,-0.26935363,"('unaffectionate', 'affectionate')",-0.2742972,-0.2693536,0.0049436
9,-0.401021,-0.45022514,"('unaffectionate', 'caring')",-0.401021,-0.4502251,-0.0492041
10,-1.573016,-1.5564803,"('unsympathetic', 'sympathetic')",-1.573016,-1.5564803,0.0165357
11,-0.27650985,-0.2987098,"('unhelpful', 'helpful')",-0.2765099,-0.2987098,-0.0221999
12,-1.8426774,-1.7258654,"('unsupportive', 'supportive')",-1.8426774,-1.7258654,0.116812
13,-0.68901163,-0.78087676,"('impolite', 'polite')",-0.6890116,-0.7808768,-0.0918652
14,-1.2216777,-1.2165143,"('antisocial', 'social')",-1.2216777,-1.2165143,0.0051634
15,1.1915082,1.1079354,"('boring', 'funny')",1.1915082,1.1079354,-0.0835728
16,0.15348762,0.22205591,"('unpopular', 'popular')",0.1534876,0.2220559,0.0685683
17,0.1626566,0.2308371,"('nasty', 'nice')",0.1626566,0.2308371,0.0681805
18,-0.82405233,-0.85120195,"('disagreeable', 'welcoming')",-0.8240523,-0.851202,-0.0271497
19,-0.45616308,-0.36811948,"('inhospitable', 'hospitable')",-0.4561631,-0.3681195,0.0880436
20,0.0580684,0.08215481,"('rough', 'thoughtful')",0.0580684,0.0821548,0.0240864
21,-0.8020957,-0.7931934,"('immoral', 'moral')",-0.8020957,-0.7931934,0.0089023
22,-0.83520687,-0.84672517,"('untrustworthy', 'trustworthy')",-0.8352069,-0.8467252,-0.0115183
23,0.7808602,0.7449014,"('insincere', 'sincere')",0.7808602,0.7449014,-0.0359588
24,-0.59653586,-0.713462,"('dishonest', 'honest')",-0.5965359,-0.713462,-0.1169261
25,0.46960247,0.42393625,"('egoistic', 'altruistic')",0.4696025,0.4239362,-0.0456663
26,0.25699294,0.25588354,"('hardhearted', 'benevolent')",0.2569929,0.2558835,-0.0011094
27,0.8444738,0.7715751,"('hardhearted', 'softhearted')",0.8444738,0.7715751,-0.0728987
28,-0.34647092,-0.4333748,"('disloyal', 'loyal')",-0.3464709,-0.4333748,-0.0869039
29,-0.48910347,-0.5579137,"('unfair', 'fair')",-0.4891035,-0.5579137,-0.0688102
30,-0.38513684,-0.45556122,"('intolerant', 'tolerant')",-0.3851368,-0.4555612,-0.0704244
31,-1.0514674,-0.86423326,"('evil', 'good')",-1.0514674,-0.8642333,0.1872341
32,-0.22914647,-0.34952134,"('unkind', 'kind')",-0.2291465,-0.3495213,-0.1203748
33,0.2681868,0.2120829,"('wrong', 'right')",0.2681868,0.2120829,-0.0561039
34,1.1816442,1.4097831,"('mean', 'honorable')",1.1816442,1.4097831,0.2281389
35,1.2705357,1.1473303,"('corrupt', 'incorrupt')",1.2705357,1.1473303,-0.1232054
36,0.051313996,0.1386748,"('hostile', 'amicable')",0.051314,0.1386748,0.0873608
37,-0.12288511,-0.17124636,"('fake', 'genuine')",-0.1228851,-0.1712464,-0.0483613
38,-0.25066352,-0.21442114,"('untruthful', 'truthful')",-0.2506635,-0.2144211,0.0362424
39,0.9926149,0.93053424,"('exploitative', 'cooperative')",0.9926149,0.9305342,-0.0620807
40,-1.4961288,-1.5219918,"('stingy', 'generous')",-1.4961288,-1.5219918,-0.025863
41,-0.3444323,-0.26769194,"('unforgiving', 'forgiving')",-0.3444323,-0.2676919,0.0767404
42,-1.2269877,-1.1775726,"('unreliable', 'reliable')",-1.2269877,-1.1775726,0.0494151
43,-1.1934788,-1.1172397,"('irresponsible', 'responsible')",-1.1934788,-1.1172397,0.0762391
44,0.57196087,0.50476956,"('prejudiced', 'unprejudiced')",0.5719609,0.5047696,-0.0671913
45,-1.4169971,-1.1756814,"('incompetent', 'competent')",-1.4169971,-1.1756814,0.2413157
46,-1.2918476,-1.2018919,"('uncompetitive', 'competitive')",-1.2918476,-1.2018919,0.0899557
47,0.64464915,0.7385329,"('stupid', 'smart')",0.6446491,0.7385329,0.0938838
48,-0.38643333,-0.40431297,"('unintelligent', 'intelligent')",-0.3864333,-0.404313,-0.0178797
49,0.438526,0.53117555,"('unable', 'able')",0.438526,0.5311756,0.0926496
50,-0.09893709,-0.09234667,"('clumsy', 'skillful')",-0.0989371,-0.0923467,0.0065904
51,-1.0173056,-1.1377704,"('uneducated', 'educated')",-1.0173056,-1.1377704,-0.1204648
52,0.5406008,0.33689946,"('irrational', 'rational')",0.5406008,0.3368995,-0.2037013
53,-1.2927536,-1.3530629,"('uncreative', 'creative')",-1.2927536,-1.3530629,-0.0603093
54,0.54194236,0.49565688,"('incapable', 'capable')",0.5419424,0.4956569,-0.0462855
55,-1.0868671,-0.9586024,"('incompetent', 'clever')",-1.0868671,-0.9586024,0.1282647
56,-0.33924806,-0.30427766,"('impractical', 'practical')",-0.3392481,-0.3042777,0.0349704
57,-2.0209167,-1.9876617,"('unimaginative', 'imaginative')",-2.0209167,-1.9876617,0.033255
58,-0.4342447,-0.37210986,"('undiscriminating', 'discriminating')",-0.4342447,-0.3721099,0.0621348
59,-0.06643714,-0.11665614,"('foolish', 'wise')",-0.0664371,-0.1166561,-0.050219
60,-0.46440792,-0.44806847,"('inefficient', 'efficient')",-0.4644079,-0.4480685,0.0163394
61,-0.2236602,-0.39073995,"('illogical', 'logical')",-0.2236602,-0.3907399,-0.1670797
62,-0.12753572,-0.048000563,"('incompetent', 'brilliant')",-0.1275357,-0.0480006,0.0795351
63,-0.9044284,-0.75647795,"('unperceptive', 'insightful')",-0.9044284,-0.756478,0.1479504
64,-2.3037057,-2.380907,"('shy', 'confident')",-2.3037057,-2.3809071,-0.0772014
65,-0.95956504,-1.0683126,"('insecure', 'secure')",-0.959565,-1.0683126,-0.1087476
66,-0.6792614,-0.6369145,"('inactive', 'active')",-0.6792614,-0.6369145,0.0423469
67,-0.1391461,-0.14925778,"('doubtful', 'determined')",-0.1391461,-0.1492578,-0.0101117
68,-0.33928186,-0.4054211,"('dependent', 'independent')",-0.3392819,-0.4054211,-0.0661392
69,0.3056664,0.37841925,"('lazy', 'industrious')",0.3056664,0.3784193,0.0727529
70,-1.2631919,-1.2326562,"('lethargic', 'energetic')",-1.2631919,-1.2326562,0.0305357
71,0.28403887,0.3578556,"('diffident', 'self-confident')",0.2840389,0.3578556,0.0738167
72,-1.5442991,-1.5960768,"('unambitious', 'ambitious')",-1.5442991,-1.5960768,-0.0517777
73,-0.47334498,-0.5227838,"('helpless', 'self-reliant')",-0.473345,-0.5227838,-0.0494388
74,-0.43621415,-0.40604204,"('undedicated', 'dedicated')",-0.4362141,-0.406042,0.0301721
