,aes_male,aes_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.564837,-0.74234724,"('unsociable', 'sociable')",-0.124157935,-0.31633708,-0.3444974,-0.5293422,-0.1848448
1,-1.8499479,-1.9603988,"('unfriendly', 'friendly')",1.1217048,1.0051979,-0.3641216,-0.4776005,-0.1134789
2,0.7850178,0.75013804,"('unlikable', 'likable')",0.6172518,0.5879945,0.7011348,0.6690663,-0.0320685
3,0.12397327,0.22826186,"('repellent', 'pleasant')",1.1016289,1.0769687,0.6128011,0.6526152,0.0398141
4,-0.639736,-0.6948242,"('disliked', 'liked')",-6.996368,-7.028242,-3.8180521,-3.8615332,-0.0434811
5,-1.7644054,-1.8144838,"('distant', 'outgoing')",-0.83345103,-0.8417678,-1.2989283,-1.3281257,-0.0291974
6,-1.9361088,-1.9599447,"('distant', 'open')",-0.6348843,-0.67459685,-1.2854966,-1.3172708,-0.0317742
7,0.3288489,0.350234,"('insensitive', 'sensitive')",0.4919338,0.50055814,0.4103913,0.4253961,0.0150048
8,-1.1601992,-1.1856004,"('unaffectionate', 'affectionate')",0.4344752,0.3948075,-0.362862,-0.3953965,-0.0325345
9,-1.196907,-1.2114143,"('unaffectionate', 'caring')",0.9211626,0.9034,-0.1378722,-0.1540072,-0.016135
10,-0.3758813,-0.4794592,"('unsympathetic', 'sympathetic')",-0.42386985,-0.50045687,-0.3998756,-0.489958,-0.0900824
11,0.2571388,0.2491208,"('unhelpful', 'helpful')",1.4381512,1.5403666,0.847645,0.8947437,0.0470987
12,-0.20965111,-0.15412983,"('unsupportive', 'supportive')",-2.1904955,-2.2336423,-1.2000732,-1.193886,0.0061872
13,0.022028841,-0.016293809,"('impolite', 'polite')",-0.68492645,-0.6794244,-0.3314488,-0.3478591,-0.0164103
14,0.6911788,0.63060606,"('antisocial', 'social')",0.2908339,0.12718605,0.4910063,0.3788961,-0.1121102
