,pay_male,pay_female,tuple,average_male,average_female,female-male
0,0.25882775,0.022611367,"('unsociable', 'sociable')",0.2588277,0.0226114,-0.2362163
1,1.7409923,1.8295041,"('unfriendly', 'friendly')",1.7409923,1.8295041,0.0885118
2,0.06880104,0.15736698,"('unlikable', 'likable')",0.068801,0.157367,0.088566
3,0.7699147,0.88388056,"('repellent', 'pleasant')",0.7699147,0.8838806,0.1139659
4,-7.4433775,-7.473582,"('disliked', 'liked')",-7.4433775,-7.4735818,-0.0302043
5,-0.46841654,-0.14475442,"('distant', 'outgoing')",-0.4684165,-0.1447544,0.3236621
6,-0.026689056,0.27455857,"('distant', 'open')",-0.0266891,0.2745586,0.3012477
7,1.2454518,1.217467,"('insensitive', 'sensitive')",1.2454518,1.217467,-0.0279848
8,1.2278041,1.331051,"('unaffectionate', 'affectionate')",1.2278041,1.331051,0.1032469
9,2.1203885,2.2653055,"('unaffectionate', 'caring')",2.1203885,2.2653055,0.144917
10,1.0148089,0.94909376,"('unsympathetic', 'sympathetic')",1.0148089,0.9490938,-0.0657151
11,2.113024,2.090408,"('unhelpful', 'helpful')",2.113024,2.0904081,-0.0226159
12,-1.3857743,-1.2476776,"('unsupportive', 'supportive')",-1.3857743,-1.2476776,0.1380967
13,0.38231325,0.19574124,"('impolite', 'polite')",0.3823133,0.1957412,-0.1865721
14,0.093721785,-0.16634892,"('antisocial', 'social')",0.0937218,-0.1663489,-0.2600707
15,0.3767076,0.3522293,"('boring', 'funny')",0.3767076,0.3522293,-0.0244783
16,-0.6711701,-0.48247847,"('unpopular', 'popular')",-0.6711701,-0.4824785,0.1886916
17,-0.0027201734,0.08610207,"('nasty', 'nice')",-0.0027202,0.0861021,0.0888223
18,-0.1392543,0.009666093,"('disagreeable', 'welcoming')",-0.1392543,0.0096661,0.1489204
19,-0.4101868,-0.07195109,"('inhospitable', 'hospitable')",-0.4101868,-0.0719511,0.3382357
20,0.42645282,0.25957742,"('rough', 'thoughtful')",0.4264528,0.2595774,-0.1668754
21,-0.1380256,-0.1164014,"('immoral', 'moral')",-0.1380256,-0.1164014,0.0216242
22,-0.43202952,-0.3833269,"('untrustworthy', 'trustworthy')",-0.4320295,-0.3833269,0.0487026
23,7.190829,7.2443824,"('insincere', 'sincere')",7.1908288,7.2443824,0.0535536
24,1.8355274,1.883514,"('dishonest', 'honest')",1.8355274,1.883514,0.0479866
25,1.0489146,1.0260798,"('egoistic', 'altruistic')",1.0489146,1.0260798,-0.0228348
26,0.9457758,0.647764,"('hardhearted', 'benevolent')",0.9457758,0.647764,-0.2980118
27,2.1007729,1.973919,"('hardhearted', 'softhearted')",2.1007729,1.973919,-0.1268539
28,1.2880237,1.2590348,"('disloyal', 'loyal')",1.2880237,1.2590348,-0.0289889
29,-0.90070003,-0.9050728,"('unfair', 'fair')",-0.9007,-0.9050728,-0.0043728
30,0.8726941,0.8435961,"('intolerant', 'tolerant')",0.8726941,0.8435961,-0.029098
