,questar_male,questar_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,0.15136676,0.022247951,"('unsociable', 'sociable')",-0.24328,-0.39749342,-0.0459566,-0.1876227,-0.1416661
1,-1.6566111,-1.7139792,"('unfriendly', 'friendly')",1.334019,1.1774246,-0.1612961,-0.2682773,-0.1069812
2,-0.06373846,0.0042440873,"('unlikable', 'likable')",0.5524996,0.6107901,0.2443806,0.3075171,0.0631365
3,0.032333788,0.19377786,"('repellent', 'pleasant')",0.82017237,0.8027202,0.4262531,0.498249,0.0719959
4,-0.75470144,-0.78427464,"('disliked', 'liked')",-6.9328017,-6.966284,-3.8437517,-3.8752792,-0.0315275
5,-1.7785476,-1.7861241,"('distant', 'outgoing')",-0.418455,-0.47182155,-1.0985013,-1.1289728,-0.0304715
6,-2.3774717,-2.3358066,"('distant', 'open')",-0.33776706,-0.4132673,-1.3576194,-1.374537,-0.0169176
7,0.48079184,0.557486,"('insensitive', 'sensitive')",0.01227005,0.033488993,0.246531,0.2954875,0.0489565
8,-0.74673766,-0.79595274,"('unaffectionate', 'affectionate')",0.7652339,0.7333994,0.0092481,-0.0312767,-0.0405248
9,-0.84887296,-0.87786645,"('unaffectionate', 'caring')",1.1448328,1.105401,0.1479799,0.1137673,-0.0342126
10,0.4222821,0.45671734,"('unsympathetic', 'sympathetic')",-0.7011065,-0.74236697,-0.1394122,-0.1428248,-0.0034126
11,0.44158167,0.45607644,"('unhelpful', 'helpful')",1.2583891,1.353178,0.8499854,0.9046272,0.0546418
12,-0.24512315,-0.17958292,"('unsupportive', 'supportive')",-2.4028628,-2.4194403,-1.323993,-1.2995116,0.0244814
13,0.036549695,-0.0021389034,"('impolite', 'polite')",-1.1328598,-1.1190577,-0.5481551,-0.5605983,-0.0124432
14,1.1661189,1.1827395,"('antisocial', 'social')",-0.07552731,-0.15448204,0.5452958,0.5141287,-0.0311671
15,-0.37634075,-0.47535563,"('boring', 'funny')",0.12196176,0.13096079,-0.1271895,-0.1721974,-0.0450079
16,-0.883153,-0.83475304,"('unpopular', 'popular')",0.57499367,0.5063027,-0.1540797,-0.1642252,-0.0101455
