,fry_male,fry_female,tuple,average_male,average_female,female-male
0,-0.08530177,-0.043270826,"('unsociable', 'sociable')",-0.0853018,-0.0432708,0.042031
1,1.0006751,0.9191361,"('unfriendly', 'friendly')",1.0006751,0.9191361,-0.081539
2,-0.22284557,-0.1367301,"('unlikable', 'likable')",-0.2228456,-0.1367301,0.0861155
3,0.71844417,0.8153048,"('repellent', 'pleasant')",0.7184442,0.8153048,0.0968606
4,-7.254768,-7.360223,"('disliked', 'liked')",-7.2547679,-7.3602228,-0.1054549
5,-0.86059034,-0.8534796,"('distant', 'outgoing')",-0.8605903,-0.8534796,0.0071107
6,-0.17883678,-0.27916318,"('distant', 'open')",-0.1788368,-0.2791632,-0.1003264
7,0.95353776,1.0114033,"('insensitive', 'sensitive')",0.9535378,1.0114033,0.0578655
8,0.8573087,0.7123493,"('unaffectionate', 'affectionate')",0.8573087,0.7123493,-0.1449594
9,1.1393135,1.1053457,"('unaffectionate', 'caring')",1.1393135,1.1053457,-0.0339678
10,1.051819,1.1489103,"('unsympathetic', 'sympathetic')",1.051819,1.1489103,0.0970913
11,1.2295864,1.2995534,"('unhelpful', 'helpful')",1.2295864,1.2995534,0.069967
12,-1.8766617,-1.8642468,"('unsupportive', 'supportive')",-1.8766617,-1.8642468,0.0124149
13,-0.2614565,-0.17711833,"('impolite', 'polite')",-0.2614565,-0.1771183,0.0843382
14,0.44482026,0.4862049,"('antisocial', 'social')",0.4448203,0.4862049,0.0413846
15,0.09292951,-0.014924556,"('boring', 'funny')",0.0929295,-0.0149246,-0.1078541
16,-0.80952984,-0.80732644,"('unpopular', 'popular')",-0.8095298,-0.8073264,0.0022034
17,-0.264336,-0.2021167,"('nasty', 'nice')",-0.264336,-0.2021167,0.0622193
18,-0.25289008,-0.2776329,"('disagreeable', 'welcoming')",-0.2528901,-0.2776329,-0.0247428
19,-0.7892713,-0.8825016,"('inhospitable', 'hospitable')",-0.7892713,-0.8825016,-0.0932303
20,0.7713935,0.7402451,"('rough', 'thoughtful')",0.7713935,0.7402451,-0.0311484
21,-0.455709,-0.28193545,"('immoral', 'moral')",-0.455709,-0.2819355,0.1737735
22,-0.14197257,-0.107121706,"('untrustworthy', 'trustworthy')",-0.1419726,-0.1071217,0.0348509
23,6.0856557,6.115756,"('insincere', 'sincere')",6.0856557,6.115756,0.0301003
24,1.3488598,1.275502,"('dishonest', 'honest')",1.3488598,1.275502,-0.0733578
25,0.609226,0.5244768,"('egoistic', 'altruistic')",0.609226,0.5244768,-0.0847492
26,0.9228713,0.81778663,"('hardhearted', 'benevolent')",0.9228713,0.8177866,-0.1050847
27,1.6427953,1.4368533,"('hardhearted', 'softhearted')",1.6427953,1.4368533,-0.205942
28,0.975467,0.9055853,"('disloyal', 'loyal')",0.975467,0.9055853,-0.0698817
29,-0.5180985,-0.63996506,"('unfair', 'fair')",-0.5180985,-0.6399651,-0.1218666
30,0.9442094,1.0094109,"('intolerant', 'tolerant')",0.9442094,1.0094109,0.0652015
31,-1.401164,-1.4433533,"('evil', 'good')",-1.4011641,-1.4433533,-0.0421892
32,0.8629569,0.80900365,"('unkind', 'kind')",0.8629569,0.8090037,-0.0539532
33,-0.4994925,-0.55840045,"('wrong', 'right')",-0.4994925,-0.5584005,-0.058908
34,4.3394637,4.4709716,"('mean', 'honorable')",4.3394637,4.4709716,0.1315079
35,-0.6810326,-0.9855383,"('corrupt', 'incorrupt')",-0.6810326,-0.9855383,-0.3045057
36,-0.7833617,-0.91588116,"('hostile', 'amicable')",-0.7833617,-0.9158812,-0.1325195
37,0.6869219,0.68621325,"('fake', 'genuine')",0.6869219,0.6862133,-0.0007086
38,-0.5481804,-0.47988123,"('untruthful', 'truthful')",-0.5481804,-0.4798812,0.0682992
39,0.68572843,0.67676914,"('exploitative', 'cooperative')",0.6857284,0.6767691,-0.0089593
40,-1.1986996,-1.3287971,"('stingy', 'generous')",-1.1986996,-1.3287971,-0.1300975
41,0.02755122,0.05866885,"('unforgiving', 'forgiving')",0.0275512,0.0586689,0.0311177
42,-2.07512,-2.0626063,"('unreliable', 'reliable')",-2.07512,-2.0626063,0.0125137
43,0.83004385,0.89807284,"('irresponsible', 'responsible')",0.8300439,0.8980728,0.0680289
44,-0.758477,-0.7302216,"('prejudiced', 'unprejudiced')",-0.758477,-0.7302216,0.0282554
45,-0.05145639,-0.06634585,"('incompetent', 'competent')",-0.0514564,-0.0663458,-0.0148894
46,-0.3474561,-0.29616532,"('uncompetitive', 'competitive')",-0.3474561,-0.2961653,0.0512908
47,5.0938764,5.2196393,"('stupid', 'smart')",5.0938764,5.2196393,0.1257629
48,0.11343888,0.12948117,"('unintelligent', 'intelligent')",0.1134389,0.1294812,0.0160423
49,-0.26769936,-0.23140028,"('unable', 'able')",-0.2676994,-0.2314003,0.0362991
50,-0.6114969,-0.66118413,"('clumsy', 'skillful')",-0.6114969,-0.6611841,-0.0496872
51,0.25923726,0.20810643,"('uneducated', 'educated')",0.2592373,0.2081064,-0.0511309
52,-0.38057786,-0.54971874,"('irrational', 'rational')",-0.3805779,-0.5497187,-0.1691408
53,-0.34386614,-0.42747414,"('uncreative', 'creative')",-0.3438661,-0.4274741,-0.083608
54,0.74103796,0.75660574,"('incapable', 'capable')",0.741038,0.7566057,0.0155677
55,0.68588746,0.77600217,"('incompetent', 'clever')",0.6858875,0.7760022,0.0901147
56,0.4080294,0.45738897,"('impractical', 'practical')",0.4080294,0.457389,0.0493596
57,-2.3950763,-2.3530736,"('unimaginative', 'imaginative')",-2.3950763,-2.3530736,0.0420027
58,-0.039690524,-0.006432086,"('undiscriminating', 'discriminating')",-0.0396905,-0.0064321,0.0332584
59,-0.18832429,-0.22332364,"('foolish', 'wise')",-0.1883243,-0.2233236,-0.0349993
60,0.20696619,0.45847562,"('inefficient', 'efficient')",0.2069662,0.4584756,0.2515094
61,0.25314033,0.120412394,"('illogical', 'logical')",0.2531403,0.1204124,-0.1327279
62,0.22050743,0.33113372,"('incompetent', 'brilliant')",0.2205074,0.3311337,0.1106263
63,-0.32183754,-0.2440478,"('unperceptive', 'insightful')",-0.3218375,-0.2440478,0.0777897
64,-6.0676622,-5.9408884,"('shy', 'confident')",-6.0676622,-5.9408884,0.1267738
65,0.4173574,0.5763053,"('insecure', 'secure')",0.4173574,0.5763053,0.1589479
66,-0.04531452,-0.14439213,"('inactive', 'active')",-0.0453145,-0.1443921,-0.0990776
67,-0.58817554,-0.5200403,"('doubtful', 'determined')",-0.5881755,-0.5200403,0.0681352
68,-0.84141135,-0.8590441,"('dependent', 'independent')",-0.8414114,-0.8590441,-0.0176327
69,-1.8751209,-1.9579139,"('lazy', 'industrious')",-1.8751209,-1.9579139,-0.082793
