,anagram_male,anagram_female,tuple,average_male,average_female,female-male
0,-1.0509231,-1.089142,"('unsociable', 'sociable')",-1.0509231,-1.089142,-0.0382189
1,-0.65016997,-0.8744572,"('unfriendly', 'friendly')",-0.65017,-0.8744572,-0.2242872
2,0.42651212,0.38266563,"('unlikable', 'likable')",0.4265121,0.3826656,-0.0438465
3,-0.67527354,-0.5348039,"('repellent', 'pleasant')",-0.6752735,-0.5348039,0.1404696
4,-3.2048426,-3.2133558,"('disliked', 'liked')",-3.2048426,-3.2133558,-0.0085132
5,-0.56550276,-0.617583,"('distant', 'outgoing')",-0.5655028,-0.617583,-0.0520802
6,-0.67785776,-0.74612075,"('distant', 'open')",-0.6778578,-0.7461208,-0.068263
7,-0.4329951,-0.34834653,"('insensitive', 'sensitive')",-0.4329951,-0.3483465,0.0846486
8,-0.37022594,-0.51707375,"('unaffectionate', 'affectionate')",-0.3702259,-0.5170738,-0.1468479
9,-0.43272427,-0.5469073,"('unaffectionate', 'caring')",-0.4327243,-0.5469073,-0.114183
10,-0.8350285,-0.7420577,"('unsympathetic', 'sympathetic')",-0.8350285,-0.7420577,0.0929708
11,0.7041005,0.711998,"('unhelpful', 'helpful')",0.7041005,0.711998,0.0078975
12,-1.2218951,-1.1183257,"('unsupportive', 'supportive')",-1.2218951,-1.1183257,0.1035694
13,-1.2681289,-1.2390677,"('impolite', 'polite')",-1.2681289,-1.2390677,0.0290612
14,-0.512247,-0.5026606,"('antisocial', 'social')",-0.512247,-0.5026606,0.0095864
15,0.5957402,0.439614,"('boring', 'funny')",0.5957402,0.439614,-0.1561262
16,-0.4663476,-0.48950222,"('unpopular', 'popular')",-0.4663476,-0.4895022,-0.0231546
17,-0.4171095,-0.34259194,"('nasty', 'nice')",-0.4171095,-0.3425919,0.0745176
18,-0.1939869,-0.18450844,"('disagreeable', 'welcoming')",-0.1939869,-0.1845084,0.0094785
19,-1.2487566,-1.2622442,"('inhospitable', 'hospitable')",-1.2487566,-1.2622442,-0.0134876
20,0.6106549,0.5705184,"('rough', 'thoughtful')",0.6106549,0.5705184,-0.0401365
21,-0.46903002,-0.38733464,"('immoral', 'moral')",-0.46903,-0.3873346,0.0816954
22,-0.5129449,-0.5163185,"('untrustworthy', 'trustworthy')",-0.5129449,-0.5163185,-0.0033736
23,1.8705242,1.8971381,"('insincere', 'sincere')",1.8705242,1.8971381,0.0266139
24,0.14328143,0.14996007,"('dishonest', 'honest')",0.1432814,0.1499601,0.0066787
25,-0.26828992,-0.37548625,"('egoistic', 'altruistic')",-0.2682899,-0.3754863,-0.1071964
26,0.92844725,0.6653643,"('hardhearted', 'benevolent')",0.9284472,0.6653643,-0.2630829
27,0.3789116,0.26926768,"('hardhearted', 'softhearted')",0.3789116,0.2692677,-0.1096439
28,-0.037836652,-0.18109824,"('disloyal', 'loyal')",-0.0378367,-0.1810982,-0.1432615
29,-1.030922,-1.1472765,"('unfair', 'fair')",-1.0309221,-1.1472765,-0.1163544
30,0.36078084,0.3340699,"('intolerant', 'tolerant')",0.3607808,0.3340699,-0.0267109
31,-0.9746285,-0.9377383,"('evil', 'good')",-0.9746285,-0.9377383,0.0368902
32,-0.031908926,-0.13726828,"('unkind', 'kind')",-0.0319089,-0.1372683,-0.1053594
33,-0.008139443,-0.15667973,"('wrong', 'right')",-0.0081394,-0.1566797,-0.1485403
34,1.4120617,1.5996869,"('mean', 'honorable')",1.4120617,1.5996869,0.1876252
35,0.11579578,-0.107229754,"('corrupt', 'incorrupt')",0.1157958,-0.1072298,-0.2230256
36,-0.86670965,-0.97969294,"('hostile', 'amicable')",-0.8667096,-0.9796929,-0.1129833
37,0.038700722,0.06234084,"('fake', 'genuine')",0.0387007,0.0623408,0.0236401
38,-0.313135,-0.2996079,"('untruthful', 'truthful')",-0.313135,-0.2996079,0.0135271
39,0.78477263,0.7984905,"('exploitative', 'cooperative')",0.7847726,0.7984905,0.0137179
40,-0.8204915,-0.8789406,"('stingy', 'generous')",-0.8204915,-0.8789406,-0.0584491
41,0.20692095,0.2451953,"('unforgiving', 'forgiving')",0.206921,0.2451953,0.0382743
42,-1.4024985,-1.2205986,"('unreliable', 'reliable')",-1.4024985,-1.2205986,0.1818999
43,-0.30891114,-0.2061781,"('irresponsible', 'responsible')",-0.3089111,-0.2061781,0.102733
44,0.1196346,0.16353667,"('prejudiced', 'unprejudiced')",0.1196346,0.1635367,0.0439021
45,-0.43869105,-0.28333986,"('incompetent', 'competent')",-0.438691,-0.2833399,0.1553511
46,-0.62561363,-0.52932495,"('uncompetitive', 'competitive')",-0.6256136,-0.5293249,0.0962887
47,1.7985883,1.8321997,"('stupid', 'smart')",1.7985883,1.8321997,0.0336114
48,-0.012209497,-0.003827531,"('unintelligent', 'intelligent')",-0.0122095,-0.0038275,0.008382
49,-0.34224978,-0.185197,"('unable', 'able')",-0.3422498,-0.185197,0.1570528
50,-0.1020709,-0.14918277,"('clumsy', 'skillful')",-0.1020709,-0.1491828,-0.0471119
51,-0.91411763,-1.0086087,"('uneducated', 'educated')",-0.9141176,-1.0086087,-0.0944911
52,-0.11796901,-0.45521528,"('irrational', 'rational')",-0.117969,-0.4552153,-0.3372463
