,thermo_male,thermo_female,tuple,fisher_male,fisher_female,scientific_male,scientific_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.6371609,-0.66124904,"('unsociable', 'sociable')",0.47513056,0.42187458,0.79046696,0.6801191,-0.45943496,-0.58466274,0.0422504,-0.0359795,-0.0782299
1,-1.8329067,-2.064674,"('unfriendly', 'friendly')",0.34181112,0.32366297,0.0036278553,-0.17855151,1.8159636,1.5719194,0.082124,-0.0869108,-0.1690348
2,0.745789,0.75877196,"('unlikable', 'likable')",1.0507686,1.0943332,0.6252389,0.6286089,0.41275486,0.5051607,0.7086378,0.7467186,0.0380808
3,-1.0174009,-0.9232042,"('repellent', 'pleasant')",-1.3070849,-1.1569707,-0.4999224,-0.5070525,-0.075971514,0.02412647,-0.7250949,-0.6407752,0.0843197
4,-0.5029195,-0.5817891,"('disliked', 'liked')",-0.5314427,-0.6206391,-0.19412962,-0.24938633,-5.491319,-5.5637884,-1.6799527,-1.7539008,-0.0739481
5,-1.5522398,-1.5814729,"('distant', 'outgoing')",-0.80933636,-0.81232274,-0.78697956,-0.7545632,-0.075445004,-0.06521409,-0.8060002,-0.8033932,0.002607
6,-1.621695,-1.643003,"('distant', 'open')",-1.2361287,-1.1712558,-1.1228187,-1.0543536,0.38059995,0.36183524,-0.9000106,-0.8766943,0.0233163
7,-0.88710696,-0.80772877,"('insensitive', 'sensitive')",0.33931127,0.48249647,-0.13734263,-0.050898816,0.50279456,0.5258854,-0.0455859,0.0374386,0.0830245
8,-1.6571814,-1.7866503,"('unaffectionate', 'affectionate')",0.23139346,0.28656745,-0.26100954,-0.3503796,0.6130668,0.4455323,-0.2684327,-0.3512325,-0.0827998
9,-1.6227734,-1.7453886,"('unaffectionate', 'caring')",0.68986523,0.7572033,0.22331476,0.14279976,1.1518481,1.0205501,0.1105637,0.0437911,-0.0667726
10,-1.3295627,-1.2679683,"('unsympathetic', 'sympathetic')",-0.26975274,-0.16052082,-0.62478924,-0.59729135,-0.041399896,-0.13694079,-0.5663761,-0.5406803,0.0256958
11,-0.3054352,-0.27661115,"('unhelpful', 'helpful')",-0.43727845,-0.33969894,0.49914697,0.55236983,1.8196968,1.8138131,0.3940325,0.4374682,0.0434357
12,-1.0186336,-0.99528533,"('unsupportive', 'supportive')",0.7764886,0.90452343,0.25622237,0.3112873,-1.6471289,-1.6105922,-0.4082629,-0.3475167,0.0607462
13,0.44800326,0.5536777,"('impolite', 'polite')",0.6128753,0.6235288,0.57658404,0.57605386,-0.0102188215,0.011045061,0.4068109,0.4410764,0.0342655
14,0.46444708,0.552365,"('antisocial', 'social')",0.37621784,0.46204248,1.3139133,1.3479213,-0.4960299,-0.46687543,0.4146371,0.4738633,0.0592262
15,0.19051626,0.07799225,"('boring', 'funny')",-0.04740288,-0.20005566,0.3921827,0.34185764,0.65996826,0.6065375,0.2988161,0.2065829,-0.0922332
