,thug_male,thug_female,tuple,average_male,average_female,female-male
0,-0.024733664,-0.0052428693,"('unsociable', 'sociable')",-0.0247337,-0.0052429,0.0194908
1,1.0322032,0.8337284,"('unfriendly', 'friendly')",1.0322032,0.8337284,-0.1984748
2,0.33420837,0.48793924,"('unlikable', 'likable')",0.3342084,0.4879392,0.1537308
3,0.85430753,0.9717201,"('repellent', 'pleasant')",0.8543075,0.9717201,0.1174126
4,-7.468075,-7.4416294,"('disliked', 'liked')",-7.4680748,-7.4416294,0.0264454
5,-0.5656184,-0.60802656,"('distant', 'outgoing')",-0.5656184,-0.6080266,-0.0424082
6,-0.06667155,-0.18279907,"('distant', 'open')",-0.0666716,-0.1827991,-0.1161275
7,0.9011473,1.0212797,"('insensitive', 'sensitive')",0.9011473,1.0212797,0.1201324
8,0.9632933,0.7243458,"('unaffectionate', 'affectionate')",0.9632933,0.7243458,-0.2389475
9,1.3593806,1.2571495,"('unaffectionate', 'caring')",1.3593806,1.2571495,-0.1022311
10,1.2028289,1.3077356,"('unsympathetic', 'sympathetic')",1.2028289,1.3077356,0.1049067
11,1.5824087,1.5682994,"('unhelpful', 'helpful')",1.5824087,1.5682994,-0.0141093
12,-1.6821371,-1.6883768,"('unsupportive', 'supportive')",-1.6821371,-1.6883768,-0.0062397
13,0.14463302,0.27697292,"('impolite', 'polite')",0.144633,0.2769729,0.1323399
14,-0.105858244,-0.08537073,"('antisocial', 'social')",-0.1058582,-0.0853707,0.0204875
15,0.106863394,0.012199417,"('boring', 'funny')",0.1068634,0.0121994,-0.094664
16,-0.37428018,-0.39370593,"('unpopular', 'popular')",-0.3742802,-0.3937059,-0.0194257
17,-0.19841905,-0.12451201,"('nasty', 'nice')",-0.198419,-0.124512,0.073907
18,-0.40210125,-0.45219886,"('disagreeable', 'welcoming')",-0.4021012,-0.4521989,-0.0500977
19,-0.99011344,-0.9790953,"('inhospitable', 'hospitable')",-0.9901134,-0.9790953,0.0110181
20,1.0062267,0.93976736,"('rough', 'thoughtful')",1.0062267,0.9397674,-0.0664593
21,-0.037562467,0.18804795,"('immoral', 'moral')",-0.0375625,0.1880479,0.2256104
22,-0.18136847,-0.09543096,"('untrustworthy', 'trustworthy')",-0.1813685,-0.095431,0.0859375
23,5.9820266,5.8626533,"('insincere', 'sincere')",5.9820266,5.8626533,-0.1193733
24,1.4782187,1.4419532,"('dishonest', 'honest')",1.4782187,1.4419532,-0.0362655
25,0.45910156,0.39285737,"('egoistic', 'altruistic')",0.4591016,0.3928574,-0.0662442
26,0.41738546,0.2666468,"('hardhearted', 'benevolent')",0.4173855,0.2666468,-0.1507387
27,1.5688901,1.3921509,"('hardhearted', 'softhearted')",1.5688901,1.3921509,-0.1767392
28,1.0649117,0.9445244,"('disloyal', 'loyal')",1.0649117,0.9445244,-0.1203873
29,-0.58598286,-0.6698064,"('unfair', 'fair')",-0.5859829,-0.6698064,-0.0838235
30,0.84271175,0.8818047,"('intolerant', 'tolerant')",0.8427117,0.8818047,0.039093
31,-1.5376017,-1.6443576,"('evil', 'good')",-1.5376017,-1.6443576,-0.1067559
32,1.1585737,1.0527953,"('unkind', 'kind')",1.1585737,1.0527953,-0.1057784
33,-0.5007163,-0.47366327,"('wrong', 'right')",-0.5007163,-0.4736633,0.027053
34,4.2738123,4.376028,"('mean', 'honorable')",4.2738123,4.3760281,0.1022158
35,-1.1833638,-1.3988439,"('corrupt', 'incorrupt')",-1.1833638,-1.3988439,-0.2154801
36,-0.62961,-0.76301306,"('hostile', 'amicable')",-0.62961,-0.7630131,-0.1334031
37,0.7983772,0.8072788,"('fake', 'genuine')",0.7983772,0.8072788,0.0089016
38,-0.5841895,-0.497829,"('untruthful', 'truthful')",-0.5841895,-0.497829,0.0863605
39,-0.048202556,0.08946457,"('exploitative', 'cooperative')",-0.0482026,0.0894646,0.1376672
40,-1.414919,-1.5084654,"('stingy', 'generous')",-1.414919,-1.5084654,-0.0935464
41,0.11846182,0.15864769,"('unforgiving', 'forgiving')",0.1184618,0.1586477,0.0401859
42,-1.8766606,-1.7548249,"('unreliable', 'reliable')",-1.8766606,-1.7548249,0.1218357
43,1.1600859,1.2245773,"('irresponsible', 'responsible')",1.1600859,1.2245773,0.0644914
44,-0.7493385,-0.69139963,"('prejudiced', 'unprejudiced')",-0.7493385,-0.6913996,0.0579389
45,0.20149171,0.15675868,"('incompetent', 'competent')",0.2014917,0.1567587,-0.044733
46,-0.21670653,-0.08864596,"('uncompetitive', 'competitive')",-0.2167065,-0.088646,0.1280605
47,4.9269404,5.0223436,"('stupid', 'smart')",4.9269404,5.0223436,0.0954032
48,0.3935919,0.32236812,"('unintelligent', 'intelligent')",0.3935919,0.3223681,-0.0712238
49,-0.1479821,-0.0039535873,"('unable', 'able')",-0.1479821,-0.0039536,0.1440285
50,-0.12933162,-0.2401259,"('clumsy', 'skillful')",-0.1293316,-0.2401259,-0.1107943
51,0.079738624,0.07227866,"('uneducated', 'educated')",0.0797386,0.0722787,-0.0074599
52,-0.4794179,-0.6824072,"('irrational', 'rational')",-0.4794179,-0.6824072,-0.2029893
53,0.089488275,-0.05693204,"('uncreative', 'creative')",0.0894883,-0.056932,-0.1464203
54,0.92071843,0.98864114,"('incapable', 'capable')",0.9207184,0.9886411,0.0679227
55,0.8327622,0.84691715,"('incompetent', 'clever')",0.8327622,0.8469172,0.014155
56,0.46837834,0.54753536,"('impractical', 'practical')",0.4683783,0.5475354,0.0791571
57,-2.4423018,-2.3414664,"('unimaginative', 'imaginative')",-2.4423018,-2.3414664,0.1008354
58,0.09064376,0.062902115,"('undiscriminating', 'discriminating')",0.0906438,0.0629021,-0.0277417
59,-0.37118444,-0.32811427,"('foolish', 'wise')",-0.3711844,-0.3281143,0.0430701
