,hasbro_male,hasbro_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.9001613,-0.7832307,"('unsociable', 'sociable')",-0.19761363,-0.29587927,-0.5488875,-0.539555,0.0093325
1,-0.21450284,-0.4909808,"('unfriendly', 'friendly')",2.0994701,1.8270341,0.9424837,0.6680267,-0.274457
2,0.59854996,0.674025,"('unlikable', 'likable')",0.42080256,0.5234251,0.5096763,0.5987251,0.0890488
3,-0.5045717,-0.26209387,"('repellent', 'pleasant')",0.17307019,0.22630925,-0.1657507,-0.0178923,0.1478584
4,0.23855445,0.028038308,"('disliked', 'liked')",-6.39078,-6.461189,-3.0761127,-3.2165751,-0.1404624
5,-0.049113158,-0.3105442,"('distant', 'outgoing')",-0.15289448,-0.30853215,-0.1010038,-0.3095382,-0.2085344
6,-0.3010672,-0.57302725,"('distant', 'open')",0.389426,0.16915518,0.0441794,-0.201936,-0.2461154
7,-0.49419367,-0.27083147,"('insensitive', 'sensitive')",0.8307299,0.87284005,0.1682681,0.3010043,0.1327362
8,0.11286296,-0.14887178,"('unaffectionate', 'affectionate')",0.8305829,0.6754214,0.4717229,0.2632748,-0.2084481
9,0.2465013,0.07798965,"('unaffectionate', 'caring')",1.1540434,1.0689193,0.7002724,0.5734545,-0.1268179
10,-1.264964,-0.94359684,"('unsympathetic', 'sympathetic')",-0.33891696,-0.28318703,-0.8019404,-0.6133919,0.1885485
11,-0.15484357,-0.021075409,"('unhelpful', 'helpful')",1.5246518,1.6153514,0.6849041,0.797138,0.1122339
12,-0.2442462,-0.13833381,"('unsupportive', 'supportive')",-1.736039,-1.73215,-0.9901426,-0.9352419,0.0549007
13,-0.62579167,-0.38077056,"('impolite', 'polite')",-0.48882377,-0.37948066,-0.5573077,-0.3801256,0.1771821
14,-0.2478465,-0.05689601,"('antisocial', 'social')",-0.35505176,-0.30875745,-0.3014491,-0.1828267,0.1186224
15,0.52126694,0.26395532,"('boring', 'funny')",0.74315894,0.6780106,0.6322129,0.470983,-0.1612299
16,-0.057000536,-0.13461278,"('unpopular', 'popular')",0.64372474,0.66118026,0.2933621,0.2632837,-0.0300784
17,-0.16218308,-0.15190656,"('nasty', 'nice')",-0.33779037,-0.27983636,-0.2499867,-0.2158715,0.0341152
18,-0.958305,-0.97803307,"('disagreeable', 'welcoming')",-0.5979895,-0.712643,-0.7781472,-0.845338,-0.0671908
19,-0.46024084,-0.6642011,"('inhospitable', 'hospitable')",0.03430035,0.02735241,-0.2129702,-0.3184243,-0.1054541
20,-0.8590476,-0.8094813,"('rough', 'thoughtful')",1.2372384,1.1940134,0.1890954,0.192266,0.0031706
21,-0.2988781,-0.057875838,"('immoral', 'moral')",-0.7557576,-0.6289517,-0.5273178,-0.3434138,0.183904
22,-1.3100055,-1.2441561,"('untrustworthy', 'trustworthy')",-1.1909857,-1.2022686,-1.2504957,-1.2232124,0.0272833
23,-0.3574452,-0.23055221,"('insincere', 'sincere')",5.761971,5.703608,2.7022629,2.7365279,0.034265
24,0.1963233,0.22792003,"('dishonest', 'honest')",0.93194413,0.883594,0.5641337,0.555757,-0.0083767
25,0.23372817,0.090114996,"('egoistic', 'altruistic')",1.400335,1.3131489,0.8170316,0.7016319,-0.1153997
26,0.46160644,0.32773423,"('hardhearted', 'benevolent')",1.8051953,1.6918257,1.1334009,1.0097799,-0.123621
27,0.14863108,0.20058478,"('hardhearted', 'softhearted')",1.4173813,1.2987674,0.7830062,0.7496761,-0.0333301
28,-0.43567646,-0.51657945,"('disloyal', 'loyal')",0.9206665,0.787872,0.242495,0.1356463,-0.1068487
