,repository_male,repository_female,tuple,average_male,average_female,female-male
75,-1.6700642,-1.597703,"('meek', 'impulsive')",-1.6700642,-1.597703,0.0723612
76,-0.22019553,-0.3194861,"('anxious', 'daring')",-0.2201955,-0.3194861,-0.0992906
77,-1.0667013,-0.93269515,"('unmotivated', 'motivated')",-1.0667013,-0.9326952,0.1340061
78,-0.56867564,-0.5633477,"('nonresilient', 'resilient')",-0.5686756,-0.5633477,0.0053279
79,-0.08189284,-0.08744335,"('wavering', 'unwavering')",-0.0818928,-0.0874434,-0.0055506
80,-0.51994425,-0.61274207,"('dominated', 'dominating')",-0.5199443,-0.6127421,-0.0927978
81,-0.7925956,-0.78716564,"('submissive', 'aggressive')",-0.7925956,-0.7871656,0.00543
82,5.533278,5.567342,"('poor', 'rich')",5.533278,5.5673418,0.0340638
83,-0.11036035,-0.18450022,"('powerless', 'powerful')",-0.1103603,-0.1845002,-0.0741399
84,0.9320006,0.8713993,"('inferior', 'superior')",0.9320006,0.8713993,-0.0606013
85,0.40840334,0.3157311,"('insignificant', 'prestigious')",0.4084033,0.3157311,-0.0926722
86,0.17573228,0.022941526,"('uninfluential', 'influential')",0.1757323,0.0229415,-0.1527908
87,-0.382455,-0.35426015,"('unsuccessful', 'successful')",-0.382455,-0.3542601,0.0281949
88,0.39646015,0.40991393,"('low', 'eminent')",0.3964601,0.4099139,0.0134538
