,repository_male,repository_female,tuple,average_male,average_female,female-male
0,0.43641856,0.31579635,"('unsociable', 'sociable')",0.4364186,0.3157963,-0.1206223
1,1.7907563,1.7829299,"('unfriendly', 'friendly')",1.7907563,1.7829299,-0.0078264
2,-0.022464387,0.019145336,"('unlikable', 'likable')",-0.0224644,0.0191453,0.0416097
3,0.16629523,0.11826066,"('repellent', 'pleasant')",0.1662952,0.1182607,-0.0480345
4,-7.924236,-7.97358,"('disliked', 'liked')",-7.9242358,-7.9735799,-0.0493441
5,-0.6693009,-0.64657223,"('distant', 'outgoing')",-0.6693009,-0.6465722,0.0227287
6,0.062324367,0.08589498,"('distant', 'open')",0.0623244,0.085895,0.0235706
7,1.6673603,1.6878395,"('insensitive', 'sensitive')",1.6673603,1.6878395,0.0204792
8,0.92662543,0.8571961,"('unaffectionate', 'affectionate')",0.9266254,0.8571961,-0.0694293
9,1.8488863,1.8449973,"('unaffectionate', 'caring')",1.8488863,1.8449973,-0.003889
10,0.7766948,0.67690086,"('unsympathetic', 'sympathetic')",0.7766948,0.6769009,-0.0997939
11,1.9240139,1.9961276,"('unhelpful', 'helpful')",1.9240139,1.9961276,0.0721137
12,-1.3043476,-1.303393,"('unsupportive', 'supportive')",-1.3043476,-1.303393,0.0009546
13,-0.19841559,-0.2894901,"('impolite', 'polite')",-0.1984156,-0.2894901,-0.0910745
14,0.07305125,-0.039913062,"('antisocial', 'social')",0.0730513,-0.0399131,-0.1129644
15,0.026450314,-0.04484184,"('boring', 'funny')",0.0264503,-0.0448418,-0.0712921
16,-0.87579566,-0.9020387,"('unpopular', 'popular')",-0.8757957,-0.9020387,-0.026243
17,-0.24780954,-0.25039676,"('nasty', 'nice')",-0.2478095,-0.2503968,-0.0025873
18,-0.2976638,-0.34593555,"('disagreeable', 'welcoming')",-0.2976638,-0.3459356,-0.0482718
19,-0.66683865,-0.6476662,"('inhospitable', 'hospitable')",-0.6668386,-0.6476662,0.0191724
20,1.2290437,1.1657214,"('rough', 'thoughtful')",1.2290437,1.1657214,-0.0633223
21,-0.26014453,-0.28355163,"('immoral', 'moral')",-0.2601445,-0.2835516,-0.0234071
22,-0.11725074,-0.14381199,"('untrustworthy', 'trustworthy')",-0.1172507,-0.143812,-0.0265613
23,7.1422343,7.1279025,"('insincere', 'sincere')",7.1422343,7.1279025,-0.0143318
24,1.7305803,1.6022723,"('dishonest', 'honest')",1.7305803,1.6022723,-0.128308
25,0.7725564,0.69103914,"('egoistic', 'altruistic')",0.7725564,0.6910391,-0.0815173
26,1.3607297,1.3235468,"('hardhearted', 'benevolent')",1.3607297,1.3235468,-0.0371829
27,1.9802154,1.8342755,"('hardhearted', 'softhearted')",1.9802154,1.8342755,-0.1459399
28,1.3263794,1.2299014,"('disloyal', 'loyal')",1.3263794,1.2299014,-0.096478
29,-0.32832074,-0.45701477,"('unfair', 'fair')",-0.3283207,-0.4570148,-0.1286941
30,1.5749227,1.5355576,"('intolerant', 'tolerant')",1.5749227,1.5355576,-0.0393651
31,-1.0326861,-0.9947068,"('evil', 'good')",-1.0326861,-0.9947068,0.0379793
32,1.1326212,1.0451225,"('unkind', 'kind')",1.1326212,1.0451225,-0.0874987
33,-0.33445537,-0.35669157,"('wrong', 'right')",-0.3344554,-0.3566916,-0.0222362
34,5.2526593,5.362589,"('mean', 'honorable')",5.2526593,5.3625889,0.1099296
35,-0.8565176,-0.94598335,"('corrupt', 'incorrupt')",-0.8565176,-0.9459834,-0.0894658
36,-0.6440624,-0.7065697,"('hostile', 'amicable')",-0.6440624,-0.7065697,-0.0625073
37,0.8554564,0.81352913,"('fake', 'genuine')",0.8554564,0.8135291,-0.0419273
38,0.59080106,0.6532708,"('untruthful', 'truthful')",0.5908011,0.6532708,0.0624697
39,1.2341809,1.2549138,"('exploitative', 'cooperative')",1.2341809,1.2549138,0.0207329
40,-1.6394174,-1.8193384,"('stingy', 'generous')",-1.6394174,-1.8193384,-0.179921
41,0.7500172,0.6539083,"('unforgiving', 'forgiving')",0.7500172,0.6539083,-0.0961089
42,-2.954583,-3.021427,"('unreliable', 'reliable')",-2.9545829,-3.0214269,-0.066844
43,1.43084,1.4109781,"('irresponsible', 'responsible')",1.43084,1.4109781,-0.0198619
44,-1.695754,-1.7311369,"('prejudiced', 'unprejudiced')",-1.6957541,-1.7311369,-0.0353828
45,0.1113754,0.07119581,"('incompetent', 'competent')",0.1113754,0.0711958,-0.0401796
46,-0.80870265,-0.8743904,"('uncompetitive', 'competitive')",-0.8087026,-0.8743904,-0.0656878
47,5.125927,5.225354,"('stupid', 'smart')",5.125927,5.2253542,0.0994272
48,0.9324493,0.87798846,"('unintelligent', 'intelligent')",0.9324493,0.8779885,-0.0544608
49,0.19218013,0.1397867,"('unable', 'able')",0.1921801,0.1397867,-0.0523934
50,-0.51698166,-0.5420144,"('clumsy', 'skillful')",-0.5169817,-0.5420144,-0.0250327
51,-0.1510633,-0.26729023,"('uneducated', 'educated')",-0.1510633,-0.2672902,-0.1162269
52,0.0032838504,-0.08395452,"('irrational', 'rational')",0.0032839,-0.0839545,-0.0872384
53,0.26442435,0.20374742,"('uncreative', 'creative')",0.2644244,0.2037474,-0.060677
54,1.1346269,1.1971254,"('incapable', 'capable')",1.1346269,1.1971254,0.0624985
55,0.6368829,0.5675198,"('incompetent', 'clever')",0.6368829,0.5675198,-0.0693631
56,0.57630044,0.5368687,"('impractical', 'practical')",0.5763004,0.5368687,-0.0394317
57,-3.1201563,-3.123802,"('unimaginative', 'imaginative')",-3.1201563,-3.1238019,-0.0036456
58,0.677614,0.6659119,"('undiscriminating', 'discriminating')",0.677614,0.6659119,-0.0117021
59,0.05597565,0.06786437,"('foolish', 'wise')",0.0559756,0.0678644,0.0118888
60,0.68912315,0.7463618,"('inefficient', 'efficient')",0.6891232,0.7463618,0.0572386
61,0.81618637,0.6464475,"('illogical', 'logical')",0.8161864,0.6464475,-0.1697389
62,0.22647053,0.27846372,"('incompetent', 'brilliant')",0.2264705,0.2784637,0.0519932
63,0.6339953,0.6737098,"('unperceptive', 'insightful')",0.6339953,0.6737098,0.0397145
64,-6.7592077,-6.783908,"('shy', 'confident')",-6.7592077,-6.7839079,-0.0247002
65,0.556157,0.52598256,"('insecure', 'secure')",0.556157,0.5259826,-0.0301744
66,-0.8948033,-0.97726625,"('inactive', 'active')",-0.8948033,-0.9772663,-0.082463
67,0.068681054,0.13205963,"('doubtful', 'determined')",0.0686811,0.1320596,0.0633785
68,-0.79615325,-0.8587685,"('dependent', 'independent')",-0.7961532,-0.8587685,-0.0626153
69,-1.9887018,-1.927415,"('lazy', 'industrious')",-1.9887018,-1.927415,0.0612868
70,0.6250275,0.50826967,"('lethargic', 'energetic')",0.6250275,0.5082697,-0.1167578
71,0.8392528,0.89837295,"('diffident', 'self-confident')",0.8392528,0.8983729,0.0591201
72,0.5098835,0.48752654,"('unambitious', 'ambitious')",0.5098835,0.4875265,-0.022357
73,-3.3937323,-3.3456187,"('helpless', 'self-reliant')",-3.3937323,-3.3456187,0.0481136
74,0.22275093,0.11567802,"('undedicated', 'dedicated')",0.2227509,0.115678,-0.1070729
