,schering_male,schering_female,tuple,plough_male,plough_female,corp_male,corp_female,average_male,average_female,female-male
0,-0.93373156,-1.0608582,"('unsociable', 'sociable')",-0.8431191,-1.0621029,-0.12594576,-0.21223035,-0.6342655,-0.7783972,-0.1441317
1,-1.5725657,-1.6508857,"('unfriendly', 'friendly')",-1.4796344,-1.658371,1.612396,1.3986565,-0.4799347,-0.6368667,-0.156932
2,-0.33666512,-0.3228116,"('unlikable', 'likable')",-0.55065167,-0.53159696,0.4710556,0.5012239,-0.1387537,-0.1177282,0.0210255
3,-1.6925527,-1.7186975,"('repellent', 'pleasant')",-1.2154194,-1.0971215,0.58109385,0.5996581,-0.7756261,-0.7387203,0.0369058
4,-0.09356788,-0.1962825,"('disliked', 'liked')",0.524345,0.5154738,-7.820702,-7.890594,-2.4633083,-2.5238008,-0.0604925
5,-0.07036235,-0.12179013,"('distant', 'outgoing')",0.030325884,0.00052860565,-0.07028357,-0.08485438,-0.0367733,-0.0687053,-0.031932
6,-0.27725238,-0.29245517,"('distant', 'open')",-0.25099576,-0.20664525,0.14657861,0.10786954,-0.1272232,-0.1304103,-0.0031871
7,-0.58163744,-0.56388545,"('insensitive', 'sensitive')",-0.67221785,-0.64504635,0.24525127,0.25858983,-0.3362013,-0.3167806,0.0194207
8,-0.3935395,-0.5819598,"('unaffectionate', 'affectionate')",-0.5262892,-0.67797625,1.1327323,1.0132556,0.0709679,-0.0822268,-0.1531947
9,-0.47114223,-0.6290911,"('unaffectionate', 'caring')",-0.7533901,-0.91305333,1.6273228,1.6138192,0.1342635,0.0238916,-0.1103719
10,-1.6157705,-1.78812,"('unsympathetic', 'sympathetic')",-2.0838165,-2.1920357,-0.34842837,-0.26171932,-1.3493384,-1.4139584,-0.06462
11,-0.89264673,-0.9208318,"('unhelpful', 'helpful')",-1.3526415,-1.3373432,1.7924426,2.0076087,-0.1509485,-0.0835221,0.0674264
12,-0.63124883,-0.6534368,"('unsupportive', 'supportive')",-0.6152525,-0.5202697,-2.3193417,-2.3114722,-1.1886144,-1.1617262,0.0268882
13,-0.124874726,-0.21669023,"('impolite', 'polite')",-0.030543111,-0.18970369,-0.714672,-0.5979326,-0.29003,-0.3347755,-0.0447455
14,-0.44948435,-0.34467265,"('antisocial', 'social')",-0.6487819,-0.56541485,-0.5277794,-0.56249046,-0.5420152,-0.4908593,0.0511559
15,0.3971806,0.3441093,"('boring', 'funny')",0.47020194,0.32864106,-0.111210816,-0.07704591,0.2520572,0.1985681,-0.0534891
16,-0.6126463,-0.67373884,"('unpopular', 'popular')",-0.7272887,-0.717888,0.39914107,0.3088365,-0.313598,-0.3609301,-0.0473321
17,-1.1446398,-1.0463108,"('nasty', 'nice')",-0.297006,-0.2541227,-0.5119305,-0.5033075,-0.6511921,-0.601247,0.0499451
18,-0.90305966,-0.8170572,"('disagreeable', 'welcoming')",-1.3038459,-1.038111,-0.6419669,-0.7250216,-0.9496241,-0.8600632,0.0895609
19,-0.38627672,-0.42221424,"('inhospitable', 'hospitable')",-0.5417699,-0.5590631,-0.23666808,-0.19747487,-0.3882382,-0.3929174,-0.0046792
20,0.03456901,0.11828251,"('rough', 'thoughtful')",-0.3406155,-0.22062203,0.83614695,0.87345624,0.1767002,0.2570389,0.0803387
21,-0.71079063,-0.61149335,"('immoral', 'moral')",-1.009439,-0.9640141,-0.7757923,-0.61793244,-0.8320073,-0.7311467,0.1008606
22,-0.7206756,-0.6961023,"('untrustworthy', 'trustworthy')",-0.8982437,-0.8385943,-0.88202274,-0.8991815,-0.8336474,-0.8112926,0.0223548
23,-1.104313,-1.2433248,"('insincere', 'sincere')",-1.2234246,-1.3083385,6.3501954,6.4076614,1.3408194,1.2853327,-0.0554867
24,-0.47245118,-0.49780178,"('dishonest', 'honest')",-0.63994277,-0.66704583,0.8112924,0.85942405,-0.1003672,-0.1018079,-0.0014407
25,-0.02244914,-0.062104024,"('egoistic', 'altruistic')",0.6032919,0.46116307,1.2074187,1.072074,0.5960871,0.4903777,-0.1057094
26,-0.1613566,-0.23771581,"('hardhearted', 'benevolent')",0.007368576,-0.17761698,1.3856657,1.2166922,0.4105592,0.2671198,-0.1434394
27,-0.05461129,0.032570016,"('hardhearted', 'softhearted')",-0.45029926,-0.31114784,1.2777283,1.1468754,0.2576059,0.2894325,0.0318266
28,-0.9893528,-1.1659408,"('disloyal', 'loyal')",-0.6936914,-0.962958,1.3530369,1.2639952,-0.1100024,-0.2883012,-0.1782988
29,-0.5615034,-0.44857633,"('unfair', 'fair')",0.049986307,0.13207793,-0.1594285,-0.28743497,-0.2236485,-0.2013111,0.0223374
30,-0.075766094,-0.03940285,"('intolerant', 'tolerant')",-0.62353194,-0.58033717,0.3013765,0.36255923,-0.1326405,-0.0857269,0.0469136
31,-0.39856383,-0.34406835,"('evil', 'good')",0.051776048,0.12585093,-0.931203,-1.0922168,-0.4259969,-0.4368114,-0.0108145
32,-0.9154589,-0.97025144,"('unkind', 'kind')",-1.1930019,-1.3596622,0.98276293,0.8009888,-0.3752327,-0.5096416,-0.1344089
33,0.83514076,0.746441,"('wrong', 'right')",0.9828031,0.94654083,-0.64200246,-0.7611026,0.3919804,0.3106264,-0.081354
34,-1.0046625,-0.8521809,"('mean', 'honorable')",-0.8574672,-0.71064264,6.1630745,6.3959513,1.4336483,1.6110427,0.1773944
35,0.73468304,0.74710536,"('corrupt', 'incorrupt')",1.1996245,1.1160072,-0.22512808,-0.3302556,0.5697265,0.5109523,-0.0587742
36,-0.47197086,-0.5421539,"('hostile', 'amicable')",-0.084540024,-0.17488661,0.16397849,-0.07038504,-0.1308441,-0.2624752,-0.1316311
37,-0.13581835,-0.17222862,"('fake', 'genuine')",-0.2050488,-0.22871721,0.22059791,0.2987026,-0.0400898,-0.0340811,0.0060087
38,-0.34750667,-0.43839428,"('untruthful', 'truthful')",-0.25578815,-0.35267285,-0.18500423,-0.03979405,-0.2627664,-0.2769537,-0.0141873
39,0.60292804,0.58168876,"('exploitative', 'cooperative')",0.525667,0.59907776,0.11310583,0.15623674,0.4139003,0.4456678,0.0317675
40,-0.5663423,-0.71425253,"('stingy', 'generous')",-0.24302933,-0.1739202,-2.5423381,-2.654905,-1.1172366,-1.181026,-0.0637894
41,-1.078607,-1.0584459,"('unforgiving', 'forgiving')",-0.8350243,-0.76102036,-0.25475672,-0.31760535,-0.722796,-0.7123572,0.0104388
42,0.98217493,0.974107,"('unreliable', 'reliable')",0.32175195,0.3697403,-3.321041,-3.2242594,-0.6723714,-0.626804,0.0455674
43,-0.50743264,-0.53760034,"('irresponsible', 'responsible')",-1.076783,-1.0753374,0.41186392,0.50857794,-0.3907839,-0.3681199,0.022664
44,-0.19046596,-0.14650756,"('prejudiced', 'unprejudiced')",0.2184784,0.21398309,-1.2805772,-1.3121191,-0.4175216,-0.4148812,0.0026404
45,-0.65634245,-0.7127778,"('incompetent', 'competent')",-0.35205084,-0.40676093,-0.08719746,-0.10237465,-0.3651969,-0.4073045,-0.0421076
46,-1.1243653,-1.1346815,"('uncompetitive', 'competitive')",-1.492365,-1.3883688,-1.330335,-1.1982571,-1.3156885,-1.2404358,0.0752527
47,-0.05276993,0.01770697,"('stupid', 'smart')",0.0105159655,-0.07684734,6.165896,6.2819552,2.041214,2.0742717,0.0330577
48,-1.1424259,-1.0585086,"('unintelligent', 'intelligent')",-1.4456675,-1.339579,0.3059671,0.39000362,-0.7607087,-0.6693613,0.0913474
49,-1.0740343,-0.9070215,"('unable', 'able')",-0.55998456,-0.4533612,0.054162897,0.16673596,-0.5266187,-0.3978823,0.1287364
50,-0.08599867,-0.14064704,"('clumsy', 'skillful')",0.059412606,-0.041409478,0.41238528,0.3429427,0.1285997,0.0536287,-0.074971
51,0.11316068,-0.00052879006,"('uneducated', 'educated')",-1.1528915,-1.179368,0.25276545,0.2724495,-0.2623218,-0.3024824,-0.0401606
52,0.15593019,0.07443886,"('irrational', 'rational')",-0.18402794,-0.33329123,0.5031896,0.33639348,0.158364,0.025847,-0.132517
53,-0.87866735,-1.0060446,"('uncreative', 'creative')",-1.2169126,-1.3494978,0.5394392,0.4139572,-0.5187136,-0.6471951,-0.1284815
54,-0.69007236,-0.8226014,"('incapable', 'capable')",-0.84720266,-0.9903305,1.0437533,1.0950097,-0.1645073,-0.2393074,-0.0748001
55,0.049945712,0.10978265,"('incompetent', 'clever')",-1.0297276,-0.8701942,-0.13999504,-0.0020404607,-0.373259,-0.2541507,0.1191083
56,0.4764765,0.5094059,"('impractical', 'practical')",0.370071,0.3274713,-0.5891117,-0.3783237,0.0858119,0.1528512,0.0670393
57,-0.88951147,-1.0710242,"('unimaginative', 'imaginative')",-1.2559857,-1.3657972,-3.7112544,-3.7070172,-1.9522505,-2.0479463,-0.0956958
58,-0.32363763,-0.3739824,"('undiscriminating', 'discriminating')",-0.8512586,-0.84335405,-0.33215725,-0.27800438,-0.5023512,-0.4984469,0.0039043
59,0.69094825,0.6593701,"('foolish', 'wise')",0.7706937,0.66590285,0.50892746,0.5108104,0.6568565,0.6120278,-0.0448287
60,-0.24950367,-0.1072777,"('inefficient', 'efficient')",-0.64932203,-0.48572174,-0.30842164,-0.013528194,-0.4024158,-0.2021759,0.2002399
61,-0.5240151,-0.5506603,"('illogical', 'logical')",-0.6534223,-0.74482834,0.60222286,0.44331372,-0.1917382,-0.2840583,-0.0923201
62,-0.6053249,-0.4662776,"('incompetent', 'brilliant')",-1.1214858,-0.8875194,0.096138686,0.37386063,-0.5435573,-0.3266455,0.2169118
63,-0.9391425,-0.9408895,"('unperceptive', 'insightful')",-0.97737765,-0.966938,0.36728245,0.49801686,-0.5164126,-0.4699369,0.0464757
64,-0.17410645,-0.24807383,"('shy', 'confident')",0.13276437,0.08696227,-6.8013916,-6.7890296,-2.2809113,-2.3167137,-0.0358024
65,-0.7667186,-0.7901185,"('insecure', 'secure')",-0.8955207,-0.99382,-0.22324839,-0.09473626,-0.6284959,-0.6262249,0.002271
66,-0.71163785,-0.8626436,"('inactive', 'active')",-0.0816198,-0.20065333,0.5961588,0.54410255,-0.0656996,-0.1730648,-0.1073652
67,0.72417593,0.68655473,"('doubtful', 'determined')",1.1764851,0.9984316,-0.27555257,-0.30719888,0.5417028,0.4592625,-0.0824403
68,-0.43616647,-0.35023332,"('dependent', 'independent')",-0.60648453,-0.4713956,-0.7474678,-0.65064573,-0.5967062,-0.4907582,0.105948
69,-0.12345773,-0.028524399,"('lazy', 'industrious')",1.5807375,1.5831825,-0.8786227,-0.896773,0.1928857,0.219295,0.0264093
70,-0.2094872,-0.26021084,"('lethargic', 'energetic')",-0.84114957,-0.8089552,0.14596874,0.23088358,-0.301556,-0.2794275,0.0221285
71,-0.0038157962,-0.048014704,"('diffident', 'self-confident')",0.75459504,0.67077446,0.8470493,0.7817676,0.5326095,0.4681758,-0.0644337
72,-1.0623407,-1.0826155,"('unambitious', 'ambitious')",-1.3561656,-1.2951905,-0.3549086,-0.27642086,-0.9244717,-0.8847423,0.0397294
73,1.4379652,1.3523729,"('helpless', 'self-reliant')",1.1984442,1.1820627,-3.5233061,-3.4600103,-0.2956323,-0.3085248,-0.0128925
