,quantity_male,quantity_female,tuple,average_male,average_female,female-male
0,-0.4965021,-0.41700155,"('unsociable', 'sociable')",-0.4965021,-0.4170015,0.0795006
1,1.4501529,1.2780851,"('unfriendly', 'friendly')",1.4501529,1.2780851,-0.1720678
2,-0.22633159,-0.17612028,"('unlikable', 'likable')",-0.2263316,-0.1761203,0.0502113
3,0.32805833,0.5529009,"('repellent', 'pleasant')",0.3280583,0.5529009,0.2248426
4,-7.225722,-7.265536,"('disliked', 'liked')",-7.2257218,-7.2655358,-0.039814
5,-0.21329296,-0.3402326,"('distant', 'outgoing')",-0.213293,-0.3402326,-0.1269396
6,0.18927796,0.04186842,"('distant', 'open')",0.189278,0.0418684,-0.1474096
7,0.37538308,0.6220226,"('insensitive', 'sensitive')",0.3753831,0.6220226,0.2466395
8,1.318417,1.0016131,"('unaffectionate', 'affectionate')",1.318417,1.0016131,-0.3168039
9,1.5155584,1.3050337,"('unaffectionate', 'caring')",1.5155584,1.3050337,-0.2105247
10,0.49389035,0.7978204,"('unsympathetic', 'sympathetic')",0.4938903,0.7978204,0.3039301
11,1.492587,1.604679,"('unhelpful', 'helpful')",1.492587,1.604679,0.112092
12,-1.9819844,-1.9638207,"('unsupportive', 'supportive')",-1.9819844,-1.9638207,0.0181637
13,-0.62038565,-0.4314032,"('impolite', 'polite')",-0.6203856,-0.4314032,0.1889824
14,-0.258017,-0.08844299,"('antisocial', 'social')",-0.258017,-0.088443,0.169574
15,0.17234193,0.08131245,"('boring', 'funny')",0.1723419,0.0813124,-0.0910295
16,-0.33970195,-0.37748033,"('unpopular', 'popular')",-0.339702,-0.3774803,-0.0377783
17,-0.20872253,-0.26899314,"('nasty', 'nice')",-0.2087225,-0.2689931,-0.0602706
18,-0.43831143,-0.41671735,"('disagreeable', 'welcoming')",-0.4383114,-0.4167174,0.021594
19,-0.2852167,-0.5803149,"('inhospitable', 'hospitable')",-0.2852167,-0.5803149,-0.2950982
20,0.9708216,0.9936053,"('rough', 'thoughtful')",0.9708216,0.9936053,0.0227837
21,-0.5833785,-0.38869375,"('immoral', 'moral')",-0.5833785,-0.3886937,0.1946848
22,-0.70551676,-0.60177785,"('untrustworthy', 'trustworthy')",-0.7055168,-0.6017779,0.1037389
23,6.368998,6.32667,"('insincere', 'sincere')",6.3689981,6.3266702,-0.0423279
24,1.6835219,1.4019024,"('dishonest', 'honest')",1.6835219,1.4019024,-0.2816195
25,1.2790738,1.0080544,"('egoistic', 'altruistic')",1.2790738,1.0080544,-0.2710194
26,0.8897907,0.78722787,"('hardhearted', 'benevolent')",0.8897907,0.7872279,-0.1025628
27,1.5138592,1.3860006,"('hardhearted', 'softhearted')",1.5138592,1.3860006,-0.1278586
28,1.2309906,1.0506239,"('disloyal', 'loyal')",1.2309906,1.0506239,-0.1803667
29,-0.7247627,-0.9262384,"('unfair', 'fair')",-0.7247627,-0.9262384,-0.2014757
30,0.6958613,0.63475066,"('intolerant', 'tolerant')",0.6958613,0.6347507,-0.0611106
31,-0.9331437,-1.1810619,"('evil', 'good')",-0.9331437,-1.1810619,-0.2479182
32,0.8407646,0.8403979,"('unkind', 'kind')",0.8407646,0.8403979,-0.0003667
33,-0.18619871,-0.37722814,"('wrong', 'right')",-0.1861987,-0.3772281,-0.1910294
34,4.736758,4.6785088,"('mean', 'honorable')",4.7367582,4.6785088,-0.0582494
35,0.1298741,-0.40814656,"('corrupt', 'incorrupt')",0.1298741,-0.4081466,-0.5380207
36,-0.15836908,-0.5471731,"('hostile', 'amicable')",-0.1583691,-0.5471731,-0.388804
37,0.8280747,0.7683811,"('fake', 'genuine')",0.8280747,0.7683811,-0.0596936
38,-0.031071037,-0.09426901,"('untruthful', 'truthful')",-0.031071,-0.094269,-0.063198
39,0.19879495,0.2432222,"('exploitative', 'cooperative')",0.1987949,0.2432222,0.0444273
40,-1.5910804,-1.6000054,"('stingy', 'generous')",-1.5910804,-1.6000054,-0.008925
41,-0.085445836,-0.08780575,"('unforgiving', 'forgiving')",-0.0854458,-0.0878057,-0.0023599
42,-2.7005491,-2.4931557,"('unreliable', 'reliable')",-2.7005491,-2.4931557,0.2073934
43,0.37988096,0.6041759,"('irresponsible', 'responsible')",0.379881,0.6041759,0.2242949
44,-0.95819664,-0.8527548,"('prejudiced', 'unprejudiced')",-0.9581966,-0.8527548,0.1054418
45,-0.2946411,-0.24455737,"('incompetent', 'competent')",-0.2946411,-0.2445574,0.0500837
46,-1.2574713,-0.9446323,"('uncompetitive', 'competitive')",-1.2574713,-0.9446323,0.312839
47,4.93484,5.0588193,"('stupid', 'smart')",4.9348402,5.0588193,0.1239791
48,0.40680945,0.29709858,"('unintelligent', 'intelligent')",0.4068094,0.2970986,-0.1097108
49,0.05004603,0.07180222,"('unable', 'able')",0.050046,0.0718022,0.0217562
50,-0.30676782,-0.3754834,"('clumsy', 'skillful')",-0.3067678,-0.3754834,-0.0687156
51,0.60582817,0.66796994,"('uneducated', 'educated')",0.6058282,0.6679699,0.0621417
52,-0.32159927,-0.5639001,"('irrational', 'rational')",-0.3215993,-0.5639001,-0.2423008
53,-0.027466282,-0.21772821,"('uncreative', 'creative')",-0.0274663,-0.2177282,-0.1902619
54,1.2692689,1.1758116,"('incapable', 'capable')",1.2692689,1.1758116,-0.0934573
55,0.33427793,0.524926,"('incompetent', 'clever')",0.3342779,0.524926,0.1906481
56,0.34157807,0.39714605,"('impractical', 'practical')",0.3415781,0.397146,0.0555679
