,gilead_male,gilead_female,tuple,sciences_male,sciences_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9106437,-1.0665109,"('unsociable', 'sociable')",0.08851548,-0.07229972,-0.26182845,-0.44212335,-0.3613189,-0.526978,-0.1656591
1,-1.550451,-1.746374,"('unfriendly', 'friendly')",-0.7872853,-0.9830323,1.2693257,1.0634699,-0.3561369,-0.5553122,-0.1991753
2,0.26106918,0.2642447,"('unlikable', 'likable')",0.376273,0.37793884,0.55639434,0.5837359,0.3979122,0.4086398,0.0107276
3,-1.1194178,-1.0873278,"('repellent', 'pleasant')",-0.14536743,-0.08153978,-0.052262045,0.03025105,-0.4390157,-0.3795389,0.0594768
4,0.36842448,0.26976618,"('disliked', 'liked')",-0.3115852,-0.37781763,-5.337534,-5.3547053,-1.7602315,-1.8209189,-0.0606874
5,-0.82530344,-0.8758234,"('distant', 'outgoing')",-0.908254,-0.9130181,0.010466918,-0.007368166,-0.5743635,-0.5987366,-0.0243731
6,-0.6646388,-0.69596905,"('distant', 'open')",-1.2504796,-1.2752037,0.35707146,0.28563115,-0.519349,-0.5618472,-0.0424982
7,-0.8624114,-0.791642,"('insensitive', 'sensitive')",-0.5053058,-0.41493705,0.46681115,0.44253108,-0.300302,-0.2546827,0.0456193
8,-0.5472708,-0.6185703,"('unaffectionate', 'affectionate')",-0.17978372,-0.2651936,0.14240694,-0.039178282,-0.1948825,-0.3076474,-0.1127649
9,-0.9757281,-1.0314702,"('unaffectionate', 'caring')",0.10568042,0.069147855,0.7331157,0.69558656,-0.045644,-0.0889119,-0.0432679
10,-1.7795106,-1.7720374,"('unsympathetic', 'sympathetic')",-0.95974314,-0.9935895,-0.34924537,-0.41294053,-1.0294997,-1.0595225,-0.0300228
11,-1.2753274,-1.2494049,"('unhelpful', 'helpful')",0.13860361,0.20158832,1.6051892,1.677371,0.1561551,0.2098515,0.0536964
12,-0.29557598,-0.33113915,"('unsupportive', 'supportive')",-0.10759244,-0.03436284,-1.7470106,-1.7351006,-0.7167263,-0.7002009,0.0165254
13,-1.2419447,-1.2661496,"('impolite', 'polite')",-0.8065866,-0.8904624,-0.030114949,-0.08368406,-0.6928821,-0.7467653,-0.0538832
14,-0.40177956,-0.37538993,"('antisocial', 'social')",0.69375634,0.7320598,-0.37072542,-0.3859595,-0.0262495,-0.0097632,0.0164863
15,0.4520379,0.3797958,"('boring', 'funny')",-0.19666389,-0.25586617,0.6881204,0.6674807,0.3144981,0.2638034,-0.0506947
16,0.15537006,0.10920726,"('unpopular', 'popular')",0.16442773,0.11928013,0.86747426,0.8588851,0.3957574,0.3624575,-0.0332999
17,-0.3631457,-0.42385328,"('nasty', 'nice')",-0.3407462,-0.33477727,-0.032772288,0.020732153,-0.2455547,-0.2459661,-0.0004114
18,0.5708635,0.49499667,"('disagreeable', 'welcoming')",-0.023185566,-0.034430258,-0.39372936,-0.49847496,0.0513162,-0.0126362,-0.0639524
19,-1.3140627,-1.361618,"('inhospitable', 'hospitable')",-1.0695733,-1.1426013,-0.22343174,-0.2524221,-0.8690226,-0.9188805,-0.0498579
20,0.3272686,0.32807556,"('rough', 'thoughtful')",1.592877,1.6051924,0.8860681,0.8488943,0.9354046,0.9273874,-0.0080172
21,-0.4587683,-0.48980555,"('immoral', 'moral')",0.23279113,0.2192563,-0.53922474,-0.4727563,-0.2550673,-0.2477685,0.0072988
22,-0.77230716,-0.79449207,"('untrustworthy', 'trustworthy')",-0.05339618,-0.09364454,-1.1025432,-1.0870304,-0.6427488,-0.658389,-0.0156402
23,-1.2328825,-1.2488306,"('insincere', 'sincere')",-0.63672525,-0.6544663,4.968087,4.943484,1.0328265,1.0133956,-0.0194309
24,-0.51232755,-0.5265519,"('dishonest', 'honest')",-0.9979112,-1.0543491,0.51738924,0.43472958,-0.3309498,-0.3820571,-0.0511073
25,-0.19757818,-0.21445385,"('egoistic', 'altruistic')",0.9465051,0.9229763,1.1225379,1.0981183,0.6238216,0.6022136,-0.021608
26,0.05397101,-0.08963496,"('hardhearted', 'benevolent')",0.37034467,0.27969855,1.0787625,0.8870703,0.5010261,0.3590446,-0.1419815
27,-0.68933254,-0.6615495,"('hardhearted', 'softhearted')",-0.25613764,-0.2281875,1.4028434,1.2556336,0.1524577,0.1219655,-0.0304922
28,-0.7884282,-0.84669685,"('disloyal', 'loyal')",0.16223305,0.09095078,0.46951285,0.3891965,-0.0522274,-0.1221832,-0.0699558
29,0.19317015,0.14999276,"('unfair', 'fair')",0.0065905973,0.044610213,-0.44605458,-0.5742804,-0.0820979,-0.1265591,-0.0444612
30,-0.64746433,-0.7002369,"('intolerant', 'tolerant')",0.48308545,0.3910849,1.1778219,1.0573413,0.3378143,0.2493964,-0.0884179
31,-0.7223745,-0.84023005,"('evil', 'good')",-0.48140365,-0.58021885,-0.7545944,-0.9152485,-0.6527909,-0.7785658,-0.1257749
32,-1.3176141,-1.280449,"('unkind', 'kind')",0.15015587,0.1345456,0.4341483,0.27338612,-0.2444366,-0.2908391,-0.0464025
33,0.698227,0.57901335,"('wrong', 'right')",-0.083791554,-0.15856823,-0.22382587,-0.28228253,0.1302032,0.0460542,-0.084149
34,-0.19490953,-0.1342097,"('mean', 'honorable')",0.21177101,0.27626488,5.7457,5.787255,1.9208538,1.9764366,0.0555828
35,0.57467306,0.5479047,"('corrupt', 'incorrupt')",-0.27449316,-0.30113074,-0.113286495,-0.23624672,0.0622978,0.0035091,-0.0587887
36,-0.033708066,-0.21166424,"('hostile', 'amicable')",-0.9320925,-1.114159,0.13374177,-0.0736134,-0.2773529,-0.4664789,-0.189126
37,-0.37043947,-0.30305195,"('fake', 'genuine')",-0.22738567,-0.17651615,0.09021515,0.059054703,-0.1692033,-0.1401711,0.0290322
38,-1.6725681,-1.6875325,"('untruthful', 'truthful')",-0.70035464,-0.7157086,0.11951027,0.16909313,-0.7511375,-0.744716,0.0064215
39,0.38598132,0.4659452,"('exploitative', 'cooperative')",0.40184608,0.4387971,0.12025742,0.124911495,0.3026949,0.3432179,0.040523
40,0.71270007,0.67501307,"('stingy', 'generous')",0.36684063,0.40407854,-1.0544806,-1.137646,0.0083534,-0.0195181,-0.0278715
41,0.04758367,-0.07462004,"('unforgiving', 'forgiving')",-0.43125832,-0.47782767,0.16838257,0.005949335,-0.071764,-0.1821661,-0.1104021
42,-0.5197642,-0.43494356,"('unreliable', 'reliable')",-0.5186104,-0.46781576,-2.645275,-2.5623043,-1.2278833,-1.1550212,0.0728621
43,-1.4197574,-1.360578,"('irresponsible', 'responsible')",-0.8514313,-0.8278995,-0.05821383,-0.12645757,-0.7764675,-0.7716451,0.0048224
44,0.079309106,0.1409272,"('prejudiced', 'unprejudiced')",-0.41477552,-0.35145044,-1.2883526,-1.3333957,-0.541273,-0.5146397,0.0266333
45,-0.99507964,-1.0180072,"('incompetent', 'competent')",0.0019981936,0.006780956,-0.18332924,-0.24694371,-0.3921369,-0.41939,-0.0272531
46,-0.54207957,-0.5383639,"('uncompetitive', 'competitive')",-0.43247688,-0.34651107,-0.71332836,-0.72817683,-0.5626283,-0.5376839,0.0249444
47,-0.7871432,-0.7099611,"('stupid', 'smart')",0.24422985,0.25449318,5.139036,5.1860504,1.5320409,1.5768607,0.0448198
48,0.25197378,0.16296716,"('unintelligent', 'intelligent')",1.6255232,1.5793554,1.0940359,1.0087285,0.9905109,0.917017,-0.0734939
49,0.10618065,0.17565577,"('unable', 'able')",0.6388593,0.7612514,0.42401677,0.5810082,0.3896856,0.5059718,0.1162862
50,-0.1022798,-0.0050762556,"('clumsy', 'skillful')",-0.0058146995,-0.0032617813,0.15812375,0.18098,0.0166764,0.0575473,0.0408709
51,-0.6533567,-0.7320089,"('uneducated', 'educated')",0.19910434,0.10234101,0.7732153,0.7111597,0.106321,0.0271639,-0.0791571
52,0.56320894,0.45102847,"('irrational', 'rational')",0.24485543,0.0847739,-0.11471778,-0.21192166,0.2311155,0.1079602,-0.1231553
53,-1.0114226,-1.0798056,"('uncreative', 'creative')",-0.18058647,-0.27814457,0.490113,0.39410293,-0.2339654,-0.3212824,-0.087317
54,-0.7533835,-0.7712258,"('incapable', 'capable')",-0.25168616,-0.32893273,0.7078866,0.7901524,-0.0990611,-0.1033354,-0.0042743
55,0.07784073,0.069568865,"('incompetent', 'clever')",0.8270647,0.81185853,0.28416872,0.2654419,0.3963581,0.3822898,-0.0140683
56,-0.83270377,-0.82171285,"('impractical', 'practical')",0.34173888,0.33843195,-0.16300786,-0.07549329,-0.2179909,-0.1862581,0.0317328
57,-0.7984038,-0.8927116,"('unimaginative', 'imaginative')",-0.52827024,-0.6094787,-2.4040723,-2.476257,-1.2435821,-1.3261491,-0.082567
58,0.08298894,-0.045221154,"('undiscriminating', 'discriminating')",-0.05613096,-0.20337775,-0.18817954,-0.30196166,-0.0537739,-0.1835202,-0.1297463
59,0.44424528,0.46066213,"('foolish', 'wise')",0.23370431,0.20190077,0.24226516,0.32539698,0.3067383,0.32932,0.0225817
60,-0.35366547,-0.29531035,"('inefficient', 'efficient')",0.78566384,0.8575583,0.15566467,0.18882558,0.1958877,0.2503579,0.0544702
61,-0.64133817,-0.7410158,"('illogical', 'logical')",0.470173,0.3417652,0.21455397,0.06561555,0.0144629,-0.1112117,-0.1256746
62,-0.02882531,0.0576621,"('incompetent', 'brilliant')",1.3045808,1.4706217,0.3081214,0.5312606,0.527959,0.6865149,0.1585559
63,-1.1900401,-1.1899102,"('unperceptive', 'insightful')",-0.050133735,-0.032179978,0.97331476,1.0418928,-0.088953,-0.0600658,0.0288872
64,-0.014717359,-0.028269198,"('shy', 'confident')",-0.37613872,-0.3835788,-5.846582,-5.78176,-2.0791461,-2.0645361,0.01461
65,-0.32359332,-0.2841575,"('insecure', 'secure')",-0.13253334,-0.18691415,-0.35462835,-0.28144887,-0.2702517,-0.2508402,0.0194115
66,-0.13729835,-0.105587035,"('inactive', 'active')",-1.1838772,-1.233974,1.1924411,1.1390017,-0.0429115,-0.0668531,-0.0239416
67,-0.12702775,-0.14966875,"('doubtful', 'determined')",-0.2458569,-0.21983413,-0.044440135,-0.06580675,-0.1391083,-0.1451032,-0.0059949
68,0.046029046,0.025976643,"('dependent', 'independent')",0.21150643,0.20433255,0.059362486,0.032071903,0.1056326,0.0874604,-0.0181722
69,1.3213346,1.3213679,"('lazy', 'industrious')",0.98184323,1.0071746,-0.0061148815,-0.03507152,0.7656876,0.7644903,-0.0011973
70,-1.1421758,-1.091324,"('lethargic', 'energetic')",-0.6511757,-0.5918825,0.17640142,0.26393545,-0.5389833,-0.4730904,0.0658929
71,0.33237514,0.31088722,"('diffident', 'self-confident')",0.74762636,0.7640693,0.71999687,0.68122536,0.5999994,0.585394,-0.0146054
72,-0.3775908,-0.27703422,"('unambitious', 'ambitious')",-0.13654146,-0.108598486,-1.0427542,-0.97886205,-0.5189621,-0.4548316,0.0641305
73,0.3873853,0.41141167,"('helpless', 'self-reliant')",-0.0569215,-0.097646624,-3.0972438,-3.0195887,-0.92226,-0.9019412,0.0203188
74,-0.12924519,-0.17488429,"('undedicated', 'dedicated')",-0.50663066,-0.5116686,-0.17565717,-0.29039675,-0.270511,-0.3256499,-0.0551389
75,0.09853138,0.08432265,"('meek', 'impulsive')",-0.4021364,-0.40378392,-0.1510605,-0.033276748,-0.1515552,-0.1175793,0.0339759
76,0.4258262,0.55301964,"('anxious', 'daring')",-0.1857591,-0.09398075,0.46480337,0.54184157,0.2349568,0.3336268,0.09867
