,reynolds_male,reynolds_female,tuple,american_male,american_female,inc_male,inc_female,average_male,average_female,female-male
0,0.032186665,-0.09574424,"('unsociable', 'sociable')",-0.78780997,-0.80709624,-0.75545883,-0.9563877,-0.5036941,-0.6197427,-0.1160486
1,1.7794745,1.5774493,"('unfriendly', 'friendly')",-0.15860271,-0.40075055,1.9308665,1.7226394,1.1839128,0.9664461,-0.2174667
2,1.1078682,1.1477576,"('unlikable', 'likable')",0.69111156,0.71720636,0.7761192,0.8644518,0.8583663,0.9098053,0.051439
3,-0.30428463,-0.099169545,"('repellent', 'pleasant')",-0.67797685,-0.59698987,0.06333881,0.11211099,-0.3063076,-0.1946828,0.1116248
4,0.31111228,0.11996249,"('disliked', 'liked')",0.29293495,0.14081118,-5.3435016,-5.4001865,-1.5798181,-1.7131376,-0.1333195
5,0.22969131,0.20547691,"('distant', 'outgoing')",0.22642717,0.11314441,-0.033231586,0.046825796,0.1409623,0.1218157,-0.0191466
6,0.073808655,0.027029075,"('distant', 'open')",-0.06623096,-0.2103815,0.33184883,0.37739763,0.1131422,0.0646817,-0.0484605
7,0.15083885,0.16451876,"('insensitive', 'sensitive')",-0.62405974,-0.4060316,0.4100116,0.37386218,-0.0210698,0.0441164,0.0651862
8,0.64894104,0.552759,"('unaffectionate', 'affectionate')",-0.4761002,-0.6319839,0.6080413,0.50695777,0.260294,0.1425776,-0.1177164
9,1.4981139,1.3963231,"('unaffectionate', 'caring')",-0.107962914,-0.26381603,0.8706311,0.7558805,0.753594,0.6294625,-0.1241315
10,0.15353605,0.21186605,"('unsympathetic', 'sympathetic')",-1.1256576,-1.0123715,-0.39392564,-0.5449958,-0.455349,-0.4485004,0.0068486
11,-0.8367559,-0.76670915,"('unhelpful', 'helpful')",-0.3567825,-0.19191068,1.6954902,1.7050804,0.1673173,0.2488202,0.0815029
12,1.0551665,1.0875487,"('unsupportive', 'supportive')",0.15527849,0.2485939,-1.4279988,-1.399528,-0.072518,-0.0211285,0.0513895
13,0.15818092,0.2191728,"('impolite', 'polite')",-0.5337363,-0.44864234,-0.8490276,-0.8855064,-0.4081943,-0.3716586,0.0365357
14,-1.1784912,-1.2029448,"('antisocial', 'social')",-0.431478,-0.24269867,-0.9617577,-0.9956326,-0.8572423,-0.8137587,0.0434836
15,0.17430627,0.071902856,"('boring', 'funny')",0.45809263,0.34196672,0.34688768,0.3143541,0.3264289,0.2427412,-0.0836877
16,-0.51382077,-0.5652853,"('unpopular', 'popular')",-0.69073737,-0.78705454,0.52785945,0.529054,-0.2255662,-0.2744286,-0.0488624
