,nvent_male,nvent_female,tuple,electric_male,electric_female,plc_male,plc_female,average_male,average_female,female-male
0,-0.16664158,-0.32320738,"('unsociable', 'sociable')",-0.6289995,-0.6282403,-0.54762363,-0.61158776,-0.4477549,-0.5210118,-0.0732569
1,-2.1211169,-2.2110586,"('unfriendly', 'friendly')",-0.30834988,-0.42521682,1.7154149,1.4367998,-0.2380173,-0.3998253,-0.161808
2,0.08348509,0.13813959,"('unlikable', 'likable')",0.29303902,0.33243996,0.5094583,0.57602876,0.2953275,0.3488694,0.0535419
3,0.47268784,0.46735802,"('repellent', 'pleasant')",-0.8414449,-0.76439744,-0.2521304,-0.1870111,-0.2069625,-0.1613502,0.0456123
4,-0.56838924,-0.5524818,"('disliked', 'liked')",0.54745626,0.44367817,-3.7960396,-3.781187,-1.2723242,-1.2966635,-0.0243393
5,-1.9220775,-1.8899796,"('distant', 'outgoing')",0.097371325,0.040233225,0.1974338,0.028462362,-0.5424241,-0.6070946,-0.0646705
6,-1.9358616,-1.8900309,"('distant', 'open')",-0.49116725,-0.58431154,0.24961588,0.04449585,-0.7258043,-0.8099488,-0.0841445
7,0.37205496,0.25874355,"('insensitive', 'sensitive')",-0.5389708,-0.4676113,0.32804027,0.31540486,0.0537081,0.0355124,-0.0181957
8,-2.1141875,-2.108647,"('unaffectionate', 'affectionate')",-0.72372794,-0.7959809,0.46652904,0.22207512,-0.7904621,-0.8941843,-0.1037222
9,-1.4010248,-1.4645826,"('unaffectionate', 'caring')",-0.5548131,-0.60833657,0.9390172,0.7350777,-0.3389403,-0.4459472,-0.1070069
10,0.6508358,0.49473763,"('unsympathetic', 'sympathetic')",-1.7085661,-1.7427561,-0.46616906,-0.44081846,-0.5079664,-0.5629456,-0.0549792
11,0.3776173,0.30466324,"('unhelpful', 'helpful')",-0.14571594,-0.093150295,1.0851009,1.0384176,0.4390008,0.4166435,-0.0223573
12,0.13267496,0.059930895,"('unsupportive', 'supportive')",-0.42105377,-0.41101164,-0.86404574,-0.8694356,-0.3841415,-0.4068388,-0.0226973
13,0.879182,0.80452824,"('impolite', 'polite')",0.24244146,0.3620354,-0.39234966,-0.3756041,0.2430912,0.2636532,0.020562
14,0.8227455,0.7949062,"('antisocial', 'social')",0.27422866,0.32708168,0.526918,0.65742934,0.5412974,0.5931391,0.0518417
15,0.87906295,0.81229645,"('boring', 'funny')",0.70565933,0.63700026,0.049084187,0.02055222,0.5446022,0.4899497,-0.0546525
16,-1.1092396,-1.0775738,"('unpopular', 'popular')",-0.57377386,-0.57581455,-0.11796447,-0.12397087,-0.600326,-0.592453,0.007873
17,-0.4736833,-0.45034486,"('nasty', 'nice')",-0.61475646,-0.59005564,-0.9082445,-0.9609443,-0.6655614,-0.6671149,-0.0015535
18,-1.4050136,-1.336091,"('disagreeable', 'welcoming')",-0.658026,-0.6976323,-1.1051662,-1.2077785,-1.0560686,-1.0805006,-0.024432
19,-1.4540634,-1.4260991,"('inhospitable', 'hospitable')",-0.60263014,-0.62251467,-0.44845873,-0.5815132,-0.8350507,-0.876709,-0.0416583
20,-0.30715513,-0.27950582,"('rough', 'thoughtful')",-0.2919648,-0.23690188,0.986323,0.9998122,0.1290677,0.1611348,0.0320671
21,0.48194563,0.4398153,"('immoral', 'moral')",-0.6319814,-0.58896935,-1.4466623,-1.3061696,-0.5322327,-0.4851079,0.0471248
22,0.6212286,0.5604681,"('untrustworthy', 'trustworthy')",-0.6935314,-0.75107294,-0.49185055,-0.5592791,-0.1880511,-0.2499613,-0.0619102
23,-0.12735286,-0.25717723,"('insincere', 'sincere')",-0.7237939,-0.7206972,3.7588468,3.5539124,0.9692334,0.8586793,-0.1105541
24,0.86625814,0.79896575,"('dishonest', 'honest')",-0.17532103,-0.11980164,0.7008807,0.6042971,0.4639393,0.4278204,-0.0361189
25,-1.7480228,-1.7456646,"('egoistic', 'altruistic')",0.34934515,0.3415817,1.073861,0.94147944,-0.1082722,-0.1542011,-0.0459289
26,0.014267463,-0.050938547,"('hardhearted', 'benevolent')",1.4227661,1.403542,2.5244367,2.4288802,1.32049,1.2604946,-0.0599954
27,-0.8241345,-0.86368334,"('hardhearted', 'softhearted')",-0.83157593,-0.7955852,0.14628644,-0.05923614,-0.5031413,-0.5728349,-0.0696936
28,0.43193528,0.30986437,"('disloyal', 'loyal')",-0.43954185,-0.4934496,0.79480445,0.6221818,0.2623993,0.1461988,-0.1162005
29,0.0063344184,-0.05774149,"('unfair', 'fair')",-0.80337334,-0.83796394,-0.6703416,-0.8184771,-0.4891268,-0.5713942,-0.0822674
30,1.1037713,1.0779731,"('intolerant', 'tolerant')",0.09616123,0.08440233,0.60831976,0.60865116,0.6027508,0.5903422,-0.0124086
31,-1.9717153,-1.8837942,"('evil', 'good')",-0.37263694,-0.4351633,-0.001967974,-0.13963248,-0.7821067,-0.81953,-0.0374233
