,beastie_male,beastie_female,tuple,average_male,average_female,female-male
0,0.4625768,0.36703303,"('unsociable', 'sociable')",0.4625768,0.367033,-0.0955438
1,-0.3205491,-0.45133013,"('unfriendly', 'friendly')",-0.3205491,-0.4513301,-0.130781
2,-0.66652787,-0.49266675,"('unlikable', 'likable')",-0.6665279,-0.4926668,0.1738611
3,-1.2511319,-1.1666077,"('repellent', 'pleasant')",-1.2511319,-1.1666077,0.0845242
4,-3.3332045,-3.3544743,"('disliked', 'liked')",-3.3332045,-3.3544743,-0.0212698
5,0.4909145,0.3927907,"('distant', 'outgoing')",0.4909145,0.3927907,-0.0981238
6,0.18446848,0.10461999,"('distant', 'open')",0.1844685,0.10462,-0.0798485
7,-0.30757555,-0.21286209,"('insensitive', 'sensitive')",-0.3075756,-0.2128621,0.0947135
8,-0.13361841,-0.14929414,"('unaffectionate', 'affectionate')",-0.1336184,-0.1492941,-0.0156757
9,0.76744914,0.81816953,"('unaffectionate', 'caring')",0.7674491,0.8181695,0.0507204
10,-0.734656,-0.57923985,"('unsympathetic', 'sympathetic')",-0.734656,-0.5792398,0.1554162
11,1.0517075,1.2412823,"('unhelpful', 'helpful')",1.0517075,1.2412823,0.1895748
12,-0.7758358,-0.7919255,"('unsupportive', 'supportive')",-0.7758358,-0.7919255,-0.0160897
13,-0.3289046,-0.31977418,"('impolite', 'polite')",-0.3289046,-0.3197742,0.0091304
14,-0.83054465,-0.8115932,"('antisocial', 'social')",-0.8305447,-0.8115932,0.0189515
15,1.1053588,1.0378987,"('boring', 'funny')",1.1053588,1.0378987,-0.0674601
16,-0.38041976,-0.38399038,"('unpopular', 'popular')",-0.3804198,-0.3839904,-0.0035706
17,-0.79303396,-0.8350932,"('nasty', 'nice')",-0.793034,-0.8350932,-0.0420592
18,-1.2522113,-1.4258751,"('disagreeable', 'welcoming')",-1.2522113,-1.4258751,-0.1736638
