,first_male,first_female,tuple,republic_male,republic_female,bank_male,bank_female,sf_male,sf_female,_male,_female,average_male,average_female,female-male
0,-0.08896687,-0.1483435,"('unsociable', 'sociable')",0.26517132,0.14479396,0.52068406,0.5029617,-0.85425216,-0.93288034,,,-0.0393409,-0.108367,-0.0690261
1,-1.5921303,-1.5303856,"('unfriendly', 'friendly')",-0.44839746,-0.34756988,0.34418207,0.26679197,1.5494732,1.5594113,,,-0.0367182,-0.0129381,0.0237801
2,0.8083885,0.8836337,"('unlikable', 'likable')",0.80164313,0.91208965,1.6829803,1.7552658,0.7730042,0.80170405,,,1.016504,1.0881733,0.0716693
3,0.39871213,0.47316724,"('repellent', 'pleasant')",-0.033421736,0.02875432,0.1879263,0.3284007,0.26302677,0.34215257,,,0.2040609,0.2931187,0.0890578
4,-0.0785559,-0.02833324,"('disliked', 'liked')",0.021720955,0.033527948,-0.415557,-0.41958895,-7.470506,-7.5644517,,,-1.9857246,-1.9947115,-0.0089869
5,-1.4590724,-1.4022121,"('distant', 'outgoing')",-0.38890326,-0.3805,-0.13981688,-0.16336268,-0.12941016,-0.15834019,,,-0.5293007,-0.5261037,0.003197
6,-1.5278957,-1.4358675,"('distant', 'open')",-0.7444274,-0.6806134,-0.7840407,-0.739531,0.52674025,0.53586715,,,-0.6324059,-0.5800362,0.0523697
7,1.1533687,1.0853527,"('insensitive', 'sensitive')",0.283691,0.2626876,0.51686263,0.6173659,0.064007334,0.1355251,,,0.5044824,0.5252328,0.0207504
8,-0.9947773,-0.929358,"('unaffectionate', 'affectionate')",0.038434025,0.08840056,0.1430464,0.029330917,1.3557565,1.3630248,,,0.1356149,0.1378496,0.0022347
9,-0.50389475,-0.5158293,"('unaffectionate', 'caring')",-0.07082576,-0.110056095,0.9976568,0.9208051,1.2552993,1.2864426,,,0.4195589,0.3953406,-0.0242183
10,0.7600631,0.73822635,"('unsympathetic', 'sympathetic')",0.2656755,0.20042764,-0.37983066,-0.28960446,-0.27010852,-0.19765131,,,0.0939499,0.1128495,0.0188996
11,1.2837629,1.1595311,"('unhelpful', 'helpful')",0.5312987,0.42340344,1.0204076,1.0404016,1.4728677,1.4857805,,,1.0770843,1.0272791,-0.0498052
12,0.687577,0.8161453,"('unsupportive', 'supportive')",0.71665025,0.78244466,0.7775128,0.89172673,-2.4151495,-2.39748,,,-0.0583524,0.0232092,0.0815616
13,0.55444866,0.47648183,"('impolite', 'polite')",-0.09541349,-0.1591405,0.7631431,0.8825604,-0.94372606,-0.9898992,,,0.069613,0.0525006,-0.0171124
14,1.0935072,1.0398855,"('antisocial', 'social')",1.162294,1.0935178,1.7860744,1.8467937,-0.5080025,-0.5551219,,,0.8834683,0.8562688,-0.0271995
15,0.812575,0.6697267,"('boring', 'funny')",0.68589574,0.5203765,1.1988146,1.1337402,0.4142334,0.3133478,,,0.7778797,0.6592978,-0.1185819
16,-1.4178863,-1.4268658,"('unpopular', 'popular')",-0.4755631,-0.5427532,-0.8403862,-0.79568845,0.28257692,0.23951338,,,-0.6128147,-0.6314485,-0.0186338
17,0.029195834,0.11393075,"('nasty', 'nice')",0.12470479,0.18556073,-0.20095366,-0.13163906,-0.24295084,-0.26207542,,,-0.072501,-0.0235558,0.0489452
18,0.07379994,0.19885865,"('disagreeable', 'welcoming')",0.5085358,0.64542216,0.11518758,0.15133661,-0.25379223,-0.28209144,,,0.1109328,0.1783815,0.0674487
19,-1.0323391,-0.9302984,"('inhospitable', 'hospitable')",0.087671116,0.16614245,-0.9571604,-0.9617637,-0.34590015,-0.35190368,,,-0.5619321,-0.5194558,0.0424763
20,-0.024062451,-0.008908983,"('rough', 'thoughtful')",-0.38543138,-0.34620443,0.054576516,0.12198627,0.41413164,0.35508892,,,0.0148036,0.0304904,0.0156868
21,1.7999285,1.727007,"('immoral', 'moral')",0.5854102,0.4907704,0.79411286,0.8581278,-1.0702518,-1.0391743,,,0.5273,0.5091828,-0.0181172
22,0.16426021,0.20049481,"('untrustworthy', 'trustworthy')",0.18844199,0.17810294,-0.20014653,-0.17895013,-1.0920334,-1.1072671,,,-0.2348694,-0.2269049,0.0079645
23,1.1800821,1.0940204,"('insincere', 'sincere')",0.72166806,0.6241825,1.7295834,1.7347564,6.2840896,6.2968826,,,2.4788556,2.4374604,-0.0413952
24,0.27682117,0.2466946,"('dishonest', 'honest')",0.17403182,0.11565754,0.4771547,0.44873357,0.71960807,0.6851659,,,0.4119039,0.3740629,-0.037841
25,-0.8942469,-0.8905848,"('egoistic', 'altruistic')",0.17153905,0.20815095,0.0053772903,-0.08468127,1.1561952,1.1028928,,,0.1097162,0.0839444,-0.0257718
26,0.07492186,0.1000517,"('hardhearted', 'benevolent')",1.6190891,1.6509906,1.3045695,1.2867022,1.2259787,1.2561467,,,1.0561398,1.0734727,0.0173329
27,-0.2988583,-0.2513514,"('hardhearted', 'softhearted')",-0.64153266,-0.6278523,-0.32142252,-0.3113727,1.1676898,1.1125076,,,-0.0235309,-0.0195172,0.0040137
28,0.5246107,0.3463609,"('disloyal', 'loyal')",0.8393598,0.66920376,0.22196895,0.09616027,1.080793,1.083458,,,0.6666831,0.5487957,-0.1178874
29,-1.0033276,-1.0044609,"('unfair', 'fair')",-1.0049629,-1.0163033,-0.54664236,-0.5378446,-0.6650201,-0.79105884,,,-0.8049883,-0.8374169,-0.0324286
30,0.79299295,0.80389935,"('intolerant', 'tolerant')",1.3006086,1.3167282,0.664518,0.72464794,0.38991827,0.3674811,,,0.7870095,0.8031892,0.0161797
31,-1.8709923,-1.616824,"('evil', 'good')",-0.9719059,-0.76318944,-1.1736639,-1.1137189,-0.57355803,-0.57817715,,,-1.14753,-1.0179774,0.1295526
32,1.0657145,0.94887936,"('unkind', 'kind')",0.37531516,0.29619277,1.2047334,1.118831,0.78322333,0.7172749,,,0.8572466,0.7702945,-0.0869521
33,0.25170824,0.24787444,"('wrong', 'right')",0.6742525,0.61027366,0.47780144,0.42846277,-0.08335891,-0.15814447,,,0.3301008,0.2821166,-0.0479842
34,-0.17802508,-0.0795846,"('mean', 'honorable')",0.1342236,0.24269804,1.5405605,1.6505694,5.0605717,5.1522937,,,1.6393327,1.7414942,0.1021615
35,-1.7079208,-1.749079,"('corrupt', 'incorrupt')",-0.96981716,-1.0245783,-1.5862954,-1.7021027,-0.35975733,-0.47250307,,,-1.1559477,-1.2370658,-0.0811181
36,-1.8077656,-1.7010612,"('hostile', 'amicable')",-0.7455441,-0.6263017,-0.20963863,-0.26117262,0.20183964,0.118653715,,,-0.6402771,-0.6174704,0.0228067
37,-0.051110797,-0.060880218,"('fake', 'genuine')",-0.40285987,-0.42120308,-1.208724,-1.2103056,0.036964137,-0.0048277564,,,-0.4064326,-0.4243042,-0.0178716
38,-0.08096188,-0.06377215,"('untruthful', 'truthful')",0.59982157,0.57576966,0.529178,0.55839455,-0.03642568,-0.016353577,,,0.252903,0.2635096,0.0106066
39,1.583364,1.5892124,"('exploitative', 'cooperative')",1.2170867,1.2798829,1.5581123,1.6222018,0.18614593,0.20631178,,,1.1361772,1.1744022,0.038225
40,0.32298002,0.34372666,"('stingy', 'generous')",0.3525465,0.34961048,0.4957825,0.50510836,-2.2577283,-2.3341188,,,-0.2716048,-0.2839183,-0.0123135
41,0.5224083,0.54446113,"('unforgiving', 'forgiving')",0.18028389,0.25823092,1.5625925,1.5671489,-0.08208286,-0.1135459,,,0.5458005,0.5640738,0.0182733
42,1.4176191,1.4880812,"('unreliable', 'reliable')",1.135634,1.157575,1.0307276,1.0978866,-3.2768853,-3.2688868,,,0.0767739,0.118664,0.0418901
43,0.8421926,0.83236855,"('irresponsible', 'responsible')",0.2652305,0.26946455,0.9647203,1.039275,0.07558794,0.088810205,,,0.5369328,0.5574796,0.0205468
44,-0.22922924,-0.21359208,"('prejudiced', 'unprejudiced')",-1.0302547,-0.9990404,-0.1619341,-0.10665966,-1.0178702,-1.0311819,,,-0.609822,-0.5876185,0.0222035
45,-0.17485933,-0.13230442,"('incompetent', 'competent')",-0.18833376,-0.16465499,-0.17430556,-0.08881631,-0.6694657,-0.6844201,,,-0.3017411,-0.2675489,0.0341922
46,0.9329442,0.9069412,"('uncompetitive', 'competitive')",0.04742178,0.06190861,0.44000164,0.546216,-1.8747534,-1.8523874,,,-0.1135964,-0.0843304,0.029266
47,-0.02272245,-0.016815906,"('stupid', 'smart')",0.0057553146,0.026156822,1.117917,1.1365836,5.642691,5.735857,,,1.6859102,1.7204454,0.0345352
48,-0.09391361,-0.12720643,"('unintelligent', 'intelligent')",-0.29182398,-0.32163233,-1.0421084,-1.0217645,-0.40996474,-0.38764694,,,-0.4594527,-0.4645625,-0.0051098
49,-0.5263567,-0.4316281,"('unable', 'able')",-0.37868002,-0.32672292,-0.33361906,-0.21906586,-0.4946427,-0.43110976,,,-0.4333246,-0.3521317,0.0811929
50,-0.5105874,-0.4724431,"('clumsy', 'skillful')",-0.5286693,-0.5217836,-0.9527071,-1.0182272,-0.25280207,-0.26710257,,,-0.5611915,-0.5698891,-0.0086976
51,0.45522007,0.32252324,"('uneducated', 'educated')",0.20567957,0.088918135,-0.3897224,-0.4117509,-0.2708894,-0.34102738,,,7.2e-05,-0.0853342,-0.0854062
52,-0.9748112,-1.0605074,"('irrational', 'rational')",-0.46210262,-0.52431196,-0.12201415,-0.30332932,0.6723762,0.5919647,,,-0.2216379,-0.324046,-0.1024081
