,regeneron_male,regeneron_female,tuple,pharmaceuticals_male,pharmaceuticals_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.9357918,-1.0858451,"('unsociable', 'sociable')",0.092945464,-0.031271182,-0.8531408,-1.0019116,-0.565329,-0.7063427,-0.1410137
1,-1.2343112,-1.370051,"('unfriendly', 'friendly')",0.7009972,0.5327308,2.0933251,1.9645976,0.5200037,0.3757591,-0.1442446
2,0.6128566,0.614696,"('unlikable', 'likable')",0.55605006,0.5320849,0.87448853,0.98276246,0.6811318,0.7098478,0.028716
3,-1.6150175,-1.5837375,"('repellent', 'pleasant')",-1.0999665,-0.9726175,-0.07531868,-0.0027143601,-0.9301008,-0.8530231,0.0770777
4,0.36455676,0.3643683,"('disliked', 'liked')",0.36194214,0.33536664,-5.9587827,-5.95908,-1.7440945,-1.753115,-0.0090205
5,0.28084064,0.27392042,"('distant', 'outgoing')",0.21341486,0.18638599,0.3527557,0.430306,0.2823371,0.2968708,0.0145337
6,0.022507202,0.013985854,"('distant', 'open')",-0.013575852,-0.070832565,0.89420533,0.95589876,0.3010456,0.299684,-0.0013616
7,-1.387863,-1.3707267,"('insensitive', 'sensitive')",-1.0258485,-0.9677604,0.56050926,0.6114443,-0.6177341,-0.575681,0.0420531
8,0.21673414,0.16607359,"('unaffectionate', 'affectionate')",0.46623564,0.38733378,1.1854974,1.1237296,0.6228224,0.5590456,-0.0637768
9,-0.6596906,-0.7370032,"('unaffectionate', 'caring')",0.33108598,0.28509104,1.4121677,1.4490113,0.3611877,0.3323664,-0.0288213
10,-2.3156562,-2.384689,"('unsympathetic', 'sympathetic')",-1.1290979,-1.1531292,-0.962155,-0.98187953,-1.4689697,-1.506566,-0.0375963
11,-1.0821002,-1.0834049,"('unhelpful', 'helpful')",-0.25483444,-0.28322402,1.3304341,1.4586875,-0.0021668,0.0306862,0.032853
12,-0.25570863,-0.2008885,"('unsupportive', 'supportive')",0.7314547,0.78754133,-1.7803614,-1.7391299,-0.4348718,-0.384159,0.0507128
13,-1.2425007,-1.3221649,"('impolite', 'polite')",-1.2574825,-1.3571233,-0.59266025,-0.6753274,-1.0308812,-1.1182052,-0.087324
14,-0.62409246,-0.5553182,"('antisocial', 'social')",-0.2561903,-0.11870991,-0.73861384,-0.8027122,-0.5396322,-0.4922468,0.0473854
15,0.14352135,0.085561946,"('boring', 'funny')",-0.03912125,-0.12794827,0.67294645,0.60394937,0.2591155,0.1871877,-0.0719278
16,-0.058367103,-0.061048787,"('unpopular', 'popular')",0.34776315,0.37391713,0.8285727,0.89309174,0.3726563,0.4019867,0.0293304
17,0.14243661,0.1654887,"('nasty', 'nice')",-0.68196267,-0.65656507,-0.3916325,-0.29713005,-0.3103862,-0.2627355,0.0476507
18,0.311998,0.35738543,"('disagreeable', 'welcoming')",0.22004935,0.23336798,-0.032964848,-0.014046829,0.1663608,0.1922355,0.0258747
19,-0.45305184,-0.4796747,"('inhospitable', 'hospitable')",-0.52244705,-0.6165467,0.5207591,0.5404679,-0.1515799,-0.1852512,-0.0336713
20,-0.6217032,-0.56767184,"('rough', 'thoughtful')",0.5377957,0.64671034,0.9199392,0.9394704,0.2786772,0.339503,0.0608258
21,-0.94560003,-1.0171266,"('immoral', 'moral')",-0.30813554,-0.32792553,-1.0661427,-1.0531484,-0.7732927,-0.7994002,-0.0261075
