,microchip_male,microchip_female,tuple,technology_male,technology_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2357975,-1.2810733,"('unsociable', 'sociable')",0.47961003,0.43975008,-0.3556301,-0.51530284,-0.3706059,-0.4522087,-0.0816028
1,-0.4828412,-0.6381079,"('unfriendly', 'friendly')",-0.41095144,-0.59693354,1.4821084,1.369127,0.1961052,0.0446952,-0.15141
2,-0.007639557,0.039334364,"('unlikable', 'likable')",0.6162571,0.6410169,0.95231366,1.0510633,0.5203104,0.5771382,0.0568278
3,-0.9706788,-0.8222126,"('repellent', 'pleasant')",0.38196594,0.5209005,0.087366626,0.0963483,-0.1671154,-0.0683213,0.0987941
4,0.360304,0.32883233,"('disliked', 'liked')",-0.5726071,-0.58564466,-5.2110767,-5.348433,-1.8077933,-1.8684152,-0.0606219
5,0.3771971,0.38132966,"('distant', 'outgoing')",-1.9612054,-1.8754252,-0.36221278,-0.28435308,-0.6487403,-0.5928162,0.0559241
6,0.06929962,0.10207749,"('distant', 'open')",-2.239343,-2.1444185,-0.0067587346,0.05828794,-0.7256006,-0.661351,0.0642496
7,-0.5613757,-0.5462797,"('insensitive', 'sensitive')",0.7634691,0.847463,0.25133622,0.294846,0.1511432,0.1986764,0.0475332
8,-0.7114854,-0.76874167,"('unaffectionate', 'affectionate')",-0.2151165,-0.27322793,0.5614,0.54276824,-0.121734,-0.1664004,-0.0446664
9,-0.539118,-0.59433925,"('unaffectionate', 'caring')",-0.0136010945,-0.06668748,1.055534,1.0728704,0.167605,0.1372812,-0.0303238
10,-2.4328082,-2.3601308,"('unsympathetic', 'sympathetic')",0.42501596,0.5333968,-0.69890404,-0.72487724,-0.9022321,-0.8505371,0.051695
11,-0.46296445,-0.49132386,"('unhelpful', 'helpful')",1.7196189,1.765935,2.168848,2.2575896,1.1418342,1.1774003,0.0355661
12,-0.7093465,-0.5018192,"('unsupportive', 'supportive')",0.601975,0.8108907,-1.8795091,-1.8254831,-0.6622935,-0.5054705,0.156823
