,akamai_male,akamai_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.777103,-1.8581355,"('unsociable', 'sociable')",-0.16973001,-0.33948237,-0.78630495,-0.9744428,-0.9110459,-1.0573535,-0.1463076
1,-0.38208172,-0.43923587,"('unfriendly', 'friendly')",0.30161828,0.131196,2.0594099,2.0263736,0.6596488,0.5727779,-0.0868709
2,0.7658232,0.7969641,"('unlikable', 'likable')",0.28272313,0.3638927,0.73758644,0.8702827,0.5953776,0.6770465,0.0816689
3,-0.6579219,-0.48464286,"('repellent', 'pleasant')",0.45566252,0.54724675,0.056205772,0.09034336,-0.0486845,0.0509824,0.0996669
4,0.9415449,0.9125269,"('disliked', 'liked')",-0.6821166,-0.7595217,-5.8311677,-5.8628836,-1.8572464,-1.9032928,-0.0460464
5,-0.25731108,-0.28683817,"('distant', 'outgoing')",-0.8816212,-0.80725396,0.03505951,0.17288941,-0.3679576,-0.3070676,0.06089
6,-0.10140844,-0.06768109,"('distant', 'open')",-1.0954461,-1.0305829,0.76652795,0.90861964,-0.1434422,-0.0632148,0.0802274
7,-0.43176496,-0.32415578,"('insensitive', 'sensitive')",0.7258194,0.79602456,0.25232437,0.29265097,0.1821263,0.2548399,0.0727136
8,0.0687138,0.021589153,"('unaffectionate', 'affectionate')",0.42227858,0.40147087,1.1782029,1.2076368,0.5563984,0.5435656,-0.0128328
9,-0.48592547,-0.5116374,"('unaffectionate', 'caring')",0.34837717,0.25217727,1.2032925,1.2052131,0.3552481,0.315251,-0.0399971
10,-1.417809,-1.27079,"('unsympathetic', 'sympathetic')",-0.14242609,-0.18612134,-0.90638673,-1.0242687,-0.8222073,-0.8270601,-0.0048528
11,-0.6201916,-0.5701653,"('unhelpful', 'helpful')",1.1466434,1.1827214,1.420246,1.3868886,0.6488993,0.6664816,0.0175823
12,-0.52460706,-0.3386596,"('unsupportive', 'supportive')",0.39723,0.5124914,-2.1683059,-2.1193824,-0.7652276,-0.6485169,0.1167107
13,-0.87683785,-0.8786344,"('impolite', 'polite')",-0.082400374,-0.105112374,-0.7875292,-0.8707247,-0.5822558,-0.6181571,-0.0359013
14,-0.88953924,-0.8778947,"('antisocial', 'social')",1.0327114,1.0222081,-0.9180197,-1.0323403,-0.2582825,-0.296009,-0.0377265
15,0.7330526,0.55966926,"('boring', 'funny')",0.09886479,0.003924976,0.83925146,0.8070078,0.5570563,0.4568673,-0.100189
16,0.12168608,0.07027654,"('unpopular', 'popular')",-0.54586005,-0.52352864,0.8167706,0.83136195,0.1308655,0.1260366,-0.0048289
17,-0.1555488,-0.08382331,"('nasty', 'nice')",-0.45485133,-0.38100287,-0.094245285,-0.038043197,-0.2348818,-0.1676231,0.0672587
18,0.2411066,0.371951,"('disagreeable', 'welcoming')",0.25477123,0.32641944,-0.2045271,-0.13283783,0.0971169,0.1885109,0.091394
19,-0.3160542,-0.30570722,"('inhospitable', 'hospitable')",-0.9738628,-0.9649358,0.039994538,0.27969006,-0.4166408,-0.3303177,0.0863231
20,0.2820449,0.3256285,"('rough', 'thoughtful')",1.0158428,1.1230601,1.1577204,1.0990248,0.818536,0.8492378,0.0307018
21,-0.23852217,-0.24255499,"('immoral', 'moral')",0.823643,0.7433994,-1.0704453,-1.1354555,-0.1617748,-0.211537,-0.0497622
