,pool_male,pool_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,2.2018814,2.0698965,"('unsociable', 'sociable')",-0.022580283,-0.08448073,1.0896505,0.9927078,-0.0969427
1,0.35794583,0.37458763,"('unfriendly', 'friendly')",1.3756806,1.3971264,0.8668132,0.885857,0.0190438
2,1.0906543,1.1041704,"('unlikable', 'likable')",0.50364095,0.45025975,0.7971476,0.7772151,-0.0199325
3,0.97296345,1.0681454,"('repellent', 'pleasant')",0.99337405,1.1612513,0.9831687,1.1146984,0.1315297
4,-1.4562705,-1.3657638,"('disliked', 'liked')",-7.295922,-7.337344,-4.3760962,-4.3515539,0.0245423
5,-0.9219681,-0.8191719,"('distant', 'outgoing')",-0.41530985,-0.34979942,-0.6686389,-0.5844857,0.0841532
6,-0.79491645,-0.7003046,"('distant', 'open')",-0.44869184,-0.35294396,-0.6218041,-0.5266243,0.0951798
7,2.1904263,2.2359273,"('insensitive', 'sensitive')",0.7824276,0.91668135,1.4864269,1.5763043,0.0898774
8,-0.11429281,-0.1616527,"('unaffectionate', 'affectionate')",0.88845634,0.81540895,0.3870818,0.3268781,-0.0602037
9,1.1797374,1.122641,"('unaffectionate', 'caring')",1.5578059,1.7070155,1.3687717,1.4148283,0.0460566
10,1.0326033,0.82594746,"('unsympathetic', 'sympathetic')",-0.17627558,-0.0572268,0.4281638,0.3843603,-0.0438035
11,0.9529526,0.90312225,"('unhelpful', 'helpful')",2.293273,2.402753,1.6231128,1.6529377,0.0298249
12,1.492777,1.445924,"('unsupportive', 'supportive')",-1.785457,-1.6842135,-0.14634,-0.1191447,0.0271953
13,1.0380764,0.82676286,"('impolite', 'polite')",-0.7434815,-0.69576526,0.1472974,0.0654988,-0.0817986
14,3.2298386,3.1763854,"('antisocial', 'social')",0.17106156,0.06550767,1.7004501,1.6209465,-0.0795036
15,0.1193029,0.11388744,"('boring', 'funny')",-0.17947322,-0.26482442,-0.0300852,-0.0754685,-0.0453833
16,-1.1214429,-0.92160344,"('unpopular', 'popular')",-0.087413594,-0.07419075,-0.6044282,-0.4978971,0.1065311
17,0.30826008,0.41390753,"('nasty', 'nice')",-0.3496903,-0.33408445,-0.0207151,0.0399115,0.0606266
18,0.1989053,0.2999735,"('disagreeable', 'welcoming')",-0.6375705,-0.6110849,-0.2193326,-0.1555557,0.0637769
19,-1.7812991,-1.7153609,"('inhospitable', 'hospitable')",-0.45662236,-0.3815208,-1.1189607,-1.0484408,0.0705199
20,0.41471097,0.46183646,"('rough', 'thoughtful')",0.62900794,0.5713733,0.5218595,0.5166049,-0.0052546
21,1.269494,1.1835575,"('immoral', 'moral')",-0.27234003,-0.13416529,0.498577,0.5246961,0.0261191
22,0.11755016,0.13163018,"('untrustworthy', 'trustworthy')",-0.5314444,-0.41125548,-0.2069471,-0.1398126,0.0671345
23,1.9516186,1.8752064,"('insincere', 'sincere')",6.79037,6.8875923,4.3709941,4.3813992,0.0104051
24,0.3731915,0.4498757,"('dishonest', 'honest')",1.048118,1.2412151,0.7106547,0.8455454,0.1348907
25,0.33031896,0.4581344,"('egoistic', 'altruistic')",1.2873157,1.1785431,0.8088173,0.8183388,0.0095215
26,1.5624651,1.4807298,"('hardhearted', 'benevolent')",1.5182298,1.2229186,1.5403475,1.3518243,-0.1885232
27,0.500932,0.43348834,"('hardhearted', 'softhearted')",1.4598807,1.4574027,0.9804063,0.9454455,-0.0349608
28,0.27280998,0.15806106,"('disloyal', 'loyal')",1.4135823,1.353097,0.8431962,0.755579,-0.0876172
29,-0.27328956,-0.19190091,"('unfair', 'fair')",-0.5684564,-0.7301857,-0.420873,-0.4610433,-0.0401703
30,1.9564359,1.8724393,"('intolerant', 'tolerant')",0.894422,0.9376317,1.425429,1.4050355,-0.0203935
31,-2.2524443,-2.0473762,"('evil', 'good')",-1.2935926,-1.3429534,-1.7730184,-1.6951648,0.0778536
32,1.0087371,0.9446595,"('unkind', 'kind')",1.3007228,1.0658478,1.15473,1.0052536,-0.1494764
33,0.2826644,0.35366485,"('wrong', 'right')",-0.16852233,-0.18314871,0.057071,0.0852581,0.0281871
34,0.1133319,0.14471154,"('mean', 'honorable')",5.4900084,5.7499447,2.8016701,2.9473281,0.145658
35,-3.131435,-3.0463088,"('corrupt', 'incorrupt')",-0.72984475,-0.8364552,-1.9306399,-1.9413819,-0.010742
36,-2.056222,-1.9587464,"('hostile', 'amicable')",-0.7441207,-0.7831884,-1.4001713,-1.3709674,0.0292039
37,-0.494142,-0.5918488,"('fake', 'genuine')",0.5669359,0.5873929,0.036397,-0.0022279,-0.0386249
38,0.5608568,0.52290535,"('untruthful', 'truthful')",0.2050237,0.38096452,0.3829403,0.4519349,0.0689946
39,1.2393183,1.2326909,"('exploitative', 'cooperative')",0.17134093,0.22673924,0.7053296,0.7297151,0.0243855
40,0.636803,0.7704508,"('stingy', 'generous')",-1.9100573,-1.891167,-0.6366272,-0.5603582,0.076269
41,1.7044235,1.5303105,"('unforgiving', 'forgiving')",-0.019416422,-0.10430467,0.8425035,0.7130029,-0.1295006
42,0.53446954,0.5585971,"('unreliable', 'reliable')",-3.461695,-3.4131155,-1.4636127,-1.4272592,0.0363535
43,1.0768034,0.9507957,"('irresponsible', 'responsible')",0.7729136,0.7561292,0.9248585,0.8534625,-0.071396
44,-1.7228742,-1.778561,"('prejudiced', 'unprejudiced')",-1.7257836,-1.85595,-1.7243289,-1.8172555,-0.0929266
45,1.0809681,1.0458311,"('incompetent', 'competent')",0.20234713,0.21781169,0.6416577,0.6318214,-0.0098363
46,1.8309271,1.684882,"('uncompetitive', 'competitive')",-1.0081275,-0.9634601,0.4113998,0.360711,-0.0506888
47,0.40257502,0.4217641,"('stupid', 'smart')",5.6194553,5.7477617,3.0110152,3.0847628,0.0737476
48,0.88643277,0.76582354,"('unintelligent', 'intelligent')",0.6302092,0.6587146,0.758321,0.7122691,-0.0460519
49,-0.15813287,-0.15146856,"('unable', 'able')",-0.15980504,0.004607752,-0.158969,-0.0734304,0.0855386
50,-1.2186726,-1.1540318,"('clumsy', 'skillful')",0.09540799,-0.0028774776,-0.5616323,-0.5784546,-0.0168223
51,0.36145887,0.35170847,"('uneducated', 'educated')",0.9157692,0.8454733,0.6386141,0.5985909,-0.0400232
52,-0.8455913,-0.77594274,"('irrational', 'rational')",-0.14856476,-0.22132425,-0.497078,-0.4986335,-0.0015555
53,-1.1259865,-1.0455784,"('uncreative', 'creative')",0.3607189,0.36410666,-0.3826338,-0.3407359,0.0418979
54,-0.011540458,0.045646075,"('incapable', 'capable')",1.0234959,1.0980273,0.5059777,0.5718367,0.065859
55,2.2061656,2.180999,"('incompetent', 'clever')",0.6500915,0.6976573,1.4281285,1.4393282,0.0111997
56,2.4242299,2.3860354,"('impractical', 'practical')",-0.29105413,-0.1424918,1.0665879,1.1217718,0.0551839
57,0.13993235,0.07011494,"('unimaginative', 'imaginative')",-3.0688183,-3.0653586,-1.464443,-1.4976219,-0.0331789
58,0.98085016,0.8936682,"('undiscriminating', 'discriminating')",0.38519955,0.39303035,0.6830249,0.6433493,-0.0396756
59,-0.98971874,-0.82121134,"('foolish', 'wise')",0.13255562,0.16729455,-0.4285816,-0.3269584,0.1016232
60,2.1120865,1.9848835,"('inefficient', 'efficient')",0.24109796,0.401369,1.1765922,1.1931263,0.0165341
61,1.3223326,1.1853151,"('illogical', 'logical')",0.5881101,0.41682926,0.9552214,0.8010722,-0.1541492
62,2.0519001,2.0362735,"('incompetent', 'brilliant')",0.86547494,1.1090463,1.4586875,1.57266,0.1139725
63,0.97236395,0.91070443,"('unperceptive', 'insightful')",0.810499,0.8479877,0.8914315,0.8793461,-0.0120854
64,-0.3954808,-0.32631612,"('shy', 'confident')",-6.640026,-6.6339097,-3.5177534,-3.480113,0.0376404
65,1.5420702,1.4569728,"('insecure', 'secure')",-0.11158818,-0.020069927,0.715241,0.7184514,0.0032104
66,-1.5911858,-1.5657609,"('inactive', 'active')",-0.0784463,-0.24819262,-0.834816,-0.9069768,-0.0721608
67,0.3848311,0.29948926,"('doubtful', 'determined')",-0.63064617,-0.82409436,-0.1229075,-0.2623025,-0.139395
68,-0.22458412,-0.19981074,"('dependent', 'independent')",-0.7774444,-0.71133846,-0.5010143,-0.4555746,0.0454397
69,-1.0018017,-0.90072256,"('lazy', 'industrious')",-1.2158759,-1.3466445,-1.1088388,-1.1236836,-0.0148448
70,0.4507712,0.41143698,"('lethargic', 'energetic')",0.5504936,0.64220685,0.5006324,0.5268219,0.0261895
71,0.80313313,0.8002747,"('diffident', 'self-confident')",0.34647825,0.33654547,0.5748057,0.5684101,-0.0063956
72,0.98163563,0.97329533,"('unambitious', 'ambitious')",0.17728335,0.37851524,0.5794595,0.6759053,0.0964458
73,-0.22685984,-0.15743627,"('helpless', 'self-reliant')",-3.1775923,-3.003953,-1.702226,-1.5806947,0.1215313
74,1.0547014,1.059766,"('undedicated', 'dedicated')",-0.1978436,-0.30029157,0.4284289,0.3797373,-0.0486916
75,-2.4139895,-2.3105495,"('meek', 'impulsive')",-0.8744219,-0.84114456,-1.6442057,-1.575847,0.0683587
76,-0.10067679,-0.24729085,"('anxious', 'daring')",-0.36319968,-0.466443,-0.2319382,-0.3568669,-0.1249287
77,0.81767935,0.86756665,"('unmotivated', 'motivated')",-1.2233701,-1.0184984,-0.2028454,-0.0754659,0.1273795
78,0.16110992,0.15460874,"('nonresilient', 'resilient')",-0.43378872,-0.3712106,-0.1363394,-0.1083009,0.0280385
79,-2.2414222,-2.3075242,"('wavering', 'unwavering')",-0.5715626,-0.6173097,-1.4064924,-1.4624169,-0.0559245
80,0.97701216,0.8036129,"('dominated', 'dominating')",-0.311229,-0.23456001,0.3328916,0.2845264,-0.0483652
81,0.96345395,0.85280854,"('submissive', 'aggressive')",-0.58720106,-0.56094754,0.1881264,0.1459305,-0.0421959
82,0.13901284,0.28952608,"('poor', 'rich')",6.735363,6.8836646,3.4371879,3.5865953,0.1494074
83,0.3580773,0.33619517,"('powerless', 'powerful')",-0.8691781,-0.8826086,-0.2555504,-0.2732067,-0.0176563
84,0.70119625,0.6696203,"('inferior', 'superior')",0.5215166,0.4120944,0.6113564,0.5408573,-0.0704991
85,-0.9685694,-0.94964844,"('insignificant', 'prestigious')",-0.86711776,-1.0483342,-0.9178436,-0.9989914,-0.0811478
86,0.18518755,0.15358879,"('uninfluential', 'influential')",0.36247975,0.33437496,0.2738336,0.2439819,-0.0298517
87,0.5487324,0.49950832,"('unsuccessful', 'successful')",1.0183128,1.0049567,0.7835226,0.7522326,-0.03129
88,-0.74887264,-0.7239378,"('low', 'eminent')",-0.15169628,-0.14722396,-0.4502845,-0.4355809,0.0147036
