,tattler_male,tattler_female,tuple,average_male,average_female,female-male
0,-0.16243225,-0.3637907,"('unsociable', 'sociable')",-0.1624323,-0.3637907,-0.2013584
1,-0.40054893,-0.36931813,"('unfriendly', 'friendly')",-0.4005489,-0.3693181,0.0312308
2,-0.25572923,-0.25240657,"('unlikable', 'likable')",-0.2557292,-0.2524066,0.0033226
3,-0.75067055,-0.72652423,"('repellent', 'pleasant')",-0.7506706,-0.7265242,0.0241464
4,-2.1423602,-2.0622613,"('disliked', 'liked')",-2.1423602,-2.0622613,0.0800989
5,-0.17513543,0.0009519523,"('distant', 'outgoing')",-0.1751354,0.000952,0.1760874
6,-0.4881014,-0.28558484,"('distant', 'open')",-0.4881014,-0.2855848,0.2025166
7,-0.1690044,-0.15444319,"('insensitive', 'sensitive')",-0.1690044,-0.1544432,0.0145612
8,-0.51563925,-0.47060132,"('unaffectionate', 'affectionate')",-0.5156392,-0.4706013,0.0450379
9,-0.31836784,-0.24777001,"('unaffectionate', 'caring')",-0.3183678,-0.24777,0.0705978
10,-0.4416679,-0.5267195,"('unsympathetic', 'sympathetic')",-0.4416679,-0.5267195,-0.0850516
11,0.90385395,0.9057883,"('unhelpful', 'helpful')",0.903854,0.9057883,0.0019343
12,-0.8598009,-0.85200936,"('unsupportive', 'supportive')",-0.8598009,-0.8520094,0.0077915
13,0.08449481,-0.13154882,"('impolite', 'polite')",0.0844948,-0.1315488,-0.2160436
14,-0.17442149,-0.3846852,"('antisocial', 'social')",-0.1744215,-0.3846852,-0.2102637
15,0.3654696,0.3798476,"('boring', 'funny')",0.3654696,0.3798476,0.014378
16,-0.45328867,-0.44469047,"('unpopular', 'popular')",-0.4532887,-0.4446905,0.0085982
17,-0.31639504,-0.32543087,"('nasty', 'nice')",-0.316395,-0.3254309,-0.0090359
18,-1.1825697,-1.2527648,"('disagreeable', 'welcoming')",-1.1825697,-1.2527648,-0.0701951
19,-0.66961235,-0.4773073,"('inhospitable', 'hospitable')",-0.6696123,-0.4773073,0.192305
20,0.001081042,-0.047520246,"('rough', 'thoughtful')",0.001081,-0.0475202,-0.0486012
21,-0.17087306,-0.3208675,"('immoral', 'moral')",-0.1708731,-0.3208675,-0.1499944
22,-0.5167131,-0.5878711,"('untrustworthy', 'trustworthy')",-0.5167131,-0.5878711,-0.071158
23,1.6522542,1.5389862,"('insincere', 'sincere')",1.6522542,1.5389862,-0.113268
24,-0.23380527,-0.314043,"('dishonest', 'honest')",-0.2338053,-0.314043,-0.0802377
25,-0.3054526,-0.29847252,"('egoistic', 'altruistic')",-0.3054526,-0.2984725,0.0069801
26,-0.056959853,-0.13937066,"('hardhearted', 'benevolent')",-0.0569599,-0.1393707,-0.0824108
27,0.5694611,0.5447242,"('hardhearted', 'softhearted')",0.5694611,0.5447242,-0.0247369
28,-0.08342052,-0.12672743,"('disloyal', 'loyal')",-0.0834205,-0.1267274,-0.0433069
29,-0.27621952,-0.2952488,"('unfair', 'fair')",-0.2762195,-0.2952488,-0.0190293
30,0.63947,0.54181623,"('intolerant', 'tolerant')",0.63947,0.5418162,-0.0976538
31,-0.8909064,-0.69191146,"('evil', 'good')",-0.8909064,-0.6919115,0.1989949
32,0.05947572,-0.07518197,"('unkind', 'kind')",0.0594757,-0.075182,-0.1346577
33,-0.36243197,-0.39395958,"('wrong', 'right')",-0.362432,-0.3939596,-0.0315276
34,1.2467757,1.3902681,"('mean', 'honorable')",1.2467757,1.3902681,0.1434924
35,-0.29353237,-0.25990555,"('corrupt', 'incorrupt')",-0.2935324,-0.2599055,0.0336269
36,-0.705065,-0.4793162,"('hostile', 'amicable')",-0.705065,-0.4793162,0.2257488
37,-0.09666491,-0.07884905,"('fake', 'genuine')",-0.0966649,-0.078849,0.0178159
38,0.07649519,0.13865748,"('untruthful', 'truthful')",0.0764952,0.1386575,0.0621623
39,0.326068,0.22251774,"('exploitative', 'cooperative')",0.326068,0.2225177,-0.1035503
40,-1.8000005,-1.9281889,"('stingy', 'generous')",-1.8000005,-1.9281889,-0.1281884
41,-0.13787848,-0.1562626,"('unforgiving', 'forgiving')",-0.1378785,-0.1562626,-0.0183841
42,-0.84373724,-0.77920336,"('unreliable', 'reliable')",-0.8437372,-0.7792034,0.0645338
43,0.120154165,0.044837415,"('irresponsible', 'responsible')",0.1201542,0.0448374,-0.0753168
44,-0.5951125,-0.6552837,"('prejudiced', 'unprejudiced')",-0.5951125,-0.6552837,-0.0601712
45,-0.32784873,-0.3166134,"('incompetent', 'competent')",-0.3278487,-0.3166134,0.0112353
46,-0.43020147,-0.5770721,"('uncompetitive', 'competitive')",-0.4302015,-0.5770721,-0.1468706
47,2.11901,2.1680477,"('stupid', 'smart')",2.11901,2.1680477,0.0490377
48,-0.24479583,-0.43271783,"('unintelligent', 'intelligent')",-0.2447958,-0.4327178,-0.187922
49,0.33347377,0.4496114,"('unable', 'able')",0.3334738,0.4496114,0.1161376
50,-0.101649776,-0.017592186,"('clumsy', 'skillful')",-0.1016498,-0.0175922,0.0840576
51,0.0010712743,-0.11899762,"('uneducated', 'educated')",0.0010713,-0.1189976,-0.1200689
52,-0.1389521,-0.09866165,"('irrational', 'rational')",-0.1389521,-0.0986617,0.0402904
53,-0.891105,-0.83355516,"('uncreative', 'creative')",-0.891105,-0.8335552,0.0575498
