,craw_male,craw_female,tuple,average_male,average_female,female-male
0,0.19819628,-0.16150947,"('unsociable', 'sociable')",0.1981963,-0.1615095,-0.3597058
1,-0.82476664,-1.0778263,"('unfriendly', 'friendly')",-0.8247666,-1.0778263,-0.2530597
2,-0.15841335,-0.20977691,"('unlikable', 'likable')",-0.1584134,-0.2097769,-0.0513635
3,-0.6377633,-0.5227464,"('repellent', 'pleasant')",-0.6377633,-0.5227464,0.1150169
4,-1.3976973,-1.2615956,"('disliked', 'liked')",-1.3976973,-1.2615956,0.1361017
5,-0.27950144,-0.34599277,"('distant', 'outgoing')",-0.2795014,-0.3459928,-0.0664914
6,-0.5580794,-0.6004247,"('distant', 'open')",-0.5580794,-0.6004247,-0.0423453
7,0.1951918,0.26034433,"('insensitive', 'sensitive')",0.1951918,0.2603443,0.0651525
8,-0.6237936,-0.81851166,"('unaffectionate', 'affectionate')",-0.6237936,-0.8185117,-0.1947181
9,0.15470637,-0.03663156,"('unaffectionate', 'caring')",0.1547064,-0.0366316,-0.191338
10,-0.760462,-0.88123864,"('unsympathetic', 'sympathetic')",-0.760462,-0.8812386,-0.1207766
11,0.8539342,0.75098515,"('unhelpful', 'helpful')",0.8539342,0.7509851,-0.1029491
12,-0.09295301,-0.08470781,"('unsupportive', 'supportive')",-0.092953,-0.0847078,0.0082452
13,1.0065501,0.7966897,"('impolite', 'polite')",1.0065501,0.7966897,-0.2098604
14,0.6859729,0.6312339,"('antisocial', 'social')",0.6859729,0.6312339,-0.054739
15,0.9091301,0.7350297,"('boring', 'funny')",0.9091301,0.7350297,-0.1741004
16,-0.016271845,-0.00040391833,"('unpopular', 'popular')",-0.0162718,-0.0004039,0.0158679
17,0.047788642,0.14014018,"('nasty', 'nice')",0.0477886,0.1401402,0.0923516
18,-0.5576331,-0.46452856,"('disagreeable', 'welcoming')",-0.5576331,-0.4645286,0.0931045
19,-0.7747239,-0.88234615,"('inhospitable', 'hospitable')",-0.7747239,-0.8823462,-0.1076223
20,-0.016551409,0.06337558,"('rough', 'thoughtful')",-0.0165514,0.0633756,0.079927
21,0.48153195,0.47440428,"('immoral', 'moral')",0.4815319,0.4744043,-0.0071276
22,0.4536673,0.35052288,"('untrustworthy', 'trustworthy')",0.4536673,0.3505229,-0.1031444
23,1.568328,1.3561019,"('insincere', 'sincere')",1.568328,1.3561019,-0.2122261
24,0.27068123,0.09991725,"('dishonest', 'honest')",0.2706812,0.0999172,-0.170764
25,-0.15852538,-0.2042516,"('egoistic', 'altruistic')",-0.1585254,-0.2042516,-0.0457262
26,-0.34284908,-0.57582754,"('hardhearted', 'benevolent')",-0.3428491,-0.5758275,-0.2329784
27,-0.08383237,-0.026396742,"('hardhearted', 'softhearted')",-0.0838324,-0.0263967,0.0574357
