,merrill_male,merrill_female,tuple,lynch_male,lynch_female,&_male,&_female,co_male,co_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2007571,-1.3052514,"('unsociable', 'sociable')",-1.4671439,-1.6808054,-0.30927414,-0.52187973,-1.7980852,-1.7903452,-0.7354685,-0.8204259,-1.1021458,-1.2237415,-0.1215957
1,2.06964,1.9136727,"('unfriendly', 'friendly')",0.87372905,0.77436167,0.50289637,0.44687924,-0.10866365,-0.22418778,2.724658,2.6137938,1.2124519,1.1049039,-0.107548
2,2.7276647,2.7842228,"('unlikable', 'likable')",2.3136322,2.2655969,2.2463288,2.2452269,2.1599736,2.1596022,1.1611849,1.1863291,2.1217569,2.1281956,0.0064387
3,-1.1606545,-1.1277725,"('repellent', 'pleasant')",-1.4742186,-1.3781033,-0.7199153,-0.74646133,0.2804563,0.24587643,-0.10775935,-0.13663471,-0.6364182,-0.6286191,0.0077991
4,0.18189238,0.06539721,"('disliked', 'liked')",1.1451142,1.0993193,0.29779744,0.25439268,0.26664275,0.17780863,-5.895741,-6.009992,-0.8008589,-0.8826148,-0.0817559
5,2.2477374,2.2888865,"('distant', 'outgoing')",1.6684933,1.6194364,0.814654,0.90863687,1.4139658,1.4249759,0.64838153,0.5883492,1.3586464,1.366057,0.0074106
6,1.6683271,1.7311112,"('distant', 'open')",1.451331,1.480651,0.79285353,0.90737534,1.1463645,1.1306872,1.3847908,1.3029262,1.2887334,1.3105502,0.0218168
7,-0.30605108,-0.3632058,"('insensitive', 'sensitive')",-1.1432002,-1.1821135,-0.24754514,-0.36496928,-1.7287226,-1.7032665,0.55937576,0.55726695,-0.5732286,-0.6112576,-0.038029
8,0.7608788,0.7794939,"('unaffectionate', 'affectionate')",1.4124516,1.4424379,0.3925163,0.36261177,0.33126375,0.22046575,1.6298692,1.5350224,0.9053959,0.8680063,-0.0373896
9,1.9355386,1.9042586,"('unaffectionate', 'caring')",1.3934873,1.3779159,0.3380801,0.24344966,0.20475484,0.14906323,2.1781569,2.133,1.2100036,1.1615375,-0.0484661
10,-1.9967116,-2.107043,"('unsympathetic', 'sympathetic')",-2.0755541,-2.1491358,-0.7986472,-0.96658456,-2.8137248,-2.7622044,-0.96473885,-0.9118702,-1.7298754,-1.7793676,-0.0494922
11,-0.5087407,-0.5173684,"('unhelpful', 'helpful')",-1.2751923,-1.3561748,-0.9215695,-1.0210624,-1.5835558,-1.5702,1.7354271,1.8249903,-0.5107262,-0.5279631,-0.0172369
12,1.2993268,1.3659135,"('unsupportive', 'supportive')",1.3891934,1.4621527,1.1124033,1.1235163,-0.5898036,-0.49061653,-1.2498229,-1.2176992,0.3922594,0.4486534,0.056394
13,-0.9694048,-0.97494894,"('impolite', 'polite')",-1.5318198,-1.7033297,-0.50155437,-0.6370166,-1.3563658,-1.2755983,-1.1943889,-1.1914476,-1.1107067,-1.1564683,-0.0457616
14,-0.57956547,-0.5564339,"('antisocial', 'social')",-1.1394467,-1.2014349,0.77198064,0.6553722,-1.0175892,-0.95962375,-1.1756979,-1.2390473,-0.6280638,-0.6602335,-0.0321697
15,-0.16361925,-0.16099228,"('boring', 'funny')",0.6137013,0.5572284,0.3718843,0.3858384,-0.2421885,-0.19829266,0.4100697,0.41301632,0.1979695,0.1993596,0.0013901
16,0.46353677,0.39261398,"('unpopular', 'popular')",-0.07023112,-0.051948152,0.7176108,0.77439094,0.48482454,0.4859413,1.2759652,1.1941118,0.5743412,0.5590219,-0.0153193
17,-0.048856653,-0.035799958,"('nasty', 'nice')",-0.9466617,-0.9735217,-0.030351039,0.003869146,-0.2145378,-0.1566612,-0.73452395,-0.68330324,-0.3949862,-0.3690834,0.0259028
18,0.18580824,0.20778438,"('disagreeable', 'welcoming')",0.8815807,0.8671806,0.73891735,0.84474164,-0.65622777,-0.6789428,-0.10078211,-0.24641247,0.2098593,0.1988703,-0.010989
19,-0.042311996,0.0038069203,"('inhospitable', 'hospitable')",0.83626544,0.8195479,-0.28244406,-0.29369983,0.18025167,0.12273854,0.34488928,0.31150025,0.2073301,0.1927788,-0.0145513
20,1.3568207,1.4678203,"('rough', 'thoughtful')",-0.16177389,-0.09594482,0.9584363,1.0249305,-0.18646371,-0.2131814,0.54420793,0.5145851,0.5022455,0.5396419,0.0373964
21,-0.3762527,-0.42723462,"('immoral', 'moral')",-0.86028755,-0.9381535,0.23758954,0.093706995,-2.3929543,-2.321806,-1.4585342,-1.4637492,-0.9700878,-1.0114473,-0.0413595
22,-1.3988079,-1.406389,"('untrustworthy', 'trustworthy')",-1.1167009,-1.2227335,-0.64000434,-0.69972706,-2.2102952,-2.1846168,-1.6182669,-1.6878844,-1.3968151,-1.4402701,-0.043455
23,-0.3126091,-0.45222035,"('insincere', 'sincere')",-1.1629871,-1.3291286,-0.744877,-0.8286482,-2.5850596,-2.5690126,5.736031,5.6870985,0.1860996,0.1016177,-0.0844819
24,-0.45461342,-0.51023376,"('dishonest', 'honest')",-0.5497932,-0.6568901,-0.88636696,-0.97653294,-2.4232812,-2.372431,0.94852626,0.8636975,-0.6731056,-0.730478,-0.0573724
