,aes_male,aes_female,tuple,corp_male,corp_female,average_male,average_female,female-male
0,-0.89091885,-1.1191784,"('unsociable', 'sociable')",-0.09156625,-0.2643846,-0.4912426,-0.6917815,-0.2005389
1,-1.9415838,-1.8740807,"('unfriendly', 'friendly')",0.98581064,0.9353885,-0.4778866,-0.4693461,0.0085405
2,0.5106199,0.46813095,"('unlikable', 'likable')",0.43179953,0.43122545,0.4712097,0.4496782,-0.0215315
3,0.3042865,0.35757047,"('repellent', 'pleasant')",0.9721761,1.0430129,0.6382313,0.7002916,0.0620603
4,-0.2929723,-0.26598182,"('disliked', 'liked')",-6.4876566,-6.3712854,-3.3903143,-3.3186336,0.0716807
5,-1.8580769,-1.7532086,"('distant', 'outgoing')",-0.8314728,-0.83098036,-1.3447748,-1.2920945,0.0526803
6,-2.1306856,-1.951013,"('distant', 'open')",-1.0693104,-1.0249028,-1.599998,-1.487958,0.11204
7,0.27180403,0.236376,"('insensitive', 'sensitive')",0.68063176,0.64667046,0.4762179,0.4415232,-0.0346947
8,-1.5765804,-1.4635056,"('unaffectionate', 'affectionate')",-0.016959436,0.00782338,-0.7967699,-0.7278411,0.0689288
9,-1.278251,-1.1920569,"('unaffectionate', 'caring')",0.82041156,0.8473596,-0.2289197,-0.1723486,0.0565711
10,-0.8944808,-1.0237473,"('unsympathetic', 'sympathetic')",-0.420903,-0.5023052,-0.6576919,-0.7630262,-0.1053343
11,0.14102015,0.03881708,"('unhelpful', 'helpful')",2.0548286,2.0106144,1.0979244,1.0247158,-0.0732086
12,-0.26581654,-0.29173887,"('unsupportive', 'supportive')",-2.0276158,-2.052529,-1.1467161,-1.1721339,-0.0254178
13,0.009028047,-0.14689048,"('impolite', 'polite')",-0.21118051,-0.22377625,-0.1010762,-0.1853334,-0.0842572
14,0.5574822,0.35512236,"('antisocial', 'social')",0.29287818,0.13616657,0.4251802,0.2456445,-0.1795357
15,-0.3091095,-0.3347125,"('boring', 'funny')",-0.04867741,-0.030634262,-0.1788935,-0.1826734,-0.0037799
16,-0.49574068,-0.49461657,"('unpopular', 'popular')",0.6788241,0.6679856,0.0915417,0.0866845,-0.0048572
17,-0.21387157,-0.15151748,"('nasty', 'nice')",-0.55913097,-0.4866317,-0.3865013,-0.3190746,0.0674267
18,-0.8327605,-0.7908831,"('disagreeable', 'welcoming')",-0.48296955,-0.56610674,-0.657865,-0.6784949,-0.0206299
19,-1.3246521,-1.1906742,"('inhospitable', 'hospitable')",-0.6003205,-0.5691031,-0.9624863,-0.8798887,0.0825976
20,0.63366467,0.54695255,"('rough', 'thoughtful')",0.6528604,0.5948526,0.6432625,0.5709026,-0.0723599
21,0.38582754,0.22212076,"('immoral', 'moral')",-0.1347909,-0.18845919,0.1255183,0.0168308,-0.1086875
22,-0.6447892,-0.6835024,"('untrustworthy', 'trustworthy')",-0.9948403,-1.008768,-0.8198148,-0.8461351,-0.0263203
23,0.26562312,0.18899786,"('insincere', 'sincere')",6.463377,6.30308,3.3645,3.2460389,-0.1184611
24,-0.4201166,-0.470878,"('dishonest', 'honest')",0.92262024,0.8778799,0.2512518,0.203501,-0.0477508
25,-0.49806726,-0.41874313,"('egoistic', 'altruistic')",0.457064,0.4319031,-0.0205016,0.00658,0.0270816
26,-0.11720383,-0.13792618,"('hardhearted', 'benevolent')",0.9871013,0.9269966,0.4349487,0.3945352,-0.0404135
27,-0.63074887,-0.5200406,"('hardhearted', 'softhearted')",0.7598913,0.7282905,0.0645712,0.104125,0.0395538
28,-0.36348385,-0.36532736,"('disloyal', 'loyal')",1.1587604,1.1097748,0.3976383,0.3722237,-0.0254146
29,-1.1696049,-1.1759583,"('unfair', 'fair')",-0.78496677,-0.92990774,-0.9772859,-1.052933,-0.0756471
30,0.8939863,0.7781702,"('intolerant', 'tolerant')",1.2589818,1.1946812,1.0764841,0.9864257,-0.0900584
31,-1.2769517,-1.1454694,"('evil', 'good')",-1.0870675,-1.0922363,-1.1820096,-1.1188529,0.0631567
32,-0.42790905,-0.50126827,"('unkind', 'kind')",0.67932755,0.46399367,0.1257093,-0.0186373,-0.1443466
33,-0.35873097,-0.3711027,"('wrong', 'right')",-0.93479776,-0.9179881,-0.6467644,-0.6445454,0.002219
34,0.28450596,0.28657472,"('mean', 'honorable')",5.878386,5.892622,3.0814459,3.0895984,0.0081525
35,-0.694068,-0.5963218,"('corrupt', 'incorrupt')",-0.77613455,-0.74006045,-0.7351013,-0.6681911,0.0669102
36,-1.2614585,-1.1082073,"('hostile', 'amicable')",-0.34256566,-0.29449463,-0.8020121,-0.701351,0.1006611
37,-0.062103454,-0.09440712,"('fake', 'genuine')",-0.1502094,-0.15424472,-0.1061564,-0.1243259,-0.0181695
38,-0.7474842,-0.7517594,"('untruthful', 'truthful')",0.46001038,0.5584732,-0.1437369,-0.0966431,0.0470938
39,0.6198911,0.6473303,"('exploitative', 'cooperative')",-0.025347836,0.053996526,0.2972716,0.3506634,0.0533918
40,0.039675884,0.0053893924,"('stingy', 'generous')",-1.7438633,-1.7371874,-0.8520938,-0.865899,-0.0138052
41,0.021354813,-0.02152895,"('unforgiving', 'forgiving')",0.0011176746,-0.08708287,0.0112362,-0.0543059,-0.0655421
42,-0.15362564,-0.17298537,"('unreliable', 'reliable')",-3.5882883,-3.5918322,-1.870957,-1.8824087,-0.0114517
43,-0.27912673,-0.3500783,"('irresponsible', 'responsible')",0.33436003,0.20324615,0.0276166,-0.0734161,-0.1010327
44,-0.6371782,-0.65251523,"('prejudiced', 'unprejudiced')",-1.7315235,-1.7833753,-1.1843508,-1.2179452,-0.0335944
45,-0.01938709,-0.17393622,"('incompetent', 'competent')",0.19800618,0.08979299,0.0893095,-0.0420716,-0.1313811
46,0.2478903,0.07944604,"('uncompetitive', 'competitive')",-0.61093605,-0.64422053,-0.1815229,-0.2823873,-0.1008644
47,0.16552673,0.1928468,"('stupid', 'smart')",5.581619,5.60801,2.8735728,2.9004283,0.0268555
48,0.66918045,0.5260828,"('unintelligent', 'intelligent')",1.4137281,1.32639,1.0414543,0.9262364,-0.1152179
49,0.19389343,0.32511434,"('unable', 'able')",0.12230788,0.19945726,0.1581007,0.2622858,0.1041851
50,0.0070572533,0.0615969,"('clumsy', 'skillful')",0.015169635,-0.020220831,0.0111134,0.020688,0.0095746
51,0.16199905,-0.023934767,"('uneducated', 'educated')",0.88411725,0.72552806,0.5230582,0.3507966,-0.1722616
52,-0.8116403,-0.72106206,"('irrational', 'rational')",-0.33311227,-0.20427091,-0.5723763,-0.4626665,0.1097098
53,-1.1135913,-1.051521,"('uncreative', 'creative')",0.5480448,0.5022222,-0.2827733,-0.2746494,0.0081239
54,-0.8801035,-0.79641056,"('incapable', 'capable')",0.8081736,0.88378817,-0.035965,0.0436888,0.0796538
55,0.29985097,0.06352342,"('incompetent', 'clever')",0.6205776,0.4716277,0.4602143,0.2675756,-0.1926387
56,0.59714633,0.43449318,"('impractical', 'practical')",-0.12480566,-0.22191948,0.2361703,0.1062869,-0.1298834
57,-1.1301408,-1.2389534,"('unimaginative', 'imaginative')",-3.444781,-3.4635348,-2.2874608,-2.351244,-0.0637832
58,-0.040079523,-0.18253128,"('undiscriminating', 'discriminating')",0.2277162,0.15102503,0.0938183,-0.0157531,-0.1095714
59,-0.43404254,-0.2166743,"('foolish', 'wise')",0.03533021,0.20049013,-0.1993562,-0.0080921,0.1912641
60,1.3705581,1.161565,"('inefficient', 'efficient')",0.28490216,0.22652082,0.8277302,0.6940429,-0.1336873
61,0.41721773,0.34775317,"('illogical', 'logical')",0.5425304,0.40858302,0.4798741,0.3781681,-0.101706
62,1.100062,1.0127901,"('incompetent', 'brilliant')",1.2779546,1.3261666,1.1890082,1.1694784,-0.0195298
63,0.17288053,0.09740639,"('unperceptive', 'insightful')",1.2168498,1.1649902,0.6948652,0.6311983,-0.0636669
64,0.06530159,-0.043373477,"('shy', 'confident')",-6.1446333,-6.073014,-3.0396659,-3.0581937,-0.0185278
65,0.85579556,0.7197578,"('insecure', 'secure')",0.0352428,-0.019190025,0.4455192,0.3502839,-0.0952353
66,-1.7523744,-1.7595866,"('inactive', 'active')",0.23223609,0.2194166,-0.7600691,-0.770085,-0.0100159
67,0.15661812,0.06621013,"('doubtful', 'determined')",-0.45474014,-0.55707246,-0.149061,-0.2454312,-0.0963702
68,0.25562862,0.19389144,"('dependent', 'independent')",0.0760248,0.030664902,0.1658267,0.1122782,-0.0535485
69,-0.20543,-0.14391823,"('lazy', 'industrious')",-0.9377173,-0.89434826,-0.5715737,-0.5191333,0.0524404
70,-0.122468635,-0.21913853,"('lethargic', 'energetic')",0.20075068,0.1434268,0.039141,-0.0378559,-0.0769969
71,-0.9098871,-0.889075,"('diffident', 'self-confident')",0.452992,0.4463881,-0.2284475,-0.2213434,0.0071041
72,0.06331309,0.025338627,"('unambitious', 'ambitious')",-0.1768105,-0.20161383,-0.0567487,-0.0881376,-0.0313889
73,0.39990422,0.39712697,"('helpless', 'self-reliant')",-3.4503062,-3.3596327,-1.525201,-1.4812529,0.0439481
74,-0.18649344,-0.24584596,"('undedicated', 'dedicated')",-0.6308858,-0.7737341,-0.4086896,-0.50979,-0.1011004
75,-0.8142289,-0.8191875,"('meek', 'impulsive')",-0.58416694,-0.4969846,-0.6991979,-0.6580861,0.0411118
76,0.29462725,0.14704816,"('anxious', 'daring')",-0.012318175,-0.094935074,0.1411545,0.0260565,-0.115098
77,0.107671306,0.06326985,"('unmotivated', 'motivated')",-0.78315806,-0.7185444,-0.3377434,-0.3276373,0.0101061
78,-0.16595389,-0.14348558,"('nonresilient', 'resilient')",0.14569305,0.16416772,-0.0101304,0.0103411,0.0204715
79,-1.6082417,-1.5418323,"('wavering', 'unwavering')",-0.50337756,-0.4909091,-1.0558096,-1.0163708,0.0394388
80,0.677405,0.52476704,"('dominated', 'dominating')",-0.5784921,-0.5214576,0.0494564,0.0016547,-0.0478017
81,1.0551053,0.8004615,"('submissive', 'aggressive')",-0.058711946,-0.040907167,0.4981967,0.3797772,-0.1184195
82,0.23801786,0.19067086,"('poor', 'rich')",6.702771,6.5907254,3.4703946,3.3906982,-0.0796964
83,-0.52014595,-0.70553654,"('powerless', 'powerful')",-0.74526256,-0.8442885,-0.6327043,-0.7749125,-0.1422082
84,0.6415342,0.6043604,"('inferior', 'superior')",0.8109846,0.759938,0.7262594,0.6821492,-0.0441102
85,-0.8545467,-0.7202677,"('insignificant', 'prestigious')",-0.5678071,-0.5456675,-0.7111769,-0.6329676,0.0782093
86,-0.8276489,-1.017744,"('uninfluential', 'influential')",-0.18272106,-0.30235404,-0.5051849,-0.660049,-0.1548641
87,-0.028256737,-0.13104154,"('unsuccessful', 'successful')",1.1997479,1.2619661,0.5857456,0.5654623,-0.0202833
88,-0.6315794,-0.6957882,"('low', 'eminent')",-0.28700662,-0.3572063,-0.459293,-0.5264972,-0.0672042
