,automatic_male,automatic_female,tuple,data_male,data_female,processing_male,processing_female,inc_male,inc_female,average_male,average_female,female-male
0,0.63580257,0.60258067,"('unsociable', 'sociable')",-0.66324544,-0.70570606,0.36071366,0.29258418,-0.3660549,-0.42294973,-0.008196,-0.0583727,-0.0501767
1,-0.54714257,-0.5999158,"('unfriendly', 'friendly')",0.6047595,0.4972945,-0.38613755,-0.49382952,2.3007102,2.2110822,0.4930474,0.4036579,-0.0893895
2,0.025184855,0.07978165,"('unlikable', 'likable')",0.34422192,0.38899112,0.74813884,0.7464562,0.44909647,0.45381624,0.3916605,0.4172613,0.0256008
3,-0.6232975,-0.5033193,"('repellent', 'pleasant')",-0.89927524,-0.7907933,-0.54845494,-0.41690764,0.014942877,0.017324436,-0.5140212,-0.423424,0.0905972
4,-1.0343231,-1.0846322,"('disliked', 'liked')",-0.104356736,-0.19557594,-0.47898123,-0.52301043,-5.3883243,-5.5839295,-1.7514963,-1.846787,-0.0952907
5,-0.7422272,-0.67753994,"('distant', 'outgoing')",1.0819582,1.0760105,-0.6351067,-0.5992275,0.3385971,0.25418586,0.0108053,0.0133572,0.0025519
6,-0.91354495,-0.8931693,"('distant', 'open')",0.6043942,0.5696218,-1.4751052,-1.4668827,0.7601542,0.6592308,-0.2560254,-0.2827998,-0.0267744
7,0.5425075,0.50094366,"('insensitive', 'sensitive')",-0.2693551,-0.25179553,-0.6518066,-0.63053054,0.2993903,0.3393689,-0.019816,-0.0105034,0.0093126
8,-0.21870564,-0.19151105,"('unaffectionate', 'affectionate')",-0.028272822,-0.061531223,-0.3376255,-0.39934665,1.1924362,1.1362137,0.1519581,0.1209562,-0.0310019
9,-0.236886,-0.19566593,"('unaffectionate', 'caring')",-0.15534294,-0.20356184,0.054857995,-0.0013637608,1.2240703,1.2188991,0.2216748,0.2045769,-0.0170979
10,0.27843624,0.3091906,"('unsympathetic', 'sympathetic')",-1.5827482,-1.5391238,-0.63404673,-0.6081174,-0.65888536,-0.6198097,-0.6493111,-0.6144651,0.034846
11,1.1427824,1.2432246,"('unhelpful', 'helpful')",-0.15604918,-0.08907614,0.34007826,0.3735727,1.4975235,1.5714056,0.7060838,0.7747817,0.0686979
12,0.5234702,0.671868,"('unsupportive', 'supportive')",0.12913692,0.24376747,-0.06444189,0.03920839,-1.5836873,-1.5877262,-0.2488805,-0.1582206,0.0906599
13,0.81252164,0.8126606,"('impolite', 'polite')",-0.4903735,-0.4634703,0.48800114,0.5035486,-0.5811827,-0.59097403,0.0572416,0.0654412,0.0081996
14,1.1185808,1.1144264,"('antisocial', 'social')",-0.033671416,0.0034963284,1.0460879,1.0138663,-0.75995374,-0.7557907,0.3427609,0.3439996,0.0012387
15,0.41362226,0.2651849,"('boring', 'funny')",-0.0314345,-0.08650419,-0.59571975,-0.6794637,0.62122315,0.56936777,0.1019228,0.0171462,-0.0847766
16,-1.1588684,-1.26821,"('unpopular', 'popular')",0.35987443,0.24991465,-0.5439254,-0.5872601,0.5736047,0.51742196,-0.1923287,-0.2720334,-0.0797047
17,-0.57240444,-0.54056007,"('nasty', 'nice')",0.12534538,0.15918377,-0.36163083,-0.31943107,-0.105710655,-0.08033163,-0.2286001,-0.1952847,0.0333154
18,-0.07949039,-0.10286303,"('disagreeable', 'welcoming')",0.76534,0.73939335,0.27398503,0.23031983,0.037278503,-0.029396545,0.2492783,0.2093634,-0.0399149
19,-0.87740904,-0.816815,"('inhospitable', 'hospitable')",-0.10682428,-0.1136569,-0.26652786,-0.2628052,0.56427807,0.556729,-0.1716208,-0.159137,0.0124838
20,1.0657146,1.0239351,"('rough', 'thoughtful')",0.4276306,0.4802229,0.87763745,0.90087396,1.0886382,1.0392833,0.8649052,0.8610788,-0.0038264
21,0.6418747,0.6446179,"('immoral', 'moral')",0.18269722,0.23725855,0.3281677,0.36725736,-0.74642193,-0.6742619,0.1015794,0.143718,0.0421386
22,0.17942101,0.17781056,"('untrustworthy', 'trustworthy')",0.018584955,0.051849782,0.29478878,0.3004259,-0.76675284,-0.78183436,-0.0684895,-0.062937,0.0055525
23,0.75518495,0.8243429,"('insincere', 'sincere')",-0.25592485,-0.2156719,-0.25133297,-0.26626363,5.209063,5.2632523,1.3642476,1.4014149,0.0371673
24,0.77167654,0.8472997,"('dishonest', 'honest')",-0.19048208,-0.16902089,-0.6247224,-0.5963966,0.83778596,0.8358183,0.1985645,0.2294251,0.0308606
25,-0.12467485,-0.15103583,"('egoistic', 'altruistic')",0.5508956,0.50648177,0.28765398,0.26177981,1.9679295,1.9700459,0.670451,0.6468179,-0.0236331
26,0.9536283,0.857339,"('hardhearted', 'benevolent')",1.1302758,1.0950804,1.3341104,1.3194866,2.1086063,2.0799606,1.3816552,1.3379667,-0.0436885
27,0.25173682,0.2834004,"('hardhearted', 'softhearted')",-0.68637675,-0.6537343,-0.49966747,-0.5401456,1.6957499,1.5739596,0.1903606,0.16587,-0.0244906
28,0.106100515,0.01609854,"('disloyal', 'loyal')",-0.33344513,-0.46382302,-0.39422244,-0.50683945,1.2610235,1.2125031,0.1598641,0.0644848,-0.0953793
29,-0.25496772,-0.32250318,"('unfair', 'fair')",0.21923906,0.16661039,-0.9410808,-0.9816071,-0.2798108,-0.37437555,-0.3141551,-0.3779688,-0.0638137
30,0.5358426,0.55615187,"('intolerant', 'tolerant')",0.36515075,0.39430222,0.8839407,0.84661055,0.68296117,0.64795136,0.6169738,0.611254,-0.0057198
