,probation_male,probation_female,tuple,average_male,average_female,female-male
0,-0.31793654,-0.32109594,"('unsociable', 'sociable')",-0.3179365,-0.3210959,-0.0031594
1,1.9044223,1.8886988,"('unfriendly', 'friendly')",1.9044223,1.8886988,-0.0157235
2,-0.05259633,-0.029893044,"('unlikable', 'likable')",-0.0525963,-0.029893,0.0227033
3,0.3659251,0.46083078,"('repellent', 'pleasant')",0.3659251,0.4608308,0.0949057
4,-7.665867,-7.766084,"('disliked', 'liked')",-7.6658669,-7.7660842,-0.1002173
5,-0.0925428,-0.1372379,"('distant', 'outgoing')",-0.0925428,-0.1372379,-0.0446951
6,0.6091716,0.51829815,"('distant', 'open')",0.6091716,0.5182981,-0.0908735
7,0.7967376,0.7850822,"('insensitive', 'sensitive')",0.7967376,0.7850822,-0.0116554
8,1.6958404,1.5786263,"('unaffectionate', 'affectionate')",1.6958404,1.5786263,-0.1172141
9,1.9346552,1.9278809,"('unaffectionate', 'caring')",1.9346552,1.9278809,-0.0067743
10,0.39535207,0.4172005,"('unsympathetic', 'sympathetic')",0.3953521,0.4172005,0.0218484
11,1.2305009,1.2478907,"('unhelpful', 'helpful')",1.2305009,1.2478907,0.0173898
12,-2.0069065,-2.051796,"('unsupportive', 'supportive')",-2.0069065,-2.051796,-0.0448895
13,-0.74781877,-0.7448315,"('impolite', 'polite')",-0.7478188,-0.7448315,0.0029873
14,-0.33167967,-0.33264762,"('antisocial', 'social')",-0.3316797,-0.3326476,-0.0009679
15,0.047996037,-0.048489552,"('boring', 'funny')",0.047996,-0.0484896,-0.0964856
16,-0.44043836,-0.45889458,"('unpopular', 'popular')",-0.4404384,-0.4588946,-0.0184562
17,-0.07955314,-0.08224502,"('nasty', 'nice')",-0.0795531,-0.082245,-0.0026919
18,-0.6234424,-0.70134616,"('disagreeable', 'welcoming')",-0.6234424,-0.7013462,-0.0779038
19,-0.25904405,-0.32339832,"('inhospitable', 'hospitable')",-0.2590441,-0.3233983,-0.0643542
20,0.9436052,0.85653055,"('rough', 'thoughtful')",0.9436052,0.8565305,-0.0870747
21,-0.94673187,-0.8508675,"('immoral', 'moral')",-0.9467319,-0.8508675,0.0958644
22,-0.9768614,-0.9581383,"('untrustworthy', 'trustworthy')",-0.9768614,-0.9581383,0.0187231
23,6.7482085,6.788729,"('insincere', 'sincere')",6.7482085,6.7887292,0.0405207
24,1.2646415,1.1603224,"('dishonest', 'honest')",1.2646415,1.1603224,-0.1043191
25,1.0831522,1.0073938,"('egoistic', 'altruistic')",1.0831522,1.0073938,-0.0757584
26,1.495714,1.4501476,"('hardhearted', 'benevolent')",1.4957139,1.4501476,-0.0455663
27,1.9411488,1.7433842,"('hardhearted', 'softhearted')",1.9411488,1.7433842,-0.1977646
28,1.3753127,1.3411877,"('disloyal', 'loyal')",1.3753127,1.3411877,-0.034125
29,-0.44306806,-0.59911424,"('unfair', 'fair')",-0.4430681,-0.5991142,-0.1560461
30,0.7110418,0.7383253,"('intolerant', 'tolerant')",0.7110418,0.7383253,0.0272835
31,-1.0975192,-1.1302279,"('evil', 'good')",-1.0975192,-1.1302279,-0.0327087
32,1.1169941,1.0226918,"('unkind', 'kind')",1.1169941,1.0226918,-0.0943023
33,-0.26676086,-0.31543157,"('wrong', 'right')",-0.2667609,-0.3154316,-0.0486707
34,5.298887,5.422028,"('mean', 'honorable')",5.2988868,5.4220281,0.1231413
35,-0.14255981,-0.3086882,"('corrupt', 'incorrupt')",-0.1425598,-0.3086882,-0.1661284
36,0.061263483,0.010546742,"('hostile', 'amicable')",0.0612635,0.0105467,-0.0507168
37,0.80263776,0.7725724,"('fake', 'genuine')",0.8026378,0.7725724,-0.0300654
38,0.04744926,0.092604436,"('untruthful', 'truthful')",0.0474493,0.0926044,0.0451551
39,0.31864867,0.2931712,"('exploitative', 'cooperative')",0.3186487,0.2931712,-0.0254775
40,-1.6479809,-1.8167385,"('stingy', 'generous')",-1.6479809,-1.8167385,-0.1687576
41,-0.037573308,-0.058432356,"('unforgiving', 'forgiving')",-0.0375733,-0.0584324,-0.0208591
42,-2.9809031,-3.0635076,"('unreliable', 'reliable')",-2.9809031,-3.0635076,-0.0826045
43,0.7202515,0.7024015,"('irresponsible', 'responsible')",0.7202515,0.7024015,-0.01785
44,-1.2452853,-1.2606122,"('prejudiced', 'unprejudiced')",-1.2452853,-1.2606122,-0.0153269
45,-0.28519195,-0.30438855,"('incompetent', 'competent')",-0.285192,-0.3043886,-0.0191966
46,-1.1729019,-1.2023344,"('uncompetitive', 'competitive')",-1.1729019,-1.2023344,-0.0294325
47,5.5897884,5.7192297,"('stupid', 'smart')",5.5897884,5.7192297,0.1294413
48,0.19268025,0.19044554,"('unintelligent', 'intelligent')",0.1926803,0.1904455,-0.0022348
49,-0.121268585,-0.08595814,"('unable', 'able')",-0.1212686,-0.0859581,0.0353105
50,-0.43279693,-0.4858616,"('clumsy', 'skillful')",-0.4327969,-0.4858616,-0.0530647
51,-0.28601894,-0.32703617,"('uneducated', 'educated')",-0.2860189,-0.3270362,-0.0410173
52,0.23125587,0.09092136,"('irrational', 'rational')",0.2312559,0.0909214,-0.1403345
53,0.48484406,0.3791571,"('uncreative', 'creative')",0.4848441,0.3791571,-0.105687
54,1.2244737,1.2239335,"('incapable', 'capable')",1.2244737,1.2239335,-0.0005402
55,0.0076389983,0.03597067,"('incompetent', 'clever')",0.007639,0.0359707,0.0283317
56,0.17577912,0.20141177,"('impractical', 'practical')",0.1757791,0.2014118,0.0256327
57,-3.1766098,-3.1950305,"('unimaginative', 'imaginative')",-3.1766098,-3.1950305,-0.0184207
58,0.40563986,0.35393465,"('undiscriminating', 'discriminating')",0.4056399,0.3539346,-0.0517053
59,0.08763963,0.07598561,"('foolish', 'wise')",0.0876396,0.0759856,-0.011654
60,-0.142024,-0.031576745,"('inefficient', 'efficient')",-0.142024,-0.0315767,0.1104473
61,0.514835,0.38755265,"('illogical', 'logical')",0.514835,0.3875526,-0.1272824
62,-0.30193356,-0.25859666,"('incompetent', 'brilliant')",-0.3019336,-0.2585967,0.0433369
63,-0.25907904,-0.24378163,"('unperceptive', 'insightful')",-0.259079,-0.2437816,0.0152974
64,-7.5896487,-7.553079,"('shy', 'confident')",-7.5896487,-7.5530791,0.0365696
65,-0.3566137,-0.30900204,"('insecure', 'secure')",-0.3566137,-0.309002,0.0476117
66,0.32383114,0.22986571,"('inactive', 'active')",0.3238311,0.2298657,-0.0939654
67,-0.54454315,-0.46411768,"('doubtful', 'determined')",-0.5445431,-0.4641177,0.0804254
68,-0.7705183,-0.8077035,"('dependent', 'independent')",-0.7705183,-0.8077035,-0.0371852
69,-1.6611509,-1.7047049,"('lazy', 'industrious')",-1.6611509,-1.7047049,-0.043554
70,0.5011457,0.48658314,"('lethargic', 'energetic')",0.5011457,0.4865831,-0.0145626
71,0.6773873,0.64185786,"('diffident', 'self-confident')",0.6773873,0.6418579,-0.0355294
72,0.49430114,0.56569463,"('unambitious', 'ambitious')",0.4943011,0.5656946,0.0713935
73,-3.4714463,-3.507733,"('helpless', 'self-reliant')",-3.4714463,-3.5077331,-0.0362868
74,-0.055836976,-0.17215604,"('undedicated', 'dedicated')",-0.055837,-0.172156,-0.116319
75,-0.8538088,-0.82450753,"('meek', 'impulsive')",-0.8538088,-0.8245075,0.0293013
76,0.07492563,0.0486878,"('anxious', 'daring')",0.0749256,0.0486878,-0.0262378
77,-1.6026903,-1.4391652,"('unmotivated', 'motivated')",-1.6026903,-1.4391652,0.1635251
78,-0.38461915,-0.41347042,"('nonresilient', 'resilient')",-0.3846191,-0.4134704,-0.0288513
79,0.35995987,0.33588672,"('wavering', 'unwavering')",0.3599599,0.3358867,-0.0240732
80,-0.853611,-0.8902584,"('dominated', 'dominating')",-0.853611,-0.8902584,-0.0366474
81,-0.9022733,-0.8054265,"('submissive', 'aggressive')",-0.9022733,-0.8054265,0.0968468
82,6.558968,6.631216,"('poor', 'rich')",6.5589681,6.631216,0.0722479
83,-0.7022827,-0.6639011,"('powerless', 'powerful')",-0.7022827,-0.6639011,0.0383816
84,0.8932762,0.8872874,"('inferior', 'superior')",0.8932762,0.8872874,-0.0059888
85,0.353796,0.262959,"('insignificant', 'prestigious')",0.353796,0.262959,-0.090837
86,-0.07041689,-0.084725864,"('uninfluential', 'influential')",-0.0704169,-0.0847259,-0.014309
87,-0.65189904,-0.59669656,"('unsuccessful', 'successful')",-0.651899,-0.5966966,0.0552024
88,0.11219621,0.11551717,"('low', 'eminent')",0.1121962,0.1155172,0.003321
