,cephalon_male,cephalon_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.7240392,-1.8362707,"('unsociable', 'sociable')",-0.24463758,-0.31762385,-0.9843384,-1.0769472,-0.0926088
1,-1.1271302,-1.3528792,"('unfriendly', 'friendly')",1.361688,1.171898,0.1172789,-0.0904906,-0.2077695
2,0.5349849,0.5732748,"('unlikable', 'likable')",0.75881886,0.8204889,0.6469018,0.6968819,0.0499801
3,-1.0753305,-1.0234389,"('repellent', 'pleasant')",0.07452829,0.08346231,-0.5004011,-0.4699883,0.0304128
4,0.06446945,-0.06375107,"('disliked', 'liked')",-5.720185,-5.750794,-2.8278577,-2.9072726,-0.0794149
5,-1.0882852,-1.0750604,"('distant', 'outgoing')",-0.51220834,-0.59152335,-0.8002468,-0.8332919,-0.0330451
6,-1.0706358,-1.0689495,"('distant', 'open')",-0.26092744,-0.40063933,-0.6657816,-0.7347944,-0.0690128
7,-1.3101683,-1.2980323,"('insensitive', 'sensitive')",0.00877722,0.05042247,-0.6506955,-0.6238049,0.0268906
8,-0.24977903,-0.36060596,"('unaffectionate', 'affectionate')",0.69375896,0.5646564,0.22199,0.1020252,-0.1199648
9,-1.169827,-1.2798494,"('unaffectionate', 'caring')",0.7403961,0.6673842,-0.2147155,-0.3062326,-0.0915171
10,-2.5706072,-2.5858958,"('unsympathetic', 'sympathetic')",-0.8039397,-0.7537618,-1.6872735,-1.6698288,0.0174447
11,-0.93059015,-0.91118443,"('unhelpful', 'helpful')",1.2076126,1.3042879,0.1385112,0.1965517,0.0580405
12,-0.6962913,-0.6005316,"('unsupportive', 'supportive')",-1.707694,-1.6139714,-1.2019928,-1.1072514,0.0947414
13,-2.1233826,-2.0648558,"('impolite', 'polite')",-0.95287097,-0.9245324,-1.5381267,-1.4946941,0.0434326
14,-0.60664034,-0.6019312,"('antisocial', 'social')",-0.4083749,-0.42080793,-0.5075076,-0.5113696,-0.003862
15,0.116416946,0.06715029,"('boring', 'funny')",0.46280572,0.41714394,0.2896113,0.2421471,-0.0474642
16,-0.16699208,-0.17855205,"('unpopular', 'popular')",0.5720615,0.5315355,0.2025347,0.1764917,-0.026043
17,-0.19784345,-0.14638114,"('nasty', 'nice')",-0.22409202,-0.21794337,-0.2109677,-0.1821623,0.0288054
18,0.13222864,0.101526976,"('disagreeable', 'welcoming')",-0.3183105,-0.4298308,-0.0930409,-0.1641519,-0.071111
19,-1.6384106,-1.6284748,"('inhospitable', 'hospitable')",-0.21858534,-0.17348886,-0.928498,-0.9009818,0.0275162
20,0.22218391,0.23635559,"('rough', 'thoughtful')",1.2538909,1.1728071,0.7380374,0.7045813,-0.0334561
21,-0.6418633,-0.68446964,"('immoral', 'moral')",-0.44012934,-0.35643563,-0.5409963,-0.5204526,0.0205437
22,-0.6436689,-0.6387148,"('untrustworthy', 'trustworthy')",-0.86137027,-0.93401587,-0.7525196,-0.7863653,-0.0338457
23,-1.027068,-1.1255025,"('insincere', 'sincere')",4.8712873,4.73742,1.9221096,1.8059587,-0.1161509
24,-1.1823244,-1.2613335,"('dishonest', 'honest')",0.37947017,0.26239252,-0.4014271,-0.4994705,-0.0980434
25,0.016051061,-0.02732879,"('egoistic', 'altruistic')",1.5085423,1.4612802,0.7622967,0.7169757,-0.045321
26,0.0006319806,-0.07829236,"('hardhearted', 'benevolent')",1.7325631,1.6601218,0.8665975,0.7909147,-0.0756828
27,0.08093573,0.12695189,"('hardhearted', 'softhearted')",1.493607,1.353645,0.7872714,0.7402984,-0.046973
28,-0.7667104,-0.9724003,"('disloyal', 'loyal')",0.6023325,0.45955688,-0.082189,-0.2564217,-0.1742327
29,-0.45573917,-0.45557356,"('unfair', 'fair')",-0.3591774,-0.54118264,-0.4074583,-0.4983781,-0.0909198
30,-0.79110533,-0.85783446,"('intolerant', 'tolerant')",1.246873,1.1670802,0.2278838,0.1546229,-0.0732609
31,-0.06348417,0.0010404494,"('evil', 'good')",-0.90034395,-0.98875993,-0.4819141,-0.4938597,-0.0119456
