,apollo_male,apollo_female,tuple,education_male,education_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.23053828,-0.38749808,"('unsociable', 'sociable')",0.6722023,0.48633558,0.9582976,0.8048916,-0.3775861,-0.5369768,0.2555939,0.0916881,-0.1639058
1,0.30319092,0.28019676,"('unfriendly', 'friendly')",-0.55674124,-0.50908613,-0.36279917,-0.43041542,1.6694578,1.5858406,0.2632771,0.2316339,-0.0316432
2,-0.040104024,-0.030843785,"('unlikable', 'likable')",0.21551566,0.35155106,1.450783,1.4398665,0.8559608,1.0050963,0.6205389,0.6914176,0.0708787
3,0.2909244,0.4055206,"('repellent', 'pleasant')",0.23172162,0.3245147,0.9799876,1.0684531,0.18271403,0.2084103,0.4213369,0.5017247,0.0803878
4,-0.7488216,-0.76653945,"('disliked', 'liked')",1.1630441,1.1266745,-0.26487026,-0.3412925,-5.5482635,-5.5503283,-1.3497279,-1.3828714,-0.0331435
5,-1.0618353,-0.99183035,"('distant', 'outgoing')",-0.35031635,-0.09353901,-1.9244305,-1.7434213,-0.3055149,-0.14819564,-0.9105242,-0.7442466,0.1662776
6,-1.2952521,-1.1803226,"('distant', 'open')",-0.5528606,-0.21675368,-2.4141746,-2.1996286,0.0681871,0.22343567,-1.048525,-0.8433173,0.2052077
7,0.6941958,0.6759992,"('insensitive', 'sensitive')",1.0686913,1.0346179,0.5468386,0.5905764,0.41797042,0.4187225,0.681924,0.679979,-0.001945
8,0.62115437,0.6142443,"('unaffectionate', 'affectionate')",-0.036110006,0.048960388,-0.19363844,-0.16522655,0.38804194,0.40350223,0.194862,0.2253701,0.0305081
9,0.737915,0.7435839,"('unaffectionate', 'caring')",0.14389743,0.23228729,-0.24315539,-0.17857821,0.99447334,1.035665,0.4082826,0.4582395,0.0499569
10,0.0072537735,-0.01650156,"('unsympathetic', 'sympathetic')",0.7559189,0.8227867,0.14620319,0.2027783,-0.39680213,-0.43188146,0.1281434,0.1442955,0.0161521
11,0.4202672,0.40722442,"('unhelpful', 'helpful')",0.68847495,0.69463825,0.8217495,0.8318162,2.152514,2.1651464,1.0207515,1.0247064,0.0039549
12,1.1829586,1.3073405,"('unsupportive', 'supportive')",1.5033867,1.8358272,1.1728237,1.4758558,-1.6435088,-1.5337121,0.553915,0.7713278,0.2174128
13,-0.29629079,-0.44023785,"('impolite', 'polite')",1.3248323,1.2489449,0.60729057,0.5648936,-0.12372124,-0.1910244,0.3780277,0.295644,-0.0823837
14,-0.123934545,-0.1916853,"('antisocial', 'social')",1.4546617,1.3625319,1.8020955,1.758985,-0.45165262,-0.5403538,0.6702926,0.5973694,-0.0729232
15,0.13157065,0.018234525,"('boring', 'funny')",0.084812544,0.025443476,-0.82222503,-0.973512,0.6694809,0.617479,0.0159098,-0.0780887,-0.0939985
16,-1.4359337,-1.4303659,"('unpopular', 'popular')",-0.17004284,-0.19347857,-0.111807115,-0.12900557,0.5708866,0.5482647,-0.2867243,-0.3011463,-0.014422
17,-1.1139833,-1.0726129,"('nasty', 'nice')",-0.11904167,-0.031554304,-0.73423827,-0.66527426,-0.4673954,-0.42486182,-0.6086646,-0.5485758,0.0600888
18,0.1751006,0.20122197,"('disagreeable', 'welcoming')",-0.53036034,-0.39598978,-0.26510245,-0.13974354,-0.41232622,-0.39887792,-0.2581721,-0.1833473,0.0748248
19,-1.329472,-1.3267429,"('inhospitable', 'hospitable')",-0.0025915187,0.12178001,-1.2744248,-1.2170571,-0.19522996,-0.049116287,-0.7004296,-0.6177841,0.0826455
20,0.082955256,0.15430352,"('rough', 'thoughtful')",-0.1550783,-0.11491428,0.59047014,0.63261515,0.8783028,0.8849466,0.3491625,0.3892378,0.0400753
21,0.49257877,0.41011047,"('immoral', 'moral')",2.457823,2.341682,0.8924828,0.852875,-0.6538166,-0.67769736,0.797267,0.7317425,-0.0655245
