,leggett_male,leggett_female,tuple,&_male,&_female,platt_male,platt_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.5334508,-1.7275889,"('unsociable', 'sociable')",0.2651172,0.20198643,-0.036031835,-0.17680247,-0.44368213,-0.67684245,-0.4370119,-0.5948119,-0.1578
1,-1.9884069,-2.1394625,"('unfriendly', 'friendly')",-0.5557087,-0.7898652,-0.75743943,-0.90503544,1.5319346,1.3671916,-0.4424051,-0.6167929,-0.1743878
2,-0.52533436,-0.37204358,"('unlikable', 'likable')",0.81554925,0.8966512,0.11209159,0.2895959,0.27381733,0.3617775,0.169031,0.2939953,0.1249643
3,-1.4271818,-1.3700256,"('repellent', 'pleasant')",-0.14862688,-0.025061408,-0.9274343,-0.9195394,-0.33288482,-0.24130951,-0.7090319,-0.638984,0.0700479
4,1.0206939,0.8740315,"('disliked', 'liked')",0.027420303,-0.12052141,0.17868507,0.08307314,-4.9778447,-4.7830067,-0.9377614,-0.9866059,-0.0488445
5,0.7942843,0.8079792,"('distant', 'outgoing')",-0.39480138,-0.48506016,0.20898506,0.35041592,0.2733963,0.30718207,0.2204661,0.2451293,0.0246632
6,0.6912916,0.75430995,"('distant', 'open')",-0.43880758,-0.5660475,0.38669312,0.5490042,0.67745364,0.6591548,0.3291577,0.3491054,0.0199477
7,-1.3907025,-1.4217907,"('insensitive', 'sensitive')",-0.35149473,-0.15592267,-0.44532406,-0.43893558,0.5939584,0.45996255,-0.3983908,-0.3891716,0.0092192
8,-0.6447564,-0.6392537,"('unaffectionate', 'affectionate')",-0.35848406,-0.48673674,1.5231968,1.5085012,0.99899447,0.8629575,0.3797377,0.3113671,-0.0683706
9,-1.4445429,-1.5134679,"('unaffectionate', 'caring')",-0.31448585,-0.41933757,0.7681833,0.7091855,1.2561955,1.0995337,0.0663375,-0.0310216,-0.0973591
10,-2.2122803,-2.3115673,"('unsympathetic', 'sympathetic')",0.15650658,0.18871754,-0.63391256,-0.8336351,0.21592872,-0.007391285,-0.6184394,-0.740969,-0.1225296
11,-1.8561958,-1.896816,"('unhelpful', 'helpful')",-0.84789246,-0.8790947,-0.9744347,-0.99637437,1.5153365,1.357517,-0.5407966,-0.6036921,-0.0628955
12,-1.4827685,-1.5325134,"('unsupportive', 'supportive')",0.5896048,0.7433606,0.26901722,0.23309061,-1.0737559,-1.0011615,-0.4244756,-0.3893059,0.0351697
13,-1.4464455,-1.5162494,"('impolite', 'polite')",0.16757593,0.26174447,0.13374564,0.06939034,-0.47702664,-0.5523155,-0.4055376,-0.4343575,-0.0288199
14,-1.3618807,-1.4228035,"('antisocial', 'social')",0.707646,0.81364787,-0.21419038,-0.27504012,-0.78474987,-0.81551725,-0.4132937,-0.4249282,-0.0116345
15,0.1724702,0.20231326,"('boring', 'funny')",0.35129976,0.2431278,0.63790154,0.6319014,0.6986241,0.64418054,0.4650739,0.4303808,-0.0346931
16,-0.2551877,-0.15801463,"('unpopular', 'popular')",-0.00997366,0.21276546,-0.8819386,-0.74025685,-0.024831505,0.19046152,-0.2929829,-0.1237611,0.1692218
17,0.10409809,0.104593664,"('nasty', 'nice')",0.20882061,0.32441512,0.1217853,0.19705056,-0.43358192,-0.4036674,0.0002805,0.055598,0.0553175
18,-0.791101,-0.72705513,"('disagreeable', 'welcoming')",0.020797454,0.29383248,-0.28386587,-0.17984428,-0.7404265,-0.7086643,-0.448649,-0.3304328,0.1182162
19,0.81240994,0.87250125,"('inhospitable', 'hospitable')",-1.1111081,-1.0486572,0.4323877,0.60935605,0.155494,0.13740939,0.0722959,0.1426524,0.0703565
20,-0.3467716,-0.33943748,"('rough', 'thoughtful')",0.5294451,0.6775361,0.2389634,0.2912759,1.1852164,1.2008915,0.4017133,0.4575665,0.0558532
21,-1.453461,-1.4506247,"('immoral', 'moral')",0.15743732,0.37914014,-2.287226,-2.3690088,-1.38432,-1.3529524,-1.2418923,-1.1983614,0.0435309
22,-0.7654063,-0.79789007,"('untrustworthy', 'trustworthy')",-0.30222365,-0.33110023,-0.49600703,-0.533629,-1.0637479,-1.1107088,-0.6568462,-0.6933321,-0.0364859
23,-2.7944987,-2.861485,"('insincere', 'sincere')",-0.9325902,-0.86942625,-0.28598326,-0.23462926,4.2779794,3.888494,0.0662268,-0.0192616,-0.0854884
24,-1.5066084,-1.5650785,"('dishonest', 'honest')",-0.64395267,-0.5916704,-0.084228724,-0.12478268,0.43077794,0.3039073,-0.451003,-0.494406,-0.043403
25,0.27091917,0.27917174,"('egoistic', 'altruistic')",-0.2758125,-0.22229026,1.59555,1.6612471,0.99360156,0.9702512,0.6460645,0.6720949,0.0260304
26,-0.45305592,-0.54289347,"('hardhearted', 'benevolent')",1.5950263,1.3861973,1.3547671,1.1240566,2.2252483,2.0514271,1.1804965,1.0046968,-0.1757997
27,-0.874236,-0.83685553,"('hardhearted', 'softhearted')",-0.7385281,-0.5780835,-0.2676821,-0.18300927,1.4240695,1.3291274,-0.1140942,-0.0672052,0.046889
28,-1.7565503,-1.8897594,"('disloyal', 'loyal')",-0.34337193,-0.46481544,-0.30873045,-0.4043887,0.4188786,0.09253885,-0.4974435,-0.6666062,-0.1691627
29,0.1049146,0.058864683,"('unfair', 'fair')",-0.54997796,-0.64425373,-0.10062288,-0.032969765,-0.5809138,-0.6590958,-0.28165,-0.3193637,-0.0377137
30,-1.10043,-1.2131972,"('intolerant', 'tolerant')",-0.43884826,-0.40123382,0.46076727,0.3594565,1.3409076,1.2511446,0.0655991,-0.0009575,-0.0665566
31,0.1749416,0.15557918,"('evil', 'good')",-0.8502494,-0.9583296,-0.22921588,-0.1671142,-0.5539158,-0.57219976,-0.3646099,-0.3855161,-0.0209062
32,-1.7870183,-1.8826816,"('unkind', 'kind')",-0.23740603,-0.2047689,-2.1520796,-2.3220582,0.38064557,0.14953995,-0.9489647,-1.0649922,-0.1160275
33,0.8419163,0.8480607,"('wrong', 'right')",0.1281408,0.18549831,0.8391608,0.9096508,-0.27539745,-0.13721952,0.3834551,0.4514976,0.0680425
34,-1.2782873,-1.244134,"('mean', 'honorable')",-0.37314802,-0.28580797,-0.6440015,-0.5710726,4.876357,4.7451687,0.6452301,0.6610385,0.0158084
35,2.187976,2.1746511,"('corrupt', 'incorrupt')",-0.5456956,-0.663399,0.38759863,0.41099694,0.08025071,-0.032913685,0.5275325,0.4723338,-0.0551987
