,factset_male,factset_female,tuple,research_male,research_female,systems_male,systems_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.61569977,-0.7857094,"('unsociable', 'sociable')",-0.18396737,-0.2997405,-0.440916,-0.48263466,-0.37094316,-0.42282557,-0.4028816,-0.4977275,-0.0948459
1,-1.3560748,-1.5269198,"('unfriendly', 'friendly')",-0.5201129,-0.700842,-0.013115827,-0.23229769,2.069227,1.804098,0.0449809,-0.1639903,-0.2089712
2,0.117968485,0.17901471,"('unlikable', 'likable')",0.46580508,0.54108864,0.79517233,0.8376836,0.6271477,0.6617397,0.5015234,0.5548817,0.0533583
3,-0.3209986,-0.21209526,"('repellent', 'pleasant')",0.32645163,0.47462928,0.44646776,0.6299992,0.20905794,0.3339271,0.1652447,0.3066151,0.1413704
4,-0.5238627,-0.49339968,"('disliked', 'liked')",-0.6950925,-0.7300559,-0.5461974,-0.60044026,-5.6219087,-5.7878876,-1.8467653,-1.9029459,-0.0561806
5,-0.46668425,-0.44750595,"('distant', 'outgoing')",-0.32832867,-0.3537475,-0.45294335,-0.5153065,0.15923883,0.045493715,-0.2721794,-0.3177665,-0.0455871
6,-0.648678,-0.57922244,"('distant', 'open')",-0.6605763,-0.613592,-1.0185477,-1.1088967,0.64107317,0.5245882,-0.4216822,-0.4442807,-0.0225985
7,-0.0591138,-0.07678181,"('insensitive', 'sensitive')",0.7867849,0.837658,-0.23031744,-0.12825027,0.6895955,0.7461072,0.2967373,0.3446833,0.047946
8,-1.0607365,-1.1402366,"('unaffectionate', 'affectionate')",-0.30564302,-0.41579342,-0.96099174,-1.118106,0.702705,0.50780165,-0.4061665,-0.5415837,-0.1354172
9,-0.8599883,-0.959566,"('unaffectionate', 'caring')",0.51871073,0.42795843,-0.3035719,-0.40672052,1.3018668,1.214915,0.1642543,0.0691467,-0.0951076
10,-0.621838,-0.677028,"('unsympathetic', 'sympathetic')",0.5399314,0.5658966,-1.320978,-1.2208539,-0.19651884,-0.116714686,-0.3998508,-0.362175,0.0376758
11,0.35571668,0.308524,"('unhelpful', 'helpful')",0.5449561,0.5713225,0.62649214,0.6817149,1.6764367,1.7192826,0.8009004,0.820211,0.0193106
12,-0.09546426,-0.06854418,"('unsupportive', 'supportive')",0.43607628,0.5433757,0.061372623,0.16395567,-1.630462,-1.6337101,-0.3071194,-0.2487307,0.0583887
13,0.7702935,0.67405313,"('impolite', 'polite')",0.32105613,0.3258288,0.48549473,0.5234526,0.015932411,0.049039815,0.3981942,0.3930936,-0.0051006
