,pigeon_male,pigeon_female,tuple,average_male,average_female,female-male
0,0.01885886,-0.01894676,"('unsociable', 'sociable')",0.0188589,-0.0189468,-0.0378057
1,1.072716,0.91368955,"('unfriendly', 'friendly')",1.072716,0.9136896,-0.1590264
2,0.1518617,0.28214562,"('unlikable', 'likable')",0.1518617,0.2821456,0.1302839
3,0.8326328,0.90863365,"('repellent', 'pleasant')",0.8326328,0.9086336,0.0760008
4,-7.152752,-7.3767824,"('disliked', 'liked')",-7.1527519,-7.3767824,-0.2240305
5,-0.54946977,-0.61829376,"('distant', 'outgoing')",-0.5494698,-0.6182938,-0.068824
6,-0.022325065,-0.18744652,"('distant', 'open')",-0.0223251,-0.1874465,-0.1651214
7,0.9703019,1.0081605,"('insensitive', 'sensitive')",0.9703019,1.0081605,0.0378586
8,0.88059217,0.7093133,"('unaffectionate', 'affectionate')",0.8805922,0.7093133,-0.1712789
9,1.220999,1.2268847,"('unaffectionate', 'caring')",1.220999,1.2268847,0.0058857
10,1.1335468,1.2036729,"('unsympathetic', 'sympathetic')",1.1335468,1.2036729,0.0701261
11,1.4484497,1.5448778,"('unhelpful', 'helpful')",1.4484497,1.5448778,0.0964281
12,-1.6204742,-1.6441141,"('unsupportive', 'supportive')",-1.6204742,-1.6441141,-0.0236399
13,0.01589445,0.14252709,"('impolite', 'polite')",0.0158945,0.1425271,0.1266326
14,0.047267005,0.05215783,"('antisocial', 'social')",0.047267,0.0521578,0.0048908
15,0.10622712,0.03638772,"('boring', 'funny')",0.1062271,0.0363877,-0.0698394
16,-0.28745776,-0.33618996,"('unpopular', 'popular')",-0.2874578,-0.33619,-0.0487322
17,0.029885028,0.004070688,"('nasty', 'nice')",0.029885,0.0040707,-0.0258143
18,-0.49569505,-0.5002155,"('disagreeable', 'welcoming')",-0.4956951,-0.5002155,-0.0045204
19,-0.91126907,-0.9523604,"('inhospitable', 'hospitable')",-0.9112691,-0.9523604,-0.0410913
20,0.8966758,0.83208036,"('rough', 'thoughtful')",0.8966758,0.8320804,-0.0645954
21,-0.17387494,0.06577119,"('immoral', 'moral')",-0.1738749,0.0657712,0.2396461
22,-0.06555425,-0.053787958,"('untrustworthy', 'trustworthy')",-0.0655542,-0.053788,0.0117662
23,5.7404194,5.912484,"('insincere', 'sincere')",5.7404194,5.9124842,0.1720648
24,1.4220895,1.4309398,"('dishonest', 'honest')",1.4220895,1.4309398,0.0088503
25,0.45911145,0.40873897,"('egoistic', 'altruistic')",0.4591115,0.408739,-0.0503725
26,0.7493697,0.5088171,"('hardhearted', 'benevolent')",0.7493697,0.5088171,-0.2405526
27,1.617978,1.3984522,"('hardhearted', 'softhearted')",1.617978,1.3984522,-0.2195258
28,1.0730127,0.9811234,"('disloyal', 'loyal')",1.0730127,0.9811234,-0.0918893
29,-0.39936933,-0.518584,"('unfair', 'fair')",-0.3993693,-0.518584,-0.1192147
30,0.54482764,0.66178894,"('intolerant', 'tolerant')",0.5448276,0.6617889,0.1169613
