,verisk_male,verisk_female,tuple,analytics_male,analytics_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.93937576,-1.038317,"('unsociable', 'sociable')",0.20842868,0.117115796,-0.5123292,-0.68728,-0.4144255,-0.5361604,-0.1217349
1,-2.35263,-2.4026227,"('unfriendly', 'friendly')",0.18126562,0.037188835,1.6586784,1.4422579,-0.1708953,-0.3077254,-0.1368301
2,0.37297937,0.43596476,"('unlikable', 'likable')",1.1989183,1.2379103,0.8491355,0.914176,0.8070111,0.8626837,0.0556726
3,-0.2331105,-0.078928724,"('repellent', 'pleasant')",-0.2637609,-0.11025462,-0.29177445,-0.20176305,-0.262882,-0.1303155,0.1325665
4,-0.22426808,-0.17859295,"('disliked', 'liked')",-0.51610726,-0.524569,-5.516651,-5.556109,-2.0856756,-2.0864236,-0.000748
5,-0.92185336,-0.8432826,"('distant', 'outgoing')",0.6148882,0.6174252,0.37874708,0.42105678,0.0239273,0.0650665,0.0411392
6,-1.4232675,-1.3252566,"('distant', 'open')",-0.40082842,-0.41410556,0.6047717,0.6165247,-0.4064415,-0.3742791,0.0321624
7,-0.3633105,-0.3245993,"('insensitive', 'sensitive')",0.4828345,0.6208501,0.23305692,0.25561738,0.117527,0.1839561,0.0664291
8,-1.8966281,-1.9241889,"('unaffectionate', 'affectionate')",-0.4030789,-0.43746457,0.44413537,0.38228336,-0.6185238,-0.65979,-0.0412662
9,-2.054341,-2.0219853,"('unaffectionate', 'caring')",0.41910774,0.4765997,1.0716523,1.075118,-0.1878604,-0.1567559,0.0311045
10,-1.18348,-1.1803896,"('unsympathetic', 'sympathetic')",-0.5604984,-0.45481032,-0.59422624,-0.640868,-0.7794016,-0.7586893,0.0207123
11,-0.4285281,-0.46611235,"('unhelpful', 'helpful')",0.66397905,0.80543435,1.77756,1.8066844,0.6710037,0.7153354,0.0443317
12,-1.0545357,-0.9756824,"('unsupportive', 'supportive')",1.0369856,1.2266244,-1.4986731,-1.4867402,-0.5054077,-0.4119327,0.093475
13,0.19257568,0.11230601,"('impolite', 'polite')",0.43591374,0.3895856,0.13757944,0.09657232,0.2553563,0.199488,-0.0558683
14,0.41195387,0.4904719,"('antisocial', 'social')",0.7639885,0.814703,-0.92654973,-0.88244385,0.0831309,0.1409103,0.0577794
15,-0.11282113,-0.23890062,"('boring', 'funny')",0.4233252,0.38705304,0.47503227,0.43597168,0.2618454,0.194708,-0.0671374
16,-0.7583465,-0.72685164,"('unpopular', 'popular')",-0.47939974,-0.44588956,0.8912587,0.8418472,-0.1154958,-0.110298,0.0051978
17,-0.44655773,-0.41005257,"('nasty', 'nice')",-0.8159549,-0.729464,-0.39429557,-0.3737882,-0.5522694,-0.5044349,0.0478345
18,-0.29209697,-0.22468187,"('disagreeable', 'welcoming')",0.8228762,0.802659,-0.030812263,-0.10944502,0.1666557,0.1561774,-0.0104783
