,smith_male,smith_female,tuple,international_male,international_female,inc_male,inc_female,average_male,average_female,female-male
0,1.0965844,0.84413344,"('unsociable', 'sociable')",0.03325905,-0.15802668,-0.27999234,-0.4426251,0.2832837,0.0811605,-0.2021232
1,-0.16841468,-0.24901307,"('unfriendly', 'friendly')",0.32443407,0.20330425,1.4292555,1.230647,0.528425,0.3949794,-0.1334456
2,1.2904109,1.3462982,"('unlikable', 'likable')",1.275342,1.3598361,0.53290194,0.63748837,1.032885,1.1145409,0.0816559
3,0.40021643,0.5415884,"('repellent', 'pleasant')",-0.5838944,-0.51857984,-0.037511192,0.01954789,-0.0737297,0.0141855,0.0879152
4,-0.56492275,-0.5746979,"('disliked', 'liked')",0.020820145,0.04838208,-5.6716766,-5.6632185,-2.0719264,-2.0631781,0.0087483
5,-1.3049147,-1.2229179,"('distant', 'outgoing')",-0.04229372,0.02398682,0.00019023567,0.012916289,-0.449006,-0.3953383,0.0536677
6,-1.2428308,-1.1447961,"('distant', 'open')",-0.34596175,-0.27949184,0.13540699,0.093336806,-0.4844619,-0.4436504,0.0408115
7,1.0295516,1.052365,"('insensitive', 'sensitive')",-0.1730552,-0.1839856,0.75616807,0.69603854,0.5375548,0.5214726,-0.0160822
8,-0.57318723,-0.5603814,"('unaffectionate', 'affectionate')",-0.49973592,-0.5231151,0.18451005,0.10583079,-0.2961377,-0.3258886,-0.0297509
9,0.5224641,0.5044963,"('unaffectionate', 'caring')",0.121952765,0.121131554,0.85188025,0.7956006,0.4987657,0.4737428,-0.0250229
10,0.48799688,0.4121588,"('unsympathetic', 'sympathetic')",-0.8772002,-0.94801056,-0.110057995,-0.2632214,-0.1664204,-0.2663577,-0.0999373
11,-0.52410924,-0.5463647,"('unhelpful', 'helpful')",0.22313148,0.2283871,2.1007702,2.044849,0.5999308,0.5756238,-0.024307
12,1.3500386,1.3555038,"('unsupportive', 'supportive')",0.3684141,0.49731442,-1.1958996,-1.1937891,0.1741844,0.2196764,0.045492
13,0.8527079,0.7500797,"('impolite', 'polite')",0.91318667,0.8188869,0.262616,0.18830341,0.6761702,0.5857567,-0.0904135
14,1.0665095,1.018512,"('antisocial', 'social')",0.6772456,0.6410602,-0.3015478,-0.2978726,0.4807358,0.4538999,-0.0268359
15,-0.44654387,-0.45573238,"('boring', 'funny')",0.094452545,0.032313667,0.3826644,0.3977555,0.010191,-0.0085544,-0.0187454
16,-2.0285661,-2.0033727,"('unpopular', 'popular')",0.21794894,0.15800813,0.6970237,0.6867801,-0.3711979,-0.3861948,-0.0149969
17,-0.16743264,-0.06632134,"('nasty', 'nice')",-1.4190708,-1.3432955,-0.3897557,-0.29289368,-0.6587531,-0.5675035,0.0912496
18,-0.7679826,-0.80142486,"('disagreeable', 'welcoming')",0.89038765,0.93019754,-0.46592405,-0.56400555,-0.1145063,-0.1450776,-0.0305713
19,-0.27081466,-0.24221347,"('inhospitable', 'hospitable')",-0.95539373,-0.9793006,-0.18328394,-0.19569124,-0.4698308,-0.4724018,-0.002571
20,1.0923157,1.1334063,"('rough', 'thoughtful')",0.24811338,0.19536176,1.0242194,0.94230556,0.7882161,0.7570245,-0.0311916
21,0.862051,0.8481096,"('immoral', 'moral')",0.10886453,0.091245785,-0.5308611,-0.53733814,0.1466848,0.1340057,-0.0126791
22,1.3206888,1.2859646,"('untrustworthy', 'trustworthy')",-0.13130724,-0.1420212,-1.049375,-1.0802338,0.0466688,0.0212365,-0.0254323
23,0.578879,0.5276776,"('insincere', 'sincere')",0.21471086,0.17676681,5.3649917,5.2022963,2.0528606,1.9689136,-0.083947
24,1.0388598,1.0373089,"('dishonest', 'honest')",-0.14572597,-0.12737462,0.5382196,0.45619446,0.4771178,0.4553762,-0.0217416
25,0.27835065,0.3446288,"('egoistic', 'altruistic')",0.09485078,0.13306066,1.0727681,1.0672128,0.4819899,0.5149674,0.0329775
26,0.19241983,0.14832558,"('hardhearted', 'benevolent')",1.5645728,1.506447,1.4318423,1.3287752,1.062945,0.9945159,-0.0684291
27,-0.15292598,-0.12515514,"('hardhearted', 'softhearted')",-0.3028114,-0.2565889,1.0565594,0.98640245,0.200274,0.2015528,0.0012788
