,kettledrum_male,kettledrum_female,tuple,average_male,average_female,female-male
0,0.49258253,0.43353003,"('unsociable', 'sociable')",0.4925825,0.43353,-0.0590525
1,0.10495219,-0.06980792,"('unfriendly', 'friendly')",0.1049522,-0.0698079,-0.1747601
2,-0.3126473,-0.18034759,"('unlikable', 'likable')",-0.3126473,-0.1803476,0.1322997
3,-0.23750232,-0.18866654,"('repellent', 'pleasant')",-0.2375023,-0.1886665,0.0488358
4,-3.3496618,-3.385197,"('disliked', 'liked')",-3.3496618,-3.3851969,-0.0355351
5,-1.31806,-1.3695018,"('distant', 'outgoing')",-1.31806,-1.3695018,-0.0514418
6,-1.3952875,-1.4511994,"('distant', 'open')",-1.3952875,-1.4511994,-0.0559119
7,0.75611454,0.6991301,"('insensitive', 'sensitive')",0.7561145,0.6991301,-0.0569844
8,0.110375434,0.00768359,"('unaffectionate', 'affectionate')",0.1103754,0.0076836,-0.1026918
9,0.66116524,0.60298264,"('unaffectionate', 'caring')",0.6611652,0.6029826,-0.0581826
10,0.31633854,0.32888335,"('unsympathetic', 'sympathetic')",0.3163385,0.3288833,0.0125448
11,1.8231966,1.9735298,"('unhelpful', 'helpful')",1.8231966,1.9735298,0.1503332
12,-0.28038892,-0.24094662,"('unsupportive', 'supportive')",-0.2803889,-0.2409466,0.0394423
13,0.9381062,0.91915405,"('impolite', 'polite')",0.9381062,0.919154,-0.0189522
14,0.49818945,0.5075946,"('antisocial', 'social')",0.4981894,0.5075946,0.0094052
15,0.8383844,0.7506514,"('boring', 'funny')",0.8383844,0.7506514,-0.087733
16,-0.7283021,-0.81939787,"('unpopular', 'popular')",-0.7283021,-0.8193979,-0.0910958
17,-0.6292421,-0.6331709,"('nasty', 'nice')",-0.6292421,-0.6331709,-0.0039288
18,-0.74959487,-0.76881516,"('disagreeable', 'welcoming')",-0.7495949,-0.7688152,-0.0192203
19,-0.56223637,-0.5682175,"('inhospitable', 'hospitable')",-0.5622364,-0.5682175,-0.0059811
20,0.29801634,0.3421088,"('rough', 'thoughtful')",0.2980163,0.3421088,0.0440925
21,-0.028862607,0.022772923,"('immoral', 'moral')",-0.0288626,0.0227729,0.0516355
22,0.44553337,0.4633385,"('untrustworthy', 'trustworthy')",0.4455334,0.4633385,0.0178051
23,3.6312068,3.5765305,"('insincere', 'sincere')",3.6312068,3.5765305,-0.0546763
24,1.2237481,1.1432128,"('dishonest', 'honest')",1.2237481,1.1432128,-0.0805353
25,0.0006864825,-0.14213298,"('egoistic', 'altruistic')",0.0006865,-0.142133,-0.1428195
26,0.70923495,0.52039254,"('hardhearted', 'benevolent')",0.709235,0.5203925,-0.1888425
27,0.26163763,0.12995827,"('hardhearted', 'softhearted')",0.2616376,0.1299583,-0.1316793
28,1.2653095,1.1570033,"('disloyal', 'loyal')",1.2653095,1.1570033,-0.1083062
29,-0.34204423,-0.37856814,"('unfair', 'fair')",-0.3420442,-0.3785681,-0.0365239
30,0.8408952,1.0350496,"('intolerant', 'tolerant')",0.8408952,1.0350496,0.1941544
31,-1.6741682,-1.7161963,"('evil', 'good')",-1.6741682,-1.7161963,-0.0420281
32,0.969228,0.74826443,"('unkind', 'kind')",0.969228,0.7482644,-0.2209636
33,-0.306293,-0.37336755,"('wrong', 'right')",-0.306293,-0.3733675,-0.0670745
34,2.0326269,2.1467814,"('mean', 'honorable')",2.0326269,2.1467814,0.1141545
35,-0.583407,-0.8214226,"('corrupt', 'incorrupt')",-0.583407,-0.8214226,-0.2380156
36,-1.3142303,-1.4695246,"('hostile', 'amicable')",-1.3142303,-1.4695246,-0.1552943
37,0.6331431,0.50427294,"('fake', 'genuine')",0.6331431,0.5042729,-0.1288702
38,0.34774673,0.35059682,"('untruthful', 'truthful')",0.3477467,0.3505968,0.0028501
39,0.925739,0.98365283,"('exploitative', 'cooperative')",0.925739,0.9836528,0.0579138
40,-1.2776787,-1.3975224,"('stingy', 'generous')",-1.2776787,-1.3975224,-0.1198437
41,0.41279066,0.5065417,"('unforgiving', 'forgiving')",0.4127907,0.5065417,0.093751
42,-1.0809213,-0.97413594,"('unreliable', 'reliable')",-1.0809213,-0.9741359,0.1067854
43,0.7079988,0.82048416,"('irresponsible', 'responsible')",0.7079988,0.8204842,0.1124854
44,-1.3698801,-1.309561,"('prejudiced', 'unprejudiced')",-1.3698801,-1.309561,0.0603191
45,0.7465181,0.776273,"('incompetent', 'competent')",0.7465181,0.776273,0.0297549
46,-0.116346896,-0.027451977,"('uncompetitive', 'competitive')",-0.1163469,-0.027452,0.0888949
47,2.422645,2.5240042,"('stupid', 'smart')",2.4226451,2.5240042,0.1013591
48,0.33306056,0.4129981,"('unintelligent', 'intelligent')",0.3330606,0.4129981,0.0799375
49,-0.017277773,0.13532361,"('unable', 'able')",-0.0172778,0.1353236,0.1526014
50,-0.6177399,-0.6732677,"('clumsy', 'skillful')",-0.6177399,-0.6732677,-0.0555278
51,-0.09870545,-0.034128014,"('uneducated', 'educated')",-0.0987054,-0.034128,0.0645774
52,-1.1392889,-1.2490454,"('irrational', 'rational')",-1.1392889,-1.2490454,-0.1097565
53,-0.011794247,-0.11579797,"('uncreative', 'creative')",-0.0117942,-0.115798,-0.1040038
54,0.11046947,-3.6887825e-05,"('incapable', 'capable')",0.1104695,-3.69e-05,-0.1105064
55,1.2535335,1.3978858,"('incompetent', 'clever')",1.2535335,1.3978858,0.1443523
56,2.1671894,2.2329004,"('impractical', 'practical')",2.1671894,2.2329004,0.065711
57,-0.9468628,-0.9237566,"('unimaginative', 'imaginative')",-0.9468628,-0.9237566,0.0231062
58,-0.34599435,-0.28858852,"('undiscriminating', 'discriminating')",-0.3459944,-0.2885885,0.0574059
59,-0.21282938,-0.19733112,"('foolish', 'wise')",-0.2128294,-0.1973311,0.0154983
60,1.3982608,1.5347899,"('inefficient', 'efficient')",1.3982608,1.5347899,0.1365291
61,0.20034885,0.13398507,"('illogical', 'logical')",0.2003489,0.1339851,-0.0663638
62,1.1008587,1.3570453,"('incompetent', 'brilliant')",1.1008587,1.3570453,0.2561866
63,0.19418843,0.34759954,"('unperceptive', 'insightful')",0.1941884,0.3475995,0.1534111
64,-2.9234023,-2.953962,"('shy', 'confident')",-2.9234023,-2.9539621,-0.0305598
65,0.5526342,0.58382887,"('insecure', 'secure')",0.5526342,0.5838289,0.0311947
66,-0.827372,-0.9497428,"('inactive', 'active')",-0.827372,-0.9497428,-0.1223708
67,-0.2634183,-0.22682771,"('doubtful', 'determined')",-0.2634183,-0.2268277,0.0365906
68,-0.9809981,-0.9249564,"('dependent', 'independent')",-0.9809981,-0.9249564,0.0560417
69,-1.1975689,-1.3096894,"('lazy', 'industrious')",-1.1975689,-1.3096894,-0.1121205
70,0.52521145,0.5878182,"('lethargic', 'energetic')",0.5252115,0.5878182,0.0626067
