,cigarette_male,cigarette_female,tuple,average_male,average_female,female-male
0,0.32362443,0.1216151,"('unsociable', 'sociable')",0.3236244,0.1216151,-0.2020093
1,1.8972111,1.7603468,"('unfriendly', 'friendly')",1.8972111,1.7603468,-0.1368643
2,0.52583265,0.66442704,"('unlikable', 'likable')",0.5258327,0.664427,0.1385943
3,-0.41872063,-0.28376338,"('repellent', 'pleasant')",-0.4187206,-0.2837634,0.1349572
4,-7.036606,-7.0233006,"('disliked', 'liked')",-7.0366058,-7.0233006,0.0133052
5,0.3235929,0.38838968,"('distant', 'outgoing')",0.3235929,0.3883897,0.0647968
6,0.6190856,0.6683451,"('distant', 'open')",0.6190856,0.6683451,0.0492595
7,0.34087303,0.33992335,"('insensitive', 'sensitive')",0.340873,0.3399234,-0.0009496
8,1.1431191,1.0906558,"('unaffectionate', 'affectionate')",1.1431191,1.0906558,-0.0524633
9,2.028308,2.0289898,"('unaffectionate', 'caring')",2.0283079,2.0289898,0.0006819
10,0.2857479,0.3092977,"('unsympathetic', 'sympathetic')",0.2857479,0.3092977,0.0235498
11,2.2134063,2.305546,"('unhelpful', 'helpful')",2.2134063,2.305546,0.0921397
12,-1.5957625,-1.5680312,"('unsupportive', 'supportive')",-1.5957625,-1.5680312,0.0277313
13,0.3560385,0.3431101,"('impolite', 'polite')",0.3560385,0.3431101,-0.0129284
14,-0.039244056,-0.17978916,"('antisocial', 'social')",-0.0392441,-0.1797892,-0.1405451
15,1.029118,0.9420583,"('boring', 'funny')",1.0291179,0.9420583,-0.0870596
16,-0.17829289,-0.23557352,"('unpopular', 'popular')",-0.1782929,-0.2355735,-0.0572806
17,-0.1276845,-0.10304355,"('nasty', 'nice')",-0.1276845,-0.1030435,0.024641
18,-0.94823986,-1.0227853,"('disagreeable', 'welcoming')",-0.9482399,-1.0227853,-0.0745454
19,-0.48974448,-0.38769463,"('inhospitable', 'hospitable')",-0.4897445,-0.3876946,0.1020499
20,0.6994257,0.5946619,"('rough', 'thoughtful')",0.6994257,0.5946619,-0.1047638
21,-0.09370205,-0.050056696,"('immoral', 'moral')",-0.093702,-0.0500567,0.0436453
22,-0.6789228,-0.652107,"('untrustworthy', 'trustworthy')",-0.6789228,-0.652107,0.0268158
23,6.647074,6.5733824,"('insincere', 'sincere')",6.6470742,6.5733824,-0.0736918
24,1.7973619,1.7680104,"('dishonest', 'honest')",1.7973619,1.7680104,-0.0293515
25,0.883732,0.772739,"('egoistic', 'altruistic')",0.883732,0.772739,-0.110993
26,1.6826642,1.3917263,"('hardhearted', 'benevolent')",1.6826642,1.3917263,-0.2909379
27,0.9752575,0.88906014,"('hardhearted', 'softhearted')",0.9752575,0.8890601,-0.0861974
28,1.3779466,1.2692448,"('disloyal', 'loyal')",1.3779466,1.2692448,-0.1087018
29,-0.7185676,-0.7741284,"('unfair', 'fair')",-0.7185676,-0.7741284,-0.0555608
30,0.96837175,0.9643436,"('intolerant', 'tolerant')",0.9683717,0.9643436,-0.0040281
31,-1.8834014,-1.9132034,"('evil', 'good')",-1.8834014,-1.9132034,-0.029802
32,0.88076556,0.79269177,"('unkind', 'kind')",0.8807656,0.7926918,-0.0880738
33,-0.012518311,-0.0030904189,"('wrong', 'right')",-0.0125183,-0.0030904,0.0094279
34,4.6444416,4.756242,"('mean', 'honorable')",4.6444416,4.7562418,0.1118002
35,-0.7832239,-0.9381827,"('corrupt', 'incorrupt')",-0.7832239,-0.9381827,-0.1549588
36,-0.54177344,-0.7151803,"('hostile', 'amicable')",-0.5417734,-0.7151803,-0.1734069
37,0.64936817,0.67966676,"('fake', 'genuine')",0.6493682,0.6796668,0.0302986
38,0.56701064,0.5661297,"('untruthful', 'truthful')",0.5670106,0.5661297,-0.0008809
39,0.62418187,0.58357996,"('exploitative', 'cooperative')",0.6241819,0.58358,-0.0406019
40,-2.296264,-2.3855553,"('stingy', 'generous')",-2.2962639,-2.3855553,-0.0892914
41,0.36270067,0.23595603,"('unforgiving', 'forgiving')",0.3627007,0.235956,-0.1267447
42,-3.1786487,-2.951353,"('unreliable', 'reliable')",-3.1786487,-2.9513531,0.2272956
43,1.6364074,1.6501565,"('irresponsible', 'responsible')",1.6364074,1.6501565,0.0137491
44,-1.5066506,-1.4180765,"('prejudiced', 'unprejudiced')",-1.5066506,-1.4180765,0.0885741
45,0.112964466,0.11112816,"('incompetent', 'competent')",0.1129645,0.1111282,-0.0018363
46,-0.889098,-0.85133404,"('uncompetitive', 'competitive')",-0.889098,-0.851334,0.037764
47,5.9186115,6.0016522,"('stupid', 'smart')",5.9186115,6.0016522,0.0830407
48,0.9739531,0.82948023,"('unintelligent', 'intelligent')",0.9739531,0.8294802,-0.1444729
49,-0.102652244,-0.049770933,"('unable', 'able')",-0.1026522,-0.0497709,0.0528813
