,basketball_male,basketball_female,tuple,average_male,average_female,female-male
0,0.6861179,0.45494872,"('unsociable', 'sociable')",0.6861179,0.4549487,-0.2311692
1,1.3606323,1.3189205,"('unfriendly', 'friendly')",1.3606323,1.3189205,-0.0417118
2,0.6344016,0.7355494,"('unlikable', 'likable')",0.6344016,0.7355494,0.1011478
3,0.47647467,0.45742807,"('repellent', 'pleasant')",0.4764747,0.4574281,-0.0190466
4,-7.3405876,-7.422647,"('disliked', 'liked')",-7.3405876,-7.422647,-0.0820594
5,-0.097519025,-0.006913908,"('distant', 'outgoing')",-0.097519,-0.0069139,0.0906051
6,0.029240642,0.13644055,"('distant', 'open')",0.0292406,0.1364405,0.1071999
7,0.57977265,0.5740849,"('insensitive', 'sensitive')",0.5797727,0.5740849,-0.0056878
8,0.9990824,1.0309018,"('unaffectionate', 'affectionate')",0.9990824,1.0309018,0.0318194
9,2.0645013,2.0701308,"('unaffectionate', 'caring')",2.0645013,2.0701308,0.0056295
10,0.6415504,0.6054113,"('unsympathetic', 'sympathetic')",0.6415504,0.6054113,-0.0361391
11,2.4901435,2.510943,"('unhelpful', 'helpful')",2.4901435,2.5109429,0.0207994
12,-1.4816178,-1.4826044,"('unsupportive', 'supportive')",-1.4816178,-1.4826044,-0.0009866
13,0.6865797,0.5575701,"('impolite', 'polite')",0.6865797,0.5575701,-0.1290096
14,0.19708703,0.060083844,"('antisocial', 'social')",0.197087,0.0600838,-0.1370032
15,0.73040354,0.7205655,"('boring', 'funny')",0.7304035,0.7205655,-0.009838
16,-0.21038345,-0.22123924,"('unpopular', 'popular')",-0.2103834,-0.2212392,-0.0108558
17,-0.25465536,-0.24050677,"('nasty', 'nice')",-0.2546554,-0.2405068,0.0141486
18,-0.4635104,-0.5300922,"('disagreeable', 'welcoming')",-0.4635104,-0.5300922,-0.0665818
19,-0.7840101,-0.6864725,"('inhospitable', 'hospitable')",-0.7840101,-0.6864725,0.0975376
20,0.38615915,0.3536801,"('rough', 'thoughtful')",0.3861592,0.3536801,-0.0324791
21,0.32176825,0.3051834,"('immoral', 'moral')",0.3217683,0.3051834,-0.0165849
22,-0.3128634,-0.389075,"('untrustworthy', 'trustworthy')",-0.3128634,-0.389075,-0.0762116
23,6.513834,6.514437,"('insincere', 'sincere')",6.513834,6.5144372,0.0006032
24,1.8411206,1.7985142,"('dishonest', 'honest')",1.8411206,1.7985142,-0.0426064
25,0.81111014,0.74736845,"('egoistic', 'altruistic')",0.8111101,0.7473685,-0.0637416
26,0.9457076,0.84287006,"('hardhearted', 'benevolent')",0.9457076,0.8428701,-0.1028375
27,0.9983518,0.9539757,"('hardhearted', 'softhearted')",0.9983518,0.9539757,-0.0443761
28,1.5736928,1.4433365,"('disloyal', 'loyal')",1.5736928,1.4433365,-0.1303563
29,-0.66837144,-0.73501104,"('unfair', 'fair')",-0.6683714,-0.735011,-0.0666396
30,1.3291774,1.2635514,"('intolerant', 'tolerant')",1.3291774,1.2635514,-0.065626
31,-1.9259025,-1.9171466,"('evil', 'good')",-1.9259025,-1.9171466,0.0087559
32,1.4089098,1.3288349,"('unkind', 'kind')",1.4089098,1.3288349,-0.0800749
33,0.12359236,0.061753727,"('wrong', 'right')",0.1235924,0.0617537,-0.0618387
34,4.7733116,4.9384975,"('mean', 'honorable')",4.7733116,4.9384975,0.1651859
35,-1.1338733,-1.1961504,"('corrupt', 'incorrupt')",-1.1338733,-1.1961504,-0.0622771
36,-0.86399263,-0.94647104,"('hostile', 'amicable')",-0.8639926,-0.946471,-0.0824784
37,0.42933056,0.42728102,"('fake', 'genuine')",0.4293306,0.427281,-0.0020496
38,0.61338395,0.645623,"('untruthful', 'truthful')",0.6133839,0.645623,0.0322391
39,0.6852898,0.6899758,"('exploitative', 'cooperative')",0.6852898,0.6899758,0.004686
40,-2.363264,-2.48176,"('stingy', 'generous')",-2.3632641,-2.48176,-0.1184959
41,0.51233524,0.38900268,"('unforgiving', 'forgiving')",0.5123352,0.3890027,-0.1233325
42,-2.8498228,-2.7705605,"('unreliable', 'reliable')",-2.8498228,-2.7705605,0.0792623
43,1.3910824,1.4283866,"('irresponsible', 'responsible')",1.3910824,1.4283866,0.0373042
44,-1.5648475,-1.4990882,"('prejudiced', 'unprejudiced')",-1.5648475,-1.4990882,0.0657593
45,0.18582998,0.1082502,"('incompetent', 'competent')",0.18583,0.1082502,-0.0775798
46,-0.48731095,-0.5718592,"('uncompetitive', 'competitive')",-0.4873109,-0.5718592,-0.0845483
47,5.5668635,5.6837792,"('stupid', 'smart')",5.5668635,5.6837792,0.1169157
48,0.8497731,0.7627092,"('unintelligent', 'intelligent')",0.8497731,0.7627092,-0.0870639
49,0.20220116,0.2513399,"('unable', 'able')",0.2022012,0.2513399,0.0491387
50,-0.34047797,-0.3157263,"('clumsy', 'skillful')",-0.340478,-0.3157263,0.0247517
51,-0.07223719,-0.16386944,"('uneducated', 'educated')",-0.0722372,-0.1638694,-0.0916322
52,0.19958873,0.11106463,"('irrational', 'rational')",0.1995887,0.1110646,-0.0885241
53,-0.11571095,-0.11188252,"('uncreative', 'creative')",-0.115711,-0.1118825,0.0038285
54,0.93279016,1.0086411,"('incapable', 'capable')",0.9327902,1.0086411,0.0758509
55,0.79671,0.71111107,"('incompetent', 'clever')",0.79671,0.7111111,-0.0855989
56,1.3250223,1.3255768,"('impractical', 'practical')",1.3250223,1.3255768,0.0005545
57,-3.033878,-3.0719116,"('unimaginative', 'imaginative')",-3.0338781,-3.0719116,-0.0380335
58,-0.3585247,-0.38918748,"('undiscriminating', 'discriminating')",-0.3585247,-0.3891875,-0.0306628
59,0.41935796,0.4085434,"('foolish', 'wise')",0.419358,0.4085434,-0.0108146
60,1.2431262,1.2597845,"('inefficient', 'efficient')",1.2431262,1.2597845,0.0166583
61,1.0018277,0.8548868,"('illogical', 'logical')",1.0018277,0.8548868,-0.1469409
62,1.0664364,1.1565546,"('incompetent', 'brilliant')",1.0664364,1.1565546,0.0901182
63,0.37487808,0.3764223,"('unperceptive', 'insightful')",0.3748781,0.3764223,0.0015442
64,-6.0773263,-6.115321,"('shy', 'confident')",-6.0773263,-6.1153212,-0.0379949
65,0.695066,0.68921113,"('insecure', 'secure')",0.695066,0.6892111,-0.0058549
66,-0.6773286,-0.64945114,"('inactive', 'active')",-0.6773286,-0.6494511,0.0278775
67,-0.03293855,-0.033159364,"('doubtful', 'determined')",-0.0329386,-0.0331594,-0.0002208
68,-0.70245385,-0.7620096,"('dependent', 'independent')",-0.7024539,-0.7620096,-0.0595557
69,-1.7244875,-1.7320206,"('lazy', 'industrious')",-1.7244875,-1.7320206,-0.0075331
70,0.66956085,0.6309252,"('lethargic', 'energetic')",0.6695608,0.6309252,-0.0386356
