,nvent_male,nvent_female,tuple,electric_male,electric_female,plc_male,plc_female,average_male,average_female,female-male
0,0.22605437,0.09607042,"('unsociable', 'sociable')",-0.35360745,-0.36957565,-0.31264493,-0.4469258,-0.1467327,-0.2401437,-0.093411
1,-2.1461112,-2.1189308,"('unfriendly', 'friendly')",-0.41342485,-0.4672385,1.8563718,1.5016767,-0.2343881,-0.3614975,-0.1271094
2,0.020504016,0.10324573,"('unlikable', 'likable')",0.21153194,0.2974335,0.5680359,0.7105798,0.2666906,0.3704197,0.1037291
3,0.55416685,0.5386661,"('repellent', 'pleasant')",-0.5874404,-0.46295375,0.037917353,0.19482604,0.0015479,0.0901795,0.0886316
4,-0.93829805,-0.99075335,"('disliked', 'liked')",0.36158147,0.19879824,-4.580557,-4.887689,-1.7190911,-1.8932147,-0.1741236
5,-2.1665556,-2.0722466,"('distant', 'outgoing')",-0.2785666,-0.29529595,0.08356737,-0.1755049,-0.787185,-0.8476825,-0.0604975
6,-2.2419841,-2.1132057,"('distant', 'open')",-0.91342646,-0.9409032,0.10208648,-0.11075412,-1.0177747,-1.0549543,-0.0371796
7,0.56088513,0.3921692,"('insensitive', 'sensitive')",-0.34588212,-0.28037024,0.2989144,0.2702921,0.1713058,0.1273637,-0.0439421
8,-2.0752494,-2.0313106,"('unaffectionate', 'affectionate')",-0.9692225,-1.0550733,0.4541718,0.15422784,-0.8634334,-0.9773854,-0.113952
9,-1.3609303,-1.3820714,"('unaffectionate', 'caring')",-0.78685623,-0.8695735,1.0059779,0.7505292,-0.3806029,-0.5003719,-0.119769
10,1.0658131,0.8553294,"('unsympathetic', 'sympathetic')",-1.3681618,-1.4789956,-0.2743838,-0.3003904,-0.1922442,-0.3080188,-0.1157746
11,0.8689217,0.7576424,"('unhelpful', 'helpful')",0.18878782,0.17780422,1.3254921,1.3394679,0.7944005,0.7583048,-0.0360957
12,0.1783536,0.10055746,"('unsupportive', 'supportive')",-0.5556294,-0.5181749,-1.1850494,-1.2793634,-0.5207751,-0.5656603,-0.0448852
13,1.2382847,1.1073306,"('impolite', 'polite')",0.4277704,0.5024422,-0.28316987,-0.27796024,0.4609617,0.4439375,-0.0170242
