,altaba_male,altaba_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-1.1768175,-1.3852986,"('unsociable', 'sociable')",-0.24025258,-0.34277838,-0.7085351,-0.8640385,-0.1555034
1,-0.79942703,-0.8658734,"('unfriendly', 'friendly')",1.81295,1.6756514,0.5067615,0.404889,-0.1018725
2,0.779773,0.75596744,"('unlikable', 'likable')",0.55832255,0.5656577,0.6690478,0.6608126,-0.0082352
3,0.03777284,0.13767561,"('repellent', 'pleasant')",0.523814,0.56693244,0.2807934,0.352304,0.0715106
4,-0.3509159,-0.28467965,"('disliked', 'liked')",-6.444521,-6.4299393,-3.3977184,-3.3573093,0.0404091
5,-1.1344361,-1.070819,"('distant', 'outgoing')",-0.19322747,-0.20752192,-0.6638318,-0.6391705,0.0246613
6,-1.2750999,-1.1583974,"('distant', 'open')",0.061672576,0.03857514,-0.6067137,-0.5599111,0.0468026
7,-0.34455267,-0.2524328,"('insensitive', 'sensitive')",0.46705088,0.60753715,0.0612491,0.1775522,0.1163031
8,-0.586124,-0.60490024,"('unaffectionate', 'affectionate')",0.94186175,0.8265471,0.1778689,0.1108234,-0.0670455
9,-1.1798726,-1.2141029,"('unaffectionate', 'caring')",0.945804,0.88802284,-0.1170343,-0.16304,-0.0460057
10,-0.6668595,-0.7117687,"('unsympathetic', 'sympathetic')",-0.5139874,-0.49606872,-0.5904235,-0.6039187,-0.0134952
11,-0.289008,-0.33035278,"('unhelpful', 'helpful')",1.6909324,1.7722288,0.7009622,0.720938,0.0199758
12,-0.51358634,-0.37325066,"('unsupportive', 'supportive')",-1.6973561,-1.612978,-1.1054713,-0.9931144,0.1123569
13,-0.0627954,-0.20731509,"('impolite', 'polite')",-0.6236238,-0.5727537,-0.3432096,-0.3900344,-0.0468248
14,0.08937542,-0.022315934,"('antisocial', 'social')",-0.06601543,-0.09191294,0.01168,-0.0571144,-0.0687944
15,0.48278755,0.35064507,"('boring', 'funny')",0.62499976,0.59181774,0.5538937,0.4712314,-0.0826623
16,-0.5657053,-0.5381912,"('unpopular', 'popular')",0.28285462,0.30481488,-0.1414253,-0.1166882,0.0247371
17,-0.3271926,-0.2624909,"('nasty', 'nice')",-0.023552965,0.008778131,-0.1753728,-0.1268564,0.0485164
18,0.012990981,0.110550016,"('disagreeable', 'welcoming')",-0.3220221,-0.33275652,-0.1545156,-0.1111033,0.0434123
19,-1.2634039,-1.1911825,"('inhospitable', 'hospitable')",0.041407235,0.058546163,-0.6109983,-0.5663182,0.0446801
20,0.14498538,0.13236178,"('rough', 'thoughtful')",0.9576882,0.94605637,0.5513368,0.5392091,-0.0121277
21,0.575739,0.43845272,"('immoral', 'moral')",-0.31359664,-0.2531647,0.1310712,0.092644,-0.0384272
22,0.33376157,0.3100094,"('untrustworthy', 'trustworthy')",-0.6844381,-0.6865901,-0.1753383,-0.1882903,-0.012952
23,-0.42451134,-0.48132443,"('insincere', 'sincere')",5.685747,5.6716604,2.6306179,2.5951681,-0.0354498
24,0.21895699,0.14616925,"('dishonest', 'honest')",0.7295708,0.6995569,0.4742639,0.4228631,-0.0514008
25,0.1887705,0.2063999,"('egoistic', 'altruistic')",1.4580318,1.3909017,0.8234012,0.7986508,-0.0247504
26,0.69803107,0.52807593,"('hardhearted', 'benevolent')",1.8346,1.6377336,1.2663155,1.0829048,-0.1834107
27,-0.113557234,-0.009577151,"('hardhearted', 'softhearted')",1.3640478,1.343341,0.6252453,0.6668819,0.0416366
28,-0.21618782,-0.40466958,"('disloyal', 'loyal')",1.0103106,0.8860915,0.3970614,0.2407109,-0.1563505
29,-0.5699093,-0.5990015,"('unfair', 'fair')",-0.2513588,-0.41177255,-0.410634,-0.5053871,-0.0947531
30,0.95924234,0.86902946,"('intolerant', 'tolerant')",1.478002,1.4889712,1.2186222,1.1790004,-0.0396218
31,-1.1545773,-1.007377,"('evil', 'good')",-0.9173003,-0.96933836,-1.0359387,-0.9883577,0.047581
32,-0.12130132,-0.31330496,"('unkind', 'kind')",0.96065015,0.7708197,0.4196744,0.2287574,-0.190917
33,-0.30158517,-0.34323382,"('wrong', 'right')",-0.42336035,-0.46584216,-0.3624728,-0.404538,-0.0420652
34,0.34434587,0.4236289,"('mean', 'honorable')",5.658351,5.8107476,3.0013485,3.1171882,0.1158397
35,-0.3835084,-0.39304727,"('corrupt', 'incorrupt')",-0.39848733,-0.558503,-0.3909979,-0.4757751,-0.0847772
36,-0.653839,-0.6604437,"('hostile', 'amicable')",-0.11802073,-0.34862235,-0.3859299,-0.5045331,-0.1186032
37,0.1619818,0.119494766,"('fake', 'genuine')",0.26391798,0.320478,0.2129499,0.2199864,0.0070365
