,monsanto_male,monsanto_female,tuple,co_male,co_female,average_male,average_female,female-male
0,-0.88837713,-0.97393554,"('unsociable', 'sociable')",-0.17929673,-0.3540981,-0.533837,-0.6640168,-0.1301798
1,-0.22684647,-0.47560617,"('unfriendly', 'friendly')",1.3138226,1.2096862,0.5434881,0.36704,-0.1764481
2,-0.03611715,-0.02539093,"('unlikable', 'likable')",0.7684964,0.98568696,0.3661896,0.480148,0.1139584
3,-2.0283816,-1.9707613,"('repellent', 'pleasant')",0.5070271,0.5739421,-0.7606772,-0.6984096,0.0622676
4,0.040103953,0.022162694,"('disliked', 'liked')",-7.3540397,-7.3993626,-3.6569679,-3.6885998,-0.0316319
5,0.33753878,0.24330088,"('distant', 'outgoing')",-0.68752974,-0.58285844,-0.1749955,-0.1697788,0.0052167
6,-0.051640566,-0.15995523,"('distant', 'open')",-0.68672574,-0.6011719,-0.3691832,-0.3805636,-0.0113804
7,-1.1689835,-1.1620163,"('insensitive', 'sensitive')",-0.20501187,-0.1408844,-0.6869977,-0.6514503,0.0355474
8,-0.36371222,-0.59250176,"('unaffectionate', 'affectionate')",0.1874325,0.17327061,-0.0881399,-0.2096156,-0.1214757
9,-0.34466928,-0.4888079,"('unaffectionate', 'caring')",0.75615835,0.7646786,0.2057445,0.1379354,-0.0678091
10,-1.3939997,-1.4805108,"('unsympathetic', 'sympathetic')",-0.11116515,-0.20786333,-0.7525824,-0.8441871,-0.0916047
11,-0.4371001,-0.3660422,"('unhelpful', 'helpful')",2.2391014,2.272639,0.9010006,0.9532984,0.0522978
12,-0.5137597,-0.49404925,"('unsupportive', 'supportive')",-2.1856055,-2.162007,-1.3496826,-1.3280282,0.0216544
13,-0.90797275,-0.8956256,"('impolite', 'polite')",0.09422078,0.13763556,-0.406876,-0.378995,0.027881
14,-1.1859691,-1.1638886,"('antisocial', 'social')",-0.21038276,-0.2292031,-0.6981759,-0.6965458,0.0016301
15,0.25488845,0.2198107,"('boring', 'funny')",0.5772448,0.62952256,0.4160666,0.4246666,0.0086
16,-0.12296808,-0.06266092,"('unpopular', 'popular')",0.3501356,0.3409292,0.1135838,0.1391341,0.0255503
17,-0.43716276,-0.3653894,"('nasty', 'nice')",-0.08179341,-0.06176402,-0.2594781,-0.2135767,0.0459014
