,newfield_male,newfield_female,tuple,exploration_male,exploration_female,co_male,co_female,average_male,average_female,female-male
0,-1.1073245,-1.179516,"('unsociable', 'sociable')",0.06732665,-0.036688585,-0.12327403,-0.18634675,-0.3877573,-0.4675171,-0.0797598
1,-0.85204136,-1.1858913,"('unfriendly', 'friendly')",0.7924937,0.5454372,1.9159019,1.7978097,0.6187847,0.3857852,-0.2329995
2,-0.08285285,-0.004892297,"('unlikable', 'likable')",0.97862566,1.078505,0.6072284,0.81889886,0.5010004,0.6308372,0.1298368
3,-0.10382582,-0.09650813,"('repellent', 'pleasant')",0.08953358,0.08093172,0.5212194,0.6225052,0.1689757,0.2023096,0.0333339
4,0.24040323,0.07904872,"('disliked', 'liked')",-0.4728232,-0.5294753,-7.2597184,-7.327634,-2.4973795,-2.5926868,-0.0953073
5,-0.9265275,-0.9054026,"('distant', 'outgoing')",-0.989502,-0.91712904,-0.1423769,-0.10884037,-0.6861355,-0.6437907,0.0423448
6,-0.97737193,-1.0047021,"('distant', 'open')",-0.7777524,-0.79528034,-0.028670613,-0.008879866,-0.5945983,-0.6029541,-0.0083558
7,-0.6986627,-0.62334406,"('insensitive', 'sensitive')",0.8507997,0.85917914,0.41910812,0.44643772,0.190415,0.2274243,0.0370093
8,-0.68867725,-0.9048595,"('unaffectionate', 'affectionate')",0.4396016,0.28715628,1.1639174,1.0636224,0.3049473,0.1486397,-0.1563076
9,-0.8521179,-1.0308183,"('unaffectionate', 'caring')",1.1388482,1.0141762,1.3255122,1.256376,0.5374142,0.4132446,-0.1241696
10,-1.2535504,-1.3128283,"('unsympathetic', 'sympathetic')",0.27711737,0.09866071,-0.18667072,-0.19359471,-0.3877013,-0.4692541,-0.0815528
11,-0.78451884,-0.6642384,"('unhelpful', 'helpful')",0.32593653,0.374728,1.7997802,1.908969,0.447066,0.5398196,0.0927536
12,-0.09276667,-0.09442075,"('unsupportive', 'supportive')",0.76478493,0.80930257,-2.0994751,-2.0269654,-0.475819,-0.4373612,0.0384578
13,-0.05066316,0.1509746,"('impolite', 'polite')",0.45897695,0.47783858,-0.31946,-0.19185424,0.0296179,0.145653,0.1160351
14,-0.0042949375,0.013850609,"('antisocial', 'social')",0.74357766,0.7488248,-0.03845047,-0.10053109,0.2336107,0.2207148,-0.0128959
15,0.18767247,0.13507648,"('boring', 'funny')",0.3839252,0.33573344,0.44772732,0.4724245,0.339775,0.3144115,-0.0253635
16,-0.34420383,-0.34828877,"('unpopular', 'popular')",-0.48606804,-0.40736002,0.007975385,0.004722312,-0.2740988,-0.2503088,0.02379
17,-0.36926934,-0.31082597,"('nasty', 'nice')",-1.2922832,-1.1411331,-0.18689173,-0.13872506,-0.6161481,-0.530228,0.0859201
18,-0.34795973,-0.23477867,"('disagreeable', 'welcoming')",-0.22804661,-0.109175764,-0.82647634,-0.76455957,-0.4674942,-0.3695047,0.0979895
19,-2.0969446,-2.059729,"('inhospitable', 'hospitable')",-2.9320617,-2.9619737,-0.26268983,-0.12214714,-1.7638985,-1.7146166,0.0492819
20,-1.0073131,-0.9900466,"('rough', 'thoughtful')",-0.13585354,-0.047063883,0.16472305,0.119227454,-0.3261479,-0.305961,0.0201869
21,-0.7094628,-0.5723707,"('immoral', 'moral')",0.33360875,0.3827975,-1.0259652,-0.83910173,-0.4672731,-0.3428917,0.1243814
22,0.24103932,0.095522165,"('untrustworthy', 'trustworthy')",0.17100129,0.08301766,-0.21417752,-0.2503089,0.0659544,-0.023923,-0.0898774
23,-0.69182634,-0.7156776,"('insincere', 'sincere')",1.0226415,0.9831142,6.1609793,6.1829925,2.1639315,2.150143,-0.0137885
24,-0.298203,-0.26637152,"('dishonest', 'honest')",0.4546107,0.51664674,0.93254197,0.89168024,0.3629832,0.3806518,0.0176686
25,-0.06835851,-0.1567863,"('egoistic', 'altruistic')",0.3718199,0.45083207,1.3514036,1.3270422,0.5516217,0.5403627,-0.011259
26,0.10290599,-0.22485894,"('hardhearted', 'benevolent')",2.1894166,1.8333694,1.9878371,1.8274692,1.42672,1.1453266,-0.2813934
27,-1.8341211,-1.8558725,"('hardhearted', 'softhearted')",-0.3296737,-0.37934795,1.0729206,0.96670574,-0.3636247,-0.4228382,-0.0592135
28,-0.17369564,-0.35484892,"('disloyal', 'loyal')",0.49935782,0.35970342,1.2913777,1.1088411,0.5390133,0.3712319,-0.1677814
29,-0.24493665,-0.29684824,"('unfair', 'fair')",-0.7849672,-0.7570168,-0.57362074,-0.7675947,-0.5345082,-0.6071532,-0.072645
30,-0.6613629,-0.56923175,"('intolerant', 'tolerant')",1.3334724,1.3447725,0.002295496,0.2615352,0.2248017,0.345692,0.1208903
31,-0.83102554,-1.00152,"('evil', 'good')",-1.7812221,-1.7842146,-0.6521816,-0.7241467,-1.0881431,-1.1699605,-0.0818174
32,-1.3595939,-1.4441572,"('unkind', 'kind')",-0.15757975,-0.22534333,1.0528876,0.88123053,-0.154762,-0.2627567,-0.1079947
33,0.28550506,0.3589039,"('wrong', 'right')",1.0001016,1.0446154,-0.5047876,-0.59016436,0.260273,0.2711183,0.0108453
34,-0.891096,-0.8403844,"('mean', 'honorable')",-0.17106801,-0.06893022,5.2067394,5.464711,1.381525,1.5184655,0.1369405
35,0.12725365,0.015053613,"('corrupt', 'incorrupt')",-1.5460501,-1.5281744,-0.28015372,-0.49384877,-0.5663167,-0.6689898,-0.1026731
36,-0.18738994,-0.51625204,"('hostile', 'amicable')",-1.544038,-1.6977041,0.021463305,-0.10903189,-0.5699883,-0.7743293,-0.204341
37,-0.7045721,-0.71369684,"('fake', 'genuine')",-0.19071363,-0.26618066,0.0846452,-0.012707777,-0.2702135,-0.3308617,-0.0606482
38,0.08570382,0.014933862,"('untruthful', 'truthful')",0.61509866,0.64200735,-0.1773701,-0.07655318,0.1744775,0.1934627,0.0189852
39,-0.7170044,-0.4178203,"('exploitative', 'cooperative')",-1.1570854,-0.75558835,0.18054089,0.30812463,-0.5645163,-0.288428,0.2760883
40,0.4609534,0.46724257,"('stingy', 'generous')",0.23612885,0.24486269,-2.64205,-2.6667974,-0.6483226,-0.651564,-0.0032414
41,-0.6276506,-0.8070416,"('unforgiving', 'forgiving')",-0.1032664,-0.20987964,0.24242336,0.2659271,-0.1628312,-0.2503314,-0.0875002
42,0.49048555,0.5682206,"('unreliable', 'reliable')",0.21031201,0.22007957,-3.3268328,-3.3013332,-0.8753451,-0.8376776,0.0376675
43,-0.9376792,-0.8356706,"('irresponsible', 'responsible')",0.7668422,0.83859146,0.3319453,0.46090403,0.0537028,0.1546083,0.1009055
44,0.61216295,0.7066161,"('prejudiced', 'unprejudiced')",-0.76490426,-0.69650275,-1.326727,-1.4051156,-0.4931561,-0.4650007,0.0281554
45,-0.5039344,-0.77567357,"('incompetent', 'competent')",0.66148907,0.38662854,-0.016581513,-0.14108181,0.0469911,-0.1767089,-0.2237
46,-0.36564097,-0.4399399,"('uncompetitive', 'competitive')",0.8385068,0.6907848,-1.0860139,-1.0301646,-0.2043827,-0.2597732,-0.0553905
47,-0.66853124,-0.5884676,"('stupid', 'smart')",-0.08689363,-0.080754995,5.347284,5.5594463,1.5306196,1.6300745,0.0994549
48,-0.62930983,-0.5232958,"('unintelligent', 'intelligent')",1.1187308,1.1390611,-0.5869341,-0.39664027,-0.0325044,0.0730417,0.1055461
