,st_male,st_female,tuple,jude_male,jude_female,medical_male,medical_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.53914076,-0.762768,"('unsociable', 'sociable')",-0.95361155,-1.0874099,1.3076476,1.2531257,-0.17548698,-0.28806293,-0.0901479,-0.2212788,-0.1311309
1,-0.6488422,-0.817679,"('unfriendly', 'friendly')",0.82190716,0.7528363,0.91465,0.8032701,2.1316867,1.96045,0.8048504,0.6747193,-0.1301311
2,0.60129136,0.7309995,"('unlikable', 'likable')",1.2292335,1.2853662,1.3049927,1.3727387,0.5752814,0.6868701,0.9276997,1.0189936,0.0912939
3,-1.2956066,-1.0369167,"('repellent', 'pleasant')",-1.1305091,-0.9095194,-0.5646365,-0.39225787,0.28818884,0.3987438,-0.6756408,-0.4849876,0.1906532
4,1.6497811,1.3806807,"('disliked', 'liked')",2.1006835,1.8658581,0.047364246,0.044407398,-6.7872405,-6.8150663,-0.747353,-0.8810301,-0.1336771
5,0.53118515,0.41072917,"('distant', 'outgoing')",1.7551584,1.6976695,-0.5312257,-0.50737613,0.037453026,0.023077143,0.4481427,0.4060249,-0.0421178
6,-0.13053887,-0.082626134,"('distant', 'open')",1.5491242,1.5515114,-0.58916533,-0.53297055,0.38698152,0.3474032,0.3041004,0.3208295,0.0167291
7,-0.6351024,-0.6228273,"('insensitive', 'sensitive')",-0.6002746,-0.53939074,0.046433616,0.1579018,0.82968956,0.8142788,-0.0898135,-0.0475094,0.0423041
8,-0.13545744,-0.19854674,"('unaffectionate', 'affectionate')",1.7018868,1.6741221,0.03840209,-0.069034085,0.84183323,0.71533257,0.6116662,0.5304685,-0.0811977
9,-0.13345155,-0.13498604,"('unaffectionate', 'caring')",0.8535798,0.8594618,1.5086268,1.4925618,1.3081762,1.2945982,0.8842328,0.8779089,-0.0063239
10,-1.1246481,-1.0290583,"('unsympathetic', 'sympathetic')",-2.3302822,-2.1196668,-0.08718209,0.10307265,-0.3571213,-0.2993555,-0.9748084,-0.836252,0.1385564
11,0.11323598,0.10331109,"('unhelpful', 'helpful')",-1.2640312,-1.1747847,1.181749,1.2438388,2.1501427,2.251059,0.5452741,0.6058561,0.060582
12,0.5536966,0.71726316,"('unsupportive', 'supportive')",0.85351884,0.9552559,2.2080317,2.4305503,-1.9120669,-1.818922,0.425795,0.5710368,0.1452418
13,-0.3643881,-0.45074406,"('impolite', 'polite')",-1.3894745,-1.4028221,0.8614614,0.8344124,0.06969425,0.07399055,-0.2056767,-0.2362908,-0.0306141
14,-1.147763,-1.0400302,"('antisocial', 'social')",-1.4580597,-1.4067974,0.8653426,0.9355284,-0.33821386,-0.36924267,-0.5196735,-0.4701355,0.049538
15,0.29434013,-0.011907477,"('boring', 'funny')",0.8960232,0.6114612,0.5126229,0.388285,0.56120545,0.45509526,0.5660479,0.3607335,-0.2053144
16,-0.47075883,-0.52251023,"('unpopular', 'popular')",0.28061548,0.16350743,-0.16256504,-0.13709366,0.5124427,0.4983192,0.0399336,0.0005557,-0.0393779
17,0.7122282,0.6224146,"('nasty', 'nice')",0.7508969,0.657401,-0.83686954,-0.7751596,-0.38615698,-0.36169162,0.0600246,0.0357411,-0.0242835
18,0.79525405,1.16766,"('disagreeable', 'welcoming')",1.7316684,1.8264866,0.117127985,0.22302978,-0.11941479,-0.07232658,0.6311589,0.7862124,0.1550535
19,-0.0056249932,-0.0741178,"('inhospitable', 'hospitable')",0.94495785,0.9743861,0.080471314,0.13828385,0.14859903,0.22733155,0.2921008,0.3164709,0.0243701
20,-0.22608939,-0.16647246,"('rough', 'thoughtful')",-1.2053394,-1.1256405,-0.18528602,-0.14119306,1.1002041,1.0610231,-0.1291277,-0.0930707,0.036057
21,0.17848216,0.31435543,"('immoral', 'moral')",-0.66204184,-0.5430338,1.2647295,1.3941476,-0.4507979,-0.26331908,0.082593,0.2255376,0.1429446
22,0.6362145,0.6854411,"('untrustworthy', 'trustworthy')",-0.23043682,-0.24152541,0.1991676,0.19940317,-0.7176472,-0.73173076,-0.0281755,-0.022103,0.0060725
23,0.35254267,0.38153425,"('insincere', 'sincere')",-0.1563323,-0.075624175,0.9919493,1.0210531,6.6070857,6.5184903,1.9488113,1.9613633,0.012552
24,-0.39926767,-0.27645284,"('dishonest', 'honest')",0.1996687,0.23133937,0.29927987,0.32526058,1.1556212,1.105028,0.3138255,0.3462938,0.0324683
25,-0.26404607,-0.31766278,"('egoistic', 'altruistic')",0.30150086,0.26621115,-0.5113786,-0.54824144,1.1747525,1.1183786,0.1752072,0.1296714,-0.0455358
26,0.5360464,0.45098257,"('hardhearted', 'benevolent')",0.9185311,0.7217909,1.5936346,1.471615,1.7821603,1.6698552,1.2075931,1.0785609,-0.1290322
27,-0.04357762,0.19210513,"('hardhearted', 'softhearted')",1.128306,1.1766018,0.73629504,0.791124,1.5031557,1.3908391,0.8310448,0.8876675,0.0566227
28,-0.30138063,-0.46334448,"('disloyal', 'loyal')",-0.6204348,-0.6356709,-0.3210853,-0.42612553,1.0032722,0.87554663,-0.0599071,-0.1623986,-0.1024915
29,-0.1401889,-0.14328349,"('unfair', 'fair')",0.34258193,0.24334472,0.19521168,0.2615181,-0.06760437,-0.24296826,0.0825001,0.0296528,-0.0528473
30,-0.566111,-0.39308587,"('intolerant', 'tolerant')",-0.8582496,-0.7481548,0.32310802,0.39434433,1.3828679,1.4339544,0.0704038,0.1717645,0.1013607
31,-0.5084188,-0.66103184,"('evil', 'good')",1.0097493,0.9573764,-0.7812796,-0.78965276,-0.96294093,-1.093058,-0.3107225,-0.3965915,-0.085869
32,0.37329012,0.41204315,"('unkind', 'kind')",-0.46091306,-0.48887366,2.1136258,2.1462657,1.711396,1.5946,0.9343497,0.9160088,-0.0183409
33,-0.0687206,0.025685009,"('wrong', 'right')",1.2774477,1.2629312,0.45211437,0.36003697,-0.62114835,-0.6915687,0.2599233,0.2392711,-0.0206522
34,0.00036435248,0.13748978,"('mean', 'honorable')",0.47876066,0.5817358,0.19569199,0.32775712,6.541356,6.664106,1.8040433,1.9277722,0.1237289
35,1.284048,1.0386876,"('corrupt', 'incorrupt')",2.5860345,2.366672,-1.6087819,-1.7220272,-0.1074467,-0.33446616,0.5384635,0.3372166,-0.2012469
36,0.8922283,0.6619585,"('hostile', 'amicable')",2.2580776,2.1109464,-1.1393297,-1.1863599,0.19947435,-0.024343664,0.5526127,0.3905503,-0.1620624
37,0.47378537,0.49874577,"('fake', 'genuine')",-0.4496244,-0.40493318,0.010342859,-0.005150834,0.60500133,0.58740145,0.1598763,0.1690158,0.0091395
38,0.11816378,0.05911216,"('untruthful', 'truthful')",0.9256422,0.9503804,0.47266215,0.5101701,0.17710885,0.25648773,0.4233942,0.4440376,0.0206434
39,-0.003702879,0.058360524,"('exploitative', 'cooperative')",-0.08116841,-0.051842324,0.3323881,0.37612003,0.15148447,0.14480071,0.0997503,0.1318597,0.0321094
40,0.6093143,0.6031917,"('stingy', 'generous')",0.9532837,0.9225447,0.51189554,0.56399405,-1.817275,-1.9139062,0.0643046,0.043956,-0.0203486
41,1.5818564,1.5015773,"('unforgiving', 'forgiving')",0.90329385,0.95737123,1.3612425,1.4883674,0.056751974,0.04323206,0.9757862,0.997637,0.0218508
42,0.87898743,1.0435282,"('unreliable', 'reliable')",0.08482705,0.19317125,0.5456698,0.682189,-2.9889433,-2.7867231,-0.3698648,-0.2169587,0.1529061
43,-0.46575713,-0.24362794,"('irresponsible', 'responsible')",-0.8928226,-0.68902314,1.4228277,1.5853524,0.745936,0.75832164,0.202546,0.3527558,0.1502098
44,1.2626206,1.3621821,"('prejudiced', 'unprejudiced')",-0.17148909,-0.14711976,-0.93205845,-0.8718199,-1.4383718,-1.4259965,-0.3198247,-0.2706885,0.0491362
45,-0.28509113,-0.1845742,"('incompetent', 'competent')",-1.1947949,-1.0852621,0.6712006,0.85994136,-0.18853705,-0.24340594,-0.2493056,-0.1633252,0.0859804
46,-0.99631155,-0.91039807,"('uncompetitive', 'competitive')",-1.9982564,-1.8326821,0.23222089,0.40373656,-0.773023,-0.6984142,-0.8838425,-0.7594395,0.124403
47,-0.7582302,-0.68615353,"('stupid', 'smart')",-0.9980941,-0.95883447,0.994812,0.9762216,5.9955983,5.9743476,1.3085215,1.3263953,0.0178738
48,-1.1119096,-1.0444711,"('unintelligent', 'intelligent')",-1.5739301,-1.5514603,1.0484115,1.110231,0.6719736,0.7482225,-0.2413636,-0.1843695,0.0569941
49,-0.54708874,-0.42004037,"('unable', 'able')",-0.2903484,-0.2494762,-0.077019274,0.04807082,0.3198235,0.45620537,-0.1486582,-0.0413101,0.1073481
50,-0.098055854,-0.03200172,"('clumsy', 'skillful')",0.048776194,0.021529056,-0.004760664,-0.014049787,0.10323633,0.10416629,0.012299,0.019911,0.007612
51,-0.46252438,-0.5939713,"('uneducated', 'educated')",-1.0779148,-1.119225,0.73185134,0.74422103,0.3622472,0.3884783,-0.1115852,-0.1451242,-0.033539
52,-0.42389295,-0.67842346,"('irrational', 'rational')",1.5680022,1.3186079,-0.52542275,-0.7343841,-0.2806284,-0.44386724,0.0845145,-0.1345167,-0.2190312
53,-0.9725164,-1.1311232,"('uncreative', 'creative')",-1.025284,-1.0132426,-0.45256978,-0.46946144,0.90203476,0.75709796,-0.3870839,-0.4641823,-0.0770984
