,macerich_male,macerich_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.22884125,-0.047999553,"('unsociable', 'sociable')",-0.15243068,-0.33837533,0.0382053,-0.1931874,-0.2313927
1,-0.68493444,-0.8002227,"('unfriendly', 'friendly')",0.972039,0.90163314,0.1435523,0.0507052,-0.0928471
2,1.0676522,1.1838306,"('unlikable', 'likable')",1.0566688,1.2823986,1.0621605,1.2331146,0.1709541
3,-0.40173796,-0.26452005,"('repellent', 'pleasant')",0.66296434,0.7536807,0.1306132,0.2445803,0.1139671
4,0.26321414,0.24541189,"('disliked', 'liked')",-6.6103663,-6.583404,-3.1735761,-3.1689961,0.00458
5,-1.3497432,-1.2524493,"('distant', 'outgoing')",-1.0826502,-0.96184486,-1.2161968,-1.1071471,0.1090497
6,-2.0133097,-1.8756673,"('distant', 'open')",-1.198508,-1.0328634,-1.6059089,-1.4542654,0.1516435
7,0.46259573,0.4156258,"('insensitive', 'sensitive')",-0.27763844,-0.29829043,0.0924786,0.0586677,-0.0338109
8,-0.26645893,-0.32028916,"('unaffectionate', 'affectionate')",0.56439435,0.6194153,0.1489677,0.1495631,0.0005954
9,-0.29062843,-0.43557447,"('unaffectionate', 'caring')",0.91785586,0.8867326,0.3136137,0.2255791,-0.0880346
10,0.18210007,-0.033514246,"('unsympathetic', 'sympathetic')",0.10030125,-0.059607968,0.1412007,-0.0465611,-0.1877618
11,0.75823176,0.64477944,"('unhelpful', 'helpful')",2.6178386,2.5245447,1.6880352,1.5846621,-0.1033731
12,0.4411142,0.4526218,"('unsupportive', 'supportive')",-1.788455,-1.7395312,-0.6736704,-0.6434547,0.0302157
13,0.24509948,0.13403153,"('impolite', 'polite')",-0.17978442,-0.22117619,0.0326575,-0.0435723,-0.0762298
14,0.50347793,0.39917457,"('antisocial', 'social')",0.13068539,-0.13244067,0.3170817,0.1333669,-0.1837148
15,-0.118425995,-0.23872885,"('boring', 'funny')",0.82439065,0.8548685,0.3529823,0.3080698,-0.0449125
16,-0.520832,-0.37055776,"('unpopular', 'popular')",0.11019241,0.16871107,-0.2053198,-0.1009233,0.1043965
17,0.10880089,0.12533878,"('nasty', 'nice')",-0.025429979,-0.041484624,0.0416855,0.0419271,0.0002416
18,-0.28550094,-0.22236606,"('disagreeable', 'welcoming')",-0.8108379,-0.77295065,-0.5481694,-0.4976584,0.050511
19,-0.57983047,-0.655054,"('inhospitable', 'hospitable')",-0.30154252,-0.24716094,-0.4406865,-0.4511074,-0.0104209
20,0.35983628,0.41661158,"('rough', 'thoughtful')",0.65086937,0.6090781,0.5053529,0.5128449,0.007492
21,0.41061476,0.5040912,"('immoral', 'moral')",-0.18482357,-0.1485774,0.1128956,0.1777569,0.0648613
22,0.18440486,0.039225392,"('untrustworthy', 'trustworthy')",-0.38465393,-0.4811558,-0.1001245,-0.2209652,-0.1208407
23,0.60906595,0.42019358,"('insincere', 'sincere')",5.65753,5.471365,3.1332979,2.9457793,-0.1875186
24,0.7459251,0.57602745,"('dishonest', 'honest')",0.78818136,0.68636125,0.7670532,0.6311944,-0.1358588
25,-0.23593187,-0.22203556,"('egoistic', 'altruistic')",0.66360366,0.6290636,0.2138359,0.203514,-0.0103219
26,-0.16119581,-0.3252924,"('hardhearted', 'benevolent')",1.5185672,1.3388275,0.6786857,0.5067675,-0.1719182
27,-1.6103767,-1.5710392,"('hardhearted', 'softhearted')",0.48286253,0.46773618,-0.5637571,-0.5516515,0.0121056
28,0.4515932,0.20637676,"('disloyal', 'loyal')",1.0695488,0.88145494,0.760571,0.5439159,-0.2166551
29,-0.745795,-0.7090163,"('unfair', 'fair')",-0.73393124,-0.83846056,-0.7398632,-0.7737384,-0.0338752
30,0.9456055,0.9014656,"('intolerant', 'tolerant')",0.77848345,0.83124816,0.8620445,0.8663568,0.0043123
31,-1.6366494,-1.3964567,"('evil', 'good')",-1.5638759,-1.4964296,-1.6002626,-1.4464431,0.1538195
32,0.0915616,-0.12140525,"('unkind', 'kind')",1.0147388,0.7868399,0.5531502,0.3327173,-0.2204329
33,0.21897385,0.18240763,"('wrong', 'right')",-0.711734,-0.7585413,-0.2463801,-0.2880668,-0.0416867
34,-0.055678956,0.20329715,"('mean', 'honorable')",5.0657654,5.2735476,2.5050433,2.7384224,0.2333791
35,-0.5905928,-0.639656,"('corrupt', 'incorrupt')",-0.94164836,-1.0208094,-0.7661206,-0.8302327,-0.0641121
36,-1.3422576,-1.3340843,"('hostile', 'amicable')",-0.44464627,-0.44994864,-0.8934519,-0.8920165,0.0014354
37,0.5694076,0.44810152,"('fake', 'genuine')",0.12466103,0.09418774,0.3470343,0.2711446,-0.0758897
38,0.3815152,0.35285977,"('untruthful', 'truthful')",0.29002386,0.29531506,0.3357695,0.3240874,-0.0116821
39,1.1551352,1.214263,"('exploitative', 'cooperative')",0.6827486,0.7084242,0.9189419,0.9613436,0.0424017
40,0.2645897,0.16241318,"('stingy', 'generous')",-2.5628073,-2.5632007,-1.1491088,-1.2003938,-0.051285
