,dome_male,dome_female,tuple,average_male,average_female,female-male
0,-0.010725448,-0.15222687,"('unsociable', 'sociable')",-0.0107254,-0.1522269,-0.1415015
1,1.9706591,2.020555,"('unfriendly', 'friendly')",1.9706591,2.020555,0.0498959
2,0.24134524,0.4015746,"('unlikable', 'likable')",0.2413452,0.4015746,0.1602294
3,1.0017332,1.1630293,"('repellent', 'pleasant')",1.0017332,1.1630293,0.1612961
4,-7.4238276,-7.3434525,"('disliked', 'liked')",-7.4238276,-7.3434525,0.0803751
5,-0.18176946,0.10658461,"('distant', 'outgoing')",-0.1817695,0.1065846,0.2883541
6,0.18019208,0.5029548,"('distant', 'open')",0.1801921,0.5029548,0.3227627
7,1.2540349,1.3310205,"('insensitive', 'sensitive')",1.2540349,1.3310205,0.0769856
8,1.2934701,1.3727156,"('unaffectionate', 'affectionate')",1.2934701,1.3727156,0.0792455
9,1.9587364,2.1488054,"('unaffectionate', 'caring')",1.9587364,2.1488054,0.190069
10,1.0985699,1.0322456,"('unsympathetic', 'sympathetic')",1.0985699,1.0322456,-0.0663243
11,1.991157,2.0887225,"('unhelpful', 'helpful')",1.9911571,2.0887225,0.0975654
12,-1.238457,-1.15627,"('unsupportive', 'supportive')",-1.238457,-1.15627,0.082187
13,0.10128434,-0.028029747,"('impolite', 'polite')",0.1012843,-0.0280297,-0.129314
14,-0.1847296,-0.388112,"('antisocial', 'social')",-0.1847296,-0.388112,-0.2033824
15,0.40063497,0.35907114,"('boring', 'funny')",0.400635,0.3590711,-0.0415639
16,-0.26376137,-0.18079954,"('unpopular', 'popular')",-0.2637614,-0.1807995,0.0829619
17,-0.022630915,0.016180977,"('nasty', 'nice')",-0.0226309,0.016181,0.0388119
18,-0.4973777,-0.41415712,"('disagreeable', 'welcoming')",-0.4973777,-0.4141571,0.0832206
19,-0.13300337,0.040195156,"('inhospitable', 'hospitable')",-0.1330034,0.0401952,0.1731986
20,0.40663445,0.2917199,"('rough', 'thoughtful')",0.4066344,0.2917199,-0.1149145
21,-0.20030017,-0.07487864,"('immoral', 'moral')",-0.2003002,-0.0748786,0.1254216
22,-0.8261156,-0.6400279,"('untrustworthy', 'trustworthy')",-0.8261156,-0.6400279,0.1860877
23,6.9011664,7.0058985,"('insincere', 'sincere')",6.9011664,7.0058985,0.1047321
24,1.9441446,2.1136346,"('dishonest', 'honest')",1.9441446,2.1136346,0.16949
25,0.85515195,0.82087916,"('egoistic', 'altruistic')",0.855152,0.8208792,-0.0342728
26,1.0021629,0.5799586,"('hardhearted', 'benevolent')",1.0021629,0.5799586,-0.4222043
