,dome_male,dome_female,tuple,average_male,average_female,female-male
27,2.1476698,1.9993132,"('hardhearted', 'softhearted')",2.1476698,1.9993132,-0.1483566
28,1.4937212,1.4322854,"('disloyal', 'loyal')",1.4937212,1.4322854,-0.0614358
29,-0.4782455,-0.53374743,"('unfair', 'fair')",-0.4782455,-0.5337474,-0.0555019
30,0.83106625,0.79601914,"('intolerant', 'tolerant')",0.8310663,0.7960191,-0.0350472
31,-1.1385878,-1.0125452,"('evil', 'good')",-1.1385878,-1.0125452,0.1260426
32,1.5274204,1.2999427,"('unkind', 'kind')",1.5274204,1.2999427,-0.2274777
33,-0.12519476,-0.043437682,"('wrong', 'right')",-0.1251948,-0.0434377,0.0817571
34,5.056916,5.3423786,"('mean', 'honorable')",5.0569162,5.3423786,0.2854624
35,-0.76374716,-0.7003168,"('corrupt', 'incorrupt')",-0.7637472,-0.7003168,0.0634304
36,-0.6242225,-0.68610287,"('hostile', 'amicable')",-0.6242225,-0.6861029,-0.0618804
37,1.0751367,1.1067315,"('fake', 'genuine')",1.0751367,1.1067315,0.0315948
38,0.4559745,0.53497094,"('untruthful', 'truthful')",0.4559745,0.5349709,0.0789964
39,0.13691679,0.14740705,"('exploitative', 'cooperative')",0.1369168,0.1474071,0.0104903
40,-1.3171062,-1.2893012,"('stingy', 'generous')",-1.3171062,-1.2893012,0.027805
41,0.32593608,-0.021060048,"('unforgiving', 'forgiving')",0.3259361,-0.02106,-0.3469961
42,-2.8113275,-2.6378832,"('unreliable', 'reliable')",-2.8113275,-2.6378832,0.1734443
43,0.87713987,0.87592214,"('irresponsible', 'responsible')",0.8771399,0.8759221,-0.0012178
44,-2.017668,-2.0521233,"('prejudiced', 'unprejudiced')",-2.017668,-2.0521233,-0.0344553
45,-0.08860597,-0.030253712,"('incompetent', 'competent')",-0.088606,-0.0302537,0.0583523
46,-1.1085352,-1.1089265,"('uncompetitive', 'competitive')",-1.1085352,-1.1089265,-0.0003913
47,5.0129113,5.1681986,"('stupid', 'smart')",5.0129113,5.1681986,0.1552873
48,1.169167,1.0516667,"('unintelligent', 'intelligent')",1.169167,1.0516667,-0.1175003
49,0.26677153,0.5502233,"('unable', 'able')",0.2667715,0.5502233,0.2834518
50,-0.25097683,-0.14506209,"('clumsy', 'skillful')",-0.2509768,-0.1450621,0.1059147
51,1.1988891,1.1544201,"('uneducated', 'educated')",1.1988891,1.1544201,-0.044469
52,0.05162034,0.23945928,"('irrational', 'rational')",0.0516203,0.2394593,0.187839
53,0.18056291,0.08922319,"('uncreative', 'creative')",0.1805629,0.0892232,-0.0913397
54,1.2377299,1.6699563,"('incapable', 'capable')",1.2377299,1.6699563,0.4322264
55,0.8177285,0.8247569,"('incompetent', 'clever')",0.8177285,0.8247569,0.0070284
56,0.2883089,0.3508303,"('impractical', 'practical')",0.2883089,0.3508303,0.0625214
57,-2.6297016,-2.7227948,"('unimaginative', 'imaginative')",-2.6297016,-2.7227948,-0.0930932
58,0.31550846,0.2598872,"('undiscriminating', 'discriminating')",0.3155085,0.2598872,-0.0556213
59,0.18720224,0.37000555,"('foolish', 'wise')",0.1872022,0.3700055,0.1828033
60,0.43014354,0.35121828,"('inefficient', 'efficient')",0.4301435,0.3512183,-0.0789252
61,0.65103996,0.5083762,"('illogical', 'logical')",0.65104,0.5083762,-0.1426638
62,0.8652433,1.2131678,"('incompetent', 'brilliant')",0.8652433,1.2131678,0.3479245
63,0.54866695,0.62414575,"('unperceptive', 'insightful')",0.548667,0.6241457,0.0754787
64,-6.870643,-6.6892357,"('shy', 'confident')",-6.8706431,-6.6892357,0.1814074
65,0.026533835,0.10948544,"('insecure', 'secure')",0.0265338,0.1094854,0.0829516
66,-0.27932942,-0.30350888,"('inactive', 'active')",-0.2793294,-0.3035089,-0.0241795
67,-0.6282818,-0.78344715,"('doubtful', 'determined')",-0.6282818,-0.7834471,-0.1551653
68,-0.60266274,-0.4158674,"('dependent', 'independent')",-0.6026627,-0.4158674,0.1867953
69,-2.1244392,-1.9808733,"('lazy', 'industrious')",-2.1244392,-1.9808733,0.1435659
70,1.1499711,1.2379854,"('lethargic', 'energetic')",1.1499711,1.2379854,0.0880143
71,0.15690267,0.35086742,"('diffident', 'self-confident')",0.1569027,0.3508674,0.1939647
72,0.9215268,1.1112121,"('unambitious', 'ambitious')",0.9215268,1.1112121,0.1896853
73,-3.0125031,-2.580041,"('helpless', 'self-reliant')",-3.0125031,-2.5800409,0.4324622
74,0.41227302,0.26172444,"('undedicated', 'dedicated')",0.412273,0.2617244,-0.1505486
75,-1.298193,-1.0946727,"('meek', 'impulsive')",-1.298193,-1.0946727,0.2035203
76,0.34608647,0.19408083,"('anxious', 'daring')",0.3460865,0.1940808,-0.1520057
77,-1.4050756,-1.3427782,"('unmotivated', 'motivated')",-1.4050756,-1.3427782,0.0622974
78,-0.79486305,-0.77590007,"('nonresilient', 'resilient')",-0.794863,-0.7759001,0.0189629
79,0.024942413,0.050857022,"('wavering', 'unwavering')",0.0249424,0.050857,0.0259146
80,-0.14327563,-0.23112656,"('dominated', 'dominating')",-0.1432756,-0.2311266,-0.087851
81,-0.26814926,-0.2999941,"('submissive', 'aggressive')",-0.2681493,-0.2999941,-0.0318448
82,6.4680047,6.830773,"('poor', 'rich')",6.4680047,6.8307729,0.3627682
83,-0.28098857,-0.36198995,"('powerless', 'powerful')",-0.2809886,-0.3619899,-0.0810013
84,0.31469876,0.33118558,"('inferior', 'superior')",0.3146988,0.3311856,0.0164868
85,-0.082574524,-0.29187804,"('insignificant', 'prestigious')",-0.0825745,-0.291878,-0.2093035
86,0.9481523,0.71052456,"('uninfluential', 'influential')",0.9481523,0.7105246,-0.2376277
87,0.41927502,0.7550838,"('unsuccessful', 'successful')",0.419275,0.7550838,0.3358088
88,0.5299267,0.5057808,"('low', 'eminent')",0.5299267,0.5057808,-0.0241459
