,ford_male,ford_female,tuple,motor_male,motor_female,co_male,co_female,del_male,del_female,average_male,average_female,female-male
0,-0.722665,-0.85872865,"('unsociable', 'sociable')",-0.94310933,-1.02073,0.40015152,0.20962813,-0.054025955,-0.11572978,-0.3299122,-0.4463901,-0.1164779
1,0.8295266,0.83552366,"('unfriendly', 'friendly')",0.91092503,0.84034455,0.09410319,-0.042611927,1.7592965,1.6849487,0.8984628,0.8295512,-0.0689116
2,0.7615411,0.8200255,"('unlikable', 'likable')",0.79109675,0.9205748,1.475172,1.5750684,0.6776144,0.7427171,0.9263561,1.0145965,0.0882404
3,-0.78295416,-0.6024159,"('repellent', 'pleasant')",-1.0737336,-0.9255325,-0.2965663,-0.26800615,0.49167776,0.58875346,-0.4153941,-0.3018003,0.1135938
4,-0.12297304,-0.19883893,"('disliked', 'liked')",1.0874445,1.0730784,0.4053657,0.29893392,-7.487137,-7.5210366,-1.5293249,-1.5869658,-0.0576409
5,0.8465216,0.82219225,"('distant', 'outgoing')",1.5069538,1.3982968,0.12818414,0.14001785,0.2190829,0.1291812,0.6751856,0.622422,-0.0527636
6,0.35242477,0.39359725,"('distant', 'open')",1.3977135,1.2999834,-0.36687583,-0.33332798,0.5794811,0.5457385,0.4906859,0.4764978,-0.0141881
7,-0.012292445,0.012727357,"('insensitive', 'sensitive')",-1.0060474,-0.89723206,-1.0900886,-1.0291781,1.0607829,1.1148746,-0.2619114,-0.1997021,0.0622093
8,1.22031,1.2093241,"('unaffectionate', 'affectionate')",0.96299016,0.8672444,-0.42107254,-0.4751711,1.4664049,1.4273746,0.8071581,0.757193,-0.0499651
9,1.2368884,1.2613121,"('unaffectionate', 'caring')",1.0137458,0.92728174,-0.33057043,-0.4011493,2.1339774,2.12634,1.0135102,0.9784461,-0.0350641
10,-0.59690434,-0.6122431,"('unsympathetic', 'sympathetic')",-1.8695765,-1.8228471,-1.2273923,-1.3065779,0.6583612,0.6744469,-0.7588779,-0.7668054,-0.0079275
11,-0.022677593,-0.061002187,"('unhelpful', 'helpful')",-0.44143617,-0.38896492,-0.38574153,-0.4312146,1.5963964,1.5874052,0.1866353,0.1765559,-0.0100794
12,0.79310775,0.8366027,"('unsupportive', 'supportive')",-0.32310972,-0.20800278,-0.781919,-0.7005491,-1.3266739,-1.3444885,-0.4096487,-0.3541094,0.0555393
13,-0.16601025,-0.31390318,"('impolite', 'polite')",-0.86428475,-0.85534316,-0.23021883,-0.2903702,0.24202968,0.20382835,-0.254621,-0.3139471,-0.0593261
14,-0.2203833,-0.3019839,"('antisocial', 'social')",-1.3203903,-1.345566,1.0780661,0.99398583,0.22277126,0.17659016,-0.0599841,-0.1192435,-0.0592594
15,0.6446473,0.5035193,"('boring', 'funny')",0.86276895,0.74163795,0.5578613,0.51753944,0.56948274,0.5116114,0.6586901,0.5685771,-0.090113
