,south_male,south_female,tuple,average_male,average_female,female-male
0,0.59897095,0.53426784,"('unsociable', 'sociable')",0.5989709,0.5342678,-0.0647031
1,0.76432836,0.591887,"('unfriendly', 'friendly')",0.7643284,0.591887,-0.1724414
2,0.015361741,0.03723756,"('unlikable', 'likable')",0.0153617,0.0372376,0.0218759
3,0.57228494,0.734533,"('repellent', 'pleasant')",0.5722849,0.734533,0.1622481
4,-6.951497,-7.3512607,"('disliked', 'liked')",-6.9514971,-7.3512607,-0.3997636
5,-0.96732336,-0.95966303,"('distant', 'outgoing')",-0.9673234,-0.959663,0.0076604
6,-0.4258428,-0.5235304,"('distant', 'open')",-0.4258428,-0.5235304,-0.0976876
7,1.5043598,1.5590818,"('insensitive', 'sensitive')",1.5043598,1.5590818,0.054722
8,0.9483764,0.8128301,"('unaffectionate', 'affectionate')",0.9483764,0.8128301,-0.1355463
9,1.5549865,1.4863759,"('unaffectionate', 'caring')",1.5549865,1.4863759,-0.0686106
10,1.0056262,1.1756364,"('unsympathetic', 'sympathetic')",1.0056262,1.1756364,0.1700102
11,1.6362325,1.7808971,"('unhelpful', 'helpful')",1.6362325,1.7808971,0.1446646
12,-1.2860389,-1.3602723,"('unsupportive', 'supportive')",-1.2860389,-1.3602723,-0.0742334
13,-0.28345647,0.008481249,"('impolite', 'polite')",-0.2834565,0.0084812,0.2919377
14,0.3385116,0.48720786,"('antisocial', 'social')",0.3385116,0.4872079,0.1486963
15,0.59568924,0.416624,"('boring', 'funny')",0.5956892,0.416624,-0.1790652
16,-0.6609496,-0.867628,"('unpopular', 'popular')",-0.6609496,-0.867628,-0.2066784
17,0.011162866,0.020631364,"('nasty', 'nice')",0.0111629,0.0206314,0.0094685
18,-0.71504366,-0.69816774,"('disagreeable', 'welcoming')",-0.7150437,-0.6981677,0.016876
19,-0.5651549,-0.607929,"('inhospitable', 'hospitable')",-0.5651549,-0.607929,-0.0427741
20,0.2860713,0.2754458,"('rough', 'thoughtful')",0.2860713,0.2754458,-0.0106255
21,-0.035126984,0.20488717,"('immoral', 'moral')",-0.035127,0.2048872,0.2400142
22,-0.14611399,-0.13743061,"('untrustworthy', 'trustworthy')",-0.146114,-0.1374306,0.0086834
23,5.7121387,6.0092835,"('insincere', 'sincere')",5.7121387,6.0092835,0.2971448
24,1.1668998,1.1846304,"('dishonest', 'honest')",1.1668998,1.1846304,0.0177306
25,0.6785227,0.54072607,"('egoistic', 'altruistic')",0.6785227,0.5407261,-0.1377966
26,1.3385489,1.0977982,"('hardhearted', 'benevolent')",1.3385489,1.0977982,-0.2407507
27,1.4722489,1.3910716,"('hardhearted', 'softhearted')",1.4722489,1.3910716,-0.0811773
28,1.171298,1.0199676,"('disloyal', 'loyal')",1.171298,1.0199676,-0.1513304
29,-0.48968053,-0.6643622,"('unfair', 'fair')",-0.4896805,-0.6643622,-0.1746817
30,0.56594336,0.8720105,"('intolerant', 'tolerant')",0.5659434,0.8720105,0.3060671
31,-1.5479305,-1.7618726,"('evil', 'good')",-1.5479305,-1.7618726,-0.2139421
32,0.9282135,0.8877367,"('unkind', 'kind')",0.9282135,0.8877367,-0.0404768
33,-0.05362991,-0.2667301,"('wrong', 'right')",-0.0536299,-0.2667301,-0.2131002
34,3.9260814,4.279085,"('mean', 'honorable')",3.9260814,4.2790852,0.3530038
35,-0.9629799,-1.4284855,"('corrupt', 'incorrupt')",-0.9629799,-1.4284855,-0.4655056
36,-0.8966026,-1.1903614,"('hostile', 'amicable')",-0.8966026,-1.1903614,-0.2937588
37,0.9382885,0.8602164,"('fake', 'genuine')",0.9382885,0.8602164,-0.0780721
38,-0.36359048,-0.41456175,"('untruthful', 'truthful')",-0.3635905,-0.4145617,-0.0509712
39,0.04895568,0.16996875,"('exploitative', 'cooperative')",0.0489557,0.1699688,0.1210131
40,-1.5214405,-1.6678646,"('stingy', 'generous')",-1.5214405,-1.6678646,-0.1464241
41,0.37777102,0.30159152,"('unforgiving', 'forgiving')",0.377771,0.3015915,-0.0761795
42,-2.1451194,-2.1679885,"('unreliable', 'reliable')",-2.1451194,-2.1679885,-0.0228691
43,0.9275941,1.091693,"('irresponsible', 'responsible')",0.9275941,1.091693,0.1640989
44,-1.5904711,-1.4904374,"('prejudiced', 'unprejudiced')",-1.5904711,-1.4904374,0.1000337
45,0.79377466,0.6110369,"('incompetent', 'competent')",0.7937747,0.6110369,-0.1827378
46,-0.107912496,-0.09571337,"('uncompetitive', 'competitive')",-0.1079125,-0.0957134,0.0121991
47,4.599221,4.862661,"('stupid', 'smart')",4.5992212,4.8626609,0.2634397
48,0.38872382,0.44889674,"('unintelligent', 'intelligent')",0.3887238,0.4488967,0.0601729
49,-0.6639109,-0.4405936,"('unable', 'able')",-0.6639109,-0.4405936,0.2233173
50,-0.9765513,-1.0470184,"('clumsy', 'skillful')",-0.9765513,-1.0470184,-0.0704671
51,0.38632938,0.46708974,"('uneducated', 'educated')",0.3863294,0.4670897,0.0807603
52,-0.3699064,-0.71596247,"('irrational', 'rational')",-0.3699064,-0.7159625,-0.3460561
53,-0.12909456,-0.27188957,"('uncreative', 'creative')",-0.1290946,-0.2718896,-0.142795
54,0.7938828,0.77714896,"('incapable', 'capable')",0.7938828,0.777149,-0.0167338
55,1.0480084,1.1930355,"('incompetent', 'clever')",1.0480084,1.1930355,0.1450271
56,0.428888,0.51107967,"('impractical', 'practical')",0.428888,0.5110797,0.0821917
57,-1.460368,-1.7121618,"('unimaginative', 'imaginative')",-1.460368,-1.7121618,-0.2517938
58,0.48427364,0.49156705,"('undiscriminating', 'discriminating')",0.4842736,0.491567,0.0072934
59,-0.34289682,-0.5302893,"('foolish', 'wise')",-0.3428968,-0.5302893,-0.1873925
60,0.14409544,0.5786765,"('inefficient', 'efficient')",0.1440954,0.5786765,0.4345811
61,0.5686937,0.45210052,"('illogical', 'logical')",0.5686937,0.4521005,-0.1165932
62,0.6242487,0.8232926,"('incompetent', 'brilliant')",0.6242487,0.8232926,0.1990439
63,0.4267292,0.40148544,"('unperceptive', 'insightful')",0.4267292,0.4014854,-0.0252438
64,-5.950884,-5.9530964,"('shy', 'confident')",-5.9508839,-5.9530964,-0.0022125
65,0.0697511,0.29213536,"('insecure', 'secure')",0.0697511,0.2921354,0.2223843
66,0.25762522,0.009950489,"('inactive', 'active')",0.2576252,0.0099505,-0.2476747
67,-0.4844832,-0.4174487,"('doubtful', 'determined')",-0.4844832,-0.4174487,0.0670345
68,-0.9509779,-0.92523336,"('dependent', 'independent')",-0.9509779,-0.9252334,0.0257445
69,-1.9512484,-2.215605,"('lazy', 'industrious')",-1.9512484,-2.215605,-0.2643566
70,1.515934,1.5942206,"('lethargic', 'energetic')",1.515934,1.5942206,0.0782866
71,0.41568998,0.33241042,"('diffident', 'self-confident')",0.41569,0.3324104,-0.0832796
72,0.57369936,0.77686894,"('unambitious', 'ambitious')",0.5736994,0.7768689,0.2031695
73,-2.8948681,-2.9556582,"('helpless', 'self-reliant')",-2.8948681,-2.9556582,-0.0607901
74,0.3666169,0.21262181,"('undedicated', 'dedicated')",0.3666169,0.2126218,-0.1539951
75,-1.0173035,-1.0809776,"('meek', 'impulsive')",-1.0173035,-1.0809776,-0.0636741
76,0.40563816,0.6421974,"('anxious', 'daring')",0.4056382,0.6421974,0.2365592
77,-1.1949979,-1.0779538,"('unmotivated', 'motivated')",-1.1949979,-1.0779538,0.1170441
78,-0.51028776,-0.67569005,"('nonresilient', 'resilient')",-0.5102878,-0.6756901,-0.1654023
79,-0.51789,-0.66131586,"('wavering', 'unwavering')",-0.51789,-0.6613159,-0.1434259
80,0.38461614,0.30910864,"('dominated', 'dominating')",0.3846161,0.3091086,-0.0755075
81,-0.11790915,0.1210969,"('submissive', 'aggressive')",-0.1179091,0.1210969,0.239006
82,5.3050117,5.491921,"('poor', 'rich')",5.3050117,5.4919209,0.1869092
83,-0.66730785,-0.48411608,"('powerless', 'powerful')",-0.6673079,-0.4841161,0.1831918
84,-0.28180534,-0.17140147,"('inferior', 'superior')",-0.2818053,-0.1714015,0.1104038
85,-1.4568582,-1.709957,"('insignificant', 'prestigious')",-1.4568582,-1.709957,-0.2530988
86,1.1812415,1.0947765,"('uninfluential', 'influential')",1.1812415,1.0947765,-0.086465
87,0.12166887,-0.04888368,"('unsuccessful', 'successful')",0.1216689,-0.0488837,-0.1705526
88,-0.28255767,-0.27530745,"('low', 'eminent')",-0.2825577,-0.2753074,0.0072503
