,l3_male,l3_female,tuple,technologies_male,technologies_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.63681054,-0.7184077,"('unsociable', 'sociable')",-0.36038047,-0.45862737,-0.37932068,-0.510796,-0.4588372,-0.5626104,-0.1037732
1,-2.0639033,-1.932561,"('unfriendly', 'friendly')",0.007071495,-0.11024836,1.601629,1.5237678,-0.1517343,-0.1730139,-0.0212796
2,0.536173,0.59715873,"('unlikable', 'likable')",0.24743964,0.29051337,0.88509816,0.9149232,0.5562369,0.6008651,0.0446282
3,0.19572948,0.37320068,"('repellent', 'pleasant')",0.18532704,0.28249788,-0.045849945,-0.027508356,0.1117355,0.2093967,0.0976612
4,-0.6622722,-0.6978038,"('disliked', 'liked')",-0.39959586,-0.44890627,-5.5906377,-5.7574234,-2.217502,-2.3013778,-0.0838758
5,-1.1583123,-1.0349745,"('distant', 'outgoing')",-0.7271864,-0.6007315,-0.24435079,-0.17781132,-0.7099498,-0.6045058,0.105444
6,-1.1506739,-0.9283154,"('distant', 'open')",-0.9562428,-0.8566883,0.37337124,0.4031499,-0.5778485,-0.4606179,0.1172306
7,0.32196158,0.365597,"('insensitive', 'sensitive')",0.51874095,0.53851134,0.2892738,0.31559256,0.3766588,0.406567,0.0299082
8,-0.9932413,-0.9100569,"('unaffectionate', 'affectionate')",-0.30569753,-0.34533328,0.5144493,0.4858476,-0.2614965,-0.2565142,0.0049823
9,-0.99304754,-0.87988055,"('unaffectionate', 'caring')",-0.23120996,-0.28150916,1.0751464,1.0668217,-0.0497037,-0.0315227,0.018181
10,-0.18757766,-0.07406759,"('unsympathetic', 'sympathetic')",-0.75595707,-0.76063466,-0.889448,-0.9288406,-0.6109943,-0.5878476,0.0231467
11,0.26650578,0.2867882,"('unhelpful', 'helpful')",0.7552215,0.77571476,1.7960135,1.7709053,0.939247,0.9444695,0.0052225
12,0.198214,0.4877471,"('unsupportive', 'supportive')",0.2267778,0.3821558,-1.869246,-1.8182421,-0.4814181,-0.3161131,0.165305
13,-0.09098688,-0.15325548,"('impolite', 'polite')",-0.3100058,-0.29717684,-0.49478155,-0.5416263,-0.2985914,-0.3306862,-0.0320948
14,1.1054907,1.0532703,"('antisocial', 'social')",0.7521833,0.7723,-0.54378855,-0.6112897,0.4379618,0.4047602,-0.0332016
