,hospira_male,hospira_female,tuple,inc_male,inc_female,average_male,average_female,female-male
0,-0.72124517,-0.8517286,"('unsociable', 'sociable')",-0.14231852,-0.24122389,-0.4317818,-0.5464762,-0.1146944
1,-1.7303108,-1.7185248,"('unfriendly', 'friendly')",1.8905507,1.7389157,0.08012,0.0101954,-0.0699246
2,0.3996541,0.44159925,"('unlikable', 'likable')",0.5376413,0.6175704,0.4686477,0.5295848,0.0609371
3,-0.34457102,-0.24617976,"('repellent', 'pleasant')",0.042691663,0.1480131,-0.1509397,-0.0490833,0.1018564
4,-0.12990126,-0.061577328,"('disliked', 'liked')",-6.6628766,-6.598962,-3.396389,-3.3302696,0.0661194
5,-1.1749457,-1.1490401,"('distant', 'outgoing')",0.07704812,0.0032830052,-0.5489488,-0.5728785,-0.0239297
6,-1.6931092,-1.6319684,"('distant', 'open')",0.21517226,0.11425535,-0.7389684,-0.7588565,-0.0198881
7,-0.6913052,-0.61902434,"('insensitive', 'sensitive')",0.6960378,0.7646831,0.0023663,0.0728294,0.0704631
8,-1.2490855,-1.2258793,"('unaffectionate', 'affectionate')",0.56199014,0.463626,-0.3435477,-0.3811266,-0.0375789
9,-1.7790085,-1.7405056,"('unaffectionate', 'caring')",1.0570552,1.0599701,-0.3609766,-0.3402677,0.0207089
10,-1.3830913,-1.4028515,"('unsympathetic', 'sympathetic')",-0.17539184,-0.18664217,-0.7792416,-0.7947468,-0.0155052
11,-0.4231021,-0.4883632,"('unhelpful', 'helpful')",2.0929053,2.125412,0.8349016,0.8185244,-0.0163772
12,-0.9141748,-0.8637189,"('unsupportive', 'supportive')",-1.632563,-1.6010016,-1.2733688,-1.2323602,0.0410086
13,-0.1727731,-0.3467152,"('impolite', 'polite')",0.14161512,0.11563143,-0.015579,-0.1155419,-0.0999629
14,0.5933425,0.6042891,"('antisocial', 'social')",-0.06000261,-0.009917749,0.2666699,0.2971857,0.0305158
15,-0.091363765,-0.14270002,"('boring', 'funny')",0.63438606,0.631034,0.2715111,0.244167,-0.0273441
16,-0.61391234,-0.5105539,"('unpopular', 'popular')",0.41679254,0.38983062,-0.0985599,-0.0603616,0.0381983
17,-0.45004737,-0.37232766,"('nasty', 'nice')",-0.030690651,0.019603206,-0.240369,-0.1763622,0.0640068
18,-0.116460934,-0.033528075,"('disagreeable', 'welcoming')",-0.12401472,-0.21889398,-0.1202378,-0.126211,-0.0059732
19,-1.2601115,-1.2451032,"('inhospitable', 'hospitable')",-0.18020193,-0.25832456,-0.7201567,-0.7517139,-0.0315572
20,0.17020223,0.21840593,"('rough', 'thoughtful')",1.18799,1.1720303,0.6790961,0.6952181,0.016122
21,0.1861336,0.08631766,"('immoral', 'moral')",-0.25198153,-0.18565175,-0.032924,-0.049667,-0.016743
22,0.33221522,0.32076383,"('untrustworthy', 'trustworthy')",-0.7671586,-0.7422052,-0.2174717,-0.2107207,0.006751
23,-0.7159662,-0.7800034,"('insincere', 'sincere')",6.2335668,6.232868,2.7588003,2.7264323,-0.032368
24,-0.75425005,-0.8226323,"('dishonest', 'honest')",1.0286748,1.0066289,0.1372124,0.0919983,-0.0452141
25,-0.40665537,-0.3462847,"('egoistic', 'altruistic')",0.93539345,0.8595938,0.264369,0.2566546,-0.0077144
26,-0.13325945,-0.14455199,"('hardhearted', 'benevolent')",1.4214602,1.3021418,0.6441004,0.5787949,-0.0653055
27,-0.05121711,0.016506452,"('hardhearted', 'softhearted')",1.4643512,1.4091649,0.706567,0.7128357,0.0062687
28,-0.7058595,-0.7066898,"('disloyal', 'loyal')",0.9036841,0.90077364,0.0989123,0.0970419,-0.0018704
29,-0.17453873,-0.18148714,"('unfair', 'fair')",-0.3266505,-0.46219024,-0.2505946,-0.3218387,-0.0712441
30,0.7369055,0.6434173,"('intolerant', 'tolerant')",1.8771061,1.8142203,1.3070058,1.2288188,-0.078187
31,-1.1538593,-1.0223769,"('evil', 'good')",-1.3147722,-1.40047,-1.2343158,-1.2114234,0.0228924
32,-0.4470123,-0.5208491,"('unkind', 'kind')",1.0219548,0.9147598,0.2874712,0.1969554,-0.0905158
33,-0.17653927,-0.19423208,"('wrong', 'right')",-0.4931459,-0.54766244,-0.3348426,-0.3709472,-0.0361046
34,-0.081321545,-0.068955205,"('mean', 'honorable')",6.3995395,6.3759775,3.1591089,3.153511,-0.0055979
35,0.29628223,0.31113812,"('corrupt', 'incorrupt')",-0.45878923,-0.5926579,-0.0812535,-0.1407599,-0.0595064
36,-0.69276685,-0.5824909,"('hostile', 'amicable')",-0.19606315,-0.3519802,-0.444415,-0.4672356,-0.0228206
37,-0.29550034,-0.27040187,"('fake', 'genuine')",0.22001773,0.23832119,-0.0377413,-0.0160403,0.021701
38,-0.96845156,-1.0242094,"('untruthful', 'truthful')",0.39627934,0.43425465,-0.2860861,-0.2949774,-0.0088913
39,0.21062541,0.23712695,"('exploitative', 'cooperative')",0.28536305,0.31345248,0.2479942,0.2752897,0.0272955
40,0.38709763,0.43956724,"('stingy', 'generous')",-1.4628711,-1.4769875,-0.5378867,-0.5187101,0.0191766
41,0.16986062,0.17745233,"('unforgiving', 'forgiving')",0.21455647,0.14398424,0.1922085,0.1607183,-0.0314902
42,0.26023784,0.26675388,"('unreliable', 'reliable')",-3.2265065,-3.158666,-1.4831343,-1.445956,0.0371783
43,-0.86428285,-0.9530639,"('irresponsible', 'responsible')",0.88386047,0.8121356,0.0097888,-0.0704642,-0.080253
44,0.66651565,0.61470336,"('prejudiced', 'unprejudiced')",-1.5190525,-1.5756077,-0.4262684,-0.4804522,-0.0541838
45,-0.8483049,-0.8282818,"('incompetent', 'competent')",-0.03836244,-0.039908376,-0.4433337,-0.4340951,0.0092386
46,-0.6459244,-0.66260725,"('uncompetitive', 'competitive')",-0.55015844,-0.52139103,-0.5980414,-0.5919992,0.0060422
47,-0.22096401,-0.12762022,"('stupid', 'smart')",6.0419073,6.119984,2.9104717,2.996182,0.0857103
48,0.4834115,0.45825332,"('unintelligent', 'intelligent')",1.3593988,1.3824778,0.9214052,0.9203656,-0.0010396
49,0.19239463,0.30477983,"('unable', 'able')",0.3417834,0.51305467,0.267089,0.4089172,0.1418282
50,0.19805977,0.29904124,"('clumsy', 'skillful')",0.039253443,0.02425205,0.1186566,0.1616466,0.04299
51,-0.38533917,-0.49887568,"('uneducated', 'educated')",0.5836791,0.55435836,0.09917,0.0277413,-0.0714287
52,-0.8478615,-0.82118213,"('irrational', 'rational')",-0.10580005,-0.18153477,-0.4768308,-0.5013584,-0.0245276
53,-1.3181843,-1.2326665,"('uncreative', 'creative')",0.67691123,0.6157231,-0.3206365,-0.3084717,0.0121648
54,-1.1125622,-1.1575983,"('incapable', 'capable')",1.3371068,1.3239602,0.1122723,0.083181,-0.0290913
55,0.4094031,0.38400912,"('incompetent', 'clever')",0.39631563,0.4785469,0.4028594,0.431278,0.0284186
56,-0.07018329,-0.21779564,"('impractical', 'practical')",0.40732333,0.4112174,0.16857,0.0967109,-0.0718591
57,-1.1731657,-1.2105548,"('unimaginative', 'imaginative')",-2.9090557,-2.9526668,-2.0411108,-2.0816107,-0.0404999
58,-0.30432624,-0.26712003,"('undiscriminating', 'discriminating')",0.21307144,0.14053,-0.0456274,-0.063295,-0.0176676
59,0.026777595,0.07419549,"('foolish', 'wise')",0.47955132,0.49108273,0.2531645,0.2826391,0.0294746
60,0.6816915,0.6376611,"('inefficient', 'efficient')",0.6619294,0.77293354,0.6718105,0.7052974,0.0334869
61,-0.9898036,-1.0096201,"('illogical', 'logical')",0.3480681,0.21271761,-0.3208678,-0.3984512,-0.0775834
62,0.08509143,0.13282996,"('incompetent', 'brilliant')",0.95296824,1.1938756,0.5190299,0.6633527,0.1443228
63,-0.5513131,-0.5414096,"('unperceptive', 'insightful')",1.1347793,1.1838262,0.2917331,0.3212083,0.0294752
64,0.21347956,0.11670364,"('shy', 'confident')",-6.7086763,-6.5899234,-3.2475984,-3.2366099,0.0109885
65,0.5516417,0.48861703,"('insecure', 'secure')",-0.15397914,-0.11087258,0.1988313,0.1888722,-0.0099591
66,-1.3743256,-1.3651724,"('inactive', 'active')",0.48733762,0.38179114,-0.443494,-0.4916906,-0.0481966
67,0.28811282,0.13963178,"('doubtful', 'determined')",-0.1849293,-0.28638685,0.0515918,-0.0733775,-0.1249693
68,-0.13455194,-0.15745312,"('dependent', 'independent')",-0.15617006,-0.17354046,-0.145361,-0.1654968,-0.0201358
69,0.08853702,0.19155726,"('lazy', 'industrious')",-0.49710992,-0.52162,-0.2042865,-0.1650314,0.0392551
70,-0.15538558,-0.13823119,"('lethargic', 'energetic')",0.42687237,0.4194704,0.1357434,0.1406196,0.0048762
71,-0.8203861,-0.77985007,"('diffident', 'self-confident')",0.5680836,0.56778836,-0.1261513,-0.1060309,0.0201204
72,-0.18932533,-0.22767581,"('unambitious', 'ambitious')",-0.4465998,-0.38368213,-0.3179626,-0.305679,0.0122836
73,1.0059136,0.9754118,"('helpless', 'self-reliant')",-3.1598938,-3.1281965,-1.0769901,-1.0763924,0.0005977
74,-0.6141795,-0.6153249,"('undedicated', 'dedicated')",-0.31065002,-0.44768834,-0.4624147,-0.5315067,-0.069092
75,0.38649422,0.31913537,"('meek', 'impulsive')",-0.5758376,-0.5546596,-0.0946717,-0.1177621,-0.0230904
76,0.5119586,0.4903967,"('anxious', 'daring')",0.5422027,0.58779377,0.5270807,0.5390952,0.0120145
77,-0.57210577,-0.5290529,"('unmotivated', 'motivated')",-0.9655274,-0.8440783,-0.7688166,-0.6865656,0.082251
