,integrys_male,integrys_female,tuple,energy_male,energy_female,group_male,group_female,inc_male,inc_female,average_male,average_female,female-male
0,-1.2993661,-1.4418843,"('unsociable', 'sociable')",0.19470026,-0.0019984245,0.531769,0.37548524,-0.87824124,-0.9731702,-0.3627845,-0.510392,-0.1476075
1,-2.0593882,-2.0755274,"('unfriendly', 'friendly')",0.4526204,0.32881328,-0.54501635,-0.6260441,1.8492991,1.8861842,-0.0756213,-0.1216435,-0.0460222
2,0.8013504,0.779163,"('unlikable', 'likable')",1.3636538,1.3145411,1.9174223,1.8657119,0.90641433,0.9977804,1.2472103,1.2392992,-0.0079111
3,-0.64457244,-0.6308509,"('repellent', 'pleasant')",-0.2999345,-0.24549697,1.3468051,1.3760468,0.43081355,0.47179043,0.2082779,0.2428723,0.0345944
4,0.091809,0.047285035,"('disliked', 'liked')",0.693542,0.5294636,-0.12124133,-0.23658356,-6.29545,-6.2895913,-1.4078351,-1.4873565,-0.0795214
5,-0.5866265,-0.47879252,"('distant', 'outgoing')",0.12322873,0.17484275,-1.8093494,-1.6376239,-0.20953688,-0.070192516,-0.620571,-0.5029415,0.1176295
6,-1.0712692,-0.92236024,"('distant', 'open')",-0.430459,-0.3869475,-2.2221425,-2.023581,0.25483733,0.39993632,-0.8672584,-0.7332381,0.1340203
7,-0.112423286,-0.11780455,"('insensitive', 'sensitive')",1.0185376,1.0186515,0.20958713,0.26080665,0.88111186,0.96194047,0.4992033,0.5308985,0.0316952
8,-1.0387722,-1.0099645,"('unaffectionate', 'affectionate')",-0.31835157,-0.34090418,-0.3422643,-0.3256768,0.8139398,0.8808417,-0.2213621,-0.198926,0.0224361
9,-1.189506,-1.1826771,"('unaffectionate', 'caring')",0.5733241,0.53744537,-0.35458165,-0.3363774,1.1823729,1.2868735,0.0529023,0.0763161,0.0234138
10,-1.205363,-1.2547299,"('unsympathetic', 'sympathetic')",-0.21091634,-0.27889287,-0.0845222,-0.108818695,-0.58451015,-0.56417596,-0.5213279,-0.5516543,-0.0303264
11,-0.39331132,-0.47537273,"('unhelpful', 'helpful')",0.4320382,0.4445847,0.12889263,0.059512638,1.9412909,1.9689469,0.5272276,0.4994179,-0.0278097
12,-0.64893293,-0.5924023,"('unsupportive', 'supportive')",0.92100096,0.9616252,0.6299042,0.84219563,-1.7283756,-1.5881232,-0.2066008,-0.0941761,0.1124247
13,-1.0014865,-1.0756786,"('impolite', 'polite')",0.09017016,0.036256306,0.058819547,0.00048140436,-0.56443036,-0.6103171,-0.3542318,-0.4123145,-0.0580827
14,-0.17731217,-0.2489028,"('antisocial', 'social')",1.005789,0.9818309,1.5603067,1.4922596,-0.4695171,-0.5694278,0.4798166,0.41394,-0.0658766
15,0.135146,0.06425962,"('boring', 'funny')",0.16142526,0.09606716,-0.8727705,-1.0640272,0.7430163,0.71298707,0.0417043,-0.0476783,-0.0893826
16,-0.010313811,-0.062325064,"('unpopular', 'popular')",-0.28367388,-0.39360437,-0.13787863,-0.17730276,0.7267733,0.77666277,0.0737268,0.0358576,-0.0378692
17,-0.28542775,-0.24455532,"('nasty', 'nice')",-0.68110514,-0.6454407,-0.77539456,-0.71820503,-0.04335396,0.0004226677,-0.4463203,-0.4019446,0.0443757
18,-0.49336833,-0.47322077,"('disagreeable', 'welcoming')",-0.9653193,-0.99346304,-0.50072455,-0.36206043,-0.31338018,-0.25470248,-0.5681981,-0.5208617,0.0473364
19,-0.6742619,-0.6584159,"('inhospitable', 'hospitable')",-0.9632739,-0.97913677,-1.6379397,-1.6724124,0.122810945,0.2392779,-0.7881662,-0.7676718,0.0204944
20,-0.27287462,-0.26051614,"('rough', 'thoughtful')",-0.083024286,-0.04590918,0.9383772,0.9764961,0.9175647,0.885103,0.3750107,0.3887934,0.0137827
21,0.03532908,-0.105812706,"('immoral', 'moral')",1.3413537,1.21326,0.6058248,0.47516647,-0.8303726,-0.82188094,0.2880338,0.1901832,-0.0978506
