,suntrust_male,suntrust_female,tuple,banks_male,banks_female,inc_male,inc_female,average_male,average_female,female-male
0,-0.47028065,-0.68444157,"('unsociable', 'sociable')",0.9872641,0.9092069,-0.52926123,-0.68108404,-0.0040926,-0.1521062,-0.1480136
1,-0.86057603,-0.81711185,"('unfriendly', 'friendly')",1.4166893,1.3433728,1.6997164,1.5918684,0.7519433,0.7060431,-0.0459002
2,1.3413169,1.4079773,"('unlikable', 'likable')",1.8941591,1.9829022,0.7583461,0.89538276,1.331274,1.4287542,0.0974802
3,-0.60696906,-0.49490765,"('repellent', 'pleasant')",0.1270539,0.22650987,0.2841788,0.33783758,-0.0652454,0.0231466,0.088392
4,0.13826841,0.14616337,"('disliked', 'liked')",-0.14703488,-0.24007054,-5.8628583,-5.9087944,-1.9572083,-2.0009006,-0.0436923
5,-0.40779477,-0.30993804,"('distant', 'outgoing')",0.09124466,0.13392816,-0.34862575,-0.2260459,-0.2217253,-0.1340186,0.0877067
6,-0.45823726,-0.2775584,"('distant', 'open')",-0.48541084,-0.38599503,0.5268997,0.626559,-0.1389161,-0.0123315,0.1265846
7,0.16298795,0.15499368,"('insensitive', 'sensitive')",0.9970216,1.0794222,0.37985206,0.4285932,0.5132872,0.5543363,0.0410491
8,-0.2191694,-0.1626815,"('unaffectionate', 'affectionate')",0.7444596,0.6742694,0.52219933,0.5145892,0.3491632,0.342059,-0.0071042
9,0.12614082,0.11369248,"('unaffectionate', 'caring')",1.796546,1.7135509,1.0740708,1.0864666,0.9989192,0.9712367,-0.0276825
10,-0.46191382,-0.4810572,"('unsympathetic', 'sympathetic')",0.2424056,0.286453,-0.17132644,-0.21534243,-0.1302782,-0.1366489,-0.0063707
11,0.0021290067,-0.1244866,"('unhelpful', 'helpful')",0.8472309,0.8493968,1.9592415,2.0535574,0.9362005,0.9261559,-0.0100446
12,0.5245866,0.62134784,"('unsupportive', 'supportive')",1.5856143,1.6998242,-2.028485,-1.9205968,0.0272386,0.1335251,0.1062865
13,-0.010631952,-0.16118959,"('impolite', 'polite')",0.89921415,0.9982504,-0.5141162,-0.5563368,0.124822,0.0935747,-0.0312473
14,0.056036267,-0.041919928,"('antisocial', 'social')",1.975368,1.9798132,-0.70067924,-0.78678966,0.443575,0.3837012,-0.0598738
15,0.2886005,0.14408834,"('boring', 'funny')",0.56370854,0.4792159,0.48148653,0.42821702,0.4445985,0.3505071,-0.0940914
16,-0.75414675,-0.7427873,"('unpopular', 'popular')",-0.75039774,-0.7273854,0.34665644,0.3581491,-0.3859627,-0.3706745,0.0152882
17,0.0428337,0.13530514,"('nasty', 'nice')",-0.24069333,-0.1067279,-0.4105233,-0.33495778,-0.2027943,-0.1021268,0.1006675
18,0.1709127,0.37204775,"('disagreeable', 'welcoming')",-0.4673547,-0.37650922,-0.51717025,-0.40812922,-0.2712041,-0.1375302,0.1336739
19,-0.42619565,-0.31358898,"('inhospitable', 'hospitable')",-0.43373448,-0.38097793,-0.26410547,-0.08507558,-0.3746785,-0.2598808,0.1147977
20,-0.4613967,-0.3382383,"('rough', 'thoughtful')",-0.5497027,-0.44669804,0.9662667,0.99551874,-0.0149442,0.0701941,0.0851383
21,-0.3189587,-0.41078758,"('immoral', 'moral')",0.85975313,0.84207493,-0.917394,-0.9071577,-0.1255332,-0.1586235,-0.0330903
22,-0.5516527,-0.53113055,"('untrustworthy', 'trustworthy')",-0.034498066,-0.07576558,-0.88630444,-0.886969,-0.4908184,-0.497955,-0.0071366
23,0.050852492,-0.025450056,"('insincere', 'sincere')",1.5263518,1.5403821,5.3341,5.226619,2.303768,2.2471836,-0.0565844
24,0.13423236,0.107290246,"('dishonest', 'honest')",0.6463085,0.60967326,0.84325397,0.81094706,0.5412649,0.5093035,-0.0319614
25,-0.5199044,-0.49273053,"('egoistic', 'altruistic')",0.07592892,0.07487442,1.4670738,1.3649772,0.3410328,0.315707,-0.0253258
26,0.8291976,0.8306622,"('hardhearted', 'benevolent')",1.8964955,1.913691,1.845518,1.7539436,1.523737,1.4994322,-0.0243048
27,0.13877334,0.2661125,"('hardhearted', 'softhearted')",0.7074095,0.81920123,1.3129778,1.3081442,0.7197202,0.7978193,0.0780991
28,-0.2120201,-0.40967262,"('disloyal', 'loyal')",0.42174405,0.20831242,1.2641858,1.091975,0.4913032,0.2968716,-0.1944316
29,-0.5260925,-0.5531129,"('unfair', 'fair')",-0.306234,-0.29461285,-0.530344,-0.63481635,-0.4542235,-0.4941807,-0.0399572
30,0.934539,0.9054758,"('intolerant', 'tolerant')",1.638415,1.6356587,0.8375564,0.85053355,1.1368368,1.130556,-0.0062808
31,-0.515524,-0.23193169,"('evil', 'good')",-0.6012544,-0.5517451,-1.1152887,-1.0940608,-0.7440224,-0.6259125,0.1181099
32,0.20649268,0.12023164,"('unkind', 'kind')",1.4257227,1.4126409,1.2241989,1.0923419,0.9521381,0.8750715,-0.0770666
33,0.47125244,0.40585342,"('wrong', 'right')",0.7286699,0.72355014,-0.61472046,-0.70421624,0.1950673,0.1417291,-0.0533382
34,0.4375361,0.6380042,"('mean', 'honorable')",1.1064544,1.2651576,5.9022837,6.135226,2.4820914,2.6794624,0.197371
35,-0.30362242,-0.38762203,"('corrupt', 'incorrupt')",-1.7161542,-1.8057785,-0.046388753,-0.22396658,-0.6887218,-0.8057891,-0.1170673
36,-0.24005045,-0.13518609,"('hostile', 'amicable')",-0.099095434,-0.19463138,0.39740062,0.2696648,0.0194182,-0.0200509,-0.0394691
37,-0.45935842,-0.40941888,"('fake', 'genuine')",-0.65392137,-0.6112554,0.2981282,0.33140454,-0.2717172,-0.2297566,0.0419606
38,0.21531862,0.21740514,"('untruthful', 'truthful')",1.0254258,1.0135278,-0.07026431,-0.027601575,0.39016,0.4011105,0.0109505
39,0.85685825,0.8229816,"('exploitative', 'cooperative')",1.4710665,1.5748498,0.15079135,0.12744522,0.8262387,0.8417589,0.0155202
40,0.52248627,0.5930623,"('stingy', 'generous')",1.2013267,1.223626,-1.2997146,-1.358972,0.1413662,0.1525721,0.0112059
41,0.1747995,0.21581395,"('unforgiving', 'forgiving')",1.531541,1.479251,0.111632206,0.074669205,0.6059909,0.5899114,-0.0160795
42,1.4161456,1.5572878,"('unreliable', 'reliable')",1.0411421,1.2157092,-2.2246966,-2.119839,0.0775304,0.2177193,0.1401889
43,-0.04827265,0.030742317,"('irresponsible', 'responsible')",0.7306522,0.8572496,0.15021458,0.25114337,0.2775314,0.3797117,0.1021803
44,-0.33560276,-0.27232036,"('prejudiced', 'unprejudiced')",-1.0549412,-0.96084136,-1.0696257,-0.9992576,-0.8200566,-0.7441398,0.0759168
45,-0.79236937,-0.7372353,"('incompetent', 'competent')",0.54997146,0.49400288,-0.32173157,-0.4210521,-0.1880432,-0.2214282,-0.033385
46,-0.70245165,-0.73942274,"('uncompetitive', 'competitive')",0.44988093,0.4831806,-0.9077851,-0.91658854,-0.3867853,-0.3909436,-0.0041583
47,-0.029103687,0.051061213,"('stupid', 'smart')",1.3099262,1.353632,5.2624946,5.3782315,2.1811056,2.2609749,0.0798693
48,-0.74962634,-0.7917478,"('unintelligent', 'intelligent')",-0.7496389,-0.7631278,-0.071056776,-0.0943753,-0.5234406,-0.5497503,-0.0263097
