,southern_male,southern_female,tuple,co_male,co_female,average_male,average_female,female-male
0,0.44754356,0.44412965,"('unsociable', 'sociable')",-0.28354132,-0.31843212,0.0820011,0.0628488,-0.0191523
1,0.6920023,0.47427237,"('unfriendly', 'friendly')",1.8739766,1.7438653,1.2829895,1.1090689,-0.1739206
2,1.2234412,1.2887025,"('unlikable', 'likable')",0.74250644,0.8562201,0.9829738,1.0724614,0.0894876
3,0.032604128,0.13135158,"('repellent', 'pleasant')",0.5689739,0.6731289,0.300789,0.4022402,0.1014512
4,-0.07432599,-0.21907106,"('disliked', 'liked')",-7.1395135,-7.2354007,-3.6069198,-3.7272358,-0.120316
5,-0.095454514,-0.19368282,"('distant', 'outgoing')",-0.29230902,-0.29327726,-0.1938818,-0.24348,-0.0495982
6,0.16788882,0.106902644,"('distant', 'open')",0.1280822,0.05354531,0.1479855,0.080224,-0.0677615
7,1.1902089,1.2704782,"('insensitive', 'sensitive')",0.30211,0.353585,0.7461594,0.8120316,0.0658722
8,0.21337834,0.12127319,"('unaffectionate', 'affectionate')",0.8663075,0.70841527,0.5398429,0.4148442,-0.1249987
9,1.0698442,1.0407549,"('unaffectionate', 'caring')",1.2171345,1.1510596,1.1434894,1.0959072,-0.0475822
10,0.6129036,0.78846055,"('unsympathetic', 'sympathetic')",-0.20216617,-0.17395252,0.2053687,0.307254,0.1018853
11,-0.21578689,-0.1325799,"('unhelpful', 'helpful')",1.5218018,1.6119274,0.6530074,0.7396737,0.0866663
12,0.5523953,0.7020701,"('unsupportive', 'supportive')",-2.0446074,-2.01944,-0.746106,-0.6586849,0.0874211
13,0.19166687,0.3356979,"('impolite', 'polite')",-0.6610454,-0.547152,-0.2346893,-0.105727,0.1289623
14,1.681152,1.7015597,"('antisocial', 'social')",-0.10746039,-0.096019566,0.7868458,0.80277,0.0159242
15,0.3178012,0.112757884,"('boring', 'funny')",0.3274202,0.2946148,0.3226107,0.2036863,-0.1189244
16,-1.2136959,-1.4072977,"('unpopular', 'popular')",0.026557922,-0.09698981,-0.593569,-0.7521437,-0.1585747
17,0.11743885,0.13504265,"('nasty', 'nice')",-0.11129237,-0.08839637,0.0030732,0.0233231,0.0202499
18,0.067003995,0.14624168,"('disagreeable', 'welcoming')",-0.7515267,-0.82536256,-0.3422614,-0.3395604,0.002701
19,-0.30013296,-0.2956194,"('inhospitable', 'hospitable')",-0.39057785,-0.35659814,-0.3453554,-0.3261088,0.0192466
20,-0.123948865,-0.029086541,"('rough', 'thoughtful')",0.5136084,0.5078162,0.1948298,0.2393648,0.044535
21,0.7206071,0.90567356,"('immoral', 'moral')",-1.1703448,-0.990036,-0.2248689,-0.0421812,0.1826877
22,0.22534975,0.23634356,"('untrustworthy', 'trustworthy')",-0.7823421,-0.72898763,-0.2784961,-0.246322,0.0321741
23,0.24270374,0.3758085,"('insincere', 'sincere')",5.9548173,5.9524317,3.0987606,3.1641202,0.0653596
24,1.0467923,1.0724177,"('dishonest', 'honest')",0.9040929,0.880325,0.9754426,0.9763714,0.0009288
25,0.44442242,0.23683715,"('egoistic', 'altruistic')",1.4539679,1.2928368,0.9491951,0.764837,-0.1843581
26,1.3451841,1.1640905,"('hardhearted', 'benevolent')",1.7609155,1.6483313,1.5530498,1.4062109,-0.1468389
27,0.52043664,0.5610088,"('hardhearted', 'softhearted')",0.8589802,0.7274031,0.6897084,0.6442059,-0.0455025
28,1.1505727,1.1150584,"('disloyal', 'loyal')",1.120821,0.9740993,1.1356969,1.0445788,-0.0911181
29,-0.12366996,-0.22788452,"('unfair', 'fair')",-0.4054928,-0.53988326,-0.2645814,-0.3838839,-0.1193025
30,0.5749284,0.7008857,"('intolerant', 'tolerant')",0.45197707,0.58776253,0.5134528,0.6443241,0.1308713
31,-0.7631306,-0.730695,"('evil', 'good')",-0.43481505,-0.51319337,-0.5989728,-0.6219442,-0.0229714
32,0.44823515,0.45132244,"('unkind', 'kind')",0.9230418,0.7854766,0.6856385,0.6183995,-0.067239
33,0.9897626,0.85182834,"('wrong', 'right')",-0.29161507,-0.3509887,0.3490738,0.2504198,-0.098654
34,0.004920818,0.10907673,"('mean', 'honorable')",5.2518864,5.395451,2.6284037,2.7522638,0.1238601
35,-0.52150714,-0.76345235,"('corrupt', 'incorrupt')",-0.20862135,-0.39960232,-0.3650643,-0.5815274,-0.2164631
36,-0.8087721,-1.0590284,"('hostile', 'amicable')",-0.008821873,-0.21527198,-0.408797,-0.6371502,-0.2283532
37,1.4960119,1.541937,"('fake', 'genuine')",0.48035342,0.46177983,0.9881827,1.0018585,0.0136758
38,-0.1523768,-0.17392382,"('untruthful', 'truthful')",0.16234504,0.22160694,0.0049841,0.0238416,0.0188575
39,0.8187421,0.9362692,"('exploitative', 'cooperative')",0.551305,0.60131806,0.6850235,0.7687936,0.0837701
40,0.5180712,0.52475214,"('stingy', 'generous')",-2.123508,-2.224706,-0.8027184,-0.8499769,-0.0472585
41,0.62204885,0.68827856,"('unforgiving', 'forgiving')",0.33409786,0.3318832,0.4780734,0.5100809,0.0320075
42,0.69694436,0.7542517,"('unreliable', 'reliable')",-3.136006,-3.1497126,-1.2195308,-1.1977304,0.0218004
43,0.0018165894,0.19677998,"('irresponsible', 'responsible')",0.46254689,0.59533453,0.2321817,0.3960572,0.1638755
44,-0.84360343,-0.8009926,"('prejudiced', 'unprejudiced')",-1.2918403,-1.303513,-1.0677218,-1.0522528,0.015469
45,0.6863718,0.7915752,"('incompetent', 'competent')",-0.30732912,-0.2294147,0.1895213,0.2810802,0.0915589
46,0.6415069,0.74029917,"('uncompetitive', 'competitive')",-1.1227798,-1.0415658,-0.2406365,-0.1506333,0.0900032
47,0.24072082,0.2824884,"('stupid', 'smart')",5.146028,5.291834,2.6933744,2.7871611,0.0937867
48,0.3831408,0.5024469,"('unintelligent', 'intelligent')",-0.3243055,-0.28489977,0.0294176,0.1087736,0.079356
49,-0.8588754,-0.72778314,"('unable', 'able')",-0.775128,-0.71177495,-0.8170017,-0.719779,0.0972227
50,-0.9592264,-1.0563314,"('clumsy', 'skillful')",-0.6308113,-0.7337982,-0.7950189,-0.8950648,-0.1000459
51,-0.1364771,-0.18275131,"('uneducated', 'educated')",-0.19588108,-0.28485566,-0.1661791,-0.2338035,-0.0676244
52,-0.13373885,-0.40452436,"('irrational', 'rational')",0.078178175,-0.123498626,-0.0277803,-0.2640115,-0.2362312
53,-0.7008234,-0.7533024,"('uncreative', 'creative')",0.44347826,0.36747086,-0.1286726,-0.1929158,-0.0642432
54,-0.16708511,-0.23336124,"('incapable', 'capable')",0.7167703,0.6145949,0.2748426,0.1906168,-0.0842258
55,0.49388063,0.7021348,"('incompetent', 'clever')",-0.15986969,-0.07141902,0.1670055,0.3153579,0.1483524
56,1.465537,1.5861063,"('impractical', 'practical')",-0.29526457,-0.16235337,0.5851362,0.7118765,0.1267403
57,-0.059363153,-0.124652624,"('unimaginative', 'imaginative')",-3.135738,-3.1247497,-1.5975505,-1.6247011,-0.0271506
58,0.4902737,0.49985218,"('undiscriminating', 'discriminating')",0.3030412,0.36355802,0.3966575,0.4317051,0.0350476
59,-0.24811849,-0.38779932,"('foolish', 'wise')",0.14839262,0.09284426,-0.0498629,-0.1474775,-0.0976146
60,0.56372976,0.7452479,"('inefficient', 'efficient')",-0.48175,-0.21699014,0.0409899,0.2641289,0.223139
61,0.54941267,0.48458973,"('illogical', 'logical')",0.070254005,-0.0038156016,0.3098333,0.2403871,-0.0694462
62,0.79537755,1.0108017,"('incompetent', 'brilliant')",-0.27528545,-0.059232485,0.2600461,0.4757846,0.2157385
63,0.5435452,0.63542384,"('unperceptive', 'insightful')",-0.30098298,-0.12579457,0.1212811,0.2548146,0.1335335
64,-0.41992366,-0.41331655,"('shy', 'confident')",-6.3034225,-6.275517,-3.3616731,-3.3444169,0.0172562
65,0.40591028,0.49519736,"('insecure', 'secure')",-0.08458668,-0.027354065,0.1606618,0.2339216,0.0732598
66,0.07330279,0.003794685,"('inactive', 'active')",0.399052,0.32922396,0.2361774,0.1665093,-0.0696681
67,0.8919175,0.8458683,"('doubtful', 'determined')",-0.43971705,-0.3882592,0.2261002,0.2288045,0.0027043
68,-0.1666364,-0.11361863,"('dependent', 'independent')",-1.6952386,-1.7170932,-0.9309375,-0.9153559,0.0155816
69,-0.089669295,-0.26927134,"('lazy', 'industrious')",-0.79048324,-0.83076674,-0.4400763,-0.550019,-0.1099427
70,0.7068376,0.7857046,"('lethargic', 'energetic')",0.029801637,0.08493799,0.3683196,0.4353213,0.0670017
71,0.9244572,0.8225542,"('diffident', 'self-confident')",0.57357436,0.532419,0.7490158,0.6774866,-0.0715292
72,0.34850568,0.35800546,"('unambitious', 'ambitious')",-0.21851164,-0.14269271,0.064997,0.1076564,0.0426594
73,-0.35262436,-0.39539096,"('helpless', 'self-reliant')",-3.193705,-3.179636,-1.7731647,-1.7875135,-0.0143488
74,0.9149835,0.9952542,"('undedicated', 'dedicated')",-0.10415687,-0.073965766,0.4054133,0.4606442,0.0552309
75,-0.90763783,-0.97978383,"('meek', 'impulsive')",-0.5055622,-0.49770617,-0.7066,-0.738745,-0.032145
76,0.43785536,0.71014214,"('anxious', 'daring')",-0.23762445,-0.1405695,0.1001155,0.2847863,0.1846708
77,-0.7418022,-0.69175875,"('unmotivated', 'motivated')",-1.3782792,-1.2567706,-1.0600407,-0.9742647,0.085776
78,-0.40214312,-0.4319394,"('nonresilient', 'resilient')",-0.37168533,-0.3265202,-0.3869142,-0.3792298,0.0076844
79,-0.34734815,-0.42579314,"('wavering', 'unwavering')",-0.23019601,-0.27676898,-0.2887721,-0.351281,-0.0625089
80,0.4271004,0.46375266,"('dominated', 'dominating')",-0.61678004,-0.5211026,-0.0948398,-0.028675,0.0661648
81,-0.10557854,-0.07193613,"('submissive', 'aggressive')",-1.0443165,-0.9052571,-0.5749475,-0.4885966,0.0863509
82,-0.58926535,-0.5437999,"('poor', 'rich')",5.876695,5.861874,2.6437149,2.6590371,0.0153222
83,0.4507721,0.5469605,"('powerless', 'powerful')",-1.1363744,-1.1237252,-0.3428011,-0.2883824,0.0544187
84,-0.11939433,-0.15330103,"('inferior', 'superior')",0.037430182,-0.013744602,-0.0409821,-0.0835228,-0.0425407
85,-0.1485603,-0.23330955,"('insignificant', 'prestigious')",-0.357976,-0.4884536,-0.2532682,-0.3608816,-0.1076134
86,0.39069185,0.28142014,"('uninfluential', 'influential')",-0.50848156,-0.57054645,-0.0588949,-0.1445632,-0.0856683
87,-0.22004616,-0.34594658,"('unsuccessful', 'successful')",-0.06541729,-0.051800855,-0.1427317,-0.1988737,-0.056142
88,-0.19951478,-0.34641096,"('low', 'eminent')",-0.60306746,-0.6313987,-0.4012911,-0.4889048,-0.0876137
